id,name,identifier__historichansard,constituency,party,party_id,start_date,start_reason,end_date,end_reason,term
13821,Raymond McCartney,,Foyle,Sinn Féin,sinn-fein,2004-07-15,appointed,2007-01-30,dissolution,2
13821,Raymond McCartney,,Foyle,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13821,Raymond McCartney,,Foyle,Sinn Féin,sinn-fein,2011-05-06,election,,,4
13822,Nelson McCausland,,Belfast North,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13822,Nelson McCausland,,Belfast North,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13822,Nelson McCausland,,Belfast North,DUP,dup,2011-05-06,election,,,4
13823,David McClarty,,East Londonderry,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13823,David McClarty,,East Londonderry,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13823,David McClarty,,East Londonderry,UUP,uup,2007-03-09,election,2010-12-31,changed_party,3
13823,David McClarty,,East Londonderry,Independent,independent,2011-01-01,changed_party,2011-03-24,dissolution,3
13823,David McClarty,,East Londonderry,Independent,independent,2011-05-06,election,2014-04-18,died,4
13824,Donovan McClelland,,South Antrim,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13825,Barry McElduff,,West Tyrone,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
13825,Barry McElduff,,West Tyrone,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13825,Barry McElduff,,West Tyrone,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13825,Barry McElduff,,West Tyrone,Sinn Féin,sinn-fein,2011-05-06,election,,,4
13826,Alan McFarland,,North Down,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13826,Alan McFarland,,North Down,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13826,Alan McFarland,,North Down,UUP,uup,2007-03-09,election,2010-03-30,changed_party,3
13826,Alan McFarland,,North Down,Independent,independent,2010-03-31,changed_party,2011-03-24,dissolution,3
13827,Michael McGimpsey,,Belfast South,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13827,Michael McGimpsey,,Belfast South,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13827,Michael McGimpsey,,Belfast South,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13827,Michael McGimpsey,,Belfast South,UUP,uup,2011-05-06,election,,,4
13828,Patsy McGlone,,Mid Ulster,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13828,Patsy McGlone,,Mid Ulster,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13828,Patsy McGlone,,Mid Ulster,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4
13829,Philip McGuigan,,North Antrim,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13830,Gerry McHugh,,Fermanagh and South Tyrone,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
13830,Gerry McHugh,,Fermanagh and South Tyrone,Sinn Féin,sinn-fein,2007-03-09,election,2007-12-03,changed_party,3
13830,Gerry McHugh,,Fermanagh and South Tyrone,Independent,independent,2007-12-03,changed_party,2011-03-24,dissolution,3
13831,Mitchel McLaughlin,,Foyle,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
13831,Mitchel McLaughlin,,Foyle,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13831,Mitchel McLaughlin,,South Antrim,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13831,Mitchel McLaughlin,,South Antrim,Sinn Féin,sinn-fein,2011-05-06,election,2015-01-12,changed_party,4
13831,Mitchel McLaughlin,,South Antrim,Speaker,speaker,2015-01-12,changed_party,,,4
13832,Eugene McMenamin,,West Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13832,Eugene McMenamin,,West Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13833,Pat McNamee,,Newry and Armagh,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
13834,David McNarry,,Strangford,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13834,David McNarry,,Strangford,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13834,David McNarry,,Strangford,UUP,uup,2011-05-06,election,,,4
13835,Monica McWilliams,,Belfast South,NIWC,niwc,1998-06-25,general_election,2003-04-28,general_election,1
13836,Francie Molloy,,Mid Ulster,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
13836,Francie Molloy,,Mid Ulster,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13836,Francie Molloy,,Mid Ulster,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13836,Francie Molloy,,Mid Ulster,Sinn Féin,sinn-fein,2011-05-06,election,2013-04-08,resigned,4
13838,Jane Morrice,,North Down,NIWC,niwc,1998-06-25,general_election,2003-04-28,general_election,1
13840,Stephen Moutray,,Upper Bann,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13840,Stephen Moutray,,Upper Bann,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13840,Stephen Moutray,,Upper Bann,DUP,dup,2011-05-06,election,,,4
13841,Mick Murphy,,South Down,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
13842,Sean Neeson,,East Antrim,Alliance,alliance,1998-06-25,general_election,2003-04-28,general_election,1
13842,Sean Neeson,,East Antrim,Alliance,alliance,2003-11-26,general_election,2007-01-30,dissolution,2
13842,Sean Neeson,,East Antrim,Alliance,alliance,2007-03-09,election,2011-03-24,dissolution,3
13843,Mary Nelis,,Foyle,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
13843,Mary Nelis,,Foyle,Sinn Féin,sinn-fein,2003-11-26,general_election,2004-07-14,resigned,2
13844,Dermot Nesbitt,,South Down,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13844,Dermot Nesbitt,,South Down,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13845,Robin Newton,,Belfast East,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13845,Robin Newton,,Belfast East,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13845,Robin Newton,,Belfast East,DUP,dup,2011-05-06,election,,,4
13846,Danny O'Connor,,East Antrim,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13847,John O'Dowd,,Upper Bann,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13847,John O'Dowd,,Upper Bann,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13847,John O'Dowd,,Upper Bann,Sinn Féin,sinn-fein,2011-05-06,election,,,4
13848,Dara O'Hagan,,Upper Bann,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
13849,Patricia O'Rawe,,Newry and Armagh,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13850,Tom O'Reilly,,Fermanagh and South Tyrone,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13851,Eamonn ONeill,,South Down,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13852,Ian Paisley Jnr,,North Antrim,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13852,Ian Paisley Jnr,,North Antrim,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13852,Ian Paisley Jnr,,North Antrim,DUP,dup,2007-03-09,election,2010-06-20,resigned,3
13853,Edwin Poots,,Lagan Valley,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13853,Edwin Poots,,Lagan Valley,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13853,Edwin Poots,,Lagan Valley,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13853,Edwin Poots,,Lagan Valley,DUP,dup,2011-05-06,election,,,4
13854,Sue Ramsey,,Belfast West,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
13854,Sue Ramsey,,Belfast West,Sinn Féin,sinn-fein,2004-11-29,appointed,2007-01-30,dissolution,2
13854,Sue Ramsey,,Belfast West,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13854,Sue Ramsey,,Belfast West,Sinn Féin,sinn-fein,2011-05-06,election,2014-11-03,resigned,4
13855,Pat Ramsey,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13855,Pat Ramsey,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13855,Pat Ramsey,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4
13856,Margaret Ritchie,,South Down,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13856,Margaret Ritchie,,South Down,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13856,Margaret Ritchie,,South Down,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,2012-03-31,resigned,4
13857,Mark Robinson,,Belfast South,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13857,Mark Robinson,,Belfast South,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13858,George Robinson,,East Londonderry,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13858,George Robinson,,East Londonderry,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13858,George Robinson,,East Londonderry,DUP,dup,2011-05-06,election,,,4
13859,Ken Robinson,,East Antrim,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13859,Ken Robinson,,East Antrim,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13859,Ken Robinson,,East Antrim,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13860,Patrick Roche,,Lagan Valley,UKUP,ukup,1998-06-25,general_election,1999-01-15,changed_party,1
13860,Patrick Roche,,Lagan Valley,NIUP,niup,1999-01-15,changed_party,2003-04-28,general_election,1
13861,Brid Rodgers,,Upper Bann,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13862,Caitriona Ruane,,South Down,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13862,Caitriona Ruane,,South Down,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13862,Caitriona Ruane,,South Down,Sinn Féin,sinn-fein,2011-05-06,election,,,4
13863,George Savage,,Upper Bann,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13863,George Savage,,Upper Bann,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13864,Jim Shannon,,Strangford,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13864,Jim Shannon,,Strangford,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13864,Jim Shannon,,Strangford,DUP,dup,2007-03-09,election,2010-08-01,resigned,3
13865,Duncan Dalton,,South Antrim,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13866,Kathy Stanton,,Belfast North,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13867,Mervyn Storey,,North Antrim,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13867,Mervyn Storey,,North Antrim,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13867,Mervyn Storey,,North Antrim,DUP,dup,2011-05-06,election,,,4
13868,John Tierney,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13869,Denis Watson,,Upper Bann,Independent,independent,1998-06-25,general_election,1998-09-21,changed_party,1
13869,Denis Watson,,Upper Bann,UUAP,uuap,1998-09-21,changed_party,2003-04-28,general_election,1
13870,Peter Weir,,North Down,UUP,uup,1998-06-25,general_election,2001-11-09,changed_party,1
13870,Peter Weir,,North Down,Independent,independent,2001-11-09,changed_party,2002-04-30,changed_party,1
13870,Peter Weir,,North Down,DUP,dup,2002-04-30,changed_party,2003-04-28,general_election,1
13870,Peter Weir,,North Down,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13870,Peter Weir,,North Down,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13870,Peter Weir,,North Down,DUP,dup,2011-05-06,election,,,4
13871,Jim Wells,,South Down,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13871,Jim Wells,,South Down,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13871,Jim Wells,,South Down,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13871,Jim Wells,,South Down,DUP,dup,2011-05-06,election,,,4
13872,Jim Wilson,,South Antrim,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13872,Jim Wilson,,South Antrim,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13873,Cedric Wilson,,Strangford,UKUP,ukup,1998-06-25,general_election,1999-01-15,changed_party,1
13873,Cedric Wilson,,Strangford,NIUP,niup,1999-01-15,changed_party,2003-04-28,general_election,1
13874,Bairbre de Brún,,Belfast West,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
13874,Bairbre de Brún,,Belfast West,Sinn Féin,sinn-fein,2003-11-26,general_election,2004-10-27,resigned,2
13878,Lord Browne of Belmont,,Belfast East,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13887,Roy Beggs,,East Antrim,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13887,Roy Beggs,,East Antrim,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13887,Roy Beggs,,East Antrim,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13887,Roy Beggs,,East Antrim,UUP,uup,2011-05-06,election,,,4
13888,Marietta Farrell,,Lagan Valley,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-01-09,appointed,2007-01-30,dissolution,2
13889,Dawn Purvis,,Belfast East,PUP,pup,2007-01-24,appointed,2007-01-30,dissolution,2
13889,Dawn Purvis,,Belfast East,PUP,pup,2007-03-09,election,2010-06-02,changed_party,3
13889,Dawn Purvis,,Belfast East,Independent,independent,2010-06-03,changed_party,2011-03-24,dissolution,3
13891,Martina Anderson,,Foyle,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13891,Martina Anderson,,Foyle,Sinn Féin,sinn-fein,2011-05-06,election,2012-06-13,resigned,4
13892,Cathal Boylan,,Newry and Armagh,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13892,Cathal Boylan,,Newry and Armagh,Sinn Féin,sinn-fein,2011-05-06,election,,,4
13893,Mickey Brady,,Newry and Armagh,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13893,Mickey Brady,,Newry and Armagh,Sinn Féin,sinn-fein,2011-05-06,election,2015-06-03,resigned,4
13894,Allan Bresland,,West Tyrone,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13896,Paul Butler,,Lagan Valley,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13897,Trevor Clarke,,South Antrim,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13897,Trevor Clarke,,South Antrim,DUP,dup,2011-05-06,election,,,4
13898,Jonathan Craig,,Lagan Valley,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13898,Jonathan Craig,,Lagan Valley,DUP,dup,2011-05-06,election,,,4
13899,Stephen Farry,,North Down,Alliance,alliance,2007-03-09,election,2011-03-24,dissolution,3
13899,Stephen Farry,,North Down,Alliance,alliance,2011-05-06,election,,,4
13900,Simon Hamilton,,Strangford,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13900,Simon Hamilton,,Strangford,DUP,dup,2011-05-06,election,,,4
13901,William Irwin,,Newry and Armagh,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13901,William Irwin,,Newry and Armagh,DUP,dup,2011-05-06,election,,,4
13902,Anna Lo,,Belfast South,Alliance,alliance,2007-03-09,election,2011-03-24,dissolution,3
13902,Anna Lo,,Belfast South,Alliance,alliance,2011-05-06,election,,,4
13903,Trevor Lunn,,Lagan Valley,Alliance,alliance,2007-03-09,election,2011-03-24,dissolution,3
13903,Trevor Lunn,,Lagan Valley,Alliance,alliance,2011-05-06,election,,,4
13904,Paul Maskey,,Belfast West,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13904,Paul Maskey,,Belfast West,Sinn Féin,sinn-fein,2011-05-06,election,2012-07-01,resigned,4
13905,John McCallister,,South Down,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13905,John McCallister,,South Down,UUP,uup,2011-05-06,election,,,4
13906,Jennifer McCann,,Belfast West,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13906,Jennifer McCann,,Belfast West,Sinn Féin,sinn-fein,2011-05-06,election,,,4
13907,Basil McCrea,,Lagan Valley,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13907,Basil McCrea,,Lagan Valley,UUP,uup,2011-05-06,election,,,4
13908,Ian McCrea,,Mid Ulster,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13908,Ian McCrea,,Mid Ulster,DUP,dup,2011-05-06,election,,,4
13909,Claire McGill,,West Tyrone,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13910,Michelle McIlveen,,Strangford,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13910,Michelle McIlveen,,Strangford,DUP,dup,2011-05-06,election,,,4
13911,Daithí McKay,,North Antrim,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13911,Daithí McKay,,North Antrim,Sinn Féin,sinn-fein,2011-05-06,election,,,4
13912,Adrian McQuillan,,East Londonderry,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13912,Adrian McQuillan,,East Londonderry,DUP,dup,2011-05-06,election,,,4
13913,Carál Ní Chuilín,,Belfast North,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13913,Carál Ní Chuilín,,Belfast North,Sinn Féin,sinn-fein,2011-05-06,election,,,4
13914,Declan O'Loan,,North Antrim,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13915,Michelle O'Neill,,Mid Ulster,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13915,Michelle O'Neill,,Mid Ulster,Sinn Féin,sinn-fein,2011-05-06,election,,,4
13916,Jimmy Spratt,,Belfast South,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13916,Jimmy Spratt,,Belfast South,DUP,dup,2011-05-06,election,,,4
13917,Brian Wilson,,North Down,Green,green,2007-03-09,election,2011-03-24,dissolution,3
13918,Francie Brolly,,East Londonderry,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13918,Francie Brolly,,East Londonderry,Sinn Féin,sinn-fein,2007-03-09,election,2009-12-11,resigned,3
13927,Alastair Ross,,East Antrim,DUP,dup,2007-05-14,appointed,2011-03-24,dissolution,3
13927,Alastair Ross,,East Antrim,DUP,dup,2011-05-06,election,,,4
24684,Danny Kinahan,,South Antrim,UUP,uup,2009-06-09,appointed,2011-03-24,dissolution,3
24684,Danny Kinahan,,South Antrim,UUP,uup,2011-05-06,election,2015-06-24,resigned,4
24701,Billy Leonard,,East Londonderry,Sinn Féin,sinn-fein,2010-01-07,appointed,2011-03-24,dissolution,3
24702,Conall McDevitt,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2010-01-21,appointed,2011-03-24,dissolution,3
24702,Conall McDevitt,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,2013-09-04,resigned,4
24703,Jonathan Bell,,Strangford,DUP,dup,2010-01-25,appointed,2011-03-24,dissolution,3
24703,Jonathan Bell,,Strangford,DUP,dup,2011-05-06,election,,,4
24972,Paul Givan,,Lagan Valley,DUP,dup,2010-06-11,appointed,2011-03-24,dissolution,3
24972,Paul Givan,,Lagan Valley,DUP,dup,2011-05-06,election,,,4
24981,Paul Frew,,North Antrim,DUP,dup,2010-06-21,appointed,2011-03-24,dissolution,3
24981,Paul Frew,,North Antrim,DUP,dup,2011-05-06,election,,,4
24993,Sydney Anderson,,Upper Bann,DUP,dup,2010-07-01,appointed,2011-03-24,dissolution,3
24993,Sydney Anderson,,Upper Bann,DUP,dup,2011-05-06,election,,,4
24994,Chris Lyttle,,Belfast East,Alliance,alliance,2010-07-05,appointed,2011-03-24,dissolution,3
24994,Chris Lyttle,,Belfast East,Alliance,alliance,2011-05-06,election,,,4
25010,Simpson Gibson,,Strangford,DUP,dup,2010-08-02,appointed,2011-03-24,dissolution,3
25011,William Humphrey,,Belfast North,DUP,dup,2010-09-13,appointed,2011-03-24,dissolution,3
25011,William Humphrey,,Belfast North,DUP,dup,2011-05-06,election,,,4
25015,Pól Callaghan,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2010-11-15,appointed,2011-03-24,dissolution,3
25020,Pat Sheehan,,Belfast West,Sinn Féin,sinn-fein,2010-12-07,appointed,2011-03-24,dissolution,3
25020,Pat Sheehan,,Belfast West,Sinn Féin,sinn-fein,2011-05-06,election,,,4
25121,Steven Agnew,,North Down,Green,green,2011-05-06,election,,,4
25122,Jim Allister,,North Antrim,Traditional Unionist Voice,traditional-unionist-voice,2011-05-06,election,,,4
25123,Michaela Boyle,,West Tyrone,Sinn Féin,sinn-fein,2011-05-06,election,,,4
25124,Paula Bradley,,Belfast North,DUP,dup,2011-05-06,election,,,4
25125,Judith Cochrane,,Belfast East,Alliance,alliance,2011-05-06,election,,,4
25126,Stewart Dickson,,East Antrim,Alliance,alliance,2011-05-06,election,,,4
25127,Jo-Anne Dobson,,Upper Bann,UUP,uup,2011-05-06,election,,,4
25128,Sammy Douglas,,Belfast East,DUP,dup,2011-05-06,election,,,4
25129,Gordon Dunne,,North Down,DUP,dup,2011-05-06,election,,,4
25130,Colum Eastwood,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4
25131,Phil Flanagan,,Fermanagh and South Tyrone,Sinn Féin,sinn-fein,2011-05-06,election,,,4
25132,Brenda Hale,,Lagan Valley,DUP,dup,2011-05-06,election,,,4
25133,Ross Hussey,,West Tyrone,UUP,uup,2011-05-06,election,,,4
25134,Pam Lewis,,South Antrim,DUP,dup,2011-05-06,election,,,4
25135,Sean Lynch,,Fermanagh and South Tyrone,Sinn Féin,sinn-fein,2011-05-06,election,,,4
25136,David McIlveen,,North Antrim,DUP,dup,2011-05-06,election,,,4
25137,Karen McKevitt,,South Down,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4
25138,Oliver McMullan,,East Antrim,Sinn Féin,sinn-fein,2011-05-06,election,,,4
25139,Mike Nesbitt,,Strangford,UUP,uup,2011-05-06,election,,,4
25140,Sandra Overend,,Mid Ulster,UUP,uup,2011-05-06,election,,,4
25141,Robin Swann,,North Antrim,UUP,uup,2011-05-06,election,,,4
25142,Cathal Ó hOisín,,East Londonderry,Sinn Féin,sinn-fein,2011-05-06,election,,,4
25143,Mark Durkan,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4
25153,Sean Rogers,,South Down,Social Democratic and Labour Party,social-democratic-and-labour-party,2012-04-02,appointed,,,4
25154,Christopher Hazzard,,South Down,Sinn Féin,sinn-fein,2012-04-13,appointed,,,4
25157,Rosaleen McCorley,,Belfast West,Sinn Féin,sinn-fein,2012-07-02,appointed,,,4
25158,Maeve McLaughlin,,Foyle,Sinn Féin,sinn-fein,2012-06-14,appointed,,,4
25159,Declan McAleer,,West Tyrone,Sinn Féin,sinn-fein,2012-07-02,appointed,,,4
25160,Megan Fearon,,Newry and Armagh,Sinn Féin,sinn-fein,2012-07-02,appointed,,,4
25161,Bronwyn McGahan,,Fermanagh and South Tyrone,Sinn Féin,sinn-fein,2012-07-02,appointed,,,4
25180,Ian Milne,,Mid Ulster,Sinn Féin,sinn-fein,2013-04-08,appointed,,,4
25183,Fearghal McKinney,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2013-09-16,appointed,,,4
25226,Claire Sugden,,East Londonderry,Independent,independent,2014-05-06,appointed,,,4
25255,Maurice Devenney,,Foyle,DUP,dup,2014-10-20,appointed,2015-03-25,resigned,4
25256,Máirtín Ó Muilleoir,,Belfast South,Sinn Féin,sinn-fein,2014-11-04,appointed,,,4
25267,Gary Middleton,,Foyle,DUP,dup,2015-04-13,appointed,,,4
25449,Adrian Cochrane-Watson,,South Antrim,UUP,uup,2015-06-24,election,,,4
25450,Gordon Lyons,,East Antrim,DUP,dup,2011-05-06,election,,,4
