id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
3923,Ada Marra,,,S,s,VD,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2726.jpg,
1135,Adrian Amstutz,,,V,v,BE,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2584.jpg,
3907,Adèle Thorens Goumaz,,,G,g,VD,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2710.jpg,
4100,Albert Rösti,,,V,v,BE,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3010.jpg,
4054,Albert Vitali,,,RL,rl,LU,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2761.jpg,
1162,Alex Kuprecht,,,V,v,SZ,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2641.jpg,
224,Alexander Tschäppät,,,S,s,BE,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2328.jpg,
3887,Alfred Heer,,,V,v,ZH,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2690.jpg,
4128,Aline Trede,,,G,g,BE,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3032.jpg,
4096,Alois Gmür,,,CE,ce,SZ,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3001.jpg,
4075,Andrea Caroni,,,RL,rl,AR,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2775.jpg,
3880,Andrea Martina Geissbühler,,,V,v,BE,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2683.jpg,
3867,Andreas Aebi,,,V,v,BE,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2670.jpg,
97,Andreas Gross,,,S,s,ZH,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2296.jpg,
453,André Bugnon,,,V,v,VD,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2477.jpg,
3829,Andy Tschümperlin,,,S,s,SZ,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2665.jpg,
466,Anita Fetz,,,S,s,BS,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2061.jpg,
4136,Anne Mahrer,,,G,g,GE,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3038.jpg,
3920,Anne Seydoux-Christe,,,CE,ce,JU,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2723.jpg,
4093,Balthasar Glättli,,,G,g,ZH,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3003.jpg,
4121,Barbara Gysi,,,S,s,SG,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3026.jpg,
3904,Barbara Schmid-Federer,,,CE,ce,ZH,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2707.jpg,
3882,Bastien Girod,,,G,g,ZH,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2685.jpg,
1156,Bea Heim,,,S,s,SO,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2601.jpg,
4059,Beat Flach,,,GL,gl,AG,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2765.jpg,
4032,Beat Jans,,,S,s,BS,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2745.jpg,
4142,Beat Walti,,,RL,rl,ZH,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3044.jpg,
4082,Bernhard Guhl,,,BD,bd,AG,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2785.jpg,
1106,Brigitte Häberli-Koller,,,CE,ce,TG,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2600.jpg,
4084,Bruno Pezzatti,,,RL,rl,ZG,National Council,50,,,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2784.jpg,
