id,name,constituency,party,party_id,term,start_date,start_reason,source,end_date
601b6bab-4bde-4f3e-8bcb-4ba2eba6f59b,Achmet Ilchan,Rodopi,N.D. (New Democracy),nd,11,2004-03-07,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=601b6bab-4bde-4f3e-8bcb-4ba2eba6f59b,
917622ea-9d47-49b1-aa2b-616923f247e6,Adamopoulos Georgios,Larissa,PA.SO.K. (Panhellenic Socialist Movement),pasok,5,1989-06-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=917622ea-9d47-49b1-aa2b-616923f247e6,
917622ea-9d47-49b1-aa2b-616923f247e6,Adamopoulos Georgios,Larissa,PA.SO.K. (Panhellenic Socialist Movement),pasok,6,1989-11-05,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=917622ea-9d47-49b1-aa2b-616923f247e6,
917622ea-9d47-49b1-aa2b-616923f247e6,Adamopoulos Georgios,Larissa,PA.SO.K. (Panhellenic Socialist Movement),pasok,7,1990-04-08,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=917622ea-9d47-49b1-aa2b-616923f247e6,
917622ea-9d47-49b1-aa2b-616923f247e6,Adamopoulos Georgios,Larissa,PA.SO.K. (Panhellenic Socialist Movement),pasok,8,1993-10-10,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=917622ea-9d47-49b1-aa2b-616923f247e6,
917622ea-9d47-49b1-aa2b-616923f247e6,Adamopoulos Georgios,Larissa,PA.SO.K. (Panhellenic Socialist Movement),pasok,9,1996-09-22,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=917622ea-9d47-49b1-aa2b-616923f247e6,
cd9f3107-520b-4e25-8b79-0825797bca7a,Adraktas Panagiotis,Athens B,N.D. (New Democracy),nd,5,1989-06-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=cd9f3107-520b-4e25-8b79-0825797bca7a,
cd9f3107-520b-4e25-8b79-0825797bca7a,Adraktas Panagiotis,Athens B,N.D. (New Democracy),nd,6,1989-11-05,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=cd9f3107-520b-4e25-8b79-0825797bca7a,
cd9f3107-520b-4e25-8b79-0825797bca7a,Adraktas Panagiotis,Athens B,N.D. (New Democracy),nd,7,1990-04-08,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=cd9f3107-520b-4e25-8b79-0825797bca7a,
cd9f3107-520b-4e25-8b79-0825797bca7a,Adraktas Panagiotis,Ileia,N.D. (New Democracy),nd,10,2000-04-09,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=cd9f3107-520b-4e25-8b79-0825797bca7a,
cd9f3107-520b-4e25-8b79-0825797bca7a,Adraktas Panagiotis,Ileia,N.D. (New Democracy),nd,11,2004-03-07,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=cd9f3107-520b-4e25-8b79-0825797bca7a,
cd9f3107-520b-4e25-8b79-0825797bca7a,Adraktas Panagiotis,Ileia,N.D. (New Democracy),nd,12,2007-09-16,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=cd9f3107-520b-4e25-8b79-0825797bca7a,
4e9a51d7-b519-4a47-8b37-6b6e0d58c0b6,Afentoulidis Nikolaos,Kilkis,PA.SO.K. (Panhellenic Socialist Movement),pasok,8,1993-10-10,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=4e9a51d7-b519-4a47-8b37-6b6e0d58c0b6,
013bab92-bddf-4508-b849-6150356536c4,Agathopoulou Eirini - Eleni,Kilkis,SYRIZA (Coalition of the Radical Left),syriza,14,2012-05-06,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=013bab92-bddf-4508-b849-6150356536c4,
013bab92-bddf-4508-b849-6150356536c4,Agathopoulou Eirini - Eleni,Kilkis,SYRIZA (Coalition of the Radical Left),syriza,15,2012-06-17,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=013bab92-bddf-4508-b849-6150356536c4,
4d3c7c34-7ad1-42e2-a807-01ee80db406b,Agatsa Ariadni (Aria),Viotia,INDEPENDENT,independent,13,2012-04-04,Became Independent,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=4d3c7c34-7ad1-42e2-a807-01ee80db406b,
f67ef9d3-a65b-4439-b133-d84d14810aff,Agorastis Vasileios,Larissa,PA.SO.K. (Panhellenic Socialist Movement),pasok,2,1977-11-20,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=f67ef9d3-a65b-4439-b133-d84d14810aff,
f67ef9d3-a65b-4439-b133-d84d14810aff,Agorastis Vasileios,Larissa,PA.SO.K. (Panhellenic Socialist Movement),pasok,3,1981-10-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=f67ef9d3-a65b-4439-b133-d84d14810aff,
f67ef9d3-a65b-4439-b133-d84d14810aff,Agorastis Vasileios,Larissa,PA.SO.K. (Panhellenic Socialist Movement),pasok,4,1985-06-02,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=f67ef9d3-a65b-4439-b133-d84d14810aff,
ecc1d9aa-cff3-46df-98b7-90b95739929a,Agorastos Konstantinos,Larissa,N.D. (New Democracy),nd,11,2004-03-07,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=ecc1d9aa-cff3-46df-98b7-90b95739929a,
ecc1d9aa-cff3-46df-98b7-90b95739929a,Agorastos Konstantinos,Larissa,N.D. (New Democracy),nd,12,2007-09-16,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=ecc1d9aa-cff3-46df-98b7-90b95739929a,
28b306da-1b83-4b17-a7c0-a8c4659394ab,Aidonas Apostolos,Of Thessaloniki (rest),N.D. (New Democracy),nd,1,1974-11-17,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=28b306da-1b83-4b17-a7c0-a8c4659394ab,
98f4d133-dcb5-4c88-97ae-aef90845de32,Aidonis Christos,Drama,PA.SO.K. (Panhellenic Socialist Movement),pasok,11,2004-03-07,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=98f4d133-dcb5-4c88-97ae-aef90845de32,
98f4d133-dcb5-4c88-97ae-aef90845de32,Aidonis Christos,Drama,PA.SO.K. (Panhellenic Socialist Movement),pasok,12,2007-09-16,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=98f4d133-dcb5-4c88-97ae-aef90845de32,
98f4d133-dcb5-4c88-97ae-aef90845de32,Aidonis Christos,Drama,PA.SO.K. (Panhellenic Socialist Movement),pasok,13,2009-10-04,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=98f4d133-dcb5-4c88-97ae-aef90845de32,
98f4d133-dcb5-4c88-97ae-aef90845de32,Aidonis Christos,Drama,PA.SO.K. (Panhellenic Socialist Movement),pasok,14,2012-05-06,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=98f4d133-dcb5-4c88-97ae-aef90845de32,
98f4d133-dcb5-4c88-97ae-aef90845de32,Aidonis Christos,Drama,ANEXARTITOI DIMOKRATIKOI VOULEFTES,anexartitoidimokratikoivouleftes,15,2013-11-06,Accession/ re-affiliation to Parliamentary Group,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=98f4d133-dcb5-4c88-97ae-aef90845de32,
88007ed2-b9b7-4324-bd8d-9379c83c4647,Aivaliotis Konstantinos,Athens B,LA.O.S.,laos,12,2007-09-16,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=88007ed2-b9b7-4324-bd8d-9379c83c4647,
88007ed2-b9b7-4324-bd8d-9379c83c4647,Aivaliotis Konstantinos,Athens B,LA.O.S.,laos,13,2009-10-04,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=88007ed2-b9b7-4324-bd8d-9379c83c4647,
4eccae4f-e9bd-43ed-9a01-c000ad931dc3,Akifoglou Birol,Xanthi,N.D. (New Democracy),nd,9,1996-09-22,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=4eccae4f-e9bd-43ed-9a01-c000ad931dc3,
90083bd9-4752-4866-954a-a43400d2b6cc,Akriotis Georgios,Evia,SYRIZA (Coalition of the Radical Left),syriza,16,2015-01-25,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=90083bd9-4752-4866-954a-a43400d2b6cc,
149f4ab7-c280-4802-9b36-d775e80ab93a,Akrita Sylva - Kaiti,Rest of former Municipality of Athens,PA.SO.K. (Panhellenic Socialist Movement),pasok,1,1974-11-17,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=149f4ab7-c280-4802-9b36-d775e80ab93a,
149f4ab7-c280-4802-9b36-d775e80ab93a,Akrita Sylva - Kaiti,Athens B,PA.SO.K. (Panhellenic Socialist Movement),pasok,3,1981-10-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=149f4ab7-c280-4802-9b36-d775e80ab93a,
149f4ab7-c280-4802-9b36-d775e80ab93a,Akrita Sylva - Kaiti,Athens B,PA.SO.K. (Panhellenic Socialist Movement),pasok,4,1985-06-02,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=149f4ab7-c280-4802-9b36-d775e80ab93a,
149f4ab7-c280-4802-9b36-d775e80ab93a,Akrita Sylva - Kaiti,Athens B,PA.SO.K. (Panhellenic Socialist Movement),pasok,5,1989-06-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=149f4ab7-c280-4802-9b36-d775e80ab93a,
149f4ab7-c280-4802-9b36-d775e80ab93a,Akrita Sylva - Kaiti,Athens B,PA.SO.K. (Panhellenic Socialist Movement),pasok,6,1989-11-05,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=149f4ab7-c280-4802-9b36-d775e80ab93a,
149f4ab7-c280-4802-9b36-d775e80ab93a,Akrita Sylva - Kaiti,Athens B,PA.SO.K. (Panhellenic Socialist Movement),pasok,7,1990-04-08,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=149f4ab7-c280-4802-9b36-d775e80ab93a,
149f4ab7-c280-4802-9b36-d775e80ab93a,Akrita Sylva - Kaiti,State,PA.SO.K. (Panhellenic Socialist Movement),pasok,8,1993-10-10,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=149f4ab7-c280-4802-9b36-d775e80ab93a,
38e6bfae-8ab8-4a55-b19c-aa414c3998ad,Akritidis Nikolaos,Thessaloniki A,PA.SO.K. (Panhellenic Socialist Movement),pasok,2,1977-11-20,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=38e6bfae-8ab8-4a55-b19c-aa414c3998ad,
38e6bfae-8ab8-4a55-b19c-aa414c3998ad,Akritidis Nikolaos,Thessaloniki A,PA.SO.K. (Panhellenic Socialist Movement),pasok,3,1981-10-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=38e6bfae-8ab8-4a55-b19c-aa414c3998ad,
38e6bfae-8ab8-4a55-b19c-aa414c3998ad,Akritidis Nikolaos,Thessaloniki A,PA.SO.K. (Panhellenic Socialist Movement),pasok,4,1985-06-02,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=38e6bfae-8ab8-4a55-b19c-aa414c3998ad,
38e6bfae-8ab8-4a55-b19c-aa414c3998ad,Akritidis Nikolaos,Thessaloniki A,PA.SO.K. (Panhellenic Socialist Movement),pasok,5,1989-06-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=38e6bfae-8ab8-4a55-b19c-aa414c3998ad,
38e6bfae-8ab8-4a55-b19c-aa414c3998ad,Akritidis Nikolaos,Thessaloniki A,PA.SO.K. (Panhellenic Socialist Movement),pasok,6,1989-11-05,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=38e6bfae-8ab8-4a55-b19c-aa414c3998ad,
38e6bfae-8ab8-4a55-b19c-aa414c3998ad,Akritidis Nikolaos,Thessaloniki A,PA.SO.K. (Panhellenic Socialist Movement),pasok,7,1990-04-08,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=38e6bfae-8ab8-4a55-b19c-aa414c3998ad,
38e6bfae-8ab8-4a55-b19c-aa414c3998ad,Akritidis Nikolaos,Thessaloniki A,PA.SO.K. (Panhellenic Socialist Movement),pasok,8,1993-10-10,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=38e6bfae-8ab8-4a55-b19c-aa414c3998ad,
38e6bfae-8ab8-4a55-b19c-aa414c3998ad,Akritidis Nikolaos,Thessaloniki A,PA.SO.K. (Panhellenic Socialist Movement),pasok,9,1996-09-22,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=38e6bfae-8ab8-4a55-b19c-aa414c3998ad,
942ccdca-d387-4fb7-a8f1-e82349727699,Akrivakis Alexandros,Viotia,PA.SO.K. (Panhellenic Socialist Movement),pasok,3,1981-10-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=942ccdca-d387-4fb7-a8f1-e82349727699,
942ccdca-d387-4fb7-a8f1-e82349727699,Akrivakis Alexandros,Viotia,PA.SO.K. (Panhellenic Socialist Movement),pasok,5,1989-06-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=942ccdca-d387-4fb7-a8f1-e82349727699,
942ccdca-d387-4fb7-a8f1-e82349727699,Akrivakis Alexandros,Viotia,PA.SO.K. (Panhellenic Socialist Movement),pasok,7,1991-06-12,Forfeiture from Parliamentary Office(αντικαταστάτης: Apostolidis Loukas ),http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=942ccdca-d387-4fb7-a8f1-e82349727699,
942ccdca-d387-4fb7-a8f1-e82349727699,Akrivakis Alexandros,Viotia,PA.SO.K. (Panhellenic Socialist Movement),pasok,8,1993-10-10,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=942ccdca-d387-4fb7-a8f1-e82349727699,
942ccdca-d387-4fb7-a8f1-e82349727699,Akrivakis Alexandros,Viotia,PA.SO.K. (Panhellenic Socialist Movement),pasok,9,1996-09-22,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=942ccdca-d387-4fb7-a8f1-e82349727699,
942ccdca-d387-4fb7-a8f1-e82349727699,Akrivakis Alexandros,Viotia,PA.SO.K. (Panhellenic Socialist Movement),pasok,10,2000-04-09,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=942ccdca-d387-4fb7-a8f1-e82349727699,
942ccdca-d387-4fb7-a8f1-e82349727699,Akrivakis Alexandros,Viotia,PA.SO.K. (Panhellenic Socialist Movement),pasok,11,2004-03-07,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=942ccdca-d387-4fb7-a8f1-e82349727699,
2da3c026-443b-4760-a55c-2ad378ee61d0,Alampanos Dimitrios,Fthiotida,PA.SO.K. (Panhellenic Socialist Movement),pasok,5,1989-06-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=2da3c026-443b-4760-a55c-2ad378ee61d0,
2da3c026-443b-4760-a55c-2ad378ee61d0,Alampanos Dimitrios,Fthiotida,PA.SO.K. (Panhellenic Socialist Movement),pasok,6,1989-11-05,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=2da3c026-443b-4760-a55c-2ad378ee61d0,
2da3c026-443b-4760-a55c-2ad378ee61d0,Alampanos Dimitrios,Fthiotida,PA.SO.K. (Panhellenic Socialist Movement),pasok,7,1990-04-08,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=2da3c026-443b-4760-a55c-2ad378ee61d0,
2da3c026-443b-4760-a55c-2ad378ee61d0,Alampanos Dimitrios,Fthiotida,PA.SO.K. (Panhellenic Socialist Movement),pasok,8,1993-10-10,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=2da3c026-443b-4760-a55c-2ad378ee61d0,
2da3c026-443b-4760-a55c-2ad378ee61d0,Alampanos Dimitrios,Fthiotida,PA.SO.K. (Panhellenic Socialist Movement),pasok,9,1996-09-22,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=2da3c026-443b-4760-a55c-2ad378ee61d0,
2da3c026-443b-4760-a55c-2ad378ee61d0,Alampanos Dimitrios,Fthiotida,PA.SO.K. (Panhellenic Socialist Movement),pasok,10,2000-04-09,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=2da3c026-443b-4760-a55c-2ad378ee61d0,
22972272-0f4f-428d-a152-230bdf9baf1a,Alavanos Konstantinos,Rest of former Municipality of Athens,E.DI.K.,edik,1,1976-02-25,Μετονομασία κόμματος ΕΚ/ΝΔ σε ΕΔΗΚ,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=22972272-0f4f-428d-a152-230bdf9baf1a,
22972272-0f4f-428d-a152-230bdf9baf1a,Alavanos Konstantinos,Athens B,E.DI.K.,edik,2,1977-11-20,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=22972272-0f4f-428d-a152-230bdf9baf1a,
5cb4838b-c977-4c0c-b40a-b4a94a7d9d4d,Alavanos Nikolaos,Cyclades,E.DI.K.,edik,1,1976-02-25,Μετονομασία κόμματος ΕΚ/ΝΔ σε ΕΔΗΚ,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=5cb4838b-c977-4c0c-b40a-b4a94a7d9d4d,
64d513b0-ac72-47c5-9615-003eacc6a29d,Alavanos Nikolaou Alexandros,Athens B,SYRIZA (Coalition of the Radical Left),syriza,11,2004-03-07,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=64d513b0-ac72-47c5-9615-003eacc6a29d,
64d513b0-ac72-47c5-9615-003eacc6a29d,Alavanos Nikolaou Alexandros,Iraklio,SYRIZA (Coalition of the Radical Left),syriza,12,2007-09-16,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=64d513b0-ac72-47c5-9615-003eacc6a29d,
0684b63b-5af0-4522-8794-0c215a2f2acc,Alevras Athanasios (Nasos),Athens A,PA.SO.K. (Panhellenic Socialist Movement),pasok,8,1994-04-25,Aντικατέστησε: Gennimatas Georgios (Λόγω:Deceased),http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0684b63b-5af0-4522-8794-0c215a2f2acc,
0684b63b-5af0-4522-8794-0c215a2f2acc,Alevras Athanasios (Nasos),Athens A,PA.SO.K. (Panhellenic Socialist Movement),pasok,9,1996-09-22,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0684b63b-5af0-4522-8794-0c215a2f2acc,
0684b63b-5af0-4522-8794-0c215a2f2acc,Alevras Athanasios (Nasos),Athens A,PA.SO.K. (Panhellenic Socialist Movement),pasok,10,2000-04-09,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0684b63b-5af0-4522-8794-0c215a2f2acc,
0684b63b-5af0-4522-8794-0c215a2f2acc,Alevras Athanasios (Nasos),Athens A,PA.SO.K. (Panhellenic Socialist Movement),pasok,11,2004-03-07,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0684b63b-5af0-4522-8794-0c215a2f2acc,
0684b63b-5af0-4522-8794-0c215a2f2acc,Alevras Athanasios (Nasos),Athens A,PA.SO.K. (Panhellenic Socialist Movement),pasok,12,2007-09-16,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0684b63b-5af0-4522-8794-0c215a2f2acc,
0684b63b-5af0-4522-8794-0c215a2f2acc,Alevras Athanasios (Nasos),Athens A,PA.SO.K. (Panhellenic Socialist Movement),pasok,13,2009-10-04,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0684b63b-5af0-4522-8794-0c215a2f2acc,
3d2b085c-d6e2-496a-9577-93dc342e7013,Alevras Ioannis,Municipality of Athens,PA.SO.K. (Panhellenic Socialist Movement),pasok,1,1974-11-17,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=3d2b085c-d6e2-496a-9577-93dc342e7013,
3d2b085c-d6e2-496a-9577-93dc342e7013,Alevras Ioannis,Athens A,PA.SO.K. (Panhellenic Socialist Movement),pasok,2,1977-11-20,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=3d2b085c-d6e2-496a-9577-93dc342e7013,
3d2b085c-d6e2-496a-9577-93dc342e7013,Alevras Ioannis,Athens A,PA.SO.K. (Panhellenic Socialist Movement),pasok,3,1981-10-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=3d2b085c-d6e2-496a-9577-93dc342e7013,
3d2b085c-d6e2-496a-9577-93dc342e7013,Alevras Ioannis,Athens A,PA.SO.K. (Panhellenic Socialist Movement),pasok,4,1985-06-02,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=3d2b085c-d6e2-496a-9577-93dc342e7013,
3d2b085c-d6e2-496a-9577-93dc342e7013,Alevras Ioannis,State,PA.SO.K. (Panhellenic Socialist Movement),pasok,5,1989-06-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=3d2b085c-d6e2-496a-9577-93dc342e7013,
3d2b085c-d6e2-496a-9577-93dc342e7013,Alevras Ioannis,State,PA.SO.K. (Panhellenic Socialist Movement),pasok,6,1989-11-05,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=3d2b085c-d6e2-496a-9577-93dc342e7013,
3d2b085c-d6e2-496a-9577-93dc342e7013,Alevras Ioannis,State,PA.SO.K. (Panhellenic Socialist Movement),pasok,7,1990-04-08,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=3d2b085c-d6e2-496a-9577-93dc342e7013,
3d2b085c-d6e2-496a-9577-93dc342e7013,Alevras Ioannis,State,PA.SO.K. (Panhellenic Socialist Movement),pasok,8,1995-04-06,Deceased(αντικαταστάτης: Magkriotis Ioannis ),http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=3d2b085c-d6e2-496a-9577-93dc342e7013,
