id,name,constituency,party,party_id,term,start_date,start_reason,source,end_date
5b5223da-da6c-40e2-9e34-c5a11d28950f,Avramidis Alexandros,Kilkis,N.D. (New Democracy),nd,1,1974-11-17,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=5b5223da-da6c-40e2-9e34-c5a11d28950f,
5b5223da-da6c-40e2-9e34-c5a11d28950f,Avramidis Alexandros,Kilkis,N.D. (New Democracy),nd,2,1977-11-20,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=5b5223da-da6c-40e2-9e34-c5a11d28950f,
5b5223da-da6c-40e2-9e34-c5a11d28950f,Avramidis Alexandros,Kilkis,N.D. (New Democracy),nd,3,1981-10-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=5b5223da-da6c-40e2-9e34-c5a11d28950f,
5b5223da-da6c-40e2-9e34-c5a11d28950f,Avramidis Alexandros,Kilkis,N.D. (New Democracy),nd,4,1985-06-02,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=5b5223da-da6c-40e2-9e34-c5a11d28950f,
6d6d25a4-53ab-40d2-84e0-830d3c6fca77,Avramidis Gavriil,Thessaloniki A,ANEXARTITOI ELLINES (Independent Hellenes),anexartitoiellines,14,2012-05-06,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=6d6d25a4-53ab-40d2-84e0-830d3c6fca77,
6d6d25a4-53ab-40d2-84e0-830d3c6fca77,Avramidis Gavriil,Thessaloniki A,ANEXARTITOI ELLINES (Independent Hellenes),anexartitoiellines,15,2012-06-17,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=6d6d25a4-53ab-40d2-84e0-830d3c6fca77,
e7de51bc-72ac-49dd-a848-7b49721dc247,Avramopoulos Dimitrios,Athens A,N.D. (New Democracy),nd,8,1994-05-25,Forfeiture from Parliamentary Office(αντικαταστάτης: Sapsalis Konstantinos ),http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=e7de51bc-72ac-49dd-a848-7b49721dc247,
e7de51bc-72ac-49dd-a848-7b49721dc247,Avramopoulos Dimitrios,Athens A,N.D. (New Democracy),nd,11,2004-03-07,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=e7de51bc-72ac-49dd-a848-7b49721dc247,
e7de51bc-72ac-49dd-a848-7b49721dc247,Avramopoulos Dimitrios,Athens A,N.D. (New Democracy),nd,12,2007-09-16,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=e7de51bc-72ac-49dd-a848-7b49721dc247,
e7de51bc-72ac-49dd-a848-7b49721dc247,Avramopoulos Dimitrios,Athens A,N.D. (New Democracy),nd,13,2011-11-11,Resignation from Parliamentary Office(αντικαταστάτης: Kountoura Elena ),http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=e7de51bc-72ac-49dd-a848-7b49721dc247,
e7de51bc-72ac-49dd-a848-7b49721dc247,Avramopoulos Dimitrios,Athens A,N.D. (New Democracy),nd,14,2012-05-06,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=e7de51bc-72ac-49dd-a848-7b49721dc247,
e7de51bc-72ac-49dd-a848-7b49721dc247,Avramopoulos Dimitrios,Athens A,N.D. (New Democracy),nd,15,2014-11-03,Resignation from Parliamentary Office(αντικαταστάτης: Plevris Athanasios ),http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=e7de51bc-72ac-49dd-a848-7b49721dc247,
539dccc1-aa72-417c-b8c0-2b946737b033,Bailas Emmanouil,Cyclades,N.D. (New Democracy),nd,2,1977-11-20,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=539dccc1-aa72-417c-b8c0-2b946737b033,
a4503882-0cd9-406d-9c57-30057e17230d,Bakatselos Georgios,Municipality of Thessaloniki,N.D. (New Democracy),nd,1,1974-11-17,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=a4503882-0cd9-406d-9c57-30057e17230d,
a4503882-0cd9-406d-9c57-30057e17230d,Bakatselos Georgios,Thessaloniki A,N.D. (New Democracy),nd,2,1977-11-20,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=a4503882-0cd9-406d-9c57-30057e17230d,
63e06a62-4d03-4266-a2db-06a9993e8b79,Bakogiannis Konstantinos,Fokida,PA.SO.K. (Panhellenic Socialist Movement),pasok,3,1981-10-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=63e06a62-4d03-4266-a2db-06a9993e8b79,
590d9eb1-9a76-4774-8b71-151c44058654,Bakogiannis Pavlos,Evrytania,N.D. (New Democracy),nd,5,1989-09-26,Δολοφονήθηκε(αντικαταστάτης: Oikonomou Xenofon ),http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=590d9eb1-9a76-4774-8b71-151c44058654,
