name,id
Adam Vaughan,adam-vaughan
Ahmed Hussen,ahmed-hussen
Alain Giguère,alain-giguère
Alain Rayes,alain-rayes
Alaina Lockhart,alaina-lockhart
Alex Atamanenko,alex-atamanenko
Alex Nuttall,alex-nuttall
Alexandra Mendès,alexandra-mendès
Alexandre Boulerice,alexandre-boulerice
Alexandrine Latendresse,alexandrine-latendresse
Ali Ehsassi,ali-ehsassi
Alice Wong,alice-wong
Alistair MacGregor,alistair-macgregor
Alupa Clarke,alupa-clarke
Amarjeet Sohi,amarjeet-sohi
Andrew Cash,andrew-cash
Andrew Leslie,andrew-leslie
Andrew Saxton,andrew-saxton
Andrew Scheer,andrew-scheer
André Bellavance,andré-bellavance
Andy Fillmore,andy-fillmore
Angelo Iacono,angelo-iacono
Anita Vandenbeld,anita-vandenbeld
Anju Dhillon,anju-dhillon
Anne Minh Thu Quach,anne-minh-thu-quach
Anne Minh-Thu Quach,anne-minh-thu-quach
Anne-Marie Day,anne-marie-day
Annick Papillon,annick-papillon
Anthony Housefather,anthony-housefather
Anthony Rota,anthony-rota
Arif Virani,arif-virani
Arnold Chan,arnold-chan
Arnold Viersen,arnold-viersen
Bal Gosal,bal-gosal
Bardish Chagger,bardish-chagger
Barry Devolin,barry-devolin
Ben Lobb,ben-lobb
Bernadette Jordan,bernadette-jordan
Bernard Généreux,bernard-généreux
Bernard Trottier,bernard-trottier
Bernard Valcourt,bernard-valcourt
Bev Oda,bev-oda
Bev Shipley,bev-shipley
Bill Blair,bill-blair
Bill Casey,bill-casey
Bill Morneau,bill-morneau
Blaine Calkins,blaine-calkins
Blake Richards,blake-richards
Bob Bratina,bob-bratina
Bob Dechert,bob-dechert
Bob Nault,bob-nault
Bob Rae,bob-raeh
Bob Raeh,bob-raeh
Bob Saroya,bob-saroya
Bob Zimmer,bob-zimmer
Bobby Morrissey,bobby-morrissey
Borys Wrzesnewskyj,borys-wrzesnewskyj
Brad Butt,brad-butt
Brad Trost,brad-trost
Brad Trost,bradley-trost
Bradley Trost,bradley-trost
Brenda Shanahan,brenda-shanahan
Brent Rathgeber,brent-rathgeber
Brian Jean,brian-jean
Brian Masse,brian-masse
Brian Storseth,brian-storseth
Brigitte Sansoucy,brigitte-sansoucy
Bruce Hyer,bruce-hyer
Bruce Stanton,bruce-stanton
Bryan Hayes,bryan-hayes
Bryan May,bryan-may
Candice Bergen,candice-bergen
Candice Hoeppner,candice-bergen
Carla Qualtrough,carla-qualtrough
Carol Hughes,carol-hughes
Carolyn Bennett,carolyn-bennett
Cathay Wagantall,cathay-wagantall
Catherine McKenna,catherine-mckenna
Cathy McLeod,cathy-mcleod
Celina Caesar-Chavannes,celina-caesar-chavannes
Chandra Arya,chandra-arya
Charlie Angus,charlie-angus
Charmaine Borg,charmaine-borg
Cheryl Gallant,cheryl-gallant
Cheryl Hardcastle,cheryl-hardcastle
Chris Alexander,chris-alexander
Chris Alexander (homme politique),chris-alexander
Chris Bittle,chris-bittle
Chris Charlton,chris-charlton
Chris Warkentin,chris-warkentin
Christian Paradis,christian-paradis
Christine Moore,christine-moore
Christopher Warkentin,chris-warkentin
Chrystia Freeland,chrystia-freeland
Chungsen Leung,chungsen-leung
Claude Gravelle,claude-gravelle
Claude Patry,claude-patry
Colin Carrie,colin-carrie
Colin Fraser,colin-fraser
Colin Mayes,colin-mayes
Corneliu Chisu,corneliu-chisu
Corneliu Chișu,corneliu-chisu
Costas Menegakis,costas-menegakis
Craig Scott,craig-scott
Dan Albas,dan-albas
Dan Harris,dan-harris
Dan Ruimy,dan-ruimy
Dan Vandal,dan-vandal
Daniel Blaikie,daniel-blaikie
Dany Morin,dany-morin
Darrell Samson,darrell-samson
Darren Fisher,darren-fisher
Darshan Kang,darshan-kang
Daryl Kramp,daryl-kramp
Dave MacKenzie,dave-mackenzie
Dave Van Kesteren,dave-van-kesteren
David Anderson,david-l.-anderson
David Christopherson,david-christopherson
David Graham,david-graham
David L. Anderson,david-l.-anderson
David Lametti,david-lametti
David McGuinty,david-mcguinty
David Sweet,david-sweet
David Tilson,david-tilson
David Wilks,david-wilks
David Yurdiga,david-yurdiga
David de Burgh Graham,david-graham
Dean Allison,dean-allison
Dean Del Mastro,dean-del-mastro
Deb Schulte,deb-schulte
Deepak Obhrai,deepak-obhrai
Denis Blanchette,denis-blanchette
Denis Coderre,denis-coderre
Denis Lebel,denis-lebel
Denis Lemieux,denis-lemieux
Denis Paradis,denis-paradis
Denise Savoie,denise-savoie
Dennis Bevington,dennis-bevington
Devinder Shory,devinder-shory
Diane Ablonczy,diane-ablonczy
Diane Finley,diane-finley
Diane Lebouthillier,diane-lebouthillier
Dianne Watts,dianne-watts
Dick Harris,richard-harris
Djaouida Sellah,djaouida-sellah
Dominic LeBlanc,dominic-leblanc
Don Davies,don-davies
Don Rusnak,don-rusnak
Doug Eyolfson,doug-eyolfson
Earl Dreeshen,earl-dreeshen
Ed Fast,ed-fast
Ed Holder,ed-holder
Ed Komarnicki,ed-komarnicki
Elizabeth May,elizabeth-may
Emmanuel Dubourg,emmanuel-dubourg
Erin O'Toole,erin-o'toole
Erin Weir,erin-weir
Eva Nassif,eva-nassif
Eve Adams,eve-adams
Fayçal El-Khoury,fayçal-el-khoury
Filomena Tassi,filomena-tassi
Fin Donnelly,fin-donnelly
Francesco Sorbara,francesco-sorbara
Francine Raynault,francine-raynault
Francis Drouin,francis-drouin
Francis Scarpaleggia,francis-scarpaleggia
Frank Baylis,frank-baylis
Frank Valeriote,frank-valeriote
François Choquette,françois-choquette
François Lapointe,françois-lapointe
François Pilon,françois-pilon
François-Philippe Champagne,françois-philippe-champagne
Françoise Boivin,françoise-boivin
Gabriel Ste-Marie,gabriel-ste-marie
Gagan Sikand,gagan-sikand
Gail Shea,gail-shea
Garnett Genuis,garnett-genuis
Garry Breitkreuz,garry-breitkreuz
Gary Anandasangaree,gary-anandasangaree
Gary Goodyear,gary-goodyear
Gary Schellenberger,gary-schellenberger
Geng Tan,geng-tan
Geoff Regan,geoff-regan
Georgina Jolibois,georgina-jolibois
Gerald Keddy,gerald-keddy
Gerry Byrne,gerry-byrne
Gerry Ritz,gerry-ritz
Ginette Petitpas Taylor,ginette-petitpas-taylor
Glenn Thibeault,glenn-thibeault
Gord Brown,gord-brown
Gord Johns,gord-johns
Gordon O'Connor,gordon-o'connor
Gordon O’Connor,gordon-o'connor
Greg Fergus,greg-fergus
Greg Kerr,greg-kerr
Greg Rickford,greg-rickford
Gudie Hutchings,gudie-hutchings
Guy Caron,guy-caron
Guy Lauzon,guy-lauzon
Gérard Deltell,gérard-deltell
Harjit Sajjan,harjit-sajjan
Harold Albrecht,harold-albrecht
Hedy Fry,hedy-fry
Hoang Mai,hoang-mai
Hunter Tootoo,hunter-tootoo
Hélène Laverdière,hélène-laverdière
Hélène LeBlanc,hélène-leblanc
Iacobus Michael Flaherty,jim-flaherty
Ioannes Layton,jack-laytoni
Iqra Khalid,iqra-khalid
Irene Mathyssen,irene-mathyssen
Irwin Cotler,irwin-cotler
Isabelle Morin,isabelle-morin
Jack Harris,jack-harris
Jack Harris (homme politique),jack-harris
Jack Layton,jack-laytoni
Jack Laytoni,jack-laytoni
Jacques Gourde,jacques-gourde
James Bezan,james-bezan
James Lunney,james-lunney
James Maloney,james-maloney
James Moore,james-moore
James Rajotte,james-rajotte
Jamie Nicholls,jamie-nicholls
Jamie Schmale,jamie-schmale
Jane Philpott,jane-philpott
Jasbir Sandhu,jasbir-sandhu
Jason Kenney,jason-kenney
Jati Sidhu,jati-sidhu
Jay Aspin,jay-aspin
Jean Crowder,jean-crowder
Jean Rioux,jean-rioux
Jean Rousseau,jean-rousseau
Jean-Claude Poissant,jean-claude-poissant
Jean-François Fortin,jean-françois-fortin
Jean-François Larose,jean-françois-larose
Jean-Yves Duclos,jean-yves-duclos
Jeff Watson,jeff-watson
Jennifer O'Connell,jennifer-o'connell
Jenny Kwan,jenny-kwan
Jim Carr,jim-carr
Jim Eglinski,jim-eglinski
Jim Flaherty,jim-flaherty
Jim Hillyer,jim-hillyer
Jim Karygiannis,jim-karygiannis
Jinny Sims,jinny-sims
Joan Crockatt,joan-crockatt
Jody Wilson-Raybould,jody-wilson-raybould
Joe Comartin,joe-comartin
Joe Daniel,joe-daniel
Joe Oliver,joe-oliver
Joe Peschisolido,joe-peschisolido
Joe Preston,joe-preston
John Aldag,john-aldag
John Baird,john-baird
John Barlow,john-barlow
John Brassard,john-brassard
John Carmichael,john-carmichael
John Duncan,john-duncan
John McCallum,john-mccallum
John McKay,john-mckay
John Nater,john-nater
John Oliver,john-oliver
John R. Baird,john-baird
John Rafferty,john-rafferty
John Russell Baird,john-baird
John Weston,john-weston
John Williamson,john-williamson
Jonathan Genest-Jourdain,jonathan-genest-jourdain
