id,legacy
13bbf700-45dc-4637-930c-d83002f3dce3,au_kam_san
71118db7-49ca-43f7-8068-48d194f1165e,chan_chak_mo
77ccf373-5b7d-4d7b-9a75-bd6b0c5a4370,chan_hong
aec4cb2a-3194-4973-800c-32ea56f4a8fb,chan_iek_lap
b1782cbc-13c9-4c95-9044-b03855084fdb,chan_meng_kam
bd129a5f-69cb-48d4-80f7-6f5a05df6ff0,chan_mei_yi
fc508315-a370-4948-ab53-d63a42c04099,cheang_chi_keong
dd6c720a-9676-4381-8a7c-f6b09efd4a1a,cheung_lup_kwan
57820e85-9aa1-48d5-b6bf-2d2dfc8ab9a3,chui_sai_cheong
cdc3337b-3aba-4dbb-9ec2-9e115738a365,chui_sai_peng
63dcb51f-a207-4013-a881-8923b89270b6,fong_chi_keong
3f65ea69-0b05-4ac3-b091-f0ad5a8e4101,ho_iat_seng
c16b7d40-82a7-41af-b92f-bcacd9050c40,ho_ion_sang
e7a33637-0140-4ff2-a05b-45518341cc8c,jose_pereira
0a1fbc75-2f42-4159-a3d5-b2059788c9f0,kou_hoi_in
e13aa429-a1b2-491b-a161-bd6a81846458,kwan_tsui_hang
616d2a32-0d49-4998-8233-bdb301bfb741,lam_heong_sang
55ae7f46-0742-401b-beda-e1cd921e937f,lau_veng_seng
7d72aafc-cb23-463d-a131-56f233c0346d,lei_cheng_i
15e4f644-24b2-4503-bc68-26e5c186d313,leonel
be861fdf-a6e7-401d-9a4c-f8411f6a46b2,leong_on_kei
fd7c45bc-c91a-42d2-b8f9-64bfebe29049,leong_veng_chai
26562ddf-9f37-4808-8c28-b8e5b171abd1,ma_chi_seng
ab81bd3f-0b26-4198-880e-0a97df65a7ec,mak_soi_kun
332cf619-0d39-4247-a12d-4dd45a645f37,ng_kuok_cheong
7a27eac0-d02a-4ccb-a03e-ca3ba0290b08,si_ka_lon
07347ce4-a7c4-4de5-8751-9c010bfd7486,sio_chi_wai
88449348-e677-48d5-b588-1f536c12c118,song_pek_kei
f85bcd43-26df-4b9d-964c-ba4210845e41,tong_io_cheng
081abac2-c9d2-43c8-ba03-d83dcccacb68,tsui_wai_kwan
070eea19-316a-4d7b-9b71-60fd0be8a736,vong_hin_fai
28a531e3-ecc3-4fec-9032-d879c5dac133,wong_kit_cheng
97f923ee-bb74-4faf-9088-241328031e98,zheng_anting
