id,name,birth_date,death_date,term,source,image,start_date,end_date,area,faction
10659,Stéphane DEMILLY,1963-06-26,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10659,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10659.jpg,2007-06-17,2012-06-19,Somme,Nouveau Centre
10659,Stéphane DEMILLY,1963-06-26,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10659,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10659.jpg,2012-06-20,"",Somme,Union des démocrates et indépendants
5547,Yves NICOLIN,1963-03-05,"",10,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=5547,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/5547.jpg,1993-03-28,1997-04-21,Loire,Union pour la démocratie française et du centre
5547,Yves NICOLIN,1963-03-05,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=5547,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/5547.jpg,1997-06-01,2002-06-18,Loire,Union pour la démocratie française
5547,Yves NICOLIN,1963-03-05,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=5547,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/5547.jpg,2002-06-16,2007-06-25,Loire,Union pour la majorité présidentielle
5547,Yves NICOLIN,1963-03-05,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=5547,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/5547.jpg,2007-06-17,2012-06-19,Loire,Union pour un mouvement populaire
5547,Yves NICOLIN,1963-03-05,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=5547,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/5547.jpg,2012-06-20,"",Loire,Union pour un mouvement populaire
10696,Antoine HERTH,1963-02-14,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10696,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10696.jpg,2002-06-16,2007-06-25,Bas-Rhin,Apparenté Union pour la majorité présidentielle
10696,Antoine HERTH,1963-02-14,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10696,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10696.jpg,2007-06-10,2012-06-19,Bas-Rhin,Union pour un mouvement populaire
10696,Antoine HERTH,1963-02-14,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10696,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10696.jpg,2012-06-20,"",Bas-Rhin,Union pour un mouvement populaire
10700,Edouard JACQUE,1963-02-10,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10700,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10700.jpg,2002-06-16,2007-06-25,Meurthe-et-Moselle,Union pour la majorité présidentielle
13042,Corinne MARCHAL-TARNUS,1962-12-28,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=13042,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/13042.jpg,2004-05-01,2007-06-25,Meurthe-et-Moselle,Union pour un mouvement populaire
10763,Philippe ROUAULT,1962-12-17,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10763,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10763.jpg,2002-06-16,2007-06-25,Ille-et-Vilaine,Union pour la majorité présidentielle
5373,Arnaud MONTEBOURG,1962-10-30,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=5373,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/5373.jpg,1997-06-01,2002-06-18,Saône-et-Loire,Socialiste
5373,Arnaud MONTEBOURG,1962-10-30,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=5373,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/5373.jpg,2002-06-16,2007-06-25,Saône-et-Loire,Socialiste
5373,Arnaud MONTEBOURG,1962-10-30,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=5373,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/5373.jpg,2007-06-17,2012-06-16,Saône-et-Loire,"Socialiste, radical et citoyen et divers gauche"
7412,François VANNSON,1962-10-20,"",10,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7412,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7412.jpg,1993-03-28,1997-04-21,Vosges,Rassemblement pour la République
7412,François VANNSON,1962-10-20,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7412,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7412.jpg,1997-06-01,2002-06-18,Vosges,Rassemblement pour la République
