id,name,birth_date,death_date,term,source,image,start_date,end_date,area,faction
1396,Jean-Christophe CAMBADÉLIS,1951-08-14,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1396,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1396.jpg,1997-06-01,2002-06-18,Paris,Socialiste
1396,Jean-Christophe CAMBADÉLIS,1951-08-14,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1396,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1396.jpg,2002-06-16,2007-06-25,Paris,Socialiste
1396,Jean-Christophe CAMBADÉLIS,1951-08-14,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1396,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1396.jpg,2007-06-17,2012-06-19,Paris,"Socialiste, radical et citoyen et divers gauche"
1396,Jean-Christophe CAMBADÉLIS,1951-08-14,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1396,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1396.jpg,2012-06-20,"",Paris,"Socialiste, républicain et citoyen"
10752,Axel PONIATOWSKI,1951-08-03,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10752,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10752.jpg,2002-06-16,2007-06-25,Val-d'Oise,Union pour la majorité présidentielle
10752,Axel PONIATOWSKI,1951-08-03,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10752,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10752.jpg,2007-06-17,2012-06-19,Val-d'Oise,Union pour un mouvement populaire
10752,Axel PONIATOWSKI,1951-08-03,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10752,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10752.jpg,2012-06-20,"",Val-d'Oise,Union pour un mouvement populaire
454,Claude BARTOLONE,1951-07-29,"",7,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=454,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/454.jpg,1981-06-21,1986-04-01,Seine-St-Denis,Socialiste
454,Claude BARTOLONE,1951-07-29,"",8,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=454,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/454.jpg,1986-03-16,1988-05-14,Seine-St-Denis,Socialiste
454,Claude BARTOLONE,1951-07-29,"",9,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=454,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/454.jpg,1988-06-12,1993-04-01,Seine-St-Denis,Socialiste
454,Claude BARTOLONE,1951-07-29,"",10,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=454,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/454.jpg,1993-03-28,1997-04-21,Seine-St-Denis,Socialiste
454,Claude BARTOLONE,1951-07-29,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=454,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/454.jpg,1997-06-01,2002-06-18,Seine-St-Denis,Socialiste
454,Claude BARTOLONE,1951-07-29,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=454,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/454.jpg,2002-06-16,2007-06-25,Seine-St-Denis,Socialiste
454,Claude BARTOLONE,1951-07-29,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=454,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/454.jpg,2007-06-17,2012-06-19,Seine-St-Denis,"Socialiste, radical et citoyen et divers gauche"
454,Claude BARTOLONE,1951-07-29,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=454,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/454.jpg,2012-06-20,"",Seine-St-Denis,"Socialiste, républicain et citoyen"
3925,Anne-Marie IDRAC,1951-07-27,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=3925,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/3925.jpg,1997-06-01,2002-06-18,Yvelines,Union pour la démocratie française
3925,Anne-Marie IDRAC,1951-07-27,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=3925,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/3925.jpg,2002-06-16,2002-09-27,Yvelines,Union pour la démocratie française
10697,Danièle HOFFMAN-RISPAL,1951-06-22,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10697,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10697.jpg,2002-06-16,2007-06-25,Paris,Socialiste
10697,Danièle HOFFMAN-RISPAL,1951-06-22,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10697,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10697.jpg,2007-06-17,2012-06-19,Paris,"Socialiste, radical et citoyen et divers gauche"
10697,Danièle HOFFMAN-RISPAL,1951-06-22,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10697,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10697.jpg,2012-07-22,"",Paris,""
10764,Jean-Marc ROUBAUD,1951-06-18,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10764,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10764.jpg,2002-06-16,2007-06-25,Gard,Union pour la majorité présidentielle
10764,Jean-Marc ROUBAUD,1951-06-18,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10764,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10764.jpg,2007-06-17,2012-06-19,Gard,Union pour un mouvement populaire
4198,Patrick LABAUNE,1951-06-13,"",10,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=4198,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/4198.jpg,1993-03-28,1997-04-21,Drôme,Rassemblement pour la République
4198,Patrick LABAUNE,1951-06-13,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=4198,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/4198.jpg,2002-06-16,2007-06-25,Drôme,Union pour la majorité présidentielle
4198,Patrick LABAUNE,1951-06-13,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=4198,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/4198.jpg,2007-06-17,2012-06-19,Drôme,Union pour un mouvement populaire
4198,Patrick LABAUNE,1951-06-13,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=4198,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/4198.jpg,2012-06-20,"",Drôme,Union pour un mouvement populaire
7477,Jean-Claude VIOLLET,1951-06-09,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7477,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7477.jpg,1997-06-01,2002-06-18,Charente,Socialiste
7477,Jean-Claude VIOLLET,1951-06-09,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7477,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7477.jpg,2002-06-16,2007-06-25,Charente,Socialiste
7477,Jean-Claude VIOLLET,1951-06-09,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7477,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7477.jpg,2007-06-17,2012-06-19,Charente,"Socialiste, radical et citoyen"
2148,Olivier DASSAULT,1951-06-01,"",9,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=2148,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2148.jpg,1988-09-18,1993-04-01,Oise,Rassemblement pour la République
2148,Olivier DASSAULT,1951-06-01,"",10,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=2148,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2148.jpg,1993-03-21,1997-04-21,Oise,Rassemblement pour la République
2148,Olivier DASSAULT,1951-06-01,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=2148,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2148.jpg,2002-06-16,2007-06-25,Oise,Union pour la majorité présidentielle
2148,Olivier DASSAULT,1951-06-01,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=2148,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2148.jpg,2007-06-17,2012-06-19,Oise,Union pour un mouvement populaire
2148,Olivier DASSAULT,1951-06-01,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=2148,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2148.jpg,2012-06-20,"",Oise,Union pour un mouvement populaire
516,François BAYROU,1951-05-25,"",8,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=516,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/516.jpg,1986-03-16,1988-05-14,Pyrénées-Atlantiques,Union pour la démocratie française
516,François BAYROU,1951-05-25,"",9,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=516,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/516.jpg,1988-06-12,1993-04-01,Pyrénées-Atlantiques,Union du centre
516,François BAYROU,1951-05-25,"",10,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=516,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/516.jpg,1993-03-28,1995-05-01,Pyrénées-Atlantiques,Union pour la démocratie française et du centre
516,François BAYROU,1951-05-25,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=516,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/516.jpg,1997-06-01,1999-12-21,Pyrénées-Atlantiques,Union pour la démocratie française
516,François BAYROU,1951-05-25,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=516,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/516.jpg,2002-06-16,2007-06-25,Pyrénées-Atlantiques,Union pour la démocratie française
516,François BAYROU,1951-05-25,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=516,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/516.jpg,2007-06-17,2012-06-19,Pyrénées-Atlantiques,Non-inscrit
745,Léon BERTRAND,1951-05-11,"",9,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=745,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/745.jpg,1988-06-12,1993-04-01,Guyane,Non inscrit
745,Léon BERTRAND,1951-05-11,"",10,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=745,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/745.jpg,1993-03-21,1997-04-21,Guyane,Rassemblement pour la République
745,Léon BERTRAND,1951-05-11,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=745,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/745.jpg,1997-06-01,2002-06-18,Guyane,Rassemblement pour la République
745,Léon BERTRAND,1951-05-11,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=745,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/745.jpg,2002-06-16,2002-07-17,Guyane,Union pour la majorité présidentielle
10722,Céleste LETT,1951-05-07,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10722,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10722.jpg,2002-06-16,2007-06-25,Moselle,Union pour la majorité présidentielle
10722,Céleste LETT,1951-05-07,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10722,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10722.jpg,2007-06-10,2012-06-19,Moselle,Union pour un mouvement populaire
10722,Céleste LETT,1951-05-07,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10722,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10722.jpg,2012-06-20,"",Moselle,Union pour un mouvement populaire
7741,Pierre LELLOUCHE,1951-05-03,"",10,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7741,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7741.jpg,1993-03-28,1997-04-21,Val-d'Oise,Rassemblement pour la République
7741,Pierre LELLOUCHE,1951-05-03,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7741,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7741.jpg,1997-06-01,2002-06-18,Paris,Rassemblement pour la République
7741,Pierre LELLOUCHE,1951-05-03,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7741,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7741.jpg,2002-06-09,2007-06-25,Paris,Union pour la majorité présidentielle
7741,Pierre LELLOUCHE,1951-05-03,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7741,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7741.jpg,2007-06-10,2012-06-19,Paris,Union pour un mouvement populaire
7741,Pierre LELLOUCHE,1951-05-03,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7741,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7741.jpg,2012-06-20,"",Paris,Union pour un mouvement populaire
7491,Marie-Jo ZIMMERMANN,1951-04-29,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7491,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7491.jpg,1998-02-01,2002-06-18,Moselle,Rassemblement pour la République
7491,Marie-Jo ZIMMERMANN,1951-04-29,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7491,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7491.jpg,2002-06-16,2007-06-25,Moselle,Union pour la majorité présidentielle
7491,Marie-Jo ZIMMERMANN,1951-04-29,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7491,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7491.jpg,2007-06-10,2012-06-19,Moselle,Union pour un mouvement populaire
7491,Marie-Jo ZIMMERMANN,1951-04-29,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7491,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7491.jpg,2012-06-20,"",Moselle,Union pour un mouvement populaire
980,Jean-Louis BORLOO,1951-04-07,"",10,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=980,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/980.jpg,1993-03-28,1997-04-21,Nord,République et liberté
980,Jean-Louis BORLOO,1951-04-07,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=980,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/980.jpg,1997-06-01,2002-06-08,Nord,Apparenté à l'Union pour la démocratie française
980,Jean-Louis BORLOO,1951-04-07,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=980,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/980.jpg,2002-06-16,2002-07-19,Nord,Apparenté à l'Union pour la démocratie française
980,Jean-Louis BORLOO,1951-04-07,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=980,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/980.jpg,2007-06-10,2007-07-19,Nord,Union pour un Mouvement Populaire
980,Jean-Louis BORLOO,1951-04-07,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=980,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/980.jpg,2012-06-20,"",Nord,Union des démocrates et indépendants
7407,Alain VIDALIES,1951-03-17,"",9,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7407,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7407.jpg,1988-06-12,1993-04-01,Landes,Socialiste
7407,Alain VIDALIES,1951-03-17,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7407,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7407.jpg,1997-06-01,2002-06-18,Landes,Socialiste
7407,Alain VIDALIES,1951-03-17,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7407,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7407.jpg,2002-06-16,2007-06-25,Landes,Socialiste
7407,Alain VIDALIES,1951-03-17,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7407,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7407.jpg,2007-06-10,2012-06-16,Landes,"Socialiste, radical et citoyen"
7407,Alain VIDALIES,1951-03-17,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=7407,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7407.jpg,2012-06-20,2012-07-21,Landes,"Socialiste, républicain et citoyen"
1310,Yves BUR,1951-03-16,"",10,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1310,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1310.jpg,1995-06-25,1997-04-21,Bas-Rhin,Union pour la démocratie française et du centre
1310,Yves BUR,1951-03-16,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1310,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1310.jpg,1997-06-01,2002-06-18,Bas-Rhin,Union pour la démocratie française
1310,Yves BUR,1951-03-16,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1310,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1310.jpg,2002-06-09,2007-06-25,Bas-Rhin,Union pour la majorité présidentielle
1310,Yves BUR,1951-03-16,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1310,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1310.jpg,2007-06-10,2012-06-19,Bas-Rhin,Union pour un Mouvement Populaire
10712,Brigitte LE BRETHON,1951-03-08,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10712,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10712.jpg,2002-06-16,2007-06-25,Calvados,Union pour la majorité présidentielle
3808,Michel HERBILLON,1951-03-06,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=3808,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/3808.jpg,1997-06-01,2002-06-18,Val-de-Marne,Union pour la démocratie française
3808,Michel HERBILLON,1951-03-06,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=3808,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/3808.jpg,2002-06-09,2007-06-25,Val-de-Marne,Union pour la majorité présidentielle
3808,Michel HERBILLON,1951-03-06,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=3808,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/3808.jpg,2007-06-10,2012-06-19,Val-de-Marne,Union pour un mouvement populaire
3808,Michel HERBILLON,1951-03-06,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=3808,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/3808.jpg,2012-06-20,"",Val-de-Marne,Union pour un mouvement populaire
10597,Joëlle CECCALDI-RAYNAUD,1951-02-09,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10597,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10597.jpg,2002-06-08,2002-06-18,Hauts-de-Seine,Rassemblement pour la République
10597,Joëlle CECCALDI-RAYNAUD,1951-02-09,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10597,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10597.jpg,2002-07-19,2007-06-25,Hauts-de-Seine,Union pour la majorité présidentielle
10597,Joëlle CECCALDI-RAYNAUD,1951-02-09,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10597,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10597.jpg,2007-06-10,2012-06-19,Hauts-de-Seine,Union pour un mouvement populaire
10786,Jean-Sébastien VIALATTE,1951-01-30,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10786,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10786.jpg,2002-06-16,2007-06-25,Var,Union pour la majorité présidentielle
10786,Jean-Sébastien VIALATTE,1951-01-30,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10786,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10786.jpg,2007-06-10,2012-06-19,Var,Union pour un mouvement populaire
10786,Jean-Sébastien VIALATTE,1951-01-30,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10786,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10786.jpg,2012-06-20,"",Var,Union pour un mouvement populaire
10648,Jean-Louis CHRIST,1951-01-24,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10648,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10648.jpg,2002-06-16,2007-06-25,Haut-Rhin,Union pour la majorité présidentielle
10648,Jean-Louis CHRIST,1951-01-24,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10648,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10648.jpg,2007-06-10,2012-06-19,Haut-Rhin,Union pour un mouvement populaire
10648,Jean-Louis CHRIST,1951-01-24,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=10648,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10648.jpg,2012-06-20,"",Haut-Rhin,Union pour un mouvement populaire
66,Damien ALARY,1951-01-19,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=66,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/66.jpg,1997-06-01,2002-06-18,Gard,Socialiste
66,Damien ALARY,1951-01-19,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=66,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/66.jpg,2002-06-16,2004-04-21,Gard,Socialiste
3389,Alain GEST,1950-12-27,"",10,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=3389,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/3389.jpg,1993-03-28,1997-04-21,Somme,Union pour la démocratie française et du centre
3389,Alain GEST,1950-12-27,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=3389,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/3389.jpg,2002-06-16,2007-06-25,Somme,Union pour la majorité présidentielle
3389,Alain GEST,1950-12-27,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=3389,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/3389.jpg,2007-06-17,2012-06-19,Somme,Union pour un mouvement populaire
3389,Alain GEST,1950-12-27,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=3389,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/3389.jpg,2012-06-20,"",Somme,Union pour un mouvement populaire
1436,Thierry CARCENAC,1950-12-19,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1436,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1436.jpg,1997-06-01,2002-06-18,Tarn,Socialiste
1436,Thierry CARCENAC,1950-12-19,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1436,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1436.jpg,2002-06-16,2007-06-25,Tarn,Socialiste
1436,Thierry CARCENAC,1950-12-19,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1436,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1436.jpg,2007-06-17,2012-06-19,Tarn,"Socialiste, radical et citoyen et divers gauche"
4102,Armand JUNG,1950-12-13,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=4102,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/4102.jpg,1997-07-05,2002-06-18,Bas-Rhin,Socialiste
4102,Armand JUNG,1950-12-13,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=4102,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/4102.jpg,2002-06-16,2007-06-25,Bas-Rhin,Socialiste
4102,Armand JUNG,1950-12-13,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=4102,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/4102.jpg,2007-06-17,2012-06-19,Bas-Rhin,"Socialiste, radical et citoyen et divers gauche"
4102,Armand JUNG,1950-12-13,"",14,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=4102,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/4102.jpg,2012-06-20,"",Bas-Rhin,"Socialiste, républicain et citoyen"
1178,Patrick BRAOUEZEC,1950-12-11,"",10,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1178,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1178.jpg,1993-03-28,1997-04-21,Seine-St-Denis,Communiste
1178,Patrick BRAOUEZEC,1950-12-11,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1178,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1178.jpg,1997-06-01,2002-06-18,Seine-St-Denis,Communiste
1178,Patrick BRAOUEZEC,1950-12-11,"",12,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1178,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1178.jpg,2002-06-16,2007-06-25,Seine-St-Denis,Communistes et républicains
1178,Patrick BRAOUEZEC,1950-12-11,"",13,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=1178,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1178.jpg,2007-06-17,2012-06-19,Seine-St-Denis,Gauche démocrate et républicaine
2604,Guy DRUT,1950-12-06,"",8,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=2604,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2604.jpg,1986-03-16,1988-05-14,Seine-et-Marne,Rassemblement pour la République
2604,Guy DRUT,1950-12-06,"",9,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=2604,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2604.jpg,1988-06-12,1993-04-01,Seine-et-Marne,Rassemblement pour la République
2604,Guy DRUT,1950-12-06,"",10,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=2604,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2604.jpg,1993-03-28,1995-06-18,Seine-et-Marne,Rassemblement pour la République
2604,Guy DRUT,1950-12-06,"",11,http://www.assemblee-nationale.fr/sycomore/fiche.asp?num_dept=2604,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2604.jpg,1997-06-01,2002-06-18,Seine-et-Marne,Rassemblement pour la République
