id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
889,Alain BOCQUET,Alain BOCQUET,,,,Gauche démocrate et républicaine,gauche_démocrate_et_républicaine,area/nord,Nord,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/889.jpg,male
1344,Alain CACHEUX,Alain CACHEUX,,,,"Socialiste, radical et citoyen et divers gauche","socialiste,_radical_et_citoyen_et_divers_gauche",area/nord,Nord,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1344.jpg,male
1825,Alain CLAEYS,Alain CLAEYS,,,,"Socialiste, radical et citoyen et divers gauche","socialiste,_radical_et_citoyen_et_divers_gauche",area/vienne,Vienne,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1825.jpg,male
2037,Alain COUSIN,Alain COUSIN,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/manche,Manche,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2037.jpg,male
2984,Alain FERRY,Alain FERRY,,,,Apparenté à l'Union pour un mouvement populaire,apparenté_à_l'union_pour_un_mouvement_populaire,area/bas-rhin,Bas-Rhin,Assemblée nationale,13,2007-06-10,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2984.jpg,male
3389,Alain GEST,Alain GEST,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/somme,Somme,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/3389.jpg,male
10705,Alain JOYANDET,Alain JOYANDET,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/haute-saône,Haute-Saône,Assemblée nationale,13,2007-06-10,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10705.jpg,male
5008,Alain MARLEIX,Alain MARLEIX,,,,Union pour un mouvement populaire Réélu 14 décembre 2010,union_pour_un_mouvement_populaire_réélu_14_décembre_2010,area/cantal,Cantal,Assemblée nationale,13,2007-06-10,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/5008.jpg,male
10732,Alain MARTY,Alain MARTY,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/moselle,Moselle,Assemblée nationale,13,2007-06-10,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10732.jpg,male
5470,Alain MOYNE-BRESSAND,Alain MOYNE-BRESSAND,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/isère,Isère,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/5470.jpg,male
5528,Alain NÉRI,Alain NÉRI,,,,"Socialiste, radical et citoyen et divers gauche","socialiste,_radical_et_citoyen_et_divers_gauche",area/puy-de-dôme,Puy-de-Dôme,Assemblée nationale,13,2007-06-10,2011-09-30,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/5528.jpg,male
6045,Alain RODET,Alain RODET,,,,"Socialiste, radical et citoyen et divers gauche","socialiste,_radical_et_citoyen_et_divers_gauche",area/haute-vienne,Haute-Vienne,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/6045.jpg,male
6920,Alain SUGUENOT,Alain SUGUENOT,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/côte-d'or,Côte-d'Or,Assemblée nationale,13,2007-06-10,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/6920.jpg,male
7407,Alain VIDALIES,Alain VIDALIES,,,,"Socialiste, radical et citoyen","socialiste,_radical_et_citoyen",area/landes,Landes,Assemblée nationale,13,2007-06-10,2012-06-16,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7407.jpg,male
2886,Albert FACON,Albert FACON,,,,"Socialiste, radical et citoyen et divers gauche","socialiste,_radical_et_citoyen_et_divers_gauche",area/pas-de-calais,Pas-de-Calais,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2886.jpg,male
10623,Alfred ALMONT,Alfred ALMONT,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/martinique,Martinique,Assemblée nationale,13,2007-06-16,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10623.jpg,male
4999,Alfred MARIE-JEANNE,Alfred MARIE-JEANNE,,,,Gauche démocrate et républicaine,gauche_démocrate_et_républicaine,area/martinique,Martinique,Assemblée nationale,13,2007-06-16,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/4999.jpg,male
7132,Alfred TRASSY-PAILLOGUES,Alfred TRASSY-PAILLOGUES,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/seine-maritime,Seine-Maritime,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7132.jpg,male
10645,André CHASSAIGNE,André CHASSAIGNE,,,,Gauche démocrate et républicaine,gauche_démocrate_et_républicaine,area/puy-de-dôme,Puy-de-Dôme,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10645.jpg,male
10674,André FLAJOLET,André FLAJOLET,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/pas-de-calais,Pas-de-Calais,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10674.jpg,male
3371,André GÉRIN,André GÉRIN,,,,Gauche démocrate et républicaine,gauche_démocrate_et_républicaine,area/rhône,Rhône,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/3371.jpg,male
6282,André SANTINI,André SANTINI,,,,Nouveau Centre,nouveau_centre,area/hauts-de-seine,Hauts-de-Seine,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/6282.jpg,male
6349,André SCHNEIDER,André SCHNEIDER,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/bas-rhin,Bas-Rhin,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/6349.jpg,male
7480,André VALLINI,André VALLINI,,,,"Socialiste, radical et citoyen et divers gauche","socialiste,_radical_et_citoyen_et_divers_gauche",area/isère,Isère,Assemblée nationale,13,2007-06-17,2011-09-30,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/7480.jpg,male
10720,Annick LEPETIT,Annick LEPETIT,,,,"Socialiste, radical et citoyen et divers gauche","socialiste,_radical_et_citoyen_et_divers_gauche",area/paris,Paris,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10720.jpg,female
10696,Antoine HERTH,Antoine HERTH,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/bas-rhin,Bas-Rhin,Assemblée nationale,13,2007-06-10,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10696.jpg,male
10677,Arlette FRANCO,Arlette FRANCO,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/pyrénées-orientales,Pyrénées-Orientales,Assemblée nationale,13,2007-06-17,2010-03-30,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10677.jpg,female
10690,Arlette GROSSKOST,Arlette GROSSKOST,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/haut-rhin,Haut-Rhin,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10690.jpg,female
4102,Armand JUNG,Armand JUNG,,,,"Socialiste, radical et citoyen et divers gauche","socialiste,_radical_et_citoyen_et_divers_gauche",area/bas-rhin,Bas-Rhin,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/4102.jpg,male
5373,Arnaud MONTEBOURG,Arnaud MONTEBOURG,,,,"Socialiste, radical et citoyen et divers gauche","socialiste,_radical_et_citoyen_et_divers_gauche",area/saône-et-loire,Saône-et-Loire,Assemblée nationale,13,2007-06-17,2012-06-16,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/5373.jpg,male
10752,Axel PONIATOWSKI,Axel PONIATOWSKI,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/val-d'oise,Val-d'Oise,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10752.jpg,male
28,Bernard ACCOYER,Bernard ACCOYER,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/haute-savoie,Haute-Savoie,Assemblée nationale,13,2007-06-10,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/28.jpg,male
9628,Bernard BROCHAND,Bernard BROCHAND,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/alpes-maritimes,Alpes-Maritimes,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/9628.jpg,male
1432,Bernard CARAYON,Bernard CARAYON,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/tarn,Tarn,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1432.jpg,male
1562,Bernard CAZENEUVE,Bernard CAZENEUVE,,,,"Socialiste, radical et citoyen et divers gauche","socialiste,_radical_et_citoyen_et_divers_gauche",area/manche,Manche,Assemblée nationale,13,2007-06-17,2012-06-16,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1562.jpg,male
2194,Bernard DEBRÉ,Bernard DEBRÉ,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/paris,Paris,Assemblée nationale,13,2007-06-10,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2194.jpg,male
10068,Bernard DEFLESSELLES,Bernard DEFLESSELLES,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/bouches-du-rhône,Bouches-du-Rhône,Assemblée nationale,13,2007-06-10,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10068.jpg,male
10660,Bernard DEPIERRE,Bernard DEPIERRE,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/côte-d'or,Côte-d'Or,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10660.jpg,male
2408,Bernard DEROSIER,Bernard DEROSIER,,,,"Socialiste, radical et citoyen et divers gauche","socialiste,_radical_et_citoyen_et_divers_gauche",area/nord,Nord,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/2408.jpg,male
5827,Bernard PERRUT,Bernard PERRUT,,B_Perrut,bernardperrut1,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/rhône,Rhône,Assemblée nationale,13,2007-06-10,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/5827.jpg,male
6071,Bernard ROMAN,Bernard ROMAN,,,,"Socialiste, radical et citoyen et divers gauche","socialiste,_radical_et_citoyen_et_divers_gauche",area/nord,Nord,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/6071.jpg,male
10626,Brigitte BARÈGES,Brigitte BARÈGES,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/tarn-et-garonne,Tarn-et-Garonne,Assemblée nationale,13,2007-06-17,,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/10626.jpg,female
1079,Bruno BOURG-BROC,Bruno BOURG-BROC,,,,Union pour un Mouvement Populaire,union_pour_un_mouvement_populaire,area/marne,Marne,Assemblée nationale,13,2009-07-24,2012-06-16,http://www.assemblee-nationale.fr/sycomore/biographies/photo/jpg/1079.jpg,male
