id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
adolf_freiherr_spies_von_büllesheim,Adolf Freiherr Spies von Büllesheim,,,CDU,cdu,Nordrhein-Westfalen,Bundestag,10,,,,
adolf_herkenrath,Adolf Herkenrath,,,CDU,cdu,Nordrhein-Westfalen,Bundestag,10,,,,
adolf_müller_(cdu),Adolf Müller,,,CDU,cdu,Nordrhein-Westfalen,Bundestag,10,,,,
adolf_müller-emmert,Adolf Müller-Emmert,,,SPD,spd,Rheinlald-Pfalz,Bundestag,10,,,,
adolf_roth,Adolf Roth,,,CDU,cdu,Hessen,Bundestag,10,,,,
adolf_schmidt_(spd),Adolf Schmidt,,,SPD,spd,Nordrhein-Westfalen,Bundestag,10,,,,
adolf_stockleben_(mdb),Adolf Stockleben,,,SPD,spd,Niedersachsen,Bundestag,10,,,,
agnes_hürland-büning,Agnes Hürland-Büning,,,CDU,cdu,Nordrhein-Westfalen,Bundestag,10,,,,
albert_nehm,Albert Nehm,,,SPD,spd,Hessen,Bundestag,10,,,,
albert_pfuhl,Albert Pfuhl,,,SPD,spd,Hessen,Bundestag,10,,,,
albert_probst,Albert Probst,,,CSU,csu,Bayern,Bundestag,10,,,,
alexander_warrikoff,Alexander Warrikoff,,,CDU,cdu,Hessen,Bundestag,10,,,,
alfons_müller,Alfons Müller,,,CDU,cdu,Nordrhein-Westfalen,Bundestag,10,,,,
alfred_biehle,Alfred Biehle,,,CSU,csu,Bayern,Bundestag,10,,,,
alfred_dregger,Alfred Dregger,,,CDU,cdu,Hessen,Bundestag,10,,,,
alfred_emmerlich,Alfred Emmerlich,,,SPD,spd,Niedersachsen,Bundestag,10,,,,
alfred_meininghaus,Alfred Meininghaus,,,SPD,spd,Nordrhein-Westfalen,Bundestag,10,,,,
alfred_sauter,Alfred Sauter,,,CSU,csu,Bayern,Bundestag,10,,,,
alois_graf_von_waldburg-zeil_und_trauchburg,Alois Graf von Waldburg-Zeil,,,CDU,cdu,Baden-Württemberg,Bundestag,10,,,,
alois_mertes,Alois Mertes,,,CDU,cdu,Rheinland-Pfalz,Bundestag,10,,1985-06-16,,
alwin_brück,Alwin Brück,,,SPD,spd,Saarland,Bundestag,10,,,,
andreas_von_bülow,Andreas von Bülow,,,SPD,spd,Baden-Württemberg,Bundestag,10,,,,
anke_fuchs,Anke Fuchs,,,SPD,spd,Nordrhein-Westfalen,Bundestag,10,,,,
anke_martiny,Anke Martiny-Glotz,,,SPD,spd,Bayern,Bundestag,10,,,,
anneliese_augustin,Anneliese Augustin,,,CDU,cdu,Hessen,Bundestag,10,1984-01-13,,,
annemarie_borgmann,Annemarie Borgmann,,,Die Grünen,die_grünen,Nordrhein-Westfalen,Bundestag,10,1985-04-01,,,
