id,name,start_date,end_date,source
21,21st Parliament,2013-06-11,,http://www.naurugov.nr/parliament-of-nauru/members.aspx
20,20th Parliament,2010-06-22,2013-05-23,http://www.naurugov.nr/parliament-of-nauru/members.aspx
