id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date
berney_martin,Berney Martin,,,none,none,Pohnpei,Congress,18,,
bonsiano_fasy_nethon,Bonsiano Fasy Nethon,,,none,none,Chuuk,Congress,18,,
david_w._panuelo,David W. Panuelo,,,none,none,Pohnpei,Congress,18,,
dohsis_halbert,Dohsis Halbert,,,none,none,n/a,Congress,18,,
florencio_singkoro_harper,Florencio Singkoro Harper,,,none,none,n/a,Congress,18,,
isaac_v._figir,Isaac V. Figir,,,none,none,Yap,Congress,18,,
joseph_j._urusemal,Joseph J. Urusemal,,,none,none,Yap,Congress,18,,
paliknoa_k._welly,Paliknoa K. Welly,,,none,none,n/a,Congress,18,,
peter_m._christian,Peter M. Christian,,,none,none,Pohnpei,Congress,18,,
tiwiter_aritos,Tiwiter Aritos,,,none,none,Chuuk,Congress,18,,
tony_h._otto,Tony H. Otto,,,none,none,Chuuk,Congress,18,,
victor_gouland,Victor Gouland,,,none,none,Chuuk,Congress,18,,
wesley_w._simina,Wesley W. Simina,,,none,none,Chuuk,Congress,18,,
yosiwo_p._george,Yosiwo P. George,,,none,none,Kosrae,Congress,18,,
