name,wikipedia__tk,party,area,term,source
Mehmet Akif Hamzaçebi,Mehmet Akif Hamzaçebi,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Mahmut Tanal,"",Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
İlhan Kesici,İlhan Kesici,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Oğuz Kaan Salıcı,"",Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
İhsan Özkes,İhsan Özkes,Cumhuriyet Halk Partisi[n 1][1],İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Onursal Adıgüzel,"",Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Ali Özcan,"",Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Selahattin Demirtaş,Selahattin Demirtaş,Halkların Demokratik Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Hüda Kaya,Hüda Kaya,Halkların Demokratik Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Erdal Ataş,"",Halkların Demokratik Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Edip Semih Yalçın,"",Milliyetçi Hareket Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
İzzet Ulvi Yönter,"",Milliyetçi Hareket Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Uygar Suphi Aktan,"",Milliyetçi Hareket Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Volkan Bozkır,Volkan Bozkır,Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Ayşe Nur Bahçekapılı,Ayşe Nur Bahçekapılı,Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Ekrem Erdem,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Aziz Babuşçu,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Durmuş Ali Sarıkaya,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Ethem Tolga,Ethem Tolga,Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Şirin Ünal,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Fatma Benli,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Hüseyin Bürge,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Sevim Savaşer,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Haydar Ali Yıldız,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Markar Eseyan,Markar Eseyan,Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Selina Doğan,Selina Doğan,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Aykut Erdoğdu,Aykut Erdoğdu,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Mustafa Sezgin Tanrıkulu,Mustafa Sezgin Tanrıkulu,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Dursun Çiçek,Dursun Çiçek,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Süleyman Sencer Ayata,Süleyman Sencer Ayata,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Gülay Yedekci Arslan,"",Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Kadri Enis Berberoğlu,Enis Berberoğlu,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Didem Engin,"",Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Turgut Öker,"",Halkların Demokratik Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Filiz Kerestecioğlu,"",Halkların Demokratik Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Sezai Temelli,"",Halkların Demokratik Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Ekmeleddin İhsanoğlu,Ekmeleddin İhsanoğlu,Milliyetçi Hareket Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Celal Adan,Celal Adan,Milliyetçi Hareket Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Murat Başesgioğlu,Murat Başesgioğlu,Milliyetçi Hareket Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Mustafa Şentop,Mustafa Şentop,Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Özlem Zengin,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Feyzullah Kıyıklık,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Mehmet Muş,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Mehmet Doğan Kubat,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Tülay Kaynarca,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Abdurrahim Boynukalın,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Harun Karaca,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Uğur Işılak,Uğur Işılak,Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Mustafa Yeneroğlu,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Mustafa Afşin Yazıcıoğlu,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Mehmet Metiner,Mehmet Metiner,Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Halis Dalkılıç,"",Adalet ve Kalkınma Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Bihlun Tamaylıgil,Bihlun Tamaylıgil,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
İlhan Cihaner,İlhan Cihaner,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Engin Altay,Engin Altay,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Ali Şeker,"",Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Erdoğan Toprak,Erdoğan Toprak,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Eren Erdem,"",Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Murat Özçelik,Murat Özçelik,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Zeynel Emre,"",Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Mehmet Bekaroğlu,Mehmet Bekaroğlu,Cumhuriyet Halk Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Pervin Buldan,Pervin Buldan,Halkların Demokratik Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Garo Paylan,Garo Paylan,Halkların Demokratik Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Abdullah Levent Tüzel,Abdullah Levent Tüzel,Halkların Demokratik Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Ali Kenanoğlu,"",Halkların Demokratik Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Emine Beyza Üstün,"",Halkların Demokratik Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Meral Akşener,Meral Akşener,Milliyetçi Hareket Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Atila Kaya,Atila Kaya,Milliyetçi Hareket Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
İsmail Faruk Aksu,"",Milliyetçi Hareket Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Arzu Erdem,"",Milliyetçi Hareket Partisi,İstanbul,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Selin Sayek Böke,"",Cumhuriyet Halk Partisi,İzmir,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Musa Çam,"",Cumhuriyet Halk Partisi,İzmir,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Ahmet Tuncay Özkan,Ahmet Tuncay Özkan,Cumhuriyet Halk Partisi,İzmir,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Tacettin Bayır,Tacettin Bayır,Cumhuriyet Halk Partisi,İzmir,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Özcan Purçu,Özcan Purçu,Cumhuriyet Halk Partisi,İzmir,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Ali Yiğit,"",Cumhuriyet Halk Partisi,İzmir,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Veysel Eroğlu,Veysel Eroğlu,Adalet ve Kalkınma Partisi,İzmir,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Fatma Seniha Nükhet Hotar,Fatma Seniha Nükhet Hotar,Adalet ve Kalkınma Partisi,İzmir,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Cemil Şeboy,Cemil Şeboy,Adalet ve Kalkınma Partisi,İzmir,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
Hüseyin Kocabıyık,"",Adalet ve Kalkınma Partisi,İzmir,25,https://tr.wikipedia.org/wiki/TBMM_25._d%C3%B6nem_milletvekilleri_listesi
