id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
aaron_ago_dagang,Aaron Ago Dagang,,,Parti Rakyat Sarawak,PRS,"Kanowit, Sarawak",Dewan Rakyat,12,,,,
abdul_aziz_abdul_kadir,Abdul Aziz Abdul Kadir,,,People's Justice Party,PKR,"Ketereh, Kelantan",Dewan Rakyat,12,,,,
abdul_ghapur_salleh,Abdul Ghapur Salleh,,,United Malays National Organisation,UMNO,"Kalabakan, Sabah",Dewan Rakyat,12,,,,
abdul_hadi_awang,Abdul Hadi Awang,,,Pan-Malaysian Islamic Party,PAS,"Marang, Terengganu",Dewan Rakyat,12,,,,
abdul_halim_abdul_rahman,Abdul Halim Abdul Rahman,,,Pan-Malaysian Islamic Party,PAS,"Pengkalan Chepa, Kelantan",Dewan Rakyat,12,,,,
abdul_khalid_ibrahim,Abdul Khalid Ibrahim,,,People's Justice Party,PKR,"Jasin, Malacca",Dewan Rakyat,12,,,,
abdul_latiff_ahmad,Abdul Latiff Ahmad,,,United Malays National Organisation,UMNO,"Mersing, Johor",Dewan Rakyat,12,,,,
abdul_manan_ismail,Abdul Manan Ismail,,,United Malays National Organisation,UMNO,"Paya Besar, Pahang",Dewan Rakyat,12,,,,
abdul_rahim_bakri,Abdul Rahim Bakri,,,United Malays National Organisation,UMNO,"Kuala Rajang, Sarawak",Dewan Rakyat,12,,,,
abdul_rahman_bakri,Abdul Rahman Bakri,,,United Malays National Organisation,UMNO,"Sabak Bernam, Selangor",Dewan Rakyat,12,,,,
abdul_rahman_dahlan,Abdul Rahman Dahlan,,,United Malays National Organisation,UMNO,"Kota Belud, Sabah",Dewan Rakyat,12,,,,
abdullah_ahmad_badawi,Abdullah Ahmad Badawi,,,United Malays National Organisation,UMNO,"Kepala Batas, Penang",Dewan Rakyat,12,,,,
abdullah_md_zin,Abdullah Md Zin,,,United Malays National Organisation,UMNO,"Kuala Terengganu, Terengganu",Dewan Rakyat,12,,,,
abdullah_sani_abdul_hamid,Abdullah Sani Abdul Hamid,,,People's Justice Party,PKR,"Kuala Langat, Selangor",Dewan Rakyat,12,,,,
abu_bakar_taib,Abu Bakar Taib,,,United Malays National Organisation,UMNO,"Langkawi, Kedah",Dewan Rakyat,12,,,,
abu_seman_yusop,Abu Seman Yusop,,,United Malays National Organisation,UMNO,"Masjid Tanah, Malacca",Dewan Rakyat,12,,,,
ahmad_hamzah,Ahmad Hamzah,,,United Malays National Organisation,UMNO,"Jasin, Malacca",Dewan Rakyat,12,,,,
ahmad_husni_hanadzlah,Ahmad Husni Hanadzlah,,,United Malays National Organisation,UMNO,"Tambun, Perak",Dewan Rakyat,12,,,,
ahmad_kassim,Ahmad Kassim,,,People's Justice Party,PKR,"Kuala Kedah, Kedah",Dewan Rakyat,12,,,,
ahmad_lai_bujang,Ahmad Lai Bujang,,,Parti Pesaka Bumiputera Bersatu,PBB,"Sibuti, Sarawak",Dewan Rakyat,12,,,,
ahmad_maslan,Ahmad Maslan,,,United Malays National Organisation,UMNO,"Pontian, Johor",Dewan Rakyat,12,,,,
ahmad_shabery_cheek,Ahmad Shabery Cheek,,,United Malays National Organisation,UMNO,"Kemaman, Terengganu",Dewan Rakyat,12,,,,
ahmad_zahid_hamidi,Ahmad Zahid Hamidi,,,United Malays National Organisation,UMNO,"Kuantan, Pahang",Dewan Rakyat,12,,,,
alexander_nanta_linggi,Alexander Nanta Linggi,,,Parti Pesaka Bumiputera Bersatu,PBB,"Kapit, Sarawak",Dewan Rakyat,12,,,,
amran_ab_ghani,Amran Ab Ghani,,,People's Justice Party,PKR,"Machang, Kelantan",Dewan Rakyat,12,,,,
anifah_aman,Anifah Aman,,,United Malays National Organisation,UMNO,"Kimanis, Sabah",Dewan Rakyat,12,,,,
anwar_ibrahim,Anwar Ibrahim,,,People's Justice Party,PKR,"Permatang Pauh, Penang",Dewan Rakyat,12,,,,
azalina_othman_said,Azalina Othman Said,,,United Malays National Organisation,UMNO,"Samarahan, Sarawak",Dewan Rakyat,12,,,,
azan_ismail,Azan Ismail,,,People's Justice Party,PKR,"Indera Mahkota, Pahang",Dewan Rakyat,12,,,,
azmi_khalid,Azmi Khalid,,,United Malays National Organisation,UMNO,"Padang Besar, Perlis",Dewan Rakyat,12,,,,
baharum_mohamed,Baharum Mohamed,,,United Malays National Organisation,UMNO,"Sekijang, Johor",Dewan Rakyat,12,,,,
bernard_giluk_dompok,Bernard Giluk Dompok,,,United Pasokmomogun Kadazandusun Murut Organisation,UPKO,"Penampang, Sabah",Dewan Rakyat,12,,,,
billy_abit_joo,Billy Abit Joo,,,Parti Rakyat Sarawak,PRS,"Hulu Rajang, Sarawak",Dewan Rakyat,12,,,,
bung_moktar_radin,Bung Moktar Radin,,,United Malays National Organisation,UMNO,"Kinabatangan, Sabah",Dewan Rakyat,12,,,,
charles_santiago,Charles Santiago,,,Democratic Action Party,DAP,"Klang, Selangor",Dewan Rakyat,12,,,,
che_rosli_che_mat,Che Rosli Che Mat,,,Pan-Malaysian Islamic Party,PAS,"Hulu Langat, Selangor",Dewan Rakyat,12,,,,
che_uda_che_nik,Che Uda Che Nik,,,Pan-Malaysian Islamic Party,PAS,"Sik, Kedah",Dewan Rakyat,12,,,,
chong_chieng_jen,Chong Chieng Jen,,,Democratic Action Party,DAP,"Bandar Kuching, Sarawak",Dewan Rakyat,12,,,,
chong_eng,Chong Eng,,,Democratic Action Party,DAP,"Bukit Mertajam, Penang",Dewan Rakyat,12,,,,
chor_chee_heung,Chor Chee Heung,,,Malaysian Chinese Association,MCA,"Alor Setar, Kedah",Dewan Rakyat,12,,,,
chow_kon_yeow,Chow Kon Yeow,,,Democratic Action Party,DAP,"Tanjong, Penang",Dewan Rakyat,12,,,,
chua_soon_bui,Chua Soon Bui,,,Sabah Progressive Party,SAPP,"Tawau, Sabah",Dewan Rakyat,12,,,,
chua_tee_yong,Chua Tee Yong,,,Malaysian Chinese Association,MCA,"Pulai, Johor",Dewan Rakyat,12,,,,
chua_tian_chang,Chua Tian Chang,,,People's Justice Party,PKR,"Batu, Federal Territory of Kuala Lumpur",Dewan Rakyat,12,,,,
devamany_s._krishnasamy,Devamany S. Krishnasamy,,,Malaysian Indian Congress,MIC,"Cameron Highlands, Pahang",Dewan Rakyat,12,,,,
ding_kuong_hiing,Ding Kuong Hiing,,,Sarawak United Peoples' Party,SUPP,"Sarikei, Sarawak",Dewan Rakyat,12,,,,
