id,name,type,group,area_id,area,gender,image,term,source
583,BOUHENAF YAZID,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:5,Batna,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/475.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/583-bouhenaf-yazid
187,BOUILFAN OMAR,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:19,Setif,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/166.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/187-bouilfan-omar
188,BOUKELAL YAHIA,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:6,Bejaia,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/159.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/188-boukelal-yahia
189,BOUKERCHE LA HOUARI,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:31,Oran,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/157.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/189-boukerche-la-houari
190,BOUKERROUCHA ABDELKADER,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:29,Mascara,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/158.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/190-boukerroucha-abdelkader
191,BOUKHALKHAL MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:22,Sidi Bel Abbes,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/115.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/191-boukhalkhal-mohamed
192,BOUKHARI AHMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:47,Ghardaïa,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/111.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/192-boukhari-ahmed
193,BOUKHOBZA EL BEY,National,PARTI EL FEDJR EL JADID,ocd-division/country:dz/wilayah:32,El Baydh,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/112.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/193-boukhobza-el-bey
194,BOUKHORS MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:14,Tiaret,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/113.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/194-boukhors-mohamed
197,BOULGANE BRAHIM,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:19,Setif,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/161.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/197-boulgane-brahim
198,BOULMAIZ KAMEL,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:43,Mila,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/162.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/198-boulmaiz-kamel
201,BOUNEFLA HACENE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:24,Guelma,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/165.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/201-bounefla-hacene
202,BOURAHLA LYAZID,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:6,Bejaia,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/124.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/202-bourahla-lyazid
203,BOURAS DJAMEL,International,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/zone:1,PARIS,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/122.jpg,7,http://www.apn.dz/fr/les-membres/deputes-international/203-bouras-djamel
204,BOURBAI HOCINE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:23,Annaba,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/123.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/204-bourbat-hocine
205,BOUREZAK SALAH EDDINE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:16,Alger,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/126.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/205-bourezak-salah-eddine
207,BOURIAH KHALED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:14,Tiaret,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/130.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/207-bouriah-khaled
208,BOUROUAG ABDELHAMID,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:43,Mila,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/127.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/208-bourouag-abdelhamid
210,BOUROUROU MESSAOUD,National,FRONT POUR LA JUSTICE ET LE DEVELOPPEMENT (ADDALA),ocd-division/country:dz/wilayah:21,Skikda,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/128.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/210-bourourou-messaoud
211,BOUSBAA ABDERRAHMANE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:25,Constantine,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/144.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/211-bousbaa-abderrahmane
212,BOUSMAHA BOUALEM,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:32,El Baydh,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/137.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/212-bousmaha-boualem
217,BOUSSELBA SALAH,National,MOUVEMENT NATIONAL D'ESPERANCE,ocd-division/country:dz/wilayah:24,Guelma,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/136.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/217-bousselba-salah
218,BOUTALEB AZEDDINE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:14,Tiaret,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/145.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/218-boutaleb-azeddine
219,BOUZAD HACENE,National,INDEPENDANTS,ocd-division/country:dz/wilayah:35,Boumerdes,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/131.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/219-bouzad-hacene
222,BRAHMIA MOHAMED CHERIF,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:23,Annaba,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/35.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/222-brahmia-mohamed-cherif
223,BRIGHEN AHMED CHERIF,National,UNION DES FORCES DEMOCRATIQUES ET SOCIALES,ocd-division/country:dz/wilayah:18,Jijel,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/40.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/223-brighen-ahmed-cherif
78,CHAABNA SAMIR,International,FRONT EL MOUSTAKBAL,ocd-division/country:dz/zone:2,MARSEILLE,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/290.jpg,7,http://www.apn.dz/fr/les-membres/deputes-international/78-chaabna-samir
80,CHABATI RACHID,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:6,Bejaia,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/285.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/80-chabati-rachid
83,CHENINI ABDELKRIM,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:25,Constantine,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/294.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/83-chenini-abdelkrim
84,CHENNOUFI SALIM,National,INDEPENDANTS,ocd-division/country:dz/wilayah:7,Biskra,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/293.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/84-chennoufi-salim
85,CHENOUF MOHAMED,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:2,Chlef,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/292.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/85-chenouf-mohamed
87,CHERIFI AHMED,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:16,Alger,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/289.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/87-cherifi-ahmed
88,CHIBANE CHERIF,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:27,Mostaganem,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/297.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/88-chibane-cherif
89,CHIHEB SEDDIK,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:16,Alger,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/295.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/89-chiheb-seddik
90,CHORFI MILOUD,Députés appelés à d'autres fonctions,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:29,Mascara,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/287.jpg,7,http://www.apn.dz/fr/les-membres/deputes-appeles-a-d-autres-fonctions/90-chorfi-miloud
224,D'BICHI ADBELHADI,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:16,Alger,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/224.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/224-d-bichi-adbelhadi
225,DADDI-HAMMOU BAELHADJ,National,INDEPENDANTS,ocd-division/country:dz/wilayah:47,Ghardaïa,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/222.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/225-daddi-hammou-baelhadj
226,DAHIMI SALEM,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:11,Tamanrasset,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/227.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/226-dahimi-salem
227,DAHMANE EL HADJ,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:44,Aïn Defla,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/225.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/227-dahmane-el-hadj
228,DAHMANI MOHAMMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:2,Chlef,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/226.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/228-dahmani-mohammed
229,DAOUD TAYEB,National,INDEPENDANTS,ocd-division/country:dz/wilayah:46,Aïn Temouchent,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/223.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/229-daoud-tayeb
230,DAOUI MOHAMED,National,PARTI EL KARAMA,ocd-division/country:dz/wilayah:30,Ouargla,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/14.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/230-daoui-mohamed
231,DEKHILI SALAH EDDINE,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:19,Setif,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/228.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/231-dekhili-salah-eddine
574,DERBAL MOHAMMED LAMINE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:13,Tlemcen,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/466.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/574-derbal-mohammed-lamine
232,DERGUINI AREZKI,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:6,Bejaia,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/232.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/232-derguini-arezki
233,DERKOUCHE BELKHEIR,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:17,Djelfa,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/233.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/233-derkouche-belkheir
237,DIDAOUI BENABDELLAH,National,PARTI EL FEDJR EL JADID,ocd-division/country:dz/wilayah:20,Saida,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/235.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/237-didaoui-benabdellah
238,DIDOUCHE HAMOU,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:15,Tizi ouzou,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/236.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/238-didouche-hamou
239,DILMI ABDELATIF,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:28,M'sila,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/238.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/239-dilmi-abdelatif
240,DISSA M'HAMMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:34,Bordj Bou Arreridj,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/237.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/240-dissa-m-hammed
241,DJADI MENOUAR,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:35,Boumerdes,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/177.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/241-djadi-menouar
242,DJANATI ABDELKRIM,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:35,Boumerdes,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/181.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/242-djanati-abdelkrim
243,DJEBANE MUSTAPHA,National,MOUVEMENT POPULAIRE ALGERIEN,ocd-division/country:dz/wilayah:38,Tissemsilt,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/175.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/243-djebane-mustapha
584,DJELLALI MAHMOUD,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:42,Tipaza,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/476_1.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/584-djellali-mahmoud
245,DJELLOUT AHMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:9,Blida,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/179.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/245-djellout-ahmed
246,DJEMIAI MOHAMMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:12,Tebessa,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/180.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/246-djemiai-mohammed
248,DJILANI AMMAR,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:5,Batna,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/185.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/248-djilani-ammar
249,DJOUDI DJELLOUL,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:16,Alger,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/183.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/249-djoudi-djelloul
250,DJOUHRI BACHIR CHAKIB,International,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/zone:3,TUNIS,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/184.jpg,7,http://www.apn.dz/fr/les-membres/deputes-international/250-djouhri-bachir-chakib
251,DRISS ABDERAHMANE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:6,Bejaia,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/234.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/251-driss-abderahmane
256,EL HAMEL ALI,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:1,Adrar,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/22.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/256-el-hamel-ali
257,EL KACIMI EL HASSANI MOHAMED EL MAHDI,National,PARTI EL FEDJR EL JADID,ocd-division/country:dz/wilayah:28,M'sila,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/20.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/257-el-kacimi-el-hassani-mohamed-el-mahdi
258,EL KHERRAZ MOHAMED,National,INDEPENDANTS,ocd-division/country:dz/wilayah:1,Adrar,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/12.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/258-el-kherraz-mohamed
259,ELHEDDI SMAIN,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:17,Djelfa,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/11.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/259-elheddi-smain
260,ESSED NOUREDDINE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:28,M'sila,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/16.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/260-essed-noureddine
262,FECHKEUR BRAHIM BENAMMAR,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:3,Laghouat,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/360.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/262-fechkeur-brahim-benammar
264,FERDI MILOUD,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:42,Tipaza,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/357.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/264-ferdi-miloud
266,FORLOU HABIB,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:27,Mostaganem,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/387.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/266-forlou-habib
252,GACEM TAHAR,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:17,Djelfa,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/364.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/252-gacem-tahar
254,GHENOU GHALEM,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:31,Oran,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/354.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/254-ghenou-ghalem
269,GHOUINI FILALI,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:28,M'sila,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/9431.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/269-ghouini-filali
597,GHOUL AMAR,Députés nommés au gouvernement,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:16,Alger,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/355.jpg,7,http://www.apn.dz/fr/les-membres/deputes-nommes-au-gouvernement/597-ghoul-amar
272,GOUNEIBER DJILALI,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:32,El Baydh,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/376.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/272-gouneiber-djilali
276,GRAOUI ABDENOUR,Députés appelés à d'autres fonctions,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:5,Batna,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/371.jpg,7,http://www.apn.dz/fr/les-membres/deputes-appeles-a-d-autres-fonctions/276-graoui-abdenour
277,GUECHAOUI SAAD,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:14,Tiaret,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/378.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/277-guechaoui-saad
278,GUEDDOUDA BOUBAKEUR,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:3,Laghouat,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/367.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/278-gueddouda-boubakeur
279,GUEMMAMA MAHMOUD,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:11,Tamanrasset,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/375.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/279-guemmama-mahmoud
280,GUERROUT MOHAMMED,National,FRONT EL MOUSTAKBAL,ocd-division/country:dz/wilayah:1,Adrar,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/372.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/280-guerrout-mohammed
283,GUIDJI MOHAMED,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:38,Tissemsilt,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/377.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/283-guidji-mohamed
290,GUIOUS ABDENNACER,National,FRONT POUR LA JUSTICE ET LE DEVELOPPEMENT (ADDALA),ocd-division/country:dz/wilayah:18,Jijel,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/379.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/290-guious-abdennacer
291,HABACHI AHMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:25,Constantine,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/456.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/291-habachi-ahmed
293,HABCHI TAHAR,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:16,Alger,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/191.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/293-habchi-tahar
295,HACHEMI FAYCAL,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:19,Setif,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/197.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/295-hachemi-faycal
298,HADDI MOHAMMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:45,Nâama,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/187.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/298-haddi-mohammed
300,HADDOUCHE ABDELKADER,International,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/zone:2,MARSEILLE,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/193.jpg,7,http://www.apn.dz/fr/les-membres/deputes-international/300-haddouche-abdelkader
304,HADJIRAH KHELIFA,National,FRONT POUR LA JUSTICE ET LE DEVELOPPEMENT (ADDALA),ocd-division/country:dz/wilayah:43,Mila,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/231.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/304-hadjirah-khelifa
306,HADJOUDJ ABDELKADER,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:31,Oran,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/192.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/306-hadjoudj-abdelkader
308,HALET RACHID,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:15,Tizi ouzou,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/188.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/308-halet-rachid
310,HAMADOU LAZHAR,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:4,Oum bouaghi,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/199.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/310-hamadou-lazhar
314,HAMANI MOHAMED SEGHIR,National,FRONT POUR LA JUSTICE ET LE DEVELOPPEMENT (ADDALA),ocd-division/country:dz/wilayah:23,Annaba,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/201.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/314-hamani-mohamed-seghir
318,HAMDADOUCHE NASSER,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:18,Jijel,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/203.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/318-hamdadouche-nasser
322,HAMIA MOSTAPHA MOHAMED,National,PARTI NAT. POUR LA SOLIDARITE ET LE DEVELOPPEMENT,ocd-division/country:dz/wilayah:33,Illizi,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/190.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/322-hamia-mostapha-mohamed
323,HAMMAD MAHFOUD,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:17,Djelfa,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/346.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/323-hammad-mahfoud
325,HAMMAOUI AZEDDINE,National,INDEPENDANTS,ocd-division/country:dz/wilayah:34,Bordj Bou Arreridj,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/202.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/325-hammaoui-azeddine
329,HAMOUNI MOHAMED,National,RASSEMBLEMENT PATRIOTIQUE REPUBLICAIN,ocd-division/country:dz/wilayah:2,Chlef,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/205.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/329-hamouni-mohamed
594,HARAOUBIA RACHID,Députés nommés au gouvernement,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:41,Souk Ahrass,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/194.jpg,7,http://www.apn.dz/fr/les-membres/deputes-nommes-au-gouvernement/594-haraoubia-rachid
333,HARIZ NACER,National,INDEPENDANTS,ocd-division/country:dz/wilayah:47,Ghardaïa,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/195.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/333-hariz-nacer
334,HASCAR ALI,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:46,Aïn Temouchent,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/196.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/334-hascar-ali
335,HELEILI SALIM,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:31,Oran,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/457.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/335-heleili-salim
580,INTAMAT KOUZOU,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:33,Illizi,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/472.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/580-intamat-kouzou
