id,name,term,source,gender,birth_place,birth_date,party,faction,religion
301,قاسم محمد جلال حسين الاعرجي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=301,male,واسط,1964,منظمة بدر,ائتلاف دولة القانون,مسلم
302,كاظم حسين علي جابر الصيادي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=302,male,واسط,1969,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
314,خالد عبيد جازع علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=314,male,ذي قار,1974,حزب الدعوة الاسلامية / تنظيم العراق,ائتلاف دولة القانون,مسلم
315,رزاق محيبس عجيمي تويلي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=315,male,ذي قار,1972,منظمة بدر,ائتلاف دولة القانون,مسلم
316,عبدالھادي موحان عبدلله اسماعيل,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=316,male,ذي قار,1974,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
317,احمد طه ياسين محيسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=317,male,ذي قار,1964,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
318,امل عطية عبدالرحيم حسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=318,female,ذي قار,1961,منظمة بدر,ائتلاف دولة القانون,مسلم
319,زينب وحيد سلمان علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=319,female,ذي قار,1967,حزب الدعوة الاسلامية / تنظيم العراق,ائتلاف دولة القانون,مسلم
320,عزيز كاظم علوان الزغير,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=320,male,ذي قار,1954,المواطن,ائتلاف المواطن,مسلم
321,ھاشم راضي جبار ابو حدره,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=321,male,ذي قار,1968,المواطن,ائتلاف المواطن,مسلم
312,صادق حميدي ابراھيم عبدلله,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=312,male,ذي قار,1956,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
311,عبدالكريم عبدالصاحب محمد حسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=311,male,واسط,1958,المجلس الاعلى الاسلامي العراقي,ائتلاف المواطن,مسلم
303,احمد صلال عزيز محمد البدري,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=303,male,واسط,1979,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
304,رشيد عبود ابراھيم محسن الياسري,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=304,male,واسط,1960,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
305,انتصار حسن علي منخي الغريباوي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=305,female,واسط,1967,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
306,اقبال عبدالحسين ابوجري الماذي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=306,female,واسط,1973,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
307,محمد ھوري ياسر جبار,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=307,male,واسط,1973,كتلة الاحرار,ائتلاف الاحرار,مسلم
308,ياسر محمد جابر بادي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=308,male,واسط,1980,كتلة الاحرار,ائتلاف الاحرار,مسلم
309,وفاء كاظم عراك صكر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=309,female,واسط,1965,كتلة الاحرار,ائتلاف الاحرار,مسلم
310,علي غركان عامر حسين,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=310,male,واسط,1978,حركة الجهاد والبناء,ائتلاف المواطن,مسلم
322,محمد كاظم لكاش طاھر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=322,male,ذي قار,1967,المواطن,ائتلاف المواطن,مسلم
45,بھاء ھادي احمد جواد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=45,male,البصرة,1967,حزب الدعوة الاسلامية / تنظيم العراق,ائتلاف دولة القانون,مسلم
57,محمد ريكان حديد علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=57,male,الانبار,1981,الحركة الوطنية للاصلاح والتنمية ( الحل ),متحدون للاصلاح,مسلم
58,محمد ماشي جري حسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=58,male,البصرة,1958,المجلس الاعلى الاسلامي العراقي,ائتلاف المواطن,مسلم
59,نجاة ساير مهنا صياح,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=59,female,الانبار,1963,للعراق متحدون,متحدون للاصلاح,مسلم
60,عامر حسين جاسم علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=60,male,البصرة,1948,تجمع العدالة والوحدة,ائتلاف المواطن,مسلم
61,نهلة جبار خليفة محسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=61,female,الانبار,1965,تجمع الافق الجديد,ائتلاف الوفاء للأنبار,مسلم
62,سليم شوقي عبدعلي دويلي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=62,male,البصرة,1970,المجلس الاعلى الاسلامي العراقي,ائتلاف المواطن,مسلم
63,حسن خلاطي نصيف حسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=63,male,البصرة,1965,المجلس الاعلى الاسلامي العراقي,ائتلاف المواطن,مسلم
64,منوة شويش صباح غزير,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=64,female,البصرة,1969,المجلس الاعلى الاسلامي العراقي,ائتلاف المواطن,مسلم
56,محمد ناصر دلي احمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=56,male,الانبار,1974,الحركة الوطنية للاصلاح والتنمية ( الحل ),متحدون للاصلاح,مسلم
55,لقاء مهدي وردي حمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=55,female,الانبار,1971,حزب النشور العراقي,ائتلاف العربية,مسلم
46,جبار عبدالخالق عبدالحسين شريف,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=46,male,البصرة,1966,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
47,عواطف نعمه ناھي صخير,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=47,female,البصرة,1962,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
48,طالب عبدالواحد ذياب خربيط,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=48,male,الانبار,1969,كتله عراق التطور والبناء,أئتلاف العراق,مسلم
49,رحاب نعمه مكطوف خشجوري,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=49,female,البصرة,1979,حزب الدعوة الاسلامية / تنظيم العراق,ائتلاف دولة القانون,مسلم
50,فاطمة سلمان زباري سالم,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=50,female,البصرة,1965,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
51,غازي فيصل نجر س كعود,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=51,male,الانبار,1961,تجمع روافد العراق,ائتلاف خلاص,مسلم
52,فارس طه فارس محمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=52,male,الانبار,1972,تجمع الافق الجديد,ائتلاف الوفاء للأنبار,مسلم
53,سعدون جوير فرحان معجل,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=53,male,الانبار,1954,وحدة أبناء العراق,وحدة أبناء العراق,مسلم
65,عھود عبدالزھرة عباس طاھر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=65,female,البصرة,1960,المجلس الاعلى الاسلامي العراقي,ائتلاف المواطن,مسلم
66,عقيل عبد حسين ساجت,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=66,male,البصرة,1975,كتلة الاحرار,ائتلاف الاحرار,مسلم
67,مازن صبيح ظاھر عواد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=67,male,البصرة,1978,كتلة الاحرار,ائتلاف الاحرار,مسلم
82,ھشام عبدالملك علي سھيل,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=82,male,بغداد,1959,حزب الدعوة الاسلامية / تنظيم العراق,ائتلاف دولة القانون,مسلم
83,طه ھاتف محيي محمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=83,male,بغداد,1961,كتلة مستقلون,ائتلاف دولة القانون,مسلم
85,محمد ناجي محمد علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=85,male,بغداد,1958,منظمة بدر,ائتلاف دولة القانون,مسلم
86,ناھدة حميد لفتة جبر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=86,female,بغداد,1955,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
87,محمود صالح عاتي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=87,male,بغداد,1967,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
88,ستار جبار غانم محسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=88,male,بغداد,1967,منظمة بدر,ائتلاف دولة القانون,مسلم
90,عباس حسن موسى,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=90,male,بغداد,1962,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
91,موفق باقر كاظم عريدة,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=91,male,بغداد,1948,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
81,علي فيصل فھد الفياض,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=81,male,بغداد,1963,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
79,فاضل فوزي حسين وتر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=79,male,بغداد,1967,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
68,لمى جواد كاظم سلطان,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=68,female,البصرة,1975,كتلة الاحرار,ائتلاف الاحرار,مسلم
69,زاھر ياسين حنش سلطان,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=69,male,البصرة,1976,تيار الإصلاح الوطني / الدكتور الجعفري,تحالف الاصلاح الوطني / الجعفري,مسلم
70,توفيق موحي احمد محيسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=70,male,البصرة,1955,تيار الإصلاح الوطني / الدكتور الجعفري,تحالف الاصلاح الوطني / الجعفري,مسلم
71,جمال عبدالزھرة مزعل مھوس,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=71,male,البصرة,1975,حزب الفضيلة الاسلامي,ائتلاف الفضيله والنخب المستقلة,مسلم
72,عبدالعظيم عبدالفتاح منصور العجمان,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=72,male,البصرة,1968,التجمع المدني للإصلاح (عمل),متحدون للاصلاح,مسلم
75,ندى عبدلله جاسم,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=75,female,بغداد,1966,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
77,عدنان رميض خرنوب عبيد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=77,male,بغداد,1968,التيار الرسالي العراقي الجديد,ائتلاف دولة القانون,مسلم
78,سعاد حميد لفتة جبر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=78,female,بغداد,1961,حزب الدعوة الاسلامية / تنظيم العراق,ائتلاف دولة القانون,مسلم
92,حسن محسن جايد محيسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=92,male,بغداد,1956,منظمة بدر,ائتلاف دولة القانون,مسلم
1,اردلان نورالدين محمود ھيبة لله,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=1,male,أربيل,1977,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
12,كاوه محمد مولود حويز,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=12,male,أربيل,1966,كوران /التغيير,كوران (التغيير),مسلم
13,سروه عبدالواحد قادر ابراھيم,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=13,female,أربيل,1970,كوران /التغيير,كوران (التغيير),مسلم
14,سليم ھمزه صالح خضر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=14,male,أربيل,1974,الجماعة الاسلامية الكوردستانية / العراق,الجماعة الأسلاميه الكردستانيه/العراق,مسلم
15,قادر سعيد خضر سلطان,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=15,male,أربيل,1969,الجماعة الاسلامية الكوردستانية / العراق,الجماعة الأسلاميه الكردستانيه/العراق,مسلم
16,حنان سعيد محسن الفتلاوي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=16,female,بابل,1968,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
17,علي حسين رضا حيدر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=17,male,بابل,1956,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
18,اسكندر جواد حسن سالم,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=18,male,بابل,1946,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
19,منصور حسين مدور عباس,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=19,male,بابل,1969,حزب الدعوة الاسلامية / تنظيم العراق,ائتلاف دولة القانون,مسلم
11,سوزان بكر حسين بكر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=11,female,أربيل,1971,يةكيَتى نيشتمانى كوردستان \\\\ الاتحاد الوطني الكوردستاني,يه كيتي نيشتماني كوردستان \\\\\\\\الاتحاد الوطني الكوردستاني,مسلم
10,نوزاد رسول حسن كانبي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=10,male,أربيل,1973,يةكيَتى نيشتمانى كوردستان \\\\ الاتحاد الوطني الكوردستاني,يه كيتي نيشتماني كوردستان \\\\\\\\الاتحاد الوطني الكوردستاني,مسلم
2,عرفات كرم مصطفى برايم,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=2,male,أربيل,1972,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
3,طارق صديق رشيد محمد امين,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=3,male,أربيل,1966,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
4,سيروان عبدالله اسماعيل عزيز,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=4,male,أربيل,1966,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
5,خوشه وى خليل حكيم ياسين,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=5,male,أربيل,1967,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
6,بيريوان مصلح عبدالكريم اسعد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=6,female,أربيل,1953,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
7,ندى عنتر خال ھمزه ملا,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=7,female,أربيل,1984,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
8,ئاريز عبدلله احمد محمود,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=8,male,أربيل,1965,يةكيَتى نيشتمانى كوردستان \\\\ الاتحاد الوطني الكوردستاني,يه كيتي نيشتماني كوردستان \\\\\\\\الاتحاد الوطني الكوردستاني,مسلم
9,عبدالقادر محمد عمر مولود,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=9,male,أربيل,1960,يةكيَتى نيشتمانى كوردستان \\\\ الاتحاد الوطني الكوردستاني,يه كيتي نيشتماني كوردستان \\\\\\\\الاتحاد الوطني الكوردستاني,مسلم
20,علي محمد شريف محمدحسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=20,male,بابل,1948,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
21,رزاق عبدالامه جاسم غضبان,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=21,male,بابل,1969,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
22,منال وھاب محمد فاضل,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=22,female,بابل,1980,منظمة بدر,ائتلاف دولة القانون,مسلم
34,جنيد محمد عبدالكريم عبدالقادر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=34,male,الانبار,1978,تجمع الوحدة العراقية,ائتلاف الوطنية,مسلم
35,حامد عبيد مطلك عمر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=35,male,الانبار,1948,حركة الحوار والتغيير,ائتلاف الوطنية,مسلم
36,خلف عبدالصمد خلف علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=36,male,البصرة,1952,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
38,سالم مطر عبد حسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=38,male,الانبار,1972,الجبهه العراقيه للحوار الوطني,ائتلاف العربية,مسلم
39,فالح حسن جاسم مطلك,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=39,male,البصرة,1976,منظمة بدر,ائتلاف دولة القانون,مسلم
40,علي نور علي محمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=40,male,البصرة,1966,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
41,عبدالسلام عبدالمحسن عرمش,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=41,male,البصرة,1965,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
43,غادة محمد نوري عبدالرزاق مطلك,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=43,female,الانبار,1975,وحدة أبناء العراق,وحدة أبناء العراق,مسلم
33,احمد عطية احمد علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=33,male,الانبار,1978,التجمع المدني للإصلاح (عمل),متحدون للاصلاح,مسلم
32,صادق رسول حسون نعمة,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=32,male,بابل,1963,تيار الإصلاح الوطني / الدكتور الجعفري,تحالف الاصلاح الوطني / الجعفري,مسلم
23,سالم صالح مھدي صالح,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=23,male,بابل,1957,المواطن,ائتلاف المواطن,مسلم
24,محمد علي حسين علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=24,male,بابل,1965,المواطن,ائتلاف المواطن,مسلم
25,حمدية عباس محمد عبيد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=25,female,بابل,1963,المواطن,ائتلاف المواطن,مسلم
26,علي عبدالجبار جواد علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=26,male,بابل,1968,كتلة الاحرار,ائتلاف الاحرار,مسلم
27,عواد محسن محمد راضي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=27,male,بابل,1973,كتلة الاحرار,ائتلاف الاحرار,مسلم
29,ھيثم رمضان عبدعلي ھريط,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=29,male,بابل,1975,تجمع الكفاءات والجماھير,ائتلاف دولة القانون,مسلم
30,عدنان عبدالمنعم رشيد علي الجنابي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=30,male,بابل,1940,الوطنية,ائتلاف الوطنية,مسلم
31,علي صبحي كامل محمد حسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=31,male,بابل,1974,تيار الدولة العادلة,تيار الدولة العادلة,مسلم
44,عامر حسان حاشوش علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=44,male,البصرة,1955,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
141,عمار طعمه عبدالعباس شناوة,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=141,male,بغداد,1971,حزب الفضيلة الاسلامي,ائتلاف الفضيله والنخب المستقلة,مسلم
154,ھدى محمد مھدي عبدلله,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=154,female,ديالى,1981,تجمع الوحدة العراقية,ائتلاف الوطنية,مسلم
155,عبدالعزيز حسن حسين حسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=155,male,ديالى,1958,يةكيَتى نيشتمانى كوردستان \\\\ الاتحاد الوطني الكوردستاني,يه كيتي نيشتماني كوردستان \\\\\\\\الاتحاد الوطني الكوردستاني,مسلم
156,ميديا جمال علي خان محمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=156,female,ديالى,1976,يةكيَتى نيشتمانى كوردستان \\\\ الاتحاد الوطني الكوردستاني,يه كيتي نيشتماني كوردستان \\\\\\\\الاتحاد الوطني الكوردستاني,مسلم
157,فرات محمد عبد حسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=157,male,ديالى,1970,المجلس الاعلى الاسلامي العراقي,ائتلاف المواطن,مسلم
158,برھان كاظم عبدلله حسون,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=158,male,ديالى,1976,كتلة الاحرار,ائتلاف الاحرار,مسلم
159,نجيبة نجيب ابراھيم خالد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=159,female,دهوك,1970,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
160,خسرو عبدلله اسماعيل معروف,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=160,male,دهوك,1960,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
161,ريناس جانو محمد يونس,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=161,male,دهوك,1978,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
153,عبدلله حسن رشيد دخيل,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=153,male,ديالى,1959,الوطنية,ائتلاف الوطنية,مسلم
152,منى صالح مھدي صالح,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=152,female,ديالى,1961,منظمة بدر,ائتلاف دولة القانون,مسلم
143,حسن سالم عباس جبر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=143,male,بغداد,1965,كتلة الصادقون,كتلة الصادقون,مسلم
144,حارث شنشل سنيد الحارثي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=144,male,بغداد,1954,حارث شنشل سنيد الحارثي,حارث شنشل سنيد الحارثي,مسلم
146,ناھدة زيد منھل مانع,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=146,female,ديالى,1963,الحركة الوطنية للاصلاح والتنمية ( الحل ),متحدون للاصلاح,مسلم
147,صلاح مزاحم درويش عامر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=147,male,ديالى,1969,الجبهه العراقيه للحوار الوطني,ائتلاف العربية,مسلم
148,سليم عبدلله احمد ناصر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=148,male,ديالى,1971,التجمع المدني للإصلاح (عمل),متحدون للاصلاح,مسلم
149,رعد حميد كاظم عواد الدهلكي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=149,male,ديالى,1976,الجبهه العراقيه للحوار الوطني,ائتلاف العربية,مسلم
150,ھادي فرحان عبدلله حمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=150,male,ديالى,1954,منظمة بدر,ائتلاف دولة القانون,مسلم
151,رعد فارس الماس سلمان,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=151,male,ديالى,1955,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
162,بنكين شوكت عابد عبدال,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=162,male,دهوك,1972,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
163,اسلام حسين عيسى علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=163,male,دهوك,1963,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
164,عثمان طاھر حاجي طاھر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=164,male,دهوك,1975,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
175,ابتسام ھاشم عبدالحسين جابر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=175,female,كربلاء,1967,حزب الدعوة الاسلامية / تنظيم العراق,ائتلاف دولة القانون,مسلم
176,فردوس ياسين مھدي حمادي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=176,female,كربلاء,1949,حزب الدعوة الاسلامية / تنظيم العراق,ائتلاف دولة القانون,مسلم
178,فطم مھدي حسن مھدي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=178,female,كربلاء,1970,كتلة الاحرار,ائتلاف الاحرار,مسلم
179,حبيب حمزة محسون اسماعيل,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=179,male,كربلاء,1962,المجلس الاعلى الاسلامي العراقي,ائتلاف المواطن,مسلم
180,عقيل فاھم حسين سلمان,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=180,male,كربلاء,1970,حزب الفضيلة الاسلامي,ائتلاف الفضيله والنخب المستقلة,مسلم
182,ريبوار طه مصطفى احمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=182,male,كركوك,1982,يةكيَتى نيشتمانى كوردستان \\\\ الاتحاد الوطني الكوردستاني,يه كيتي نيشتماني كوردستان \\\\\\\\الاتحاد الوطني الكوردستاني,مسلم
183,محمد عثمان عزيز احمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=183,male,كركوك,1968,يةكيَتى نيشتمانى كوردستان \\\\ الاتحاد الوطني الكوردستاني,يه كيتي نيشتماني كوردستان \\\\\\\\الاتحاد الوطني الكوردستاني,مسلم
184,الا تحسين حبيب علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=184,female,كركوك,1966,يةكيَتى نيشتمانى كوردستان \\\\ الاتحاد الوطني الكوردستاني,يه كيتي نيشتماني كوردستان \\\\\\\\الاتحاد الوطني الكوردستاني,مسلم
174,رياض عبدالحمزة عبدالرزاق مھدي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=174,male,كربلاء,1954,كتلة مستقلون,ائتلاف دولة القانون,مسلم
173,صالح مھدي مطلب عزوز,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=173,male,كربلاء,1960,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
165,شرين عبدالرحمن دينو بيري,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=165,female,دهوك,1969,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
166,سرحان احمد سرحان ملاك,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=166,male,دهوك,1957,الحزب الديموقراطي الكوردستاني,الحزب الديموقراطي الكوردستاني,مسلم
167,جمال احمد محمد سيدو,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=167,male,دهوك,1969,يه ككرتووى ئيسلامى كوردستان,يه ككرتووى ئيسلامى كوردستان,مسلم
168,اسيا حاجي سليم قادر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=168,female,دهوك,1969,يه ككرتووى ئيسلامى كوردستان,يه ككرتووى ئيسلامى كوردستان,مسلم
169,محسن عثمان عبدلله رشيد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=169,male,دهوك,1963,يةكيَتى نيشتمانى كوردستان \\\\ الاتحاد الوطني الكوردستاني,يه كيتي نيشتماني كوردستان \\\\\\\\الاتحاد الوطني الكوردستاني,مسلم
170,حسين احمد ھادي حسين,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=170,male,كربلاء,1970,حزب الدعوة الاسلامية / تنظيم العراق,ائتلاف دولة القانون,مسلم
171,ياسر عبدصخيل محمد حسين,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=171,male,كربلاء,1980,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
172,علي محمدالحسين علي الاديب,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=172,male,كربلاء,1944,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
