id,name,sort_name,honorific_prefix,group,start_date,birth_date,source,twitter,facebook,website,term
796,NADICA NIKOLIC TANASIJEVIC,NADICA NIKOLIC TANASIJEVIC,"",,2014-04-16,1970,http://www.parlament.gov.rs/NADICA_NIKOLIC+TANASIJEVIC.796.488.html,,,,10
862,MILAN NOVAKOVIC,MILAN NOVAKOVIC,"",,2014-04-16,1963,http://www.parlament.gov.rs/MILAN_NOVAKOVIC.862.488.html,,,,10
718,JASMINA OBRADOVIC,JASMINA OBRADOVIC,"",,2014-04-16,1961,http://www.parlament.gov.rs/JASMINA_OBRADOVIC.718.488.html,,,,10
608,MARIJA OBRADOVIC,MARIJA OBRADOVIC,"",,2014-04-16,1974,http://www.parlament.gov.rs/MARIJA_OBRADOVIC.608.488.html,http://www.twitter.com/marijatvkv,,,10
101,ZARKO Prof.OBRADOVIC,ZARKO Prof. Dr OBRADOVIC,Dr,,2014-04-16,1960,http://www.parlament.gov.rs/ZARKO_OBRADOVIC+.101.488.html,,,,10
104,MEHO OMEROVIC,MEHO OMEROVIC,"",,2014-04-16,1959,http://www.parlament.gov.rs/MEHO_OMEROVIC.104.488.html,,,,10
779,VLADIMIRORLIC,VLADIMIR Dr ORLIC,Dr,,2014-04-16,1983,http://www.parlament.gov.rs/VLADIMIR_ORLIC.779.488.html,,,,10
832,ALEKSANDARPAJOVIC,ALEKSANDAR Dr PAJOVIC,Dr,,2014-04-16,1958,http://www.parlament.gov.rs/ALEKSANDAR_PAJOVIC.832.488.html,,,,10
867,KRSTIMIR PANTIC,KRSTIMIR PANTIC,"",,2014-04-26,1972,http://www.parlament.gov.rs/KRSTIMIR_PANTIC.867.488.html,,,,10
617,BILJANA PANTIC PILJA,BILJANA PANTIC PILJA,"",,2014-04-16,1983,http://www.parlament.gov.rs/BILJANA_PANTIC+PILJA.617.488.html,,http://www.facebook.com/biljana.pantic,,10
470,OLENA PAPUGA,OLENA PAPUGA,"",,2014-04-16,1964,http://www.parlament.gov.rs/OLENA_PAPUGA.470.488.html,,,,10
324,BÁLINT PÁSZTOR,BÁLINT PÁSZTOR,"",,2014-04-16,1979,http://www.parlament.gov.rs/B%C3%81LINT_P%C3%81SZTOR.324.488.html,http://Twitter.com/pasztorbalint,http://Facebook.com/pasztorbalint,http://www.pasztorbalint.rs,10
818,OLIVERA PAULjESKIC,OLIVERA PAULjESKIC,"",,2014-04-16,1971,http://www.parlament.gov.rs/OLIVERA_PAULjESKIC.818.488.html,,http://www.facebook.com/olivera.pauljeskic,,10
828,DRAGAN PAUNOVIC,DRAGAN PAUNOVIC,"",,2014-04-16,1959,http://www.parlament.gov.rs/DRAGAN_PAUNOVIC.828.488.html,,,,10
637,VERA PAUNOVIC,VERA PAUNOVIC,"",,2014-04-16,1947,http://www.parlament.gov.rs/VERA_PAUNOVIC.637.488.html,,,,10
857,VLADIMIR PAVICEVIC,VLADIMIR PAVICEVIC,"",,2014-04-16,1978,http://www.parlament.gov.rs/VLADIMIR_PAVICEVIC.857.488.html,http://www.twitter.com/vpavicevic,http://www.facebook.com/vladimir.pavicevic,,10
666,ZOLTÁN PÉK,ZOLTÁN PÉK,"",,2014-04-16,1962,http://www.parlament.gov.rs/ZOLT%C3%81N_P%C3%89K.666.488.html,,http://www.facebook.com/zoltan.pek.33,,10
831,ALEKSANDARPERANOVIC,ALEKSANDAR Dr PERANOVIC,Dr,,2014-04-16,1976,http://www.parlament.gov.rs/ALEKSANDAR_PERANOVIC.831.488.html,,,,10
749,SLOBODAN PERIC,SLOBODAN PERIC,"",,2014-04-16,1964,http://www.parlament.gov.rs/SLOBODAN_PERIC.749.488.html,,,,10
775,OLIVERA PESIC,OLIVERA PESIC,"",,2014-04-16,1979,http://www.parlament.gov.rs/OLIVERA_PESIC.775.488.html,,http://www.facebook.com/olja.pesic,,10
805,VLADIMIR PETKOVIC,VLADIMIR PETKOVIC,"",,2014-04-16,1979,http://www.parlament.gov.rs/VLADIMIR+_PETKOVIC.805.488.html,,,,10
855,MILAN PETRIC,MILAN PETRIC,"",,2014-04-16,1976,http://www.parlament.gov.rs/MILAN_PETRIC.855.488.html,,,,10
114,MILISAV PETRONIJEVIC,MILISAV PETRONIJEVIC,"",,2014-04-16,1949,http://www.parlament.gov.rs/MILISAV_PETRONIJEVIC.114.488.html,,,,10
113,DUSAN PETROVIC,DUSAN PETROVIC,"",,2014-04-16,1966,http://www.parlament.gov.rs/DUSAN_PETROVIC.113.488.html,,,,10
628,MIRA PETROVIC,MIRA PETROVIC,"",,2014-04-16,1956,http://www.parlament.gov.rs/MIRA_PETROVIC.628.488.html,,,,10
761,NEBOJSAPETROVIC,NEBOJSA Prof Dr PETROVIC,Prof Dr,,2014-04-16,1961,http://www.parlament.gov.rs/NEBOJSA_PETROVIC.761.488.html,,,,10
313,PETAR PETROVIC,PETAR PETROVIC,"",,2014-04-16,1951,http://www.parlament.gov.rs/PETAR_PETROVIC.313.488.html,,,,10
883,DRAGAN POLOVINA,DRAGAN POLOVINA,"",,2014-10-03,1953,http://www.parlament.gov.rs/DRAGAN_POLOVINA.883.488.html,,,,10
697,MILETA POSKURICA,MILETA POSKURICA,"",,2014-04-16,1954,http://www.parlament.gov.rs/MILETA_POSKURICA+.697.488.html,,,,10
593,ZORAN PRALICA,ZORAN PRALICA,"",,2014-04-16,1967,http://www.parlament.gov.rs/ZORAN_PRALICA.593.488.html,,,,10
866,JELISAVETA PRIBOJAC,JELISAVETA PRIBOJAC,"",,2014-04-26,1956,http://www.parlament.gov.rs/JELISAVETA_PRIBOJAC.866.488.html,,,,10
507,DEJAN MA RADENKOVIC,DEJAN MA RADENKOVIC,"",,2014-05-10,1971,http://www.parlament.gov.rs/DEJAN_RADENKOVIC.507.488.html,http://www.twitter.com/RadenkovicDejan,,,10
808,DALIBOR RADICEVIC,DALIBOR RADICEVIC,"",,2014-04-16,1976,http://www.parlament.gov.rs/DALIBOR_RADICEVIC.808.488.html,,,,10
710,ALEKSANDARRADOJEVIC,ALEKSANDAR Dr RADOJEVIC,Dr,,2014-04-16,1965,http://www.parlament.gov.rs/ALEKSANDAR_RADOJEVIC.710.488.html,,,,10
615,KATARINA RAKIC,KATARINA RAKIC,"",,2014-04-16,1979,http://www.parlament.gov.rs/KATARINA_RAKIC.615.488.html,http://www.twitter.com/RakicKatarina,http://www.facebook.com/pages/Katarina-Rakic/560006640812374,,10
739,VESNARAKONJAC,VESNA Dr RAKONJAC,Dr,,2014-04-16,1967,http://www.parlament.gov.rs/VESNA_RAKONJAC.739.488.html,,,,10
887,BRANIMIRRANCIC,BRANIMIR Dr RANCIC,Dr,,2015-01-30,1953,http://www.parlament.gov.rs/BRANIMIR_RANCIC.887.488.html,,,,10
598,MARIJAN RISTICEVIC,MARIJAN RISTICEVIC,"",,2014-04-16,1958,http://www.parlament.gov.rs/MARIJAN_RISTICEVIC.598.488.html,,,,10
508,BRANKO RUZIC,BRANKO RUZIC,"",,2014-04-16,1975,http://www.parlament.gov.rs/BRANKO_RUZIC.508.488.html,,,,10
833,SUZANA SARAC,SUZANA SARAC,"",,2014-04-16,1981,http://www.parlament.gov.rs/SUZANA_SARAC.833.488.html,,,,10
812,BILjANA SAVOVIC,BILjANA SAVOVIC,"",,2014-04-16,1960,http://www.parlament.gov.rs/BILjANA_SAVOVIC.812.488.html,,,,10
738,ALEKSANDAR SENIC,ALEKSANDAR SENIC,"",,2014-04-16,1978,http://www.parlament.gov.rs/ALEKSANDAR_SENIC.738.488.html,http://www.twitter.com/AlexandarSenic,,,10
870,VESNASIMIĆ,VESNA Dr SIMIĆ,Dr,,2014-05-10,1966,http://www.parlament.gov.rs/VESNA_SIMI%C4%86.870.488.html,,,,10
686,DRAGAN SORMAZ,DRAGAN SORMAZ,"",,2014-04-16,1967,http://www.parlament.gov.rs/DRAGAN_SORMAZ.686.488.html,http://www.twitter.com/dragansormaz,,,10
649,SUZANA SPASOJEVIC,SUZANA SPASOJEVIC,"",,2014-04-16,1970,http://www.parlament.gov.rs/SUZANA_SPASOJEVIC.649.488.html,,,,10
840,MIROLjUB STANKOVIC,MIROLjUB STANKOVIC,"",,2014-04-16,1946,http://www.parlament.gov.rs/MIROLjUB_STANKOVIC.840.488.html,,,,10
128,VELIMIR STANOJEVIC,VELIMIR STANOJEVIC,"",,2014-04-16,1964,http://www.parlament.gov.rs/VELIMIR_STANOJEVIC.128.488.html,,,,10
558,BORISLAV STEFANOVIC,BORISLAV STEFANOVIC,"",,2014-04-16,1974,http://www.parlament.gov.rs/BORISLAV_STEFANOVIC.558.488.html,,,,10
809,MILAN STEVANOVIC,MILAN STEVANOVIC,"",,2014-04-16,1958,http://www.parlament.gov.rs/MILAN_STEVANOVIC.809.488.html,http://www.twitter.com/milanpixel,http://www.facebook.com/milan.stevanovic.1420?fref=ts,,10
131,ZVONIMIR STEVIC,ZVONIMIR STEVIC,"",,2014-04-16,1957,http://www.parlament.gov.rs/ZVONIMIR_STEVIC.131.488.html,,,,10
847,NINOSLAVSTOJADINOVIC,NINOSLAV Dr STOJADINOVIC,Dr,,2014-04-16,1950,http://www.parlament.gov.rs/NINOSLAV_STOJADINOVIC.847.488.html,,,,10
620,MOMIR STOJANOVIC,MOMIR STOJANOVIC,"",,2014-04-16,1958,http://www.parlament.gov.rs/MOMIR_STOJANOVIC.620.488.html,,,,10
646,NEVENA STOJANOVIC,NEVENA STOJANOVIC,"",,2014-04-16,1986,http://www.parlament.gov.rs/NEVENA_STOJANOVIC.646.488.html,,,,10
759,IVANA STOJILjKOVIĆ,IVANA STOJILjKOVIĆ,"",,2014-04-16,1981,http://www.parlament.gov.rs/IVANA_STOJILjKOVI%C4%86.759.488.html,,,,10
773,DUSICA STOJKOVIC,DUSICA STOJKOVIC,"",,2014-04-16,1979,http://www.parlament.gov.rs/DUSICA_STOJKOVIC.773.488.html,,http://www.facebook.com/dusica.stojkovic.35,,10
797,VELIBOR STOJKOVIC,VELIBOR STOJKOVIC,"",,2014-04-16,1966,http://www.parlament.gov.rs/VELIBOR_STOJKOVIC.797.488.html,,http://www.facebook.com/veliborstojkoviclibe,,10
606,LJUBISA prof.STOJMIROVIC,LJUBISA prof. Dr STOJMIROVIC,Dr,,2014-04-16,1950,http://www.parlament.gov.rs/LJUBISA_STOJMIROVIC+.606.488.html,,,,10
564,DJORDJE STOJSIC,DJORDJE STOJSIC,"",,2014-04-16,1977,http://www.parlament.gov.rs/DJORDJE_STOJSIC.564.488.html,,,,10
645,MILORAD STOSIC,MILORAD STOSIC,"",,2014-04-16,1954,http://www.parlament.gov.rs/MILORAD_STOSIC.645.488.html,,,,10
273,DUSAN STUPAR,DUSAN STUPAR,"",,2014-04-16,1956,http://www.parlament.gov.rs/DUSAN_STUPAR.273.488.html,,,,10
708,ZELJKO SUSEC,ZELJKO SUSEC,"",,2014-04-16,1977,http://www.parlament.gov.rs/ZELJKO_SUSEC.708.488.html,,,,10
770,KATARINA SUSNjAR,KATARINA SUSNjAR,"",,2014-04-16,1990,http://www.parlament.gov.rs/KATARINA_SUSNjAR.770.488.html,,,,10
154,DRAGAN SUTANOVAC,DRAGAN SUTANOVAC,"",,2014-04-16,1968,http://www.parlament.gov.rs/DRAGAN_SUTANOVAC.154.488.html,,,,10
765,NEBOJSA TATOMIR,NEBOJSA TATOMIR,"",,2014-04-16,1968,http://www.parlament.gov.rs/NEBOJSA_TATOMIR.765.488.html,,,,10
725,DRAGAN TODOROVIC,DRAGAN TODOROVIC,"",,2014-05-10,1969,http://www.parlament.gov.rs/DRAGAN_TODOROVIC.725.488.html,,,,10
804,TANJA TOMASEVIC DAMNJANOVIC,TANJA TOMASEVIC DAMNJANOVIC,"",,2014-04-16,1982,http://www.parlament.gov.rs/TANJA_TOMASEVIC+DAMNJANOVIC.804.488.html,,http://www.facebook.com/tanja.tomasevic.31,,10
616,ALEKSANDRATOMIC,ALEKSANDRA Dr TOMIC,Dr,,2014-04-16,1969,http://www.parlament.gov.rs/ALEKSANDRA_TOMIC+.616.488.html,http://www.twitter.com/BgdSaska,,,10
865,NOVICA TONCEV,NOVICA TONCEV,"",,2014-04-16,1962,http://www.parlament.gov.rs/NOVICA_TONCEV.865.488.html,,,,10
879,GORDANA TOPIC,GORDANA TOPIC,"",,2014-07-31,1971,http://www.parlament.gov.rs/GORDANA_TOPIC.879.488.html,,,,10
791,MILOS TOSANIC,MILOS TOSANIC,"",,2014-04-16,1964,http://www.parlament.gov.rs/MILOS_TOSANIC.791.488.html,,,,10
827,VELINKA TOSIC,VELINKA TOSIC,"",,2014-04-16,1963,http://www.parlament.gov.rs/VELINKA_TOSIC.827.488.html,,,,10
683,VUCETA TOSKOVIC,VUCETA TOSKOVIC,"",,2014-04-16,1941,http://www.parlament.gov.rs/VUCETA_TOSKOVIC.683.488.html,,,,10
801,MILENA TURK,MILENA TURK,"",,2014-04-16,1986,http://www.parlament.gov.rs/MILENA_TURK.801.488.html,,http://www.facebook.com/milena.nedeljkovic.716,,10
860,SULEJMANUGLjANIN,SULEJMAN Dr UGLjANIN,Dr,,2014-04-16,1953,http://www.parlament.gov.rs/SULEJMAN_UGLjANIN.860.488.html,,,,10
260,LÁSZLÓ VARGA,LÁSZLÓ VARGA,"",,2014-04-16,1976,http://www.parlament.gov.rs/L%C3%81SZL%C3%93_VARGA.260.488.html,,,,10
826,BRATIMIR VASILjEVIC,BRATIMIR VASILjEVIC,"",,2014-04-16,1953,http://www.parlament.gov.rs/BRATIMIR_VASILjEVIC.826.488.html,,http://www.facebook.com/bratimir.vasiljevic,,10
842,JELISAVETA VELjKOVIC,JELISAVETA VELjKOVIC,"",,2014-04-16,1951,http://www.parlament.gov.rs/JELISAVETA_VELjKOVIC.842.488.html,,,,10
501,JANKOVESELINOVIC,JANKO Dr VESELINOVIC,Dr,,2014-04-16,1965,http://www.parlament.gov.rs/JANKO_VESELINOVIC+.501.488.html,,,,10
858,ANNAMÁRIA VICSEK,ANNAMÁRIA VICSEK,"",,2014-04-16,1973,http://www.parlament.gov.rs/ANAMARIJA_VICEK.858.488.html,,,,10
798,SONjA VLAHOVIC,SONjA VLAHOVIC,"",,2014-04-16,1969,http://www.parlament.gov.rs/SONjA_VLAHOVIC.798.488.html,,,,10
783,JEZDIMIRVUCETIC,JEZDIMIR Dr VUCETIC,Dr,,2014-04-16,1947,http://www.parlament.gov.rs/JEZDIMIR_VUCETIC.783.488.html,,,,10
290,NATASA VUCKOVIC,NATASA VUCKOVIC,"",,2014-04-16,1967,http://www.parlament.gov.rs/NATASA_VUCKOVIC+.290.488.html,,,,10
641,VOJISLAV VUJIC,VOJISLAV VUJIC,"",,2014-04-16,1975,http://www.parlament.gov.rs/VOJISLAV_VUJIC.641.488.html,,,,10
874,GORAN VUKADINOVIC,GORAN VUKADINOVIC,"",,2014-05-10,1965,http://www.parlament.gov.rs/GORAN_VUKADINOVIC.874.488.html,,,,10
844,VANjA VUKIC,VANjA VUKIC,"",,2014-04-16,1978,http://www.parlament.gov.rs/VANjA_VUKIC.844.488.html,,,,10
793,SVETISLAV VUKMIRICA,SVETISLAV VUKMIRICA,"",,2014-04-16,1972,http://www.parlament.gov.rs/SVETISLAV_VUKMIRICA.793.488.html,,,,10
627,DIJANAVUKOMANOVIC,DIJANA Dr VUKOMANOVIC,Dr,,2014-04-16,1967,http://www.parlament.gov.rs/DIJANA_VUKOMANOVIC+.627.488.html,,,,10
772,DRAGOLjUB ZINDOVIC,DRAGOLjUB ZINDOVIC,"",,2014-04-16,1965,http://www.parlament.gov.rs/DRAGOLjUB_ZINDOVIC.772.488.html,,,,10
734,MILINKO ZIVKOVIC,MILINKO ZIVKOVIC,"",,2014-04-16,1960,http://www.parlament.gov.rs/MILINKO_ZIVKOVIC.734.488.html,,,,10
851,ZORAN ZIVKOVIC,ZORAN ZIVKOVIC,"",,2014-04-16,1960,http://www.parlament.gov.rs/ZORAN_ZIVKOVIC.851.488.html,http://www.twitter.com/zorandirektno,,,10
778,GORDANAZORIC,GORDANA Dr ZORIC,Dr,,2014-04-16,1954,http://www.parlament.gov.rs/GORDANA_ZORIC.778.488.html,,,,10
