name,state,constituency,wikipedia,party_id,party,term,source,area,coalition,coalition_id
Lim Keng Yaik,Perak,Beruas,http://en.wikipedia.org/wiki/Lim_Keng_Yaik,Gerakan,Parti Gerakan Rakyat Malaysia,11,"","Beruas, Perak",Barisan Nasional,BN
Bernard Giluk Dompok,Sabah,Ranau,http://en.wikipedia.org/wiki/Bernard_Giluk_Dompok,UPKO,United Pasokmomogun Kadazandusun Murut Organisation,11,"","Ranau, Sabah",Barisan Nasional,BN
Mohd Effendi Norwawi,"","",http://en.wikipedia.org/wiki/Mohd_Effendi_Norwawi,PBB,Parti Pesaka Bumiputera Bersatu,11,"","",Barisan Nasional,BN
Rafidah Aziz,Perak,Kuala Kangsar,http://en.wikipedia.org/wiki/Rafidah_Aziz,UMNO,United Malays National Organisation,11,"","Kuala Kangsar, Perak",Barisan Nasional,BN
Syed Hamid Albar,Johor,Kota Tinggi,http://en.wikipedia.org/wiki/Syed_Hamid_Albar,UMNO,United Malays National Organisation,11,"","Kota Tinggi, Johor",Barisan Nasional,BN
Muhyiddin Yassin,Johor,Pagoh,http://en.wikipedia.org/wiki/Muhyiddin_Yassin,UMNO,United Malays National Organisation,11,"","Pagoh, Johor",Barisan Nasional,BN
Abdul Kadir Sheikh Fadzir,Kedah,Kulim-Bandar Baharu,,UMNO,United Malays National Organisation,11,"","Kulim-Bandar Baharu, Kedah",Barisan Nasional,BN
Fong Chan Onn,Malacca,Alor Gajah,http://en.wikipedia.org/wiki/Fong_Chan_Onn,MCA,Malaysian Chinese Association,11,"","Alor Gajah, Malacca",Barisan Nasional,BN
Mohamed Nazri Abdul Aziz,Perak,Padang Rengas,http://en.wikipedia.org/wiki/Mohamed_Nazri_Abdul_Aziz,UMNO,United Malays National Organisation,11,"","Padang Rengas, Perak",Barisan Nasional,BN
Azmi Khalid,Perlis,Padang Besar,http://en.wikipedia.org/wiki/Azmi_Khalid,UMNO,United Malays National Organisation,11,"","Padang Besar, Perlis",Barisan Nasional,BN
Hishammuddin Hussein,Johor,Sembrong,http://en.wikipedia.org/wiki/Hishammuddin_Hussein,UMNO,United Malays National Organisation,11,"","Sembrong, Johor",Barisan Nasional,BN
Rais Yatim,Negeri Sembilan,Jelebu,http://en.wikipedia.org/wiki/Rais_Yatim,UMNO,United Malays National Organisation,11,"","Jelebu, Negeri Sembilan",Barisan Nasional,BN
Shahrizat Abdul Jalil,Federal Territory,Lembah Pantai,http://en.wikipedia.org/wiki/Shahrizat_Abdul_Jalil,UMNO,United Malays National Organisation,11,"","Lembah Pantai, Federal Territory",Barisan Nasional,BN
Jamaluddin Jarjis,Pahang,Rompin,http://en.wikipedia.org/wiki/Jamaluddin_Jarjis,UMNO,United Malays National Organisation,11,"","Rompin, Pahang",Barisan Nasional,BN
Chan Kong Choy,Selangor,Selayang,http://en.wikipedia.org/wiki/Chan_Kong_Choy,MCA,Malaysian Chinese Association,11,"","Selayang, Selangor",Barisan Nasional,BN
Nor Mohamed Yakcop,"","",http://en.wikipedia.org/wiki/Nor_Mohamed_Yakcop,UMNO,United Malays National Organisation,11,"","",Barisan Nasional,BN
Isa Samad,Negeri Sembilan,Jempol,,UMNO,United Malays National Organisation,11,"","Jempol, Negeri Sembilan",Barisan Nasional,BN
Leo Michael Toyad,Sarawak,Mukah,http://en.wikipedia.org/wiki/Leo_Michael_Toyad,PBB,Parti Pesaka Bumiputera Bersatu,11,"","Mukah, Sarawak",Barisan Nasional,BN
Peter Chin Fah Kui,Sarawak,Miri,http://en.wikipedia.org/wiki/Peter_Chin_Fah_Kui,SUPP,Sarawak United Peoples' Party,11,"","Miri, Sarawak",Barisan Nasional,BN
Shafie Apdal,Sabah,Semporna,http://en.wikipedia.org/wiki/Shafie_Apdal,UMNO,United Malays National Organisation,11,"","Semporna, Sabah",Barisan Nasional,BN
Shafie Mohd. Salleh,Selangor,Kuala Langat,,UMNO,United Malays National Organisation,11,"","Kuala Langat, Selangor",Barisan Nasional,BN
Abdul Aziz Shamsuddin,Selangor,Shah Alam,http://en.wikipedia.org/wiki/Abdul_Aziz_Shamsuddin,UMNO,United Malays National Organisation,11,"","Shah Alam, Selangor",Barisan Nasional,BN
Mohamed Khaled Nordin,Johor,Pasir Gudang,http://en.wikipedia.org/wiki/Mohamed_Khaled_Nordin,UMNO,United Malays National Organisation,11,"","Pasir Gudang, Johor",Barisan Nasional,BN
Mustapa Mohamed,Kelantan,Jeli,http://en.wikipedia.org/wiki/Mustapa_Mohamed,UMNO,United Malays National Organisation,11,"","Jeli, Kelantan",Barisan Nasional,BN
Mohd Radzi Sheikh Ahmad,Perlis,Kangar,http://en.wikipedia.org/wiki/Mohd_Radzi_Sheikh_Ahmad,UMNO,United Malays National Organisation,11,"","Kangar, Perlis",Barisan Nasional,BN
Adenan Satem,Sarawak,Batang Sadong,http://en.wikipedia.org/wiki/Adenan_Satem,PBB,Parti Pesaka Bumiputera Bersatu,11,"","Batang Sadong, Sarawak",Barisan Nasional,BN
Maximus Johnity Ongkili,Sabah,Kota Marudu,http://en.wikipedia.org/wiki/Maximus_Ongkili,PBS,Parti Bersatu Sabah,11,"","Kota Marudu, Sabah",Barisan Nasional,BN
Chua Soi Lek,Johor,Labis,http://en.wikipedia.org/wiki/Chua_Soi_Lek,MCA,Malaysian Chinese Association,11,"","Labis, Johor",Barisan Nasional,BN
Azalina Othman Said,Johor,Pengerang,http://en.wikipedia.org/wiki/Azalina_Othman_Said,UMNO,United Malays National Organisation,11,"","Pengerang, Johor",Barisan Nasional,BN
Abdullah Md Zin,Terengganu,Besut,http://en.wikipedia.org/wiki/Abdullah_Md_Zin,UMNO,United Malays National Organisation,11,"","Besut, Terengganu",Barisan Nasional,BN
Kerk Choo Ting,Johor,Simpang Renggam,,Gerakan,Parti Gerakan Rakyat Malaysia,11,"","Simpang Renggam, Johor",Barisan Nasional,BN
Douglas Uggah Embas,Sarawak,Betong,http://en.wikipedia.org/wiki/Douglas_Uggah_Embas,PBB,Parti Pesaka Bumiputera Bersatu,11,"","Betong, Sarawak",Barisan Nasional,BN
Tan Chai Ho,Federal Territory,Bandar Tun Razak,http://en.wikipedia.org/wiki/Tan_Chai_Ho,MCA,Malaysian Chinese Association,11,"","Bandar Tun Razak, Federal Territory",Barisan Nasional,BN
Palanivel Govindasamy,Selangor,Hulu Selangor,http://en.wikipedia.org/wiki/G._Palanivel,MIC,Malaysian Indian Congress,11,"","Hulu Selangor, Selangor",Barisan Nasional,BN
Ong Tee Keat,Selangor,Pandan,http://en.wikipedia.org/wiki/Ong_Tee_Keat,MCA,Malaysian Chinese Association,11,"","Pandan, Selangor",Barisan Nasional,BN
Mohd. Shariff Omar,Penang,Tasek Gelugor,,UMNO,United Malays National Organisation,11,"","Tasek Gelugor, Penang",Barisan Nasional,BN
Zainal Abidin Zin,Perak,Bagan Serai,,UMNO,United Malays National Organisation,11,"","Bagan Serai, Perak",Barisan Nasional,BN
Tengku Azlan Sultan Abu Bakar,Pahang,Jerantut,http://en.wikipedia.org/wiki/Tengku_Azlan_Sultan_Abu_Bakar,UMNO,United Malays National Organisation,11,"","Jerantut, Pahang",Barisan Nasional,BN
Anifah Aman,Sabah,Kimanis,http://en.wikipedia.org/wiki/Anifah_Aman,UMNO,United Malays National Organisation,11,"","Kimanis, Sabah",Barisan Nasional,BN
Tiki Lafe,Sarawak,Mas Gading,http://en.wikipedia.org/wiki/Tiki_Lafe,SPDP,Sarawak Progressive Democratic Party,11,"","Mas Gading, Sarawak",Barisan Nasional,BN
Ng Yen Yen,Pahang,Raub,http://en.wikipedia.org/wiki/Ng_Yen_Yen,MCA,Malaysian Chinese Association,11,"","Raub, Pahang",Barisan Nasional,BN
Abdul Latiff Ahmad,Johor,Mersing,http://en.wikipedia.org/wiki/Abdul_Latiff_Ahmad,UMNO,United Malays National Organisation,11,"","Mersing, Johor",Barisan Nasional,BN
Hon Choon Kim,Negeri Sembilan,Seremban,,MCA,Malaysian Chinese Association,11,"","Seremban, Negeri Sembilan",Barisan Nasional,BN
M. Kayveas,Perak,Taiping,http://en.wikipedia.org/wiki/M._Kayveas,PPP,People's Progressive Party,11,"","Taiping, Perak",Barisan Nasional,BN
Donald Lim Siang Chai,Selangor,Petaling Jaya Selatan,,MCA,Malaysian Chinese Association,11,"","Petaling Jaya Selatan, Selangor",Barisan Nasional,BN
Fu Ah Kiow,Pahang,Kuantan,,MCA,Malaysian Chinese Association,11,"","Kuantan, Pahang",Barisan Nasional,BN
Zainuddin Maidin,Kedah,Merbok,http://en.wikipedia.org/wiki/Zainuddin_Maidin,UMNO,United Malays National Organisation,11,"","Merbok, Kedah",Barisan Nasional,BN
Noh Omar,Selangor,Tanjong Karang,http://en.wikipedia.org/wiki/Noh_Omar,UMNO,United Malays National Organisation,11,"","Tanjong Karang, Selangor",Barisan Nasional,BN
Khamsiyah Yeop,Perak,Lenggong,,UMNO,United Malays National Organisation,11,"","Lenggong, Perak",Barisan Nasional,BN
Chia Kwang Chye,Penang,Bukit Bendera,,Gerakan,Parti Gerakan Rakyat Malaysia,11,"","Bukit Bendera, Penang",Barisan Nasional,BN
S. Sothinathan,Negeri Sembilan,Telok Kemang,http://en.wikipedia.org/wiki/S._Sothinathan,MIC,Malaysian Indian Congress,11,"","Telok Kemang, Negeri Sembilan",Barisan Nasional,BN
S. Veerasingam,Perak,Tapah,,MIC,Malaysian Indian Congress,11,"","Tapah, Perak",Barisan Nasional,BN
Wong Kam Hoong,Penang,Bayan Baru,,MCA,Malaysian Chinese Association,11,"","Bayan Baru, Penang",Barisan Nasional,BN
Mahadzir Mohd Khir,Kedah,Sungai Petani,,UMNO,United Malays National Organisation,11,"","Sungai Petani, Kedah",Barisan Nasional,BN
Ahmad Husni Hanadzlah,Perak,Tambun,http://en.wikipedia.org/wiki/Ahmad_Husni_Hanadzlah,UMNO,United Malays National Organisation,11,"","Tambun, Perak",Barisan Nasional,BN
Ahmad Zahid Hamidi,Perak,Bagan Datok,http://en.wikipedia.org/wiki/Ahmad_Zahid_Hamidi,UMNO,United Malays National Organisation,11,"","Bagan Datok, Perak",Barisan Nasional,BN
Robert Lau Hoi Chew,Sarawak,Sibu,http://en.wikipedia.org/wiki/Robert_Lau_Hoi_Chew,SUPP,Sarawak United Peoples' Party,11,"","Sibu, Sarawak",Barisan Nasional,BN
Kong Cho Ha,Perak,Lumut,http://en.wikipedia.org/wiki/Kong_Cho_Ha,MCA,Malaysian Chinese Association,11,"","Lumut, Perak",Barisan Nasional,BN
Mah Siew Keong,Perak,Telok Intan,,Gerakan,Parti Gerakan Rakyat Malaysia,11,"","Telok Intan, Perak",Barisan Nasional,BN
Mohd Zin Mohamed,Selangor,Sepang,http://en.wikipedia.org/wiki/Mohd_Zin_Mohamed,UMNO,United Malays National Organisation,11,"","Sepang, Selangor",Barisan Nasional,BN
Shaziman Abu Mansor,Negeri Sembilan,Tampin,http://en.wikipedia.org/wiki/Shaziman_Abu_Mansor,UMNO,United Malays National Organisation,11,"","Tampin, Negeri Sembilan",Barisan Nasional,BN
Zulhasnan Rafique,Federal Territory,Setiawangsa,http://en.wikipedia.org/wiki/Zulhasnan_Rafique,UMNO,United Malays National Organisation,11,"","Setiawangsa, Federal Territory",Barisan Nasional,BN
Azizah Mohd Dun,Sabah,Beaufort,http://en.wikipedia.org/wiki/Azizah_Mohd_Dun,UMNO,United Malays National Organisation,11,"","Beaufort, Sabah",Barisan Nasional,BN
Abdul Rahman Bakar,Terengganu,Marang,,UMNO,United Malays National Organisation,11,"","Marang, Terengganu",Barisan Nasional,BN
Awang Adek Hussin,Kelantan,Bachok,,UMNO,United Malays National Organisation,11,"","Bachok, Kelantan",Barisan Nasional,BN
Abdul Raman Suliman,"","",,UMNO,United Malays National Organisation,11,"","",Barisan Nasional,BN
Joseph Entulu Belaun,Sarawak,Selangau,http://en.wikipedia.org/wiki/Joseph_Entulu_Belaun,PRS,Parti Rakyat Sarawak,11,"","Selangau, Sarawak",Barisan Nasional,BN
Tengku Putera Tengku Awang,Terengganu,Hulu Terengganu,,UMNO,United Malays National Organisation,11,"","Hulu Terengganu, Terengganu",Barisan Nasional,BN
Mohd Johari Baharum,Kedah,Kubang Pasu,http://en.wikipedia.org/wiki/Mohd_Johari_Baharum,UMNO,United Malays National Organisation,11,"","Kubang Pasu, Kedah",Barisan Nasional,BN
Mashitah Ibrahim,Kedah,Baling,,UMNO,United Malays National Organisation,11,"","Baling, Kedah",Barisan Nasional,BN
Hilmi Yahaya,Penang,Balik Pulau,,UMNO,United Malays National Organisation,11,"","Balik Pulau, Penang",Barisan Nasional,BN
Abu Seman Yusop,Malacca,Masjid Tanah,http://en.wikipedia.org/wiki/Abu_Seman_Yusop,UMNO,United Malays National Organisation,11,"","Masjid Tanah, Malacca",Barisan Nasional,BN
Subramaniam Sathasivam,Johor,Segamat,http://en.wikipedia.org/wiki/Subramaniam_Sathasivam,MIC,Malaysian Indian Congress,11,"","Segamat, Johor",Barisan Nasional,BN
Yong Khoon Seng,Sarawak,Stampin,http://en.wikipedia.org/wiki/Yong_Khoon_Seng,SUPP,Sarawak United Peoples' Party,11,"","Stampin, Sarawak",Barisan Nasional,BN
Tan Yee Kew,Selangor,Klang,,MCA,Malaysian Chinese Association,11,"","Klang, Selangor",Barisan Nasional,BN
Zainal Abidin Osman,Penang,Nibong Tebal,,UMNO,United Malays National Organisation,11,"","Nibong Tebal, Penang",Barisan Nasional,BN
Rohani Abdul Karim,Sarawak,Batang Lupar,http://en.wikipedia.org/wiki/Rohani_Abdul_Karim,PBB,Parti Pesaka Bumiputera Bersatu,11,"","Batang Lupar, Sarawak",Barisan Nasional,BN
Noriah Kasnon,Selangor,Sungai Besar,http://en.wikipedia.org/wiki/Noriah_Kasnon,UMNO,United Malays National Organisation,11,"","Sungai Besar, Selangor",Barisan Nasional,BN
Abdul Rahman Ibrahim,Kedah,Pokok Sena,http://en.wikipedia.org/wiki/Abdul_Rahman_Ibrahim,UMNO,United Malays National Organisation,11,"","Pokok Sena, Kedah",Barisan Nasional,BN
P. Komala Devi,Selangor,Kapar,,MIC,Malaysian Indian Congress,11,"","Kapar, Selangor",Barisan Nasional,BN
Chew Mei Fun,Selangor,Petaling Jaya Utara,,MCA,Malaysian Chinese Association,11,"","Petaling Jaya Utara, Selangor",Barisan Nasional,BN
Mohd Ruddin Ab Ghani,Malacca,Bukit Katil,,UMNO,United Malays National Organisation,11,"","Bukit Katil, Malacca",Barisan Nasional,BN
Hoo Seong Chang,Johor,Kluang,,MCA,Malaysian Chinese Association,11,"","Kluang, Johor",Barisan Nasional,BN
Yew Teong Look,Federal Territory,Wangsa Maju,,MCA,Malaysian Chinese Association,11,"","Wangsa Maju, Federal Territory",Barisan Nasional,BN
S. Vijayaratnam,"","",http://en.wikipedia.org/wiki/S._Vijayaratnam,Gerakan,Parti Gerakan Rakyat Malaysia,11,"","",Barisan Nasional,BN
Ng Lip Yong,Federal Territory,Batu,,Gerakan,Parti Gerakan Rakyat Malaysia,11,"","Batu, Federal Territory",Barisan Nasional,BN
Adham Baba,Johor,Tenggara,,UMNO,United Malays National Organisation,11,"","Tenggara, Johor",Barisan Nasional,BN
Samsu Baharun Abdul Rahman,Sabah,Silam,,UMNO,United Malays National Organisation,11,"","Silam, Sabah",Barisan Nasional,BN
Sazmi Miah,Kelantan,Machang,,UMNO,United Malays National Organisation,11,"","Machang, Kelantan",Barisan Nasional,BN
Lee Kah Choon,Penang,Jelutong,,Gerakan,Parti Gerakan Rakyat Malaysia,11,"","Jelutong, Penang",Barisan Nasional,BN
Vigneswaran M. Sanasee,Selangor,Kota Raja,,MIC,Malaysian Indian Congress,11,"","Kota Raja, Selangor",Barisan Nasional,BN
Aaron Ago Dagang,Sarawak,Kanowit,http://en.wikipedia.org/wiki/Aaron_Ago_Dagang,PRS,Parti Rakyat Sarawak,11,"","Kanowit, Sarawak",Barisan Nasional,BN
Abdul Hamid Zainal Abidin,Perak,Parit Buntar,,UMNO,United Malays National Organisation,11,"","Parit Buntar, Perak",Barisan Nasional,BN
Abdul Fatah Harun,Kelantan,Rantau Panjang,,PAS,Pan-Malaysian Islamic Party,11,"","Rantau Panjang, Kelantan",Barisan Alternatif,BA
Abdul Ghapur Salleh,Sabah,Kalabakan,http://en.wikipedia.org/wiki/Abdul_Ghapur_Salleh,UMNO,United Malays National Organisation,11,"","Kalabakan, Sabah",Barisan Nasional,BN
Abdul Halim Abdul Rahman,Kelantan,Pengkalan Chepa,http://en.wikipedia.org/wiki/Abdul_Halim_Abdul_Rahman,PAS,Pan-Malaysian Islamic Party,11,"","Pengkalan Chepa, Kelantan",Barisan Alternatif,BA
Abdul Rahim Bakri,Sabah,Kudat,http://en.wikipedia.org/wiki/Abdul_Rahim_Bakri,UMNO,United Malays National Organisation,11,"","Kudat, Sabah",Barisan Nasional,BN
Abdul Rahman Ariffin,Kedah,Jerlun,,UMNO,United Malays National Organisation,11,"","Jerlun, Kedah",Barisan Nasional,BN
Abdul Taib Mahmud,Sarawak,Kota Samarahan,http://en.wikipedia.org/wiki/Abdul_Taib_Mahmud,PBB,Parti Pesaka Bumiputera Bersatu,11,"","Kota Samarahan, Sarawak",Barisan Nasional,BN
Abu Bakar Taib,Kedah,Langkawi,http://en.wikipedia.org/wiki/Abu_Bakar_Taib,UMNO,United Malays National Organisation,11,"","Langkawi, Kedah",Barisan Nasional,BN
Ahmad Shabery Cheek,Terengganu,Kemaman,http://en.wikipedia.org/wiki/Ahmad_Shabery_Cheek,UMNO,United Malays National Organisation,11,"","Kemaman, Terengganu",Barisan Nasional,BN
Alexander Nanta Linggi,Sarawak,Kapit,http://en.wikipedia.org/wiki/Alexander_Nanta_Linggi,PBB,Parti Pesaka Bumiputera Bersatu,11,"","Kapit, Sarawak",Barisan Nasional,BN
Astaman Abdul Aziz,Federal Territory,Titiwangsa,,UMNO,United Malays National Organisation,11,"","Titiwangsa, Federal Territory",Barisan Nasional,BN
Badruddin Amiruldin,Kedah,Jerai,http://en.wikipedia.org/wiki/Badruddin_Amiruldin,UMNO,United Malays National Organisation,11,"","Jerai, Kedah",Barisan Nasional,BN
Baharum Mohamed,Johor,Sekijang,http://en.wikipedia.org/wiki/Baharum_Mohamed,UMNO,United Malays National Organisation,11,"","Sekijang, Johor",Barisan Nasional,BN
Bernard S. Maraat,Sabah,Pensiangan,,PBRS,Parti Bersatu Rakyat Sabah,11,"","Pensiangan, Sabah",Barisan Nasional,BN
Billy Abit Joo,Sarawak,Hulu Rajang,http://en.wikipedia.org/wiki/Billy_Abit_Joo,PRS,Parti Rakyat Sarawak,11,"","Hulu Rajang, Sarawak",Barisan Nasional,BN
Bung Moktar Radin,Sabah,Kinabatangan,http://en.wikipedia.org/wiki/Bung_Moktar_Radin,UMNO,United Malays National Organisation,11,"","Kinabatangan, Sabah",Barisan Nasional,BN
Che Azmi Abdul Rahman,Terengganu,Kuala Nerus,,UMNO,United Malays National Organisation,11,"","Kuala Nerus, Terengganu",Barisan Nasional,BN
Chong Chieng Jen,Sarawak,Bandar Kuching,http://en.wikipedia.org/wiki/Chong_Chieng_Jen,DAP,Democratic Action Party,11,"","Bandar Kuching, Sarawak",,
Chong Eng,Penang,Bukit Mertajam,http://en.wikipedia.org/wiki/Chong_Eng,DAP,Democratic Action Party,11,"","Bukit Mertajam, Penang",,
Chong Hon Min,Sabah,Sandakan,,IND,Independent,11,"","Sandakan, Sabah",,
Edmund Chong Ket Wah,Sabah,Batu Sapi,http://en.wikipedia.org/wiki/Edmund_Chong_Ket_Wah,PBS,Parti Bersatu Sabah,11,"","Batu Sapi, Sabah",Barisan Nasional,BN
Chor Chee Heung,Kedah,Alor Setar,http://en.wikipedia.org/wiki/Chor_Chee_Heung,MCA,Malaysian Chinese Association,11,"","Alor Setar, Kedah",Barisan Nasional,BN
Chow Kon Yeow,Penang,Tanjong,http://en.wikipedia.org/wiki/Chow_Kon_Yeow,DAP,Democratic Action Party,11,"","Tanjong, Penang",,
Chua Jui Meng,Johor,Bakri,http://en.wikipedia.org/wiki/Chua_Jui_Meng,MCA,Malaysian Chinese Association,11,"","Bakri, Johor",Barisan Nasional,BN
Donald Peter Mojuntin,Sabah,Penampang,,UPKO,United Pasokmomogun Kadazandusun Murut Organisation,11,"","Penampang, Sabah",Barisan Nasional,BN
Eric Majimbun,Sabah,Sepanggar,http://en.wikipedia.org/wiki/Eric_Majimbun,SAPP,Sabah Progressive Party,11,"","Sepanggar, Sabah",Barisan Nasional,BN
Fadillah Yusof,Sarawak,Petra Jaya,http://en.wikipedia.org/wiki/Fadillah_Yusof,PBB,Parti Pesaka Bumiputera Bersatu,11,"","Petra Jaya, Sarawak",Barisan Nasional,BN
Firdaus Muhammad Rom Harun,Negeri Sembilan,Rembau,,UMNO,United Malays National Organisation,11,"","Rembau, Negeri Sembilan",Barisan Nasional,BN
Fong Kui Lun,Federal Territory,Bukit Bintang,http://en.wikipedia.org/wiki/Fong_Kui_Lun,DAP,Democratic Action Party,11,"","Bukit Bintang, Federal Territory",,
Fong Po Kuan,Perak,Batu Gajah,http://en.wikipedia.org/wiki/Fong_Po_Kuan,DAP,Democratic Action Party,11,"","Batu Gajah, Perak",,
Ghazali Ibrahim,Kedah,Padang Terap,,UMNO,United Malays National Organisation,11,"","Padang Terap, Kedah",Barisan Nasional,BN
Goh Siow Huat,Negeri Sembilan,Rasah,,MCA,Malaysian Chinese Association,11,"","Rasah, Negeri Sembilan",Barisan Nasional,BN
Hamim Samuri,Johor,Ledang,http://en.wikipedia.org/wiki/Hamim_Samuri,UMNO,United Malays National Organisation,11,"","Ledang, Johor",Barisan Nasional,BN
Hasan Malek,Negeri Sembilan,Kuala Pilah,http://en.wikipedia.org/wiki/Hasan_Malek,UMNO,United Malays National Organisation,11,"","Kuala Pilah, Negeri Sembilan",Barisan Nasional,BN
Hashim Jahaya,Kedah,Kuala Kedah,,UMNO,United Malays National Organisation,11,"","Kuala Kedah, Kedah",Barisan Nasional,BN
Hasni Mohamad,Johor,Pontian,,UMNO,United Malays National Organisation,11,"","Pontian, Johor",Barisan Nasional,BN
Henry Sum Agong,Sarawak,Bukit Mas,http://en.wikipedia.org/wiki/Henry_Sum_Agong,PBB,Parti Pesaka Bumiputera Bersatu,11,"","Bukit Mas, Sarawak",Barisan Nasional,BN
Hew See Tong,Perak,Kampar,,MCA,Malaysian Chinese Association,11,"","Kampar, Perak",Barisan Nasional,BN
Huan Cheng Guan,Penang,Batu Kawan,,Gerakan,Parti Gerakan Rakyat Malaysia,11,"","Batu Kawan, Penang",Barisan Nasional,BN
Idris Haron,Malacca,Tangga Batu,http://en.wikipedia.org/wiki/Idris_Haron,UMNO,United Malays National Organisation,11,"","Tangga Batu, Malacca",Barisan Nasional,BN
Ismail Muttalib,Pahang,Maran,http://en.wikipedia.org/wiki/Ismail_Muttalib,UMNO,United Malays National Organisation,11,"","Maran, Pahang",Barisan Nasional,BN
Ismail Mohamed Said,Pahang,Kuala Krau,http://en.wikipedia.org/wiki/Ismail_Mohamed_Said,UMNO,United Malays National Organisation,11,"","Kuala Krau, Pahang",Barisan Nasional,BN
Ismail Noh,Kelantan,Pasir Mas,,PAS,Pan-Malaysian Islamic Party,11,"","Pasir Mas, Kelantan",Barisan Alternatif,BA
Ismail Sabri Yaakob,Pahang,Bera,http://en.wikipedia.org/wiki/Ismail_Sabri_Yaakob,UMNO,United Malays National Organisation,11,"","Bera, Pahang",Barisan Nasional,BN
Jacob Dungau Sagan,Sarawak,Baram,http://en.wikipedia.org/wiki/Jacob_Dungau_Sagan,SPDP,Sarawak Progressive Democratic Party,11,"","Baram, Sarawak",Barisan Nasional,BN
James Dawos Mamit,Sarawak,Mambong,http://en.wikipedia.org/wiki/James_Dawos_Mamit,PBB,Parti Pesaka Bumiputera Bersatu,11,"","Mambong, Sarawak",Barisan Nasional,BN
Jawah Gerang,Sarawak,Lubok Antu,,PRS,Parti Rakyat Sarawak,11,"","Lubok Antu, Sarawak",Barisan Nasional,BN
Jelaing Mersat,Sarawak,Saratok,http://en.wikipedia.org/wiki/Jelaing_Mersat,SPDP,Sarawak Progressive Democratic Party,11,"","Saratok, Sarawak",Barisan Nasional,BN
Jimmy Donald Lim,Sarawak,Sri Aman,,PRS,Parti Rakyat Sarawak,11,"","Sri Aman, Sarawak",Barisan Nasional,BN
Joseph Pairin Kitingan,Sabah,Keningau,http://en.wikipedia.org/wiki/Joseph_Pairin_Kitingan,PBS,Parti Bersatu Sabah,11,"","Keningau, Sabah",Barisan Nasional,BN
Joseph Salang Gandum,Sarawak,Julau,http://en.wikipedia.org/wiki/Joseph_Salang_Gandum,PRS,Parti Rakyat Sarawak,11,"","Julau, Sarawak",Barisan Nasional,BN
Junaidy Abdul Wahab,Johor,Batu Pahat,,UMNO,United Malays National Organisation,11,"","Batu Pahat, Johor",Barisan Nasional,BN
Juslie Ajirol,Sabah,Libaran,http://en.wikipedia.org/wiki/Juslie_Ajirol,UMNO,United Malays National Organisation,11,"","Libaran, Sabah",Barisan Nasional,BN
Devamany S. Krishnasamy,Pahang,Cameron Highlands,http://en.wikipedia.org/wiki/Devamany_S._Krishnasamy,MIC,Malaysian Indian Congress,11,"","Cameron Highlands, Pahang",Barisan Nasional,BN
