id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image
hamed_haidara_ag_elgafiat,HAMED HAIDARA AG ELGAFIAT,,,ARN,182,,Assemblée nationale,7.1,,,
harou_kalla,HAROU KALLA,,,DEMOCRATES,179,,Assemblée nationale,7.1,,,
harouna_hamani,HAROUNA HAMANI,,,DEMOCRATES,179,,Assemblée nationale,7.1,,,
harouna_kane,HAROUNA KANE,,,ARN,182,,Assemblée nationale,7.1,,,
ibrahim_djibo,IBRAHIM DJIBO,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
ibrahim_foukori,IBRAHIM FOUKORI,,,ARN,182,,Assemblée nationale,7.1,,,
ibrahima_souleymane,IBRAHIMA SOULEYMANE,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
idrissa_maidagi,IDRISSA MAIDAGI,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
illa_kane,ILLA KANE,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
illa_ousmane,ILLA OUSMANE,,,ANDP Zaman-Lahiya,178,,Assemblée nationale,7.1,,,
issa_lemine,ISSA LEMINE,,,ARN,182,,Assemblée nationale,7.1,,,
jadi_adamou,JADI ADAMOU,,,ARN,182,,Assemblée nationale,7.1,,,
janaidou_gado_sabo,JANAIDOU GADO SABO,,,ARN,182,,Assemblée nationale,7.1,,,
karimou_boureima,KARIMOU BOUREIMA,,,LUMANA AFRICA,180,,Assemblée nationale,7.1,,,
lamido_moumouni_harouna,LAMIDO MOUMOUNI HAROUNA,,,ARN,182,,Assemblée nationale,7.1,,,
laoual_amadou_maizoumbou,LAOUAL AMADOU MAIZOUMBOU,,,ARN,182,,Assemblée nationale,7.1,,,
mahaman_el_had_souley,MAHAMAN EL HAD SOULEY,,,DEMOCRATES,179,,Assemblée nationale,7.1,,,
mahaman_laouali_gonda,MAHAMAN LAOUALI GONDA,,,ANDP Zaman-Lahiya,178,,Assemblée nationale,7.1,,,
mahaman_moustala_ali,MAHAMAN MOUSTALA ALI,,,ARN,182,,Assemblée nationale,7.1,,,
mahaman_salissou_oumarou,MAHAMAN SALISSOU OUMAROU,,,ARN,182,,Assemblée nationale,7.1,,,
mahaman_sani_amadou,MAHAMAN SANI AMADOU,,,ANDP Zaman-Lahiya,178,,Assemblée nationale,7.1,,,
mahamane_idrichi_,MAHAMANE IDRICHI ,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
mahamane_sani_amadou,MAHAMANE SANI AMADOU,,,ARN,182,,Assemblée nationale,7.1,,,
maizama_gaya_,MAIZAMA GAYA ,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
maman_nakori,MAMAN NAKORI,,,DEMOCRATES,179,,Assemblée nationale,7.1,,,
maman_waziri,MAMAN WAZIRI,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
mamane_chouda,MAMANE CHOUDA,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
mamane_rabiou_maina,MAMANE RABIOU MAINA,,,ARN,182,,Assemblée nationale,7.1,,,
mariama_manzo,MARIAMA MANZO,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
mariama_moussa ,MARIAMA MOUSSA ,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
massaoudou_hamadou,MASSAOUDOU HAMADOU,,,LUMANA AFRICA,180,,Assemblée nationale,7.1,,,
mohamed_ben_omar,MOHAMED BEN OMAR,,,DEMOCRATES,179,,Assemblée nationale,7.1,,,
mohamed_cherif,MOHAMED CHERIF,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
mohamed_imbarek,MOHAMED IMBAREK,,,LUMANA AFRICA,180,,Assemblée nationale,7.1,,,
moussa_adamou,MOUSSA ADAMOU,,,ARN,182,,Assemblée nationale,7.1,,,
moussa_kallam_moumouni,MOUSSA KALLAM MOUMOUNI,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
moussa_zangaou,MOUSSA ZANGAOU,,,LUMANA AFRICA,180,,Assemblée nationale,7.1,,,
moussabahou_moussa,MOUSSABAHOU MOUSSA,,,ANDP Zaman-Lahiya,178,,Assemblée nationale,7.1,,,
moustapha_mai_tanimoune,MOUSTAPHA MAI TANIMOUNE,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
moutari_idi,MOUTARI IDI,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
nana_mariama_elh_amadou,NANA MARIAMA ELH AMADOU,,,ANDP Zaman-Lahiya,178,,Assemblée nationale,7.1,,,
nassirou_amadou,NASSIROU AMADOU,,,LUMANA AFRICA,180,,Assemblée nationale,7.1,,,
nassirou_halidou,NASSIROU HALIDOU,,,LUMANA AFRICA,180,,Assemblée nationale,7.1,,,
nouhou_moussa,NOUHOU MOUSSA,,,LUMANA AFRICA,180,,Assemblée nationale,7.1,,,
ould_rissa_ali_boubacar_,OULD RISSA ALI BOUBACAR ,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
rabi_maman_kaila,RABI MAMAN KAILA,,,DEMOCRATES,179,,Assemblée nationale,7.1,,,
saadou_amadou,SAADOU AMADOU,,,DEMOCRATES,179,,Assemblée nationale,7.1,,,
saadou_dille,SAADOU DILLE,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
sabiou_mamane,SABIOU MAMANE,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
saidou_ama,SAIDOU AMA,,,ARN,182,,Assemblée nationale,7.1,,,
saidou_bakari,SAIDOU BAKARI,,,LUMANA AFRICA,180,,Assemblée nationale,7.1,,,
sala_assane_amadou,SALA ASSANE AMADOU,,,LUMANA AFRICA,180,,Assemblée nationale,7.1,,,
saley_hassane,SALEY HASSANE,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
salma_hachimou,SALMA HACHIMOU,,,DEMOCRATES,179,,Assemblée nationale,7.1,,,
samaila_ali,SAMAILA ALI,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
sampari_mindeba,SAMPARI MINDEBA,,,LUMANA AFRICA,180,,Assemblée nationale,7.1,,,
sani_maigochi,SANI MAIGOCHI,,,ARN,182,,Assemblée nationale,7.1,,,
sani_ousmane_dit_dan_didje,SANI OUSMANE DIT DAN DIDJE,,,ANDP Zaman-Lahiya,178,,Assemblée nationale,7.1,,,
sanoussi_moussa_mareini,SANOUSSI MOUSSA MAREINI,,,DEMOCRATES,179,,Assemblée nationale,7.1,,,
seini_saley,SEINI SALEY,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
soumaila_salou,SOUMAILA SALOU,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
tanimoune_oumarou,TANIMOUNE OUMAROU,,,DEMOCRATES,179,,Assemblée nationale,7.1,,,
tondy_younoussa,TONDY YOUNOUSSA,,,LUMANA AFRICA,180,,Assemblée nationale,7.1,,,
touhounout_hada,TOUHOUNOUT HADA,,,ARN,182,,Assemblée nationale,7.1,,,
yacine_ben_mohamed,YACINE BEN MOHAMED,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
yaou_mamane_,YAOU MAMANE ,,,ARN,182,,Assemblée nationale,7.1,,,
zakari_oumarou,ZAKARI OUMAROU,,,PNDS Tarayya,181,,Assemblée nationale,7.1,,,
zara_elhadj_bako,ZARA ELHADJ BAKO,,,DEMOCRATES,179,,Assemblée nationale,7.1,,,
