id,name,area,term,start_date,image,group,source_url,end_date,given_name,middle_name,family_name
18081,Денисенко Андрій Сергійович,Виборчому округу №26,8,2014-11-27,http://static.rada.gov.ua/dep_img8/d26_1.jpg,Не входить до складу будь-якої фракції,http://itd.rada.gov.ua/mps/info/page/18081,,Сергійович,Андрій,Денисенко
17986,Денисенко Вадим Ігорович,Загальнодержавному багатомандатному округу,8,2014-11-27,http://static.rada.gov.ua/dep_img8/bp45.jpg,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17986,,Ігорович,Вадим,Денисенко
8757,Денісова Людмила Леонтіївна,Загальнодержавному багатомандатному округу,8,2014-11-27,http://static.rada.gov.ua/dep_img8/nf15.jpg,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/8757,,Леонтіївна,Людмила,Денісова
15768,Дерев'янко Юрій Богданович,Виборчому округу №87,8,2014-11-27,http://static.rada.gov.ua/dep_img8/d87_1.jpg,Не входить до складу будь-якої фракції,http://itd.rada.gov.ua/mps/info/page/15768,,Богданович,Юрій,Дерев'янко
2284,Деркач Андрій Леонідович,Виборчому округу №159,8,2014-11-27,http://static.rada.gov.ua/dep_img8/d159_1.jpg,"Заступник голови депутатської групи ""Воля народу""",http://itd.rada.gov.ua/mps/info/page/2284,,Леонідович,Андрій,Деркач
6130,Дехтярчук Олександр Володимирович,Виборчому округу №154,8,2014-11-27,http://static.rada.gov.ua/dep_img8/d154_1.jpg,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/6130,,Володимирович,Олександр,Дехтярчук
2394,Джемілєв Мустафа ,Загальнодержавному багатомандатному округу,8,2014-11-27,http://static.rada.gov.ua/dep_img8/bp5.jpg,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/2394,,Мустафа,,Джемілєв
15652,Дзензерський Денис Вікторович,Загальнодержавному багатомандатному округу,8,2014-11-27,http://static.rada.gov.ua/dep_img8/nf24.jpg,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/15652,,Вікторович,Денис,Дзензерський
18082,Дзюблик Павло Володимирович,Виборчому округу №66,8,2014-11-27,http://static.rada.gov.ua/dep_img8/d66_1.jpg,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/18082,,Володимирович,Павло,Дзюблик
15767,Дирів Анатолій Борисович,Виборчому округу №86,8,2014-11-27,http://static.rada.gov.ua/dep_img8/d86_1.jpg,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/15767,,Борисович,Анатолій,Дирів
18017,Діденко Ігор Анатолійович,Загальнодержавному багатомандатному округу,8,2014-11-27,http://static.rada.gov.ua/dep_img8/sp18.jpg,"Член депутатської фракції Політичної партії ""Об'єднання ""САМОПОМІЧ""",http://itd.rada.gov.ua/mps/info/page/18017,,Анатолійович,Ігор,Діденко
18083,Дідич Валентин Володимирович,Виборчому округу №40,8,2014-11-27,http://static.rada.gov.ua/dep_img8/d40_1.jpg,Не входить до складу будь-якої фракції,http://itd.rada.gov.ua/mps/info/page/18083,,Володимирович,Валентин,Дідич
