id,name,area,area_id,image,term,source,district,party,birth_year
seytiyew-nurmyrat-rozymyradowich,Nurmyrat Rozymyradowiç Seýtiýew,80,Lebap,http://mejlis2.bushluk.com/site/assets/files/14548/80-seytiyew-nr.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/seytiyew-nurmyrat-rozymyradowich/,Lebap welaýaty,"",1979
sheripow-yoldash-hallyyewich,Ýoldaş Hallyýewiç Şeripow,81,Amul,http://mejlis2.bushluk.com/site/assets/files/14549/81--seripow.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/sheripow-yoldash-hallyyewich/,Lebap welaýaty,"",1973
mamedow-shohrat-tagaymuradowich,Şöhrat Tagaýmuradowiç Mamedow,82,Sakar,http://mejlis2.bushluk.com/site/assets/files/14550/82-mamedow-st.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/mamedow-shohrat-tagaymuradowich/,Lebap welaýaty,"",1972
rowshenow-rozy-babagulyyewich,Rozy Babagulyýewiç Röwşenow,83,Saýat,http://mejlis2.bushluk.com/site/assets/files/14551/83-rowsenow-rb.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/rowshenow-rozy-babagulyyewich/,Lebap welaýaty,"",1958
gurbanow-berdi-begmyradowich,Berdi Begmyradowiç Gurbanow,84,Garabekewül,http://mejlis2.bushluk.com/site/assets/files/14552/84-gurbanow-bb.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/gurbanow-berdi-begmyradowich/,Lebap welaýaty,"",1981
owlyagulyyew-astanaguly,Astanaguly Öwlýagulyýew,85,Pelwert,http://mejlis2.bushluk.com/site/assets/files/14553/85-owlyagulyyew-a.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/owlyagulyyew-astanaguly/,Lebap welaýaty,"",1965
nepesowa-aynabat-dowletgeldiyewna,Aýnabat Döwletgeldiýewna Nepesowa,86,Halaç,http://mejlis2.bushluk.com/site/assets/files/14554/86-nepesowa-ad.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/nepesowa-aynabat-dowletgeldiyewna/,Lebap welaýaty,"",1972
allayarowa-mayagozel-owliyagulyyewna,Maýagözel Öwliýagulyýewna Allaýarowa,87,Çohpetde,http://mejlis2.bushluk.com/site/assets/files/14555/87-allayarowa-mo.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/allayarowa-mayagozel-owliyagulyyewna/,Lebap welaýaty,"",1969
hydyrow-atamyrat-jorayewich,Atamyrat Joraýewiç Hydyrow,88,Astanababa,http://mejlis2.bushluk.com/site/assets/files/14556/88-hydyrow-aj.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/hydyrow-atamyrat-jorayewich/,Lebap welaýaty,"",1972
mowlyamberdiyew-agajan-jorageldiyewich,Agajan Jorageldiýewiç Möwlýamberdiýew,89,Atamyrat,http://mejlis2.bushluk.com/site/assets/files/14557/89-mowlyamberdiyew-aj.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/mowlyamberdiyew-agajan-jorageldiyewich/,Lebap welaýaty,"",1976
yazjumayew-allanazar-akmuradowich,Allanazar Akmuradowiç Ýazjumaýew,90,Ýalkym,http://mejlis2.bushluk.com/site/assets/files/14558/90-yazjumayew-aa.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/yazjumayew-allanazar-akmuradowich/,Lebap welaýaty,"",1978
rozyyew-agamyrat-yolumowich,Agamyrat Ýolumowiç Rozyýew,91,Hojambaz,http://mejlis2.bushluk.com/site/assets/files/14559/91-rozyyew-ay.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/rozyyew-agamyrat-yolumowich/,Lebap welaýaty,"",1974
jorayew-sahetmyrat-jumageldiyewich,Sähetmyrat Jumageldiýewiç Joraýew,92,Döwletli,http://mejlis2.bushluk.com/site/assets/files/14560/92-jorayew-sj.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/jorayew-sahetmyrat-jumageldiyewich/,Lebap welaýaty,"",1974
murtazakulow-hudayberen-sharapowich,Hudaýberen Şarapowiç Murtazakulow,93,Köýtendag,http://mejlis2.bushluk.com/site/assets/files/14561/93-murtazakulow-hsh.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/murtazakulow-hudayberen-sharapowich/,Lebap welaýaty,"",1972
babakulow-merdan,Merdan Babakulow,94,Garlyk,http://mejlis2.bushluk.com/site/assets/files/14562/94-babakulow-m.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/babakulow-merdan/,Lebap welaýaty,"",1981
atanyyazow-begench-agamyradowich,Begenç Agamyradowiç Atanyýazow,95,Magdanly,http://mejlis2.bushluk.com/site/assets/files/14563/95-atanyyazwo-ba.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/atanyyazow-begench-agamyradowich/,Lebap welaýaty,"",1985
garayew-atamyrat-eshekgulowich,Atamyrat Eşekgulowiç Garaýew,96,Zähmet,http://mejlis2.bushluk.com/site/assets/files/14564/96-garayew-ae.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/garayew-atamyrat-eshekgulowich/,Mary welaýaty,"",1968
atayew-batyr-jumaberdiyewich,Batyr Jumaberdiýewiç Ataýew,97,Mary,http://mejlis2.bushluk.com/site/assets/files/14565/97-atayew-bj.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/atayew-batyr-jumaberdiyewich/,Mary welaýaty,"",1982
meredow-rejepgeldi-yazjumayewich,Rejepgeldi Ýazjumaýewiç Meredow,98,Şapak,http://mejlis2.bushluk.com/site/assets/files/14566/98-meredow.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/meredow-rejepgeldi-yazjumayewich/,Mary welaýaty,"",1961
amangeldiyew-shohrat-annagurbanowich,Şöhrat Annagurbanowiç Amangeldiýew,99,Kemine,http://mejlis2.bushluk.com/site/assets/files/14567/99.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/amangeldiyew-shohrat-annagurbanowich/,Mary welaýaty,"",1980
soltanow-atajan-jumayewich,Atajan Jumaýewiç Soltanow,100,Baýramaly,http://mejlis2.bushluk.com/site/assets/files/14568/100-soltanow-aj.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/soltanow-atajan-jumayewich/,Mary welaýaty,"",1978
janmyradow-maksat-charymyradowich,Maksat Çarymyradowiç Janmyradow,101,Oguzhan,http://mejlis2.bushluk.com/site/assets/files/14569/101-janmyradow-mc.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/janmyradow-maksat-charymyradowich/,Mary welaýaty,"",1980
atajanow-maksat-kakajanowich,Maksat Kakajanowiç Atajanow,102,Jemgyýet,http://mejlis2.bushluk.com/site/assets/files/14570/102-ayajanow-mk.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/atajanow-maksat-kakajanowich/,Mary welaýaty,"",1981
bazarow-rejep,Rejep Bazarow,103,Zarpçy,http://mejlis2.bushluk.com/site/assets/files/14571/103.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/bazarow-rejep/,Mary welaýaty,"",1958
owezdurdyyew-atajan-hudaynazarowich,Atajan Hudaýnazarowiç Öwezdurdyýew,104,Peşanaly,http://mejlis2.bushluk.com/site/assets/files/14573/104-owezdurdyyew-ah.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/owezdurdyyew-atajan-hudaynazarowich/,Mary welaýaty,"",1978
allahanow-sapardurdy-charyyewich,Sapardurdy Çaryýewiç Allahanow,105,Türkmenistan,http://mejlis2.bushluk.com/site/assets/files/14574/105-allahanow-sc.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/allahanow-sapardurdy-charyyewich/,Mary welaýaty,"",1966
bekmyradow-agajan,Agajan Bekmyradow,106,Wekil,http://mejlis2.bushluk.com/site/assets/files/14575/106-bekmyradow-a.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/bekmyradow-agajan/,Mary welaýaty,"",1974
pirkulyyew-shatlyk-owezberdiyewich,Şatlyk Öwezberdiýewiç Pirkulyýew,107,Rysgally,http://mejlis2.bushluk.com/site/assets/files/14576/107-pirkulyyew-so.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/pirkulyyew-shatlyk-owezberdiyewich/,Mary welaýaty,"",1972
babayew-gurbanmuhammet-durdyyewich,Gurbanmuhammet Durdyýewiç Babaýew,108,Wekilbazar,http://mejlis2.bushluk.com/site/assets/files/14577/108-babayew-gd.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/babayew-gurbanmuhammet-durdyyewich/,Mary welaýaty,"",1962
orazow-atamyrat,Atamyrat Orazow,109,Sakarçäge,http://mejlis2.bushluk.com/site/assets/files/14578/109-orazow-a.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/orazow-atamyrat/,Mary welaýaty,"",1963
annaberdiyew-dowranberdi-orazberdiyewich,Döwranberdi Orazberdiýewiç Annaberdiýew,110,Garaýap,http://mejlis2.bushluk.com/site/assets/files/14579/110--annaberdiyew.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/annaberdiyew-dowranberdi-orazberdiyewich/,Mary welaýaty,"",1970
orazsahedow-batyrmyrat-atayewich,Batyrmyrat Ataýewiç Orazsähedow,111,Çaşgyn,http://mejlis2.bushluk.com/site/assets/files/14580/111-orazsahedow-ba.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/orazsahedow-batyrmyrat-atayewich/,Mary welaýaty,"",1983
myradow-maksatgeldi-aydogdyyewich,Maksatgeldi Aýdogdyýewiç Myradow,112,Merw,http://mejlis2.bushluk.com/site/assets/files/14581/112-myradow-ma.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/myradow-maksatgeldi-aydogdyyewich/,Mary welaýaty,"",1976
muhammedow-toyly-nuryagdyyewich,Toýly Nurýagdyýewiç Muhammedow,113,Soltan Sanjar,http://mejlis2.bushluk.com/site/assets/files/14582/113-muhammedow-tn.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/muhammedow-toyly-nuryagdyyewich/,Mary welaýaty,"",1978
gurbanmyradow-tirkishmyrat-orazdurdyyewich,Tirkişmyrat Orazdurdyýewiç Gurbanmyradow,114,Mekan,http://mejlis2.bushluk.com/site/assets/files/14583/114-gurbanmyradow-to.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/gurbanmyradow-tirkishmyrat-orazdurdyyewich/,Mary welaýaty,"",1958
annayew-orazberdi-amannurowich,Orazberdi Amannurowiç Annaýew,115,Garagum,http://mejlis2.bushluk.com/site/assets/files/14584/115-annayew-o.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/annayew-orazberdi-amannurowich/,Mary welaýaty,"",1964
tashliyew-muhammetnazar-akmuhammedowich,Muhammetnazar Akmuhammedowiç Täşliýew,116,Türkmengala,http://mejlis2.bushluk.com/site/assets/files/14585/116-tasliyew-ma.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/tashliyew-muhammetnazar-akmuhammedowich/,Mary welaýaty,"",1977
muhammedowa-jemile-allaberdiyewna,Jemile Allaberdiýewna Muhammedowa,117,Rehnet,http://mejlis2.bushluk.com/site/assets/files/14586/117-muhammedowa-j.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/muhammedowa-jemile-allaberdiyewna/,Mary welaýaty,"",1968
hummedowa-mayagozel-orazjumayewna,Maýagözel Orazjumaýewna Hümmedowa,118,Ýolöten,http://mejlis2.bushluk.com/site/assets/files/14587/118-hummedowa-m.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/hummedowa-mayagozel-orazjumayewna/,Mary welaýaty,"",1967
orazgulyyewa-akmaral-akmyradowna,Akmaral Akmyradowna Orazgulyýewa,119,Atçapar,http://mejlis2.bushluk.com/site/assets/files/14588/119--orazgulyyewa-aa.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/orazgulyyewa-akmaral-akmyradowna/,Mary welaýaty,"",1986
muhammetorazow-gurbanmyrat-allaberdiyewich,Gurbanmyrat Allaberdiýewiç Muhammetorazow,120,Murgap,http://mejlis2.bushluk.com/site/assets/files/14589/120-muhammetorazow-ga.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/muhammetorazow-gurbanmyrat-allaberdiyewich/,Mary welaýaty,"",1973
charygulyyewa-guljahan-amanmyradowna,Güljahan Amanmyradowna Çarygulyýewa,121,Ylham,http://mejlis2.bushluk.com/site/assets/files/14590/121-carygulyyewa-g.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/charygulyyewa-guljahan-amanmyradowna/,Mary welaýaty,"",1970
ashyrow-gurbanmyrat-durdymyradowich,Gurbanmyrat Durdymyradowiç Aşyrow,122,Rowaçlyk,http://mejlis2.bushluk.com/site/assets/files/14591/122-asyrow-gd.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/ashyrow-gurbanmyrat-durdymyradowich/,Mary welaýaty,"",1974
dowwayewa-akjagul-baymyradowna,Akjagül Baýmyradowna Dowwaýewa,123,Tagtabazar,http://mejlis2.bushluk.com/site/assets/files/14592/123-dowwayewa-ab.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/dowwayewa-akjagul-baymyradowna/,Mary welaýaty,"",1976
gokcheyew-begmyrat-yagshymyradowich,Begmyrat Ýagşymyradowiç Gökçeýew,124,Pendi,http://mejlis2.bushluk.com/site/assets/files/14593/124-gokceyew-by.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/gokcheyew-begmyrat-yagshymyradowich/,Mary welaýaty,"",1970
gurbanowa-ogulgerek-akumedowna,Ogulgerek Akumedowna Gurbanowa,125,Serhetabat,http://mejlis2.bushluk.com/site/assets/files/14594/125-gurbanowa-oa.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/gurbanowa-ogulgerek-akumedowna/,Mary welaýaty,"",1969
gulgeldiyew-gulgeldi,Gulgeldi Gulgeldiýew,Saýlaw etrap №1-nji,1,http://mejlis2.bushluk.com/site/assets/files/2026/1_gulgeldiyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/gulgeldiyew-gulgeldi/,Aşgabat ş.,"",1962
bashimow-atajan,Atajan Bäşimow,Saýlaw etrap №10-njy,10,http://mejlis2.bushluk.com/site/assets/files/2027/10_basimow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/bashimow-atajan/,Aşgabat ş.,"",1959
muhammedow-nikolay-jumayewic,Nikolaý Jumaýewiç Muhammedow,Saýlaw etrap №11-nji,11,http://mejlis2.bushluk.com/site/assets/files/2028/11_muhammedow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/muhammedow-nikolay-jumayewic/,Aşgabat ş.,"",1949
atabayew-myrat-babayewic,Myrat Babaýewiç Atabaýew,Saýlaw etrap №12-nji,12,http://mejlis2.bushluk.com/site/assets/files/2029/12_atabayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/atabayew-myrat-babayewic/,Aşgabat ş.,"",1957
mammedow-resulberdi-nurmammedowic,Resulberdi Nurmämmedowiç Mämmedow,Saýlaw etrap №13-nji,13,http://mejlis2.bushluk.com/site/assets/files/2030/13_mammedow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/mammedow-resulberdi-nurmammedowic/,Aşgabat ş.,"",1976
ashyrow-orazmuhammet-amakowic,Orazmuhammet Amakowiç Aşyrow,Saýlaw etrap №2-nji,2,http://mejlis2.bushluk.com/site/assets/files/2031/2_asyrow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ashyrow-orazmuhammet-amakowic/,Aşgabat ş.,"",1961
geldimyradowa-orazjahan,Orazjahan Geldimyradowa,Saýlaw etrap №3-nji,3,http://mejlis2.bushluk.com/site/assets/files/2032/3_geldimyradowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/geldimyradowa-orazjahan/,Aşgabat ş.,"",1966
gubanow-wladimir-petrowic,Wladimir Petrowiç Gubanow,Saýlaw etrap №4-nji,4,http://mejlis2.bushluk.com/site/assets/files/2033/4_gubanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/gubanow-wladimir-petrowic/,Aşgabat ş.,"",1949
babayewa-gulnar-myratdurdyyewna,Gülnara Myratdurdyýewna Babaýewa,Saýlaw etrap №5-nji,5,http://mejlis2.bushluk.com/site/assets/files/2034/5_babayewa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/babayewa-gulnar-myratdurdyyewna/,Aşgabat ş.,"",1958
suleymanow-suleyman-bayramowic,Süleýman Baýramowiç Süleýmanow,Saýlaw etrap №6-njy,6,http://mejlis2.bushluk.com/site/assets/files/2035/6_suleymanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/suleymanow-suleyman-bayramowic/,Aşgabat ş.,"",1955
atayewa-sulgun-jumageldiyewna,Sülgün Jumageldiýewna Ataýewa,Saýlaw etrap №8-nji,8,http://mejlis2.bushluk.com/site/assets/files/2036/8_atayewa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/atayewa-sulgun-jumageldiyewna/,Aşgabat ş.,"",1969
bayramowa-gurbangul-geldiyewna,Gurbangül Geldiýewna Baýramowa,Saýlaw etrap №9-njy,9,http://mejlis2.bushluk.com/site/assets/files/2037/9_bayramowa_g_g.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/bayramowa-gurbangul-geldiyewna/,Aşgabat ş.,"",1960
saparow-meylismyrat-gurbanmyradowic,Meýlismyrat Gurbanmyradowiç Saparow,Saýlaw etrap №14-nji,14,http://mejlis2.bushluk.com/site/assets/files/2039/14_saparow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/saparow-meylismyrat-gurbanmyradowic/,Ahal welaýaty,"",1978
atayew-dowletgeldi-annagurbanowic,Döwletgeldi Annagurbanowiç Ataýew,Saýlaw etrap №15-nji,15,http://mejlis2.bushluk.com/site/assets/files/2040/15_atayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/atayew-dowletgeldi-annagurbanowic/,Ahal welaýaty,"",1964
gurbannazarowa-yazdursun,Ýazdursun Gurbannazarowa,Saýlaw etrap №16-njy,16,http://mejlis2.bushluk.com/site/assets/files/2041/16_gurbannazarowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/gurbannazarowa-yazdursun/,Ahal welaýaty,"",1968
komekow-nury-babayewic,Nury Babaýewiç Kömekow,Saýlaw etrap №17-nji,17,http://mejlis2.bushluk.com/site/assets/files/2042/17_komekow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/komekow-nury-babayewic/,Ahal welaýaty,"",1980
iyrangulyyew-resul-gurbangulyyewic,Resul Gurbangulyýewiç Işangulyýew,Saýlaw etrap №18-nji,18,http://mejlis2.bushluk.com/site/assets/files/2043/18_isangulyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/iyrangulyyew-resul-gurbangulyyewic/,Ahal welaýaty,"",1974
nurberdiyewa-akja-tajiyewna,Akja Täjiýewna Nurberdiýewa,Saýlaw etrap №19-njy,19,http://mejlis2.bushluk.com/site/assets/files/2044/19_nurberdiyewa_a_t.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/nurberdiyewa-akja-tajiyewna/,Ahal welaýaty,"",1957
bayramsahedow-resulberdi-atayewic,Resulberdi Ataýewiç Baýramsähedow,Saýlaw etrap №20-nji,20,http://mejlis2.bushluk.com/site/assets/files/2045/20_bayramsahedow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/bayramsahedow-resulberdi-atayewic/,Ahal welaýaty,"",1977
ahmedowa-irin-toycyyewna,Şirin Toýçyýewna Ahmedowa,Saýlaw etrap №21-nji,21,http://mejlis2.bushluk.com/site/assets/files/2046/21_ahmedowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ahmedowa-irin-toycyyewna/,Ahal welaýaty,"",1959
amanow-bekmyrat-annaberdiyewic,Bekmyrat Annaberdiýewiç Amanow,Saýlaw etrap №22-nji,22,http://mejlis2.bushluk.com/site/assets/files/2047/22_amanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/amanow-bekmyrat-annaberdiyewic/,Ahal welaýaty,"",1966
orayew-mowlam,Möwlam Öraýew,Saýlaw etrap №23-nji,23,http://mejlis2.bushluk.com/site/assets/files/2048/23_orayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/orayew-mowlam/,Ahal welaýaty,"",1961
arabow-amandurdy-annagurbanowic,Amandurdy Annagurbanowiç Arabow,Saýlaw etrap №24-nji,24,http://mejlis2.bushluk.com/site/assets/files/2049/24_arabow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/arabow-amandurdy-annagurbanowic/,Ahal welaýaty,"",1960
gojenowa-ayshat-muhametdurdyyewna,Aýşat Muhametdurdyýewna Göjenowa,Saýlaw etrap №26-njy,26,http://mejlis2.bushluk.com/site/assets/files/2050/26_gojenowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/gojenowa-ayshat-muhametdurdyyewna/,Ahal welaýaty,"",1973
caryyew-ahmet-amangeldiyewic,Ahmet Amangeldiýewiç Çaryýew,Saýlaw etrap №27-nji,27,http://mejlis2.bushluk.com/site/assets/files/2051/acaryew4x5-1.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/caryyew-ahmet-amangeldiyewic/,Ahal welaýaty,"",1974
esenow-rejepguly-jumamyradowic,Rejepguly Jumamyradowiç Esenow,Saýlaw etrap №28-nji,28,http://mejlis2.bushluk.com/site/assets/files/2052/28_esenow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/esenow-rejepguly-jumamyradowic/,Ahal welaýaty,"",1962
ataniyazow-atamuhammet-kurtiyewic,Atamuhammet Kürtiýewiç Atanyýazow,Saýlaw etrap №29-njy,29,http://mejlis2.bushluk.com/site/assets/files/2053/29_atanyyazow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ataniyazow-atamuhammet-kurtiyewic/,Ahal welaýaty,"",1968
myradowa-bayramsoltan,Baýramsoltan Myradowa,Saýlaw etrap №30-njy,30,http://mejlis2.bushluk.com/site/assets/files/2054/30_myradowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/myradowa-bayramsoltan/,Ahal welaýaty,"",1969
durdyyew-toremyrat,Töremyrat Durdyýew,Saýlaw etrap №31-nji,31,http://mejlis2.bushluk.com/site/assets/files/2055/31_durdyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/durdyyew-toremyrat/,Ahal welaýaty,"",1965
cepbeyew-orazgeldi-ashyrowic,Orazgeldi Aşyrowiç Çepbeýew,Saýlaw etrap №32-nji,32,http://mejlis2.bushluk.com/site/assets/files/2056/32_cepbeyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/cepbeyew-orazgeldi-ashyrowic/,Ahal welaýaty,"",1959
ballakow-tacguly,Täçguly Ballakow,Saýlaw etrap №33-nji,33,http://mejlis2.bushluk.com/site/assets/files/2058/33_ballakow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ballakow-tacguly/,Balkan welaýaty,"",1951
durdyyew-durdy,Durdy Durdyýew,Saýlaw etrap №34-nji,34,http://mejlis2.bushluk.com/site/assets/files/2059/34_durdyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/durdyyew-durdy/,Balkan welaýaty,"",1963
taylyyew-atamyrat-baymyradowic,Atamyrat Baýmyradowiç Taýlyýew,Saýlaw etrap №35-nji,35,http://mejlis2.bushluk.com/site/assets/files/2060/35_taylyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/taylyyew-atamyrat-baymyradowic/,Balkan welaýaty,"",1969
mammetgurbanowa-araztuwak,Araztuwak Hydyrmämmedowna Mämmetgurbanowa,Saýlaw etrap №36-njy,36,http://mejlis2.bushluk.com/site/assets/files/2061/36_mammetgurbanowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/mammetgurbanowa-araztuwak/,Balkan welaýaty,"",1965
bezirgenow-ashyrmammet,Aşyrmämmet Bezirgenow,Saýlaw etrap №37-nji,37,http://mejlis2.bushluk.com/site/assets/files/2062/37_bezirgenow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/bezirgenow-ashyrmammet/,Balkan welaýaty,"",1969
hanmammedowa-amanbibi,Amanbibi Hanmämmedowa,Saýlaw etrap №38-nji,38,http://mejlis2.bushluk.com/site/assets/files/2063/38_hanmammedowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/hanmammedowa-amanbibi/,Balkan welaýaty,"",1958
puhanow-puhan-ahmedowic,Puhan Ahmedowiç Puhanow,Saýlaw etrap №39-njy,39,http://mejlis2.bushluk.com/site/assets/files/2064/39_puhanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/puhanow-puhan-ahmedowic/,Balkan welaýaty,"",1968
ashyrow-aman-ylyas-ogly,Aman Ylýas ogly Aşyrow,Saýlaw etrap №40-njy,40,http://mejlis2.bushluk.com/site/assets/files/2065/40_asyrow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ashyrow-aman-ylyas-ogly/,Balkan welaýaty,"",1955
