id,legacy
497778df-eee8-4d40-9869-d60c2a0cca46,845
58f00bb9-1bb0-4a0c-80f5-a2f55a15cc57,859
ef6cb7f9-3d12-4885-aa62-20d2a149106e,592
ff2e0d7d-a5fe-4beb-817e-7aeda67917e5,965
ea638737-1e48-47de-8acf-b6f30e96592b,871
59fa0361-139b-442e-a93c-2b848edb1410,856
edee3a31-19a1-4976-bd2a-9b2f20a09b0a,861
1dca87de-2976-4ae6-bcd8-450df449b4d0,867
6455a9a4-a732-4aa8-85ac-73a480c98348,958
57bee211-b367-4a39-af87-f7ae39abd7cb,865
b0c1821e-84e6-46d8-83c2-4e86ddf2171d,876
8ba895c2-3fe8-4fd9-bb10-80a7c4beaf47,863
22ea25ff-c1f4-4899-9aeb-f77eedc40c7c,967
dc97fb4e-9248-4e79-81e2-1095437863e2,872
72fa50c6-357c-411a-82c5-98514e6c884b,503
3b3855de-98bc-4668-88cb-78949927a00f,864
9e2d4c30-8abf-44fe-918e-2927d5bb13b2,532
1eb5f7cc-21e8-49df-8e02-16087bd51ca5,916
df19b493-385c-43f8-b6d7-524715df4d72,862
c43c5454-d3f3-4cc6-94ca-2d23d6e66ecc,959
28870b0e-2dc6-4978-acde-6d41b5fc09a8,848
5e9b7fce-343b-4870-b0f7-83d4abd0158a,506
e390d1d1-ab91-430a-a8f0-98e8443ba39f,935
0b66ee8b-a00a-424f-b6ee-b50f893f7921,929
9f1d0b1d-2706-49f0-b8f7-8b63005404ee,956
65348c4e-46b8-4c9c-b188-171ca36c50f3,920
a49f504e-4e6e-4fbb-ad0f-c39c4368b169,858
6d9dfb0f-7700-43cc-a8b1-078116d86604,507
b40b3b27-205d-46d5-958b-114aa58701d3,930
7491a8df-abe2-4376-af68-1e4d48038896,846
5ba2c2c5-ce9e-4570-ab03-3b381c448f60,857
3d13c6b9-0e4a-4559-b6ee-aa8851ca3283,855
6b954a06-5d4b-413c-9faf-14dd6088f1d2,962
d86150c3-6129-42e7-9e4a-219b6f2f8efd,964
f472cc30-8acb-4da1-8ba6-33d09d6bca53,521
443cfebe-692f-4748-a0b5-0a63e312a08d,963
1250f7bf-08be-49c2-8091-983832cbd5e0,851
ad43cf2d-63d6-4552-b523-8a8a943ec72f,591
b09769a7-f6c2-4a10-b193-d3e7b14564bb,875
44f27988-e7e5-4859-a4d1-e4bb3b30866e,866
7f0b8bfa-9f48-4baa-a8b3-4683c83b95a4,852
3704d7dd-4f87-486d-9c20-66de212a2a40,853
99b95ddf-33f5-476f-8ea3-75e1b0a1b76a,860
ce55d51d-2cc3-47d8-b8dc-9ca8811b0732,931
cccb0dbe-31d3-43a3-a60f-2d50870e5c63,874
d4bc8672-b9d3-4e63-ab06-300f2688d7a9,849
b20cffc3-5083-4c36-8e8c-d892ced25caf,873
cda8f798-b82b-493c-8c7e-8c0ec8bb97b0,961
e2c77a7f-d159-47f2-afae-0bac54322c88,915
92a329b3-d116-46d2-ab64-b47535541264,966
