id,legacy
7a4b7901-cdea-48d6-856b-7e283a0c1109,2010-1
4c56a67b-9ccb-4e4f-a7eb-75a5400faa07,2015-1
e2e53d17-9088-44a9-8880-5829dc4dad43,2010-2
eccf8fba-9422-4de8-90bf-bd658c265ad5,2015-2
2ba9eed7-f938-42e4-abe8-0c7795ddedf3,2015-3
419430a9-47b1-4f5d-9de7-f496acdc0a15,2010-3
c5471c98-86a0-4af7-bdc6-2d6d12fe2a2d,2015-4
41ee5a47-7195-416f-8522-169505478ccf,2015-5
87673328-7abc-4ea6-b59b-dee90a2f7864,2010-4
1385d5f9-7bbe-4dc3-ad51-966e4c0e228e,2010-5
22cfd2d8-7ab4-4829-b28b-3c3520e9c318,2015-6
6d2e14d6-94ad-4c71-8a5e-d21ff13c06d3,2015-7
7953bd8b-b7b4-4c71-a537-5dffefaf94f2,2015-8
d1750b83-81cb-44dc-a8ae-e09aa0a92697,2010-6
30395bcf-5b17-4384-840a-c6593667e352,2010-7
43218df8-945f-48ca-850f-c78706ff10ea,2015-10
e016132b-b7fb-4b38-957f-c20788f42e6c,2015-11
dd9a1b3a-7784-41fc-a5d0-4fe5bfe64ce8,2015-12
e86e433f-2a35-420c-8d2d-0082ebb0715e,2010-11
4da47090-8864-461d-9b7d-08043dbb929f,2010-8
d620f6de-c581-43cc-b596-2e4b1f49a6b9,2010-9
3655b91b-edd1-405d-8eac-ae092e79766e,2010-10
a4f4c7bf-cf2d-40ea-9aca-9f5f336b16a5,2015-13
f0fd32dd-b8b2-4786-adc1-453104cd90a8,2015-14
a545b677-c325-4097-a6ce-3fee7604347f,2015-15
aec6c8e8-3cb6-45f4-990c-27c175e76c2b,2010-12
98f0b956-5a0a-4cf5-810b-a9cb1cf8cad1,2010-13
0b9b9623-000e-4695-861d-3f60a539fc0a,2015-16
0e75b787-e64a-4f7e-89bf-3cc2105150af,2015-17
a298bf35-ad5d-44e0-b441-bd8cb8e7b8eb,2015-18
e4e2a519-b30b-4106-b828-0caf44764f3b,2015-19
9d5a1a2d-489d-4058-8ac8-e1887fa68e06,2015-9
2a716955-56f5-422b-b43f-cefc2ff0ff86,2015-20
8d28f97e-4c4c-41ad-bb37-346f6d8047b8,2010-14
6d440b9f-5f24-4e31-8289-625423961802,2010-15
14cb1828-7d69-4914-a3f3-17378de4a21c,2010-16
122c6c1b-0f84-4289-bdfa-99f36fd13d74,2015-21
69a358c8-a5b7-4d49-a783-d1a2a377d70c,2015-22
7600dacf-f374-463e-bfdf-f6ae656b0a5d,2010-17
b8ed519d-7a4f-4ba3-8572-2e1ef4be93a9,2010-18
78565ddb-4bea-4f6e-a246-c2d3310797d4,2015-23
85a06950-07ee-4dee-a2a9-b24f3af4f33a,2010-19
ae1e4fd8-d45a-4947-b725-18c94c41225c,2010-20
8a7ee3ff-14e2-4400-a6ba-37aa70016554,2015-24
2e083b50-0cef-4e90-9e5f-a26498232cfe,2015-25
80ee716a-3439-45d6-bc42-81a315e87296,2015-26
4ad030e4-ccac-4cc3-8287-4fbc2a5c1143,2010-21
1d56b9f3-b771-45b4-b9ec-2cfe627fdf45,2015-27
0e0bbc63-85a0-4d8e-b457-0d182a6eb977,2015-28
592b640f-cf6d-40cf-a930-a08e6bc67580,2010-22
43804839-e4af-4c44-832b-d06ae781df27,2010-23
b7973f34-367e-4aae-8351-d823c869423b,2015-29
0b4da511-1356-42f1-a564-94534a44ac20,2010-24
51c91b28-2131-4db0-b5e9-dc6dd0db063c,2015-30
43a60ed0-31e4-4109-9124-d2e75cfc3ab8,2015-31
445c3bda-d92c-47da-816f-9ca2dd723f29,2015-32
1a060f38-e074-4aec-92b3-33b99218fe29,2015-33
03b153f5-4796-4731-a66f-2c1642d23486,2010-25
80ca82ec-c818-4f6e-a22d-1f0577ba169b,2010-26
40e7cc98-ed59-4e97-ba33-e61c2e2632e7,2015-34
eb4cecce-0212-4443-9e48-15df9eaf4834,2010-27
b6b1d457-7967-4e47-a85d-06bde22b5f65,2010-28
e0070362-465f-4ab3-bab6-54c4baaa9b85,2015-35
80233e23-ffa5-4daf-bf15-fa2b2e6fd47d,2015-36
805f41e0-4030-422c-b980-08c0319e8948,2010-29
bea615ab-4781-4457-af80-5ddbac03bb64,2010-30
08a4f930-a732-4f7f-a0d4-d3af77f683ff,2015-37
1ab29d9e-8ce7-444c-94c5-4b167789515e,2010-31
2468739b-e1a6-42ba-be7c-3cf0dc3b6366,2015-38
1f9c4878-8d29-4061-8631-0fd4115e0a52,2015-39
c17b8a39-1509-4e67-9be0-02727ecd5e8d,2015-40
2f5afa00-995f-4679-bd43-7ce608009eac,2010-32
cb648189-8293-4a69-8bfe-ae6766c68b4a,2015-41
