id,name,start_date,end_date,source
13,13th Assembly,2008,2011,https://en.wikipedia.org/w/index.php?title=Niue_Assembly&oldid=664084707#Terms_of_the_Niue_Assembly
14,14th Assembly,2011,2014-03-07,https://en.wikipedia.org/wiki/Niuean_general_election,_2014
15,15th Assembly,2014-04-23,,http://www.gov.nu/wb/media/Premier%20Talagi%20Press%20Releases/Press%2017-230414.pdf
