id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
alva-baptiste,Alva Baptiste,,,SLP,Saint Lucia Labour Party,,House of Assembly,9,,,https://upload.wikimedia.org/wikipedia/commons/4/46/Alva_Baptiste_(cropped).jpg,male
alvina-reynolds,Alvina Reynolds,,,SLP,Saint Lucia Labour Party,,House of Assembly,9,,,,female
arsene-james,Arsene James,,,UWP,United Workers Party,,House of Assembly,9,,,,male
desmond-long,Desmond Long,,,SLP,Saint Lucia Labour Party,,House of Assembly,9,,,,
edmund-estephane,Edmund Estephane,,,UWP,United Workers Party,,House of Assembly,9,,,,male
emma-hippolyte,Emma Hippolyte,,,SLP,Saint Lucia Labour Party,,House of Assembly,9,,,,female
gale-rigobert,Gale Rigobert,,,UWP,United Workers Party,,House of Assembly,9,,,,female
guy-joseph,Guy Joseph,,,UWP,United Workers Party,,House of Assembly,9,,,,male
harold-dalson,Harold Dalson,,,SLP,Saint Lucia Labour Party,,House of Assembly,9,,,,male
kenny-anthony,Kenny Anthony,,,SLP,Saint Lucia Labour Party,,House of Assembly,9,,,"https://upload.wikimedia.org/wikipedia/commons/e/e3/Kenny_Anthony,_Sta._Lucía.jpg",male
lorne-theophilus,Lorne Theophilus,,,SLP,Saint Lucia Labour Party,,House of Assembly,9,,,,
moses-jean-baptiste,Moses Jean Baptiste,,,SLP,Saint Lucia Labour Party,,House of Assembly,9,,,,male
philip-pierre,Philip Pierre,,,SLP,Saint Lucia Labour Party,,House of Assembly,9,,,,male
richard-frederick,Richard Frederick,,,UWP,United Workers Party,,House of Assembly,9,,,,male
robert-kennedy-lewis,Robert Kennedy Lewis,,,SLP,Saint Lucia Labour Party,,House of Assembly,9,,,,male
shawn-edwards,Shawn Edwards,,,SLP,Saint Lucia Labour Party,,House of Assembly,9,,,,
stephenson-king,Stephenson King,,,UWP,United Workers Party,,House of Assembly,9,,,https://upload.wikimedia.org/wikipedia/commons/f/f6/Stephenson_King.jpg,male
