id,name,party,party_id,area,image,term
6,Habib Hissein Issakha,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton6-e51fa.jpg,2011
34,Ismaïl Mahamat Saleh,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton34-1eb86.jpg,2011
206,Mahamady Moussa,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton206-9a9e1.jpg,2011
44,Mahamat Saleh Ahmat Khayar,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton44-5e82f.jpg,2011
191,Makki Saboune,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton191-ce1af.jpg,2011
123,Ouchar Tourguidi,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton123-13442.jpg,2011
111,Oumar Yakhoub Mouhadjir,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton111-11104.jpg,2011
88,Adoum Hindi Achaïr,Mouvement Patriotique du Salut,MPS,Salamat,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton88-448c1.jpg,2011
105,Assaïd Gamar Sileck,Mouvement Patriotique du Salut,MPS,Salamat,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton105-42826.jpg,2011
144,Djibrine Adoum Khatir,Union Nationale pour la Démocratie et le Renouveau,UNDR,Salamat,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton144-7e1b6.jpg,2011
121,Mahamat Zakaria Mamoun,Mouvement Patriotique du Salut,MPS,Salamat,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton121-f4322.jpg,2011
225,Moussa Adoum Mahamat,Union Nationale pour la Démocratie et le Renouveau,UNDR,Salamat,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton225-1e317.jpg,2011
179,Souleyman Abass,Mouvement Patriotique du Salut,MPS,Salamat,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton179-8874c.jpg,2011
79,Abdoulaye Hamit Ali,unknown,unknown,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton79-f005e.jpg,2011
90,Ahmat  Azaïm  Barkatallah,Mouvement Patriotique du Salut,MPS,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton90-d677a.jpg,2011
104,Amouna Liady,Mouvement Patriotique du Salut,MPS,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton104-3c8d1.jpg,2011
131,Hamid Ibrahim Moustapha,Mouvement Patriotique du Salut,MPS,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton131-d4ce2.jpg,2011
204,Mahamat Ahmat Bechir,Mouvement Patriotique du Salut,MPS,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton204-74f63.jpg,2011
171,Zakaria Hassan Al Said,Mouvement Patriotique du Salut,MPS,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton171-fc617.jpg,2011
74,Zakaria Mahamat Saleh,Mouvement Patriotique du Salut,MPS,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton74-41289.jpg,2011
84,Adjedoué Weidou,Rassemblement pour la Démocratie et le Progrès,RDP,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton84-e3187.jpg,2011
180,Bana Bandiouleng,Rassemblement des Nationalistes et Démocrates Tchadiens,RNDT Le Réveil,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton180-8603d.jpg,2011
28,Delwa kassire Coumakoye,unknown,unknown,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton28-d3eea.jpg,2011
153,Djimé Hybi Langtar,Union pour le Renouveau et la Démocratie,URD,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton153-bc378.jpg,2011
202,Djivihein Debeye Marsou,unknown,unknown,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton202-93009.jpg,2011
43,Djokdelang  Angobona,unknown,unknown,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton43-2a0f2.jpg,2011
114,Homi Bagaya Badoué,Rassemblement pour la Démocratie et le Progrès,RDP,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton114-30835.jpg,2011
169,Ndimadjingar Assane Maurice,unknown,unknown,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton169-22d08.jpg,2011
236,Selguet née Achta Aguidi,unknown,unknown,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton236-1698a.jpg,2011
237,Sodja Adjobma Nikanor,Union pour le Renouveau et la Démocratie,URD,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton237-1bbfd.jpg,2011
40,Tchombi née Djimadjingar Fatimé,Mouvement Patriotique du Salut,MPS,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton40-de895.jpg,2011
