id,uuid
his-honour-the-vice-president-mokgweetsi-eric-masisi,e7dc8874-a76a-46db-bbd6-9eb2a6b78a4e
hon.-minister-pelonomi-venson-moitoi,cd5dbd3d-8c72-4b94-ac32-098fa8b0e5f8
hon.-dr.-alfred-madigele,5165b97d-5bc8-4d9a-8635-03961c0b17af
hon.-kgotla-autlwetse,d191ce05-57b3-4587-8225-20e6c1a515ab
hon.-mokgweetsi-eric-masisi,e7dc8874-a76a-46db-bbd6-9eb2a6b78a4e
hon.-nonofo-e.-molefhi,13db67f9-9845-43db-8f15-d3fd6db02b3b
hon.-james-mathokgwane,48541bfe-e5a9-4847-ab4c-59752c1b4f83
hon.-kagiso-p.-molatlhegi,1a0b0ecb-7443-40fc-ab84-bb93e6dcc5a1
hon.-itumeleng-moipisi,30fe24cf-7349-49fc-9e10-890c7f035324
hon.-keorapetse-dithapelo,703650cc-c61b-4380-bb5b-a765fca752c0
hon.-christian-de-graaf,7e15645a-f5a6-4139-9f5c-b69ad74ba682
hon.-noah-salakae,ef1edabb-585e-48bf-85a9-c2cb4dab1e71
hon.-joseph-molefe,b8ddf790-d341-46d3-9b21-467a80700c56
hon.-bagalatia-arone,f7469ab5-25cb-4a91-bfcb-8904e29a6d14
hon.-onkokame-k.-mokaila,a13891fd-9181-42bd-9f63-c16de33057d2
hon.-dikgang-p.-makgalemele,32dbf538-0bb9-47ed-9e50-f2e76c48f682
hon.-shaw-kgathi,50c51237-9d0f-44f3-81b3-ec31499f8a92
hon.-sethomo-lelatisitswe,4f9c0c6d-9a7a-4e2d-b3e5-04254c68124f
hon.-edwin-j.-batshu,a52cae39-1ec7-4943-b889-190d121c5e73
hon.-abram-kesupile,63e2e41e-1fbd-4396-8aa5-6138b15ebd0a
hon.-mohammed-khan,fbf58f0a-fc7d-4e55-973f-694acfbc92af
hon.konstantinos-markus,929f9e0e-fc40-4315-b2fe-2bd819232dd4
hon.-tshenolo-mabeo,0532286e-d5d5-4464-b727-425d6dccd007
hon.-vincent-seretse,ff267d5d-543e-40fb-a434-fadad872a536
hon.-france-van-der-westhuizen,fc5e4fcb-426b-44f9-86db-564bccc038fc
hon.-ontefetse-k.-matambo,3440398f-ad32-453f-be15-fd8019402eaa
hon.-thapelo-olopeng,a2c9001a-df1e-4faa-876d-7fd8443bc3d7
hon.-haskins-nkaingwa,c448660f-fc39-46b9-a41f-7eb30f3edf29
hon.-duma-boko,57b3c6f7-c91b-4aa4-a7c0-17992f518517
hon.-eric.-molale,542a59f8-5e7d-4a67-a120-dee8b70a8518
hon.-tshekedi-khama,24aa5b74-d4b0-4dea-a45e-2260e2402bc1
hon.-gaolathe-ndaba-nkosinathi,6f4cab18-04db-4210-b6c9-d9c32733bf63
hon.-isaac-jacob-davids,5fb53d45-c772-4165-adb5-bbdee6efa3ec
hon.-gilbert-mangole,ecf33f80-47b3-420a-8a8d-b7a893fc1a0b
hon.-moiseraele-goya,0a5890fe-7a27-441e-a80f-bae0307f159b
hon.-sadique-kebonang,9367d41f-a58f-40d2-8769-a0eb84e185f7
hon.-shawn.-nthaile,fce3e85d-6e93-44bf-8a5e-0f0cf528bba5
hon.-wynter-mmolotsi,75e67237-2331-406d-8b18-8295c157e2a5
hon.-machana-ronald-shamukuni,80a451bb-2820-4756-85f4-556ef4994df3
hon.-prince-maele,f6635e28-fa9b-42d5-9e6b-7594a6a6a792
hon.-sedirwa-kgoroba,5e98119b-fa62-43fa-8787-0a5933fda948
hon.-liakat-kablay,642e0dea-e124-4694-9382-6df28ccc1ac3
hon.-kgosi-tawana-moremi-ii,65f15677-aeeb-412e-aa5a-0924ae14865b
hon.-pius-mokgware,963af5a6-7727-4400-9425-3e6b50d534b5
hon.-phenyo-butale,96e6de2f-360f-4f55-a0d3-7c26d6b01c60
hon.-thato-kwerepe,8d331cf4-0d85-4dfb-b74c-0352b2a9c1f2
hon.-samuel-rantuana,47c599a3-ff44-40e8-83e1-42e8958543c1
hon.-ngaka-ngaka,d0ef20ab-2726-4d11-9744-d706381e5cdc
hon.-botlogile-m.-tshireletso,25989c87-1596-4ef6-9e2b-93bfad647faa
hon.-slumber-tsogwane,01d112a2-3cc1-46e9-950b-379b4b528832
hon.-patrick-ralotsia,0f2d5ee7-2919-4940-9873-c4b3412224f2
hon.-polson-majaga,8aef8b27-ed03-4888-8392-5bbcea077902
hon.-unity-dow,a824898f-f25f-4394-a4b6-04b58285c118
hon.-dorcus-makgato,1c32dad3-c84a-47f9-9ced-49715ab4693d
hon.-same-bathobakae,d384124c-0c87-4ad1-951d-90685e991d99
hon.-biggie-butale,ce1831ae-72b7-4f3a-b2e1-26232dd7f71d
hon-fedilis-m.-molao,8728afa7-374c-4cf4-89fa-35c81933d6e2
hon.-honest-billy,916434b4-69aa-446d-b3ee-89c0f4ee5710
