chamber,area,details_url,name,group,image,executive,term_id,term
National Assembly,Manajary,http://www.assemblee-nationale.mg/?depute=kathy,KATHY -,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/29.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Antalaha,http://www.assemblee-nationale.mg/?depute=laisoa-jean-pierre,LAISOA Jean Pierre,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/30.jpg&w=200&h=auto,Député,,2013
National Assembly,Marolambo,http://www.assemblee-nationale.mg/?depute=levao-nitadiavina,LEVAO Nitadiavina,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/31.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Ampanihy Andrefana,http://www.assemblee-nationale.mg/?depute=liahosoa-malement,LIAHOSOA Malement,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/32.jpg&w=200&h=auto,Rapporteur général,,2013
National Assembly,Befandriana Avaratra,http://www.assemblee-nationale.mg/?depute=lylyette-rene-de-roland,LYLYETTE René de Roland,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/33.jpg&w=200&h=auto,Député,,2013
National Assembly,Antanambao Manampotsy,http://www.assemblee-nationale.mg/?depute=maharamby-ndalana-esperant,MAHARAMBY Ndalana Espérant,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/34.jpg&w=200&h=auto,Député,,2013
National Assembly,Toliary I,http://www.assemblee-nationale.mg/?depute=maharante-rakotonandrasana-rakotonandrasana-jean-de-dieu,RAZAHA Tondraha,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/35.jpg&w=200&h=auto,Député,,2013
National Assembly,Antsiranana I,http://www.assemblee-nationale.mg/?depute=mahasoazy-mananjara-freddie-richard-mananjara-freddie-richard,MAHAZOASY Mananjara Freddie Richard,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/36.jpg&w=200&h=auto,Vice-président Antsiranana,,2013
National Assembly,Sambava,http://www.assemblee-nationale.mg/?depute=mamangy-norbert,MAMANGY Norbert,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/37.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Morondava,http://www.assemblee-nationale.mg/?depute=mamodali-hawel,MAMOD’ALI Hawel,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/38.jpg&w=200&h=auto,,,2013
National Assembly,Ankazoabo Atsimo,http://www.assemblee-nationale.mg/?depute=mara-niarisy,MARA Niarisy,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/39.jpg&w=200&h=auto,,,2013
National Assembly,Befotaka Atsimo,http://www.assemblee-nationale.mg/?depute=maroriky,MARORIKY -,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/40.jpg&w=200&h=auto,Député,,2013
National Assembly,Tsihombe,http://www.assemblee-nationale.mg/?depute=masy-goulamaly-marie-jeanne-darc,MASY Goulamaly Marie Jeanne d’Arc,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/41.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Ambovombe Androy,http://www.assemblee-nationale.mg/?depute=milavonjy-andriasy-philobert,MILAVONJY Andriasy Philobert,VP-MMM,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/42.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Fénérive Est,http://www.assemblee-nationale.mg/?depute=mohamad-ahmad,MOHAMAD Ahmad,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/43.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Mahanoro,http://www.assemblee-nationale.mg/?depute=naharimamy-lucien-irmah,NAHARIMAMY Lucien Irmah,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/44.jpg&w=200&h=auto,Député,,2013
National Assembly,Antsiranana II,http://www.assemblee-nationale.mg/?depute=nasser-ahmed,NASSER Ahmed,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/45.jpg&w=200&h=auto,Député,,2013
National Assembly,Toamasina I,http://www.assemblee-nationale.mg/?depute=ndahimananjara-nee-randrianarison-benedicte-benedicte-johanita,RASOLOFO Samuelson Jean Baptiste,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/46.jpg&w=200&h=auto,Député,,2013
National Assembly,Farafangana,http://www.assemblee-nationale.mg/?depute=ndremanjary-paraina-odilon,NDREMANJARY Paraina Odilon,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/47.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Mahajanga I,http://www.assemblee-nationale.mg/?depute=nicolas-stephan-alphonse,NICOLAS Stéphan Alphonse,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/48.jpg&w=200&h=auto,Député,,2013
National Assembly,Farafangana,http://www.assemblee-nationale.mg/?depute=nivo-rufin,NIVO Rufin,Leader Fanilo,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/49.jpg&w=200&h=auto,Rapporteur de commission,,2013
National Assembly,Anosibe An’Ala,http://www.assemblee-nationale.mg/?depute=rabarison-joseph-aime,RABARISON Joseph Aimé,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/50.jpg&w=200&h=auto,Député,,2013
National Assembly,Kandreho,http://www.assemblee-nationale.mg/?depute=rabearisoa-jean-claude,RABEARISOA Jean Claude,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/51.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Amparafaravola,http://www.assemblee-nationale.mg/?depute=rabekijana-solofo-hery,RABEKIJANA Solofo Hery,M. RAVALOMANANA,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/52.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Arivonimamo,http://www.assemblee-nationale.mg/?depute=rabemananjara-celestine,RABEMANANJARA Célestine,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/53.jpg&w=200&h=auto,Député,,2013
National Assembly,Betioky Atsimo,http://www.assemblee-nationale.mg/?depute=rabenirina-jean-jacques,RABENIRINA Jean Jacques,VP-MMM,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/54.jpg&w=200&h=auto,,,2013
National Assembly,Andilamena,http://www.assemblee-nationale.mg/?depute=rabenirina-jean-rene,RABENIRINA Jean Réné,M. RAVALOMANANA,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/55.jpg&w=200&h=auto,Député,,2013
National Assembly,Ambohidratrimo,http://www.assemblee-nationale.mg/?depute=rabenirina-maminiaina-solondraibe,RABENIRINA Maminiaina Solondraibe,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/56.jpg&w=200&h=auto,Député,,2013
National Assembly,Isandra,http://www.assemblee-nationale.mg/?depute=rabetafika-norovelomampionona-roberthine,RABETAFIKA Norovelomampionona Roberthine,VP-MMM,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/57.jpg&w=200&h=auto,Député,,2013
National Assembly,Antananarivo III,http://www.assemblee-nationale.mg/?depute=rafenomanantsoa-tsirimaharo-ny-aina,RAFENOMANANTSOA Tsirimaharo Ny Aina,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/58.jpg&w=200&h=auto,Député,,2013
National Assembly,Mahajanga I,http://www.assemblee-nationale.mg/?depute=rahantanirina-lalao,RAHANTANIRINA Lalao,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/59.jpg&w=200&h=auto,,,2013
National Assembly,Manjakandriana,http://www.assemblee-nationale.mg/?depute=rahantasoa-lydia-aimee-vololona,RAHANTASOA Lydia Aimée Vololona,M. RAVALOMANANA,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/60.jpg&w=200&h=auto,Député,,2013
National Assembly,Anjozorobe,http://www.assemblee-nationale.mg/?depute=raharijaona,RAHARIJAONA -,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/61.jpg&w=200&h=auto,Député,,2013
National Assembly,Fandriana,http://www.assemblee-nationale.mg/?depute=raharimalala-marie-lydia,RAHARIMALALA Marie Lydia,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/62.jpg&w=200&h=auto,,,2013
National Assembly,Antananarivo Atsimondrano,http://www.assemblee-nationale.mg/?depute=raharimanarivo-voahanginiaina,RAHARIMANARIVO Voahanginiaina,M. RAVALOMANANA,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/63.jpg&w=200&h=auto,Député,,2013
National Assembly,Mananara Avaratra,http://www.assemblee-nationale.mg/?depute=raharinirina-sydonie,RAHARINIRINA Sydonie,VP-MMM,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/64.jpg&w=200&h=auto,Député,,2013
National Assembly,Sakaraha,http://www.assemblee-nationale.mg/?depute=raharoarilala-tinoka-roberto-michael,RAHAROARILALA Tinoka Roberto Michael,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/65.jpg&w=200&h=auto,,,2013
National Assembly,Antananarivo IV,http://www.assemblee-nationale.mg/?depute=rahasimanana-paul-bert,RAHASIMANANA Paul Bert,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/66.jpg&w=200&h=auto,Député,,2013
National Assembly,Antsiranana I,http://www.assemblee-nationale.mg/?depute=rahelihanta-jocelyne,RAHELIHANTA Jocelyne,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/67.jpg&w=200&h=auto,,,2013
National Assembly,Antananarivo VI,http://www.assemblee-nationale.mg/?depute=raherisoa-vololona-victorine,RAHERISOA Vololona Victorine,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/68.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Antananarivo V,http://www.assemblee-nationale.mg/?depute=raholdina-ranaivo-herinantsoina-ranaivo-herinantsoina,RAHOLDINA Ranaivo Herinantsoina,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/69.jpg&w=200&h=auto,Député,,2013
National Assembly,Tsiroanomandidy,http://www.assemblee-nationale.mg/?depute=raholijaona-harson,RAHOLIJAONA Harson,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/70.jpg&w=200&h=auto,Député,,2013
National Assembly,Moramanga,http://www.assemblee-nationale.mg/?depute=rajaobelina-lova-herizo,RAJAOBELINA Lova Herizo,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/71.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Antananarivo III,http://www.assemblee-nationale.mg/?depute=rajaonson-lantoarijaona-maminiriana-tsitohaina,RAJAONSON Lantoarijaona Maminiriana Tsitohaina,M. RAVALOMANANA,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/72.jpg&w=200&h=auto,,,2013
National Assembly,Mandritsara,http://www.assemblee-nationale.mg/?depute=rajaozanany-jean-claude,RAJAOZANANY Jean Claude,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/73.jpg&w=200&h=auto,,,2013
National Assembly,Amparafaravola,http://www.assemblee-nationale.mg/?depute=rakotobe-emiline,RAKOTOBE Emiline,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/74.jpg&w=200&h=auto,Député,,2013
National Assembly,Morombe,http://www.assemblee-nationale.mg/?depute=rakotomalala-lucien,RAKOTOMALALA Lucien,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/75.jpg&w=200&h=auto,Député,,2013
National Assembly,Andapa,http://www.assemblee-nationale.mg/?depute=rakotomamonjy-jean-max,RAKOTOMAMONJY Jean Max,Leader Fanilo,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/76.jpg&w=200&h=auto,Président de l'Assemblée nationale,,2013
National Assembly,Antananarivo II,http://www.assemblee-nationale.mg/?depute=rakotomanga-lantoarivola-sedera,RAKOTOMANGA Lantoarivola Sedera,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/77.jpg&w=200&h=auto,Député,,2013
National Assembly,Arivonimamo,http://www.assemblee-nationale.mg/?depute=rakotomanjato-rodin-edmond-georges,RAKOTOMANJATO Rodin Edmond Georges,M. RAVALOMANANA,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/78.jpg&w=200&h=auto,Député,,2013
National Assembly,Iakora,http://www.assemblee-nationale.mg/?depute=rakotonirina-joe-ernest,RAKOTONIRINA Joe Ernest,Hasin’i Madagasikara,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/79.jpg&w=200&h=auto,Député,,2013
National Assembly,Ambositra,http://www.assemblee-nationale.mg/?depute=rakotosolofondrabe-zakamady-zakamady,RAKOTOSOLOFONDRABE Zakamady,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/80.jpg&w=200&h=auto,Député,,2013
National Assembly,Ikalamavony,http://www.assemblee-nationale.mg/?depute=ralinjanahary-tsitohaina-valimandresy,RALINJANAHARY Tsitohaina Valimandresy,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/81.jpg&w=200&h=auto,Député,,2013
National Assembly,Midongy Atsimo,http://www.assemblee-nationale.mg/?depute=ramahasindy-koko-herisoa,RAMAHASINDRY Koko Herisoa,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/82.jpg&w=200&h=auto,Député,,2013
National Assembly,Tsiroanomandidy,http://www.assemblee-nationale.mg/?depute=ramaherijaona-hajanirina-lanto,RAMAHERIJAONA Hajanirina Lanto,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/83.jpg&w=200&h=auto,,,2013
National Assembly,Fianarantsoa I,http://www.assemblee-nationale.mg/?depute=ramamonjisoa-virapin,RATOVOSON Manoelina Hery,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/84.jpg&w=200&h=auto,Député,,2013
National Assembly,Antsalova,http://www.assemblee-nationale.mg/?depute=ramarolahy-maurice,RAMAROLAHY Maurice,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/85.jpg&w=200&h=auto,Député,,2013
National Assembly,Betafo,http://www.assemblee-nationale.mg/?depute=rambolamanana-jean-guy-honore,RAMBOLAMANANA Jean Guy Honoré,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/86.jpg&w=200&h=auto,Député,,2013
National Assembly,Beloha,http://www.assemblee-nationale.mg/?depute=randria-joseph,RANDRIA Joseph,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/87.jpg&w=200&h=auto,,,2013
National Assembly,Fenoarivo Be,http://www.assemblee-nationale.mg/?depute=ranaivoson-andrianavalona-fanomezanjaka-pierrot,RANAIVOSON ANDRIANAVALONA Fanomezanjaka Pierrot,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/88.jpg&w=200&h=auto,,,2013
National Assembly,Manajary,http://www.assemblee-nationale.mg/?depute=ramparany-ramanana-anthelme,MANANJARA Ruffine Aurelie,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/89.jpg&w=200&h=auto,Député,,2013
National Assembly,Moramanga,http://www.assemblee-nationale.mg/?depute=randriamahefa-henri-charles,RANDRIAMAHEFA Henri Charles,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/90.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Antanifotsy,http://www.assemblee-nationale.mg/?depute=randriamampianina-ramilison,RANDRIAMAMPIANINA Ramilison,M. RAVALOMANANA,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/91.jpg&w=200&h=auto,Député,,2013
National Assembly,Antananarivo IV,http://www.assemblee-nationale.mg/?depute=randriamandimbisoa-felix-marie-louis,RANDRIAMANDIMBISOA Félix Marie Louis,M. RAVALOMANANA,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/92.jpg&w=200&h=auto,Député,,2013
National Assembly,Antananarivo Avaradrano,http://www.assemblee-nationale.mg/?depute=randriambolaina-gerry,RANDRIAMBOLAINA Gerry,M. RAVALOMANANA,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/93.jpg&w=200&h=auto,Député,,2013
National Assembly,Ambatomainty,http://www.assemblee-nationale.mg/?depute=randriamialisoa-willison,RANDRIAMIALISOA Willison,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/94.jpg&w=200&h=auto,Député,,2013
National Assembly,Benenitra,http://www.assemblee-nationale.mg/?depute=randrianandraina-theophile-christian,RANDRIANANDRAINA Théophile Christian,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/95.jpg&w=200&h=auto,Député,,2013
National Assembly,Antsirabe II,http://www.assemblee-nationale.mg/?depute=randrianantenaina-olivier-anthonny-jose,RANDRIANANTENAINA Olivier Anthonny José,M. RAVALOMANANA,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/96.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Antananarivo V,http://www.assemblee-nationale.mg/?depute=randrianarisoa-guy-celin-rivoniaina,RANDRIANARISOA Guy Célin Rivoniaina,M. RAVALOMANANA,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/97.jpg&w=200&h=auto,Questeur chargé de la Bonne Gouvernance et de la Transparence,,2013
National Assembly,Brickaville,http://www.assemblee-nationale.mg/?depute=rakotonimanana-solonirina-andriambelovololona,RAKOTONIMANANA Solonirina Andriambelovololona,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/98.jpg&w=200&h=auto,Député,,2013
National Assembly,Antananarivo II,http://www.assemblee-nationale.mg/?depute=randrianarisoa-nee-ramahatodisolomanana-vaonalaroy-vaonalaroy,RANDRIANARISOA Stanislas,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/99.jpg&w=200&h=auto,Député,,2013
National Assembly,Antanifotsy,http://www.assemblee-nationale.mg/?depute=randrianasolo-dera-louis-charles,RANDRIANASOLO Dera Louis Charles,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/100.jpg&w=200&h=auto,Député,,2013
National Assembly,Betroka,http://www.assemblee-nationale.mg/?depute=randrianasolo-jean-nicolas,RANDRIANASOLO Jean Nicolas,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/101.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Vondrozo,http://www.assemblee-nationale.mg/?depute=randrianasolo-volatiana-pauline,RANDRIANASOLO Volatiana Pauline,MAPAR,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/102.jpg&w=200&h=auto,Président de commission,,2013
National Assembly,Toliary I,http://www.assemblee-nationale.mg/?depute=randrianasoloniaiko-siteny-thierry,RANDRIANASOLONIAIKO Siteny Thierry,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/103.jpg&w=200&h=auto,"Questeur chargé de l’Administration, du Budget et du Personnel",,2013
National Assembly,Vohibato,http://www.assemblee-nationale.mg/?depute=randrianatoavina-jean-martin,RANDRIANATOAVINA Jean Martin,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/104.jpg&w=200&h=auto,Député,,2013
National Assembly,Ambatolampy,http://www.assemblee-nationale.mg/?depute=randrianjanahary-soloniaina-olivier,RANDRIANJANAHARY Soloniaina Olivier,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/105.jpg&w=200&h=auto,,,2013
National Assembly,Ivohibe,http://www.assemblee-nationale.mg/?depute=randrianoelina-razafimahefa-mamimalala-marie-josue-daniel,RANDRIANOELINA RAZAFIMAHEFA Mamimalala Marie Josué Daniel,Indépendant,http://www.assemblee-nationale.mg/wp-content/themes/ct/aero/plugins/timthumb.php?src=http://www.assemblee-nationale.mg/wp-content/plugins/internet/2014/106.jpg&w=200&h=auto,Président de commission,,2013
