id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date
aaron-vincent,Aaron Vincent,,,National Reformation Party,NRP,Grand Cape Mount #1,House of Representatives,53,,
abraham-v-corneh-iii,Abraham V. Corneh III,,,Independent,Independent,Montserrado #14,House of Representatives,53,,
acarous-m-gray,Acarous  M. Gray,,,Congress for Democratic Change,CDC,Montserrado #8,House of Representatives,53,,
adam-bill-corneh-1,Adam Bill Corneh,,,National Patriotic Party,NPP,Bong #6,House of Representatives,53,,
adolph-lawrence-0,Adolph A. Lawrence,,,Independent,Independent,Montserrado # 15,House of Representatives,53,,
alex-c-grant-2,Alex C. Grant,,,Independent,Independent,Grand Gedeh #3,House of Representatives,53,,
alfred-g-juweh,Alfred G. Juweh,,,Liberia Destiny Party,LPD,River Cess #1,House of Representatives,53,,
alfred-koiwood,Alfred Koiwood,,,Congress for Democratic Change,CDC,Gbarpolu #1,House of Representatives,53,,
ballah-g-zayzay-1,Ballah G. Zayzay,,,Unity Party,UP,Margibi #2,House of Representatives,53,,
ben-fofana-1,Ben Fofana,,,Unity Party,UP,Margibi #4,House of Representatives,53,,
bhofal-chambers-1,Bhofal Chambers,,,Congress for Democratic Change,CDC,Maryland #2,House of Representatives,53,,
bill-twehway,Bill Twehway,,,Unity Party,UP,Montserrado #3,House of Representatives,53,,
charles-k-bardyl,Charles K. Bardyl,,,Unity Party,UP,River Gee #3,House of Representatives,53,,
christian-s-chea,Christian S. Chea,,,Unity Party,UP,River Gee #2,House of Representatives,53,,
clarance-massaquoi,Clarance Massaquoi,,,Unity Party,UP,Lofa #3,House of Representatives,53,,
corpu-g-barclay-0,Corpu G. Barclay,,,Unity Party,UP,Bong #7,House of Representatives,53,,
edward-kafia,Edward Kafia,,,National Democratic Coalition,NDC,Bong #5,House of Representatives,53,,
edward-s-forh-0,Edward S. Forh,,,Congress for Democratic Change,CDC,Montserrado # 16,House of Representatives,53,,
edwin-m-snowe,Edwin M. Snowe,,,Independent,Independent,Montserrado #6,House of Representatives,53,,
emerson-v-kamara-1,Emerson V. Kamara,,,Liberia Transformation Party,LTP,Grand Cape Mount #3,House of Representatives,53,,
emmanuel-nuquay-0,Emmanuel Nuquay,,,Unity Party,UP,Margibi #5,House of Representatives,53,,
eugene-f-kparkar-2,Eugene F. Kparkar,,,Liberty Party,LP,Lofa #1,House of Representatives,53,,
fofi-sahr-baimba-1,Fofi Sahr Baimba,,,Unity Party,UP,Lofa #2,House of Representatives,53,,
francis-s-paye,Francis S. Paye,,,Independent,Independent,River Cess #2,House of Representatives,53,,
gabriel-b-smith-3,Gabriel B. Smith,,,Independent,Independent,Grand Bassa #3,House of Representatives,53,,
gabriel-nyankan,Gabriel Nyankan,,,Unity Party,UP,Montserrado #11,House of Representatives,53,,
garison-yealue,Garison Yealue,,,National Union for Democratic Progress,NUDP,Nimba #4,House of Representatives,53,,
george-s-mulbah-0,George S. Mulbah,,,National Patriotic Party,NPP,Bong #3,House of Representatives,53,,
george-w-blamoh,George W. Blamoh,,,Unity Party,UP,Grand Kru #2,House of Representatives,53,,
george-w-blamoh-2,George W. Blamoh,,,Unity Party,UP,Grand Kru #1,House of Representatives,53,,
gertrude-t-lamin-0,Gertrude T. Lamin,,,Unity Party,UP,Gbarpolu #3,House of Representatives,53,,
haja-f-siryon-1,Haja F. Siryon,,,Unity Party,UP,Bomi #3,House of Representatives,53,,
