id,name,image,term,source
1773,Alhaj Baz Mohammad Jawzjani,http://www.wolesi.website/Media/Images/mine/bazmohammad-jozjani-m.JPG,2010,http://wolesi.website/pve/document.aspx?Page=33&Cat=37
1771,"haji abdul jabar , Takhar",http://www.wolesi.website/Media/Images/mine/m-abduljabbar.jpg,2010,http://wolesi.website/pve/document.aspx?Page=34&Cat=37
1770,"maryam kofi , Takhar",http://www.wolesi.website/Media/Images/mine/maryam-kofi-m.jpg,2010,http://wolesi.website/pve/document.aspx?Page=34&Cat=37
1769,"sayed ekramuden masomi , Takhar",http://www.wolesi.website/Media/Images/mine/no-pic-vak.png,2010,http://wolesi.website/pve/document.aspx?Page=34&Cat=37
1768,"Qodratullah zaki , Takhar",http://www.wolesi.website/Media/Images/mine/m-ghodratullah-zaki.jpg,2010,http://wolesi.website/pve/document.aspx?Page=34&Cat=37
1766,"raees abdul baqi malikzada , Takhar",http://www.wolesi.website/Media/Images/mine/raes-abdolbaghi-m.jpg,2010,http://wolesi.website/pve/document.aspx?Page=34&Cat=37
1765,"habiba danish , takhar",http://www.wolesi.website/Media/Images/mine/m-habibah-danesh.jpg,2010,http://wolesi.website/pve/document.aspx?Page=35&Cat=37
1764,Haji Abdulwahid Faqeirrzadh,http://www.wolesi.website/Media/Images/mine/no-pic-vak.png,2010,http://wolesi.website/pve/document.aspx?Page=35&Cat=37
1763,Dr zoheir Sadat,http://www.wolesi.website/Media/Images/mine/m-dr-zahi-soadat.jpg,2010,http://wolesi.website/pve/document.aspx?Page=35&Cat=37
1762,"rahela salim , panjsher",http://www.wolesi.website/Media/Images/mine/rahela-salim-m.jpg,2010,http://wolesi.website/pve/document.aspx?Page=35&Cat=37
1761,"nadir khan katwazi , paktika",http://www.wolesi.website/Media/Images/mine/no-pic-vak.png,2010,http://wolesi.website/pve/document.aspx?Page=35&Cat=37
1760,"najia babakar kheel , pakteka",http://www.wolesi.website/Media/Images/mine/najya-babakarkhel-m.jpg,2010,http://wolesi.website/pve/document.aspx?Page=36&Cat=37
1759,"mahmood khan solaimankhel , paktika",http://www.wolesi.website/Media/Images/mine/no-pic-vak.png,2010,http://wolesi.website/pve/document.aspx?Page=36&Cat=37
1757,Mohammad Navab Mangal,http://www.wolesi.website/Media/Images/mine/navab-mankal-m.jpg,2010,http://wolesi.website/pve/document.aspx?Page=36&Cat=37
1756,Mohammad Ibrahim ghakhtalai,http://www.wolesi.website/Media/Images/mine/no-pic-vak.png,2010,http://wolesi.website/pve/document.aspx?Page=36&Cat=37
1755,Dr Mojib- Rahman,http://www.wolesi.website/Media/Images/mine/no-pic-vak.png,2010,http://wolesi.website/pve/document.aspx?Page=36&Cat=37
1746,"ghul padshah majidi , paktia",http://www.wolesi.website/Media/Images/mine/m-kolbadshah-majidi.jpg,2010,http://wolesi.website/pve/document.aspx?Page=37&Cat=37
1744,Mirrahaman- Rahamani,http://www.wolesi.website/Media/Images/mine/m-mirrahman-rahmani.jpg,2010,http://wolesi.website/pve/document.aspx?Page=37&Cat=37
1743,"haji mohammad almas zahid , parwan",http://www.wolesi.website/Media/Images/mine/no-pic-vak.png,2010,http://wolesi.website/pve/document.aspx?Page=37&Cat=37
1742,"abdul satar khawasi , parwan",http://www.wolesi.website/Media/Images/mine/m-abdosatar-khavasi.jpg,2010,http://wolesi.website/pve/document.aspx?Page=37&Cat=37
1741,Samea Azizi Sadaat,http://www.wolesi.website/Media/Images/mine/samea-aziz-sadat-m.jpg,2010,http://wolesi.website/pve/document.aspx?Page=37&Cat=37
1740,Zakia- Sungen,http://www.wolesi.website/Media/Images/mine/m-zakya-sankin.jpg,2010,http://wolesi.website/pve/document.aspx?Page=38&Cat=37
1739,"Lhowaja sediq ahmad osmani , parwan",http://www.wolesi.website/Media/Images/mine/m-khaja-sedigh-ahmad-osmani.jpg,2010,http://wolesi.website/pve/document.aspx?Page=38&Cat=37
1738,"Abas Ebrahimzada , balkh",http://www.wolesi.website/Media/Images/mine/abas-ebrahim-zadeh-m.jpg,2010,http://wolesi.website/pve/document.aspx?Page=38&Cat=37
1737,Mohammad Farhad Azimi -balkh,http://www.wolesi.website/Media/Images/mine/Copy%20of%20m-farhad-azimi.jpg,2010,http://wolesi.website/pve/document.aspx?Page=38&Cat=37
1736,Mohammad abduh,http://www.wolesi.website/Media/Images/mine/m-mohammad-abdo.jpg,2010,http://wolesi.website/pve/document.aspx?Page=38&Cat=37
1735,"Mohmmad eshaq rahghozar , balkh",http://www.wolesi.website/Media/Images/mine/no-pic-vak.png,2010,http://wolesi.website/pve/document.aspx?Page=39&Cat=37
1734,Ghulalai Noor safi,http://www.wolesi.website/Media/Images/mine/b-kalali-nor-safi-m.JPG,2010,http://wolesi.website/pve/document.aspx?Page=39&Cat=37
1733,"alam khan azadi , balkh",http://www.wolesi.website/Media/Images/mine/b-alam-khan-azadi.jpg,2010,http://wolesi.website/pve/document.aspx?Page=39&Cat=37
1732,"mawlavi abdulrahman rahmani , balkh",http://www.wolesi.website/Media/Images/mine/molavi-abdulrahman.jpg,2010,http://wolesi.website/pve/document.aspx?Page=39&Cat=37
1731,"saifora niazi , balkh",http://www.wolesi.website/Media/Images/mine/m-sefora-nyazi.jpg,2010,http://wolesi.website/pve/document.aspx?Page=39&Cat=37
1730,"breshna rabei , balkh",http://www.wolesi.website/Media/Images/mine/m-breshna-rabi.JPG,2010,http://wolesi.website/pve/document.aspx?Page=40&Cat=37
1729,"assadullah sharifi , balkh",http://www.wolesi.website/Media/Images/mine/m-asadullah-sharifi-jpg.jpg,2010,http://wolesi.website/pve/document.aspx?Page=40&Cat=37
1727,"najia aymaq , baghlan",http://www.wolesi.website/Media/Images/mine/m-najya-aymagh.jpg,2010,http://wolesi.website/pve/document.aspx?Page=40&Cat=37
1726,Mahiudden- Mahdi,http://www.wolesi.website/Media/Images/mine/no-pic-vak.png,2010,http://wolesi.website/pve/document.aspx?Page=40&Cat=37
1725,"Mohammad azim mohsini , baghlan",http://www.wolesi.website/Media/Images/mine/no-pic-vak.png,2010,http://wolesi.website/pve/document.aspx?Page=40&Cat=37
1722,"obaidullah ramin , baghlan",http://www.wolesi.website/Media/Images/mine/m-obidullah-ramin.jpg,2010,http://wolesi.website/pve/document.aspx?Page=41&Cat=37
1721,"ashiqullah , baghlan",http://www.wolesi.website/Media/Images/mine/no-pic-vak.png,2010,http://wolesi.website/pve/document.aspx?Page=41&Cat=37
1719,"sayed mansoor nadery , baghlan",http://www.wolesi.website/Media/Images/mine/m-syed-mansor-nader.jpg,2010,http://wolesi.website/pve/document.aspx?Page=41&Cat=37
1718,"Delawar aymaq , baghlan",http://www.wolesi.website/Media/Images/mine/no-pic-vak.png,2010,http://wolesi.website/pve/document.aspx?Page=41&Cat=37
1712,DR.Nelofar Ebrahimi,http://www.wolesi.website/Media/Images/mine/nelofar-ebrahimi.JPG,2010,http://wolesi.website/pve/document.aspx?Page=41&Cat=37
1711,"mohammad zakarya saoda,badakhshan",http://www.wolesi.website/Media/Images/mine/mohammad-zakarya-soda-m.JPG,2010,http://wolesi.website/pve/document.aspx?Page=42&Cat=37
1710,Fawzia Koofi,http://www.wolesi.website/Media/Images/mine/fozyah_kofi_badashkhan-m.JPG,2010,http://wolesi.website/pve/document.aspx?Page=42&Cat=37
1709,"fazil azim zalmay mojadidi,badakhshan",http://www.wolesi.website/Media/Images/mine/zolmay_fazl_azim_mojaddadi_badakhshan(m).jpg,2010,http://wolesi.website/pve/document.aspx?Page=42&Cat=37
1708,"abdul lateef pedram,badakhshan",http://www.wolesi.website/Media/Images/mine/m-abdollatif-pedram.jpg,2010,http://wolesi.website/pve/document.aspx?Page=42&Cat=37
1707,"Abdul Raoof Anamy , Badakhshan",http://www.wolesi.website/Media/Images/mine/Abdul%20Rauf%20Enami-Monshi.jpeg,2010,http://wolesi.website/pve/document.aspx?Page=42&Cat=37
1706,safiullah moslim badakhshan,http://www.wolesi.website/Media/Images/mine/m-safiullah-moslem.jpg,2010,http://wolesi.website/pve/document.aspx?Page=43&Cat=37
1705,"shah abdul ahad afzali , badakhshan",http://www.wolesi.website/Media/Images/mine/no-pic-vak.png,2010,http://wolesi.website/pve/document.aspx?Page=43&Cat=37
1702,"amanullah payman , badakhshan",http://www.wolesi.website/Media/Images/mine/Copy%20of%20amanollah-peyman.jpg,2010,http://wolesi.website/pve/document.aspx?Page=43&Cat=37
1701,"mohammad akbari , bamyan",http://www.wolesi.website/Media/Images/mine/m-mohammad-akbari.jpg,2010,http://wolesi.website/pve/document.aspx?Page=43&Cat=37
1700,abdul rahman shaydani bamyan,http://www.wolesi.website/Media/Images/mine/m-abdolrahman-shahidani.jpg,2010,http://wolesi.website/pve/document.aspx?Page=43&Cat=37
1699,safora elkhni bamyan,http://www.wolesi.website/Media/Images/mine/m-safora-elkhani.jpg,2010,http://wolesi.website/pve/document.aspx?Page=44&Cat=37
1698,Sayed Jamaludin Fakori Behishti - bamyan,http://www.wolesi.website/Media/Images/mine/m-fakor-beheshti.jpg,2010,http://wolesi.website/pve/document.aspx?Page=44&Cat=37
1697,qazi abdul rahim badgis,http://www.wolesi.website/Media/Images/mine/m-abdorrahim.jpg,2010,http://wolesi.website/pve/document.aspx?Page=44&Cat=37
1696,Haji Gholam Sarwar Faiez,http://www.wolesi.website/Media/Images/mine/m-gholam-sarvar-fayez.JPG,2010,http://wolesi.website/pve/document.aspx?Page=44&Cat=37
1695,safia aymaq badgis,http://www.wolesi.website/Media/Images/mine/%d8%b5%d9%81%db%8c%d9%87%20%d8%a7%db%8c%d9%85%d8%a7%d9%82.JPG,2010,http://wolesi.website/pve/document.aspx?Page=44&Cat=37
1694,sayyed mohmmad mosa jenab saheb badgis,http://www.wolesi.website/Media/Images/mine/syedmosa-jenab.JPG,2010,http://wolesi.website/pve/document.aspx?Page=45&Cat=37
1693,obidullah barekzai orozghan,"http://www.wolesi.website/Media/Images/mine/m,%d8%b9%d8%a8%db%8c%d8%af%d8%a7%d9%84%d9%84%d9%87%20%d8%a8%d8%a7%d8%b1%da%a9%d8%b2%db%8c.JPG",2010,http://wolesi.website/pve/document.aspx?Page=45&Cat=37
1692,raihana azad orozghan,http://www.wolesi.website/Media/Images/mine/m-reyhaneh-azad.jpg,2010,http://wolesi.website/pve/document.aspx?Page=45&Cat=37
