id,name,identifier__historichansard,area,group,group_id,start_date,start_reason,end_date,end_reason,term
14025,Johann Lamont,,Glasgow Pollok,Labour,labour,2011-05-06,regional_election,,,4
14026,John Lamont,,Roxburgh and Berwickshire,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
14026,John Lamont,,"Ettrick, Roxburgh and Berwickshire",Conservative,conservative,2011-05-06,regional_election,,,4
14027,Carolyn Leckie,,Central Scotland,SSP,ssp,2003-05-01,regional_election,2007-04-02,regional_election,2
14028,Marilyn Livingstone,,Kirkcaldy,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14028,Marilyn Livingstone,,Kirkcaldy,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14028,Marilyn Livingstone,,Kirkcaldy,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14029,Richard Lochhead,,North East Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14029,Richard Lochhead,,North East Scotland,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2006-04-07,resigned,2
14029,Richard Lochhead,,Moray,Scottish National Party,scottish-national-party,2006-04-27,by_election,2007-04-02,regional_election,2
14029,Richard Lochhead,,Moray,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14029,Richard Lochhead,,Moray,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14030,George Lyon,,Argyll and Bute,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
14030,George Lyon,,Argyll and Bute,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
14031,Kenny MacAskill,,Lothians,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14031,Kenny MacAskill,,Lothians,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14031,Kenny MacAskill,,Edinburgh East and Musselburgh,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14031,Kenny MacAskill,,Edinburgh Eastern,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14032,Margo MacDonald,,Lothians,Independent,independent,1999-05-06,regional_election,2003-01-27,changed_party,1
14032,Margo MacDonald,,Lothians,Independent,independent,2003-01-28,changed_party,2003-03-31,regional_election,1
14032,Margo MacDonald,,Lothians,Independent,independent,2003-05-01,regional_election,2007-04-02,regional_election,2
14032,Margo MacDonald,,Lothians,Independent,independent,2007-05-03,regional_election,2011-03-23,regional_election,3
14032,Margo MacDonald,,Lothian,Independent,independent,2011-05-06,regional_election,2014-04-04,died,4
14033,Angus MacKay,,Edinburgh South,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14034,Lewis Macdonald,,Aberdeen Central,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14034,Lewis Macdonald,,Aberdeen Central,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14034,Lewis Macdonald,,Aberdeen Central,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14034,Lewis Macdonald,,North East Scotland,Labour,labour,2011-05-06,regional_election,,,4
14035,Kenneth Macintosh,,Eastwood,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14035,Kenneth Macintosh,,Eastwood,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14035,Kenneth Macintosh,,Eastwood,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14037,Kate Maclean,,Dundee West,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14037,Kate Maclean,,Dundee West,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14038,Maureen Macmillan,,Highlands and Islands,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14038,Maureen Macmillan,,Highlands and Islands,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14039,Paul Martin,,Glasgow Springburn,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14039,Paul Martin,,Glasgow Springburn,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14039,Paul Martin,,Glasgow Springburn,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14039,Paul Martin,,Glasgow Provan,Labour,labour,2011-05-06,regional_election,,,4
14040,Campbell Martin,,West of Scotland,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2004-07-10,changed_party,2
14040,Campbell Martin,,West of Scotland,Independent,independent,2004-07-11,changed_party,2007-04-02,regional_election,2
14041,Tricia Marwick,,Mid Scotland and Fife,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14041,Tricia Marwick,,Mid Scotland and Fife,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14041,Tricia Marwick,,Central Fife,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14041,Tricia Marwick,,Mid Fife and Glenrothes,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14042,Jim Mather,,Highlands and Islands,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14042,Jim Mather,,Argyll and Bute,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14043,Michael Matheson,,Central Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14043,Michael Matheson,,Central Scotland,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14043,Michael Matheson,,Falkirk West,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14043,Michael Matheson,,Falkirk West,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14044,Stewart Maxwell,,West of Scotland,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14044,Stewart Maxwell,,West of Scotland,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14044,Stewart Maxwell,,West Scotland,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14045,Christine May,,Central Fife,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14046,Liam McArthur,,Orkney Islands,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
14046,Liam McArthur,,Orkney Islands,Liberal Democrat,liberal-democrat,2011-05-06,regional_election,,,4
14047,Frank McAveety,,Glasgow Shettleston,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14047,Frank McAveety,,Glasgow Shettleston,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14047,Frank McAveety,,Glasgow Shettleston,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14048,Tom McCabe,,Hamilton South,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14048,Tom McCabe,,Hamilton South,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14048,Tom McCabe,,Hamilton South,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14049,Jack McConnell,,Motherwell and Wishaw,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14049,Jack McConnell,,Motherwell and Wishaw,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14049,Jack McConnell,,Motherwell and Wishaw,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14050,Bruce McFee,,West of Scotland,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14051,Jamie McGrigor,,Highlands and Islands,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
14051,Jamie McGrigor,,Highlands and Islands,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
14051,Jamie McGrigor,,Highlands and Islands,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
14051,Jamie McGrigor,,Highlands and Islands,Conservative,conservative,2011-05-06,regional_election,,,4
14052,Irene McGugan,,North East Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14053,Alison McInnes,,North East Scotland,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
14053,Alison McInnes,,North East Scotland,Liberal Democrat,liberal-democrat,2011-05-06,regional_election,,,4
14054,Lyndsay McIntosh,,Central Scotland,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
14055,Ian McKee,,Lothians,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14056,Christina McKelvie,,Central Scotland,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14056,Christina McKelvie,,"Hamilton, Larkhall and Stonehouse",Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14057,Fiona McLeod,,West of Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14057,Fiona McLeod,,Strathkelvin and Bearsden,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14058,David McLetchie,,Lothians,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
14058,David McLetchie,,Edinburgh Pentlands,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
14058,David McLetchie,,Edinburgh Pentlands,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
14058,David McLetchie,,Lothian,Conservative,conservative,2011-05-06,regional_election,2013-08-12,died,4
14059,Michael McMahon,,Hamilton North and Bellshill,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14059,Michael McMahon,,Hamilton North and Bellshill,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14059,Michael McMahon,,Hamilton North and Bellshill,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14059,Michael McMahon,,Uddingston and Bellshill,Labour,labour,2011-05-06,regional_election,,,4
14060,Stuart McMillan,,West of Scotland,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14060,Stuart McMillan,,West Scotland,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14061,Duncan McNeil,,Greenock and Inverclyde,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14061,Duncan McNeil,,Greenock and Inverclyde,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14061,Duncan McNeil,,Greenock and Inverclyde,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14061,Duncan McNeil,,Greenock and Inverclyde,Labour,labour,2011-05-06,regional_election,,,4
14062,Pauline McNeill,,Glasgow Kelvin,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14062,Pauline McNeill,,Glasgow Kelvin,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14062,Pauline McNeill,,Glasgow Kelvin,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14063,Des McNulty,,Clydebank and Milngavie,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14063,Des McNulty,,Clydebank and Milngavie,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14063,Des McNulty,,Clydebank and Milngavie,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14064,Nanette Milne,,North East Scotland,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
14064,Nanette Milne,,North East Scotland,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
14064,Nanette Milne,,North East Scotland,Conservative,conservative,2011-05-06,regional_election,,,4
14065,Margaret Mitchell,,Central Scotland,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
14065,Margaret Mitchell,,Central Scotland,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
14065,Margaret Mitchell,,Central Scotland,Conservative,conservative,2011-05-06,regional_election,,,4
14066,Brian Monteith,,Mid Scotland and Fife,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
14066,Brian Monteith,,Mid Scotland and Fife,Conservative,conservative,2003-05-01,regional_election,2005-11-08,changed_party,2
14066,Brian Monteith,,Mid Scotland and Fife,Independent,independent,2005-11-09,changed_party,2007-04-02,regional_election,2
14067,Alasdair Morrison,,Western Isles,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14067,Alasdair Morrison,,Western Isles,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14068,Bristow Muldoon,,Livingston,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14068,Bristow Muldoon,,Livingston,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14069,Mary Mulligan,,Linlithgow,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14069,Mary Mulligan,,Linlithgow,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14069,Mary Mulligan,,Linlithgow,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14070,Elaine Murray,,Dumfries,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14070,Elaine Murray,,Dumfries,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14070,Elaine Murray,,Dumfries,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14070,Elaine Murray,,Dumfriesshire,Labour,labour,2011-05-06,regional_election,,,4
14071,Alex Neil,,Central Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14071,Alex Neil,,Central Scotland,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14071,Alex Neil,,Central Scotland,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14071,Alex Neil,,Airdrie and Shotts,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14072,Hugh O'Donnell,,Central Scotland,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
14073,Irene Oldfather,,Cunninghame South,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14073,Irene Oldfather,,Cunninghame South,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14073,Irene Oldfather,,Cunninghame South,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14074,John Park,,Mid Scotland and Fife,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14074,John Park,,Mid Scotland and Fife,Labour,labour,2011-05-06,regional_election,2012-12-07,resigned,4
14075,Gil Paterson,,Central Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14075,Gil Paterson,,West of Scotland,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14075,Gil Paterson,,Clydebank and Milngavie,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14076,Peter Peacock,,Highlands and Islands,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14076,Peter Peacock,,Highlands and Islands,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14076,Peter Peacock,,Highlands and Islands,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14077,Cathy Peattie,,Falkirk East,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14077,Cathy Peattie,,Falkirk East,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14077,Cathy Peattie,,Falkirk East,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14078,Dave Petrie,,Highlands and Islands,Conservative,conservative,2006-04-19,replaced_in_region,2007-04-02,regional_election,2
14079,Mike Pringle,,Edinburgh South,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
14079,Mike Pringle,,Edinburgh South,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
14080,Jeremy Purvis,,"Tweeddale, Ettrick and Lauderdale",Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
14080,Jeremy Purvis,,"Tweeddale, Ettrick and Lauderdale",Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
14081,Lloyd Quinan,,West of Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14082,Nora Radcliffe,,Gordon,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
14082,Nora Radcliffe,,Gordon,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
14083,Keith Raffan,,Mid Scotland and Fife,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
14083,Keith Raffan,,Mid Scotland and Fife,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2005-01-07,resigned,2
14084,George Reid,,Mid Scotland and Fife,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14084,George Reid,,Ochil,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2003-05-06,became_presiding_officer,2
14084,George Reid,,Ochil,None,none,2003-05-07,became_presiding_officer,2007-05-14,regional_election,term/2
14085,Shona Robison,,North East Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14085,Shona Robison,,Dundee East,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14085,Shona Robison,,Dundee East,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14085,Shona Robison,,Dundee City East,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14086,Euan Robson,,Roxburgh and Berwickshire,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
14086,Euan Robson,,Roxburgh and Berwickshire,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
14087,Mike Rumbles,,West Aberdeenshire and Kincardine,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
14087,Mike Rumbles,,West Aberdeenshire and Kincardine,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
14087,Mike Rumbles,,West Aberdeenshire and Kincardine,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
14088,Mark Ruskell,,Mid Scotland and Fife,Green,green,2003-05-01,regional_election,2007-04-02,regional_election,2
14089,Michael Russell,,South of Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14089,Michael Russell,,South of Scotland,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14089,Michael Russell,,Argyll and Bute,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14090,Mary Scanlon,,Highlands and Islands,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
14090,Mary Scanlon,,Highlands and Islands,Conservative,conservative,2003-05-01,regional_election,2006-04-07,resigned,2
14090,Mary Scanlon,,Highlands and Islands,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
14090,Mary Scanlon,,Highlands and Islands,Conservative,conservative,2011-05-06,regional_election,,,4
14091,John Scott,,Ayr,Conservative,conservative,2000-03-16,by_election,2003-03-31,regional_election,1
14091,John Scott,,Ayr,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
14091,John Scott,,Ayr,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
14091,John Scott,,Ayr,Conservative,conservative,2011-05-06,regional_election,,,4
14092,Tavish Scott,,Shetland Islands,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
14092,Tavish Scott,,Shetland Islands,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
14092,Tavish Scott,,Shetland Islands,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
14092,Tavish Scott,,Shetland Islands,Liberal Democrat,liberal-democrat,2011-05-06,regional_election,,,4
14093,Eleanor Scott,,Highlands and Islands,Green,green,2003-05-01,regional_election,2007-04-02,regional_election,2
14094,Tommy Sheridan,,Glasgow,SSP,ssp,1999-05-06,regional_election,2003-03-31,regional_election,1
14094,Tommy Sheridan,,Glasgow,SSP,ssp,2003-05-01,regional_election,2006-09-02,changed_party,2
14094,Tommy Sheridan,,Glasgow,SG,sg,2006-09-03,changed_party,2007-04-02,regional_election,2
14095,Richard Simpson,,Ochil,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14095,Richard Simpson,,Mid Scotland and Fife,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14095,Richard Simpson,,Mid Scotland and Fife,Labour,labour,2011-05-06,regional_election,,,4
14096,Elizabeth Smith,,Mid Scotland and Fife,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
14096,Elizabeth Smith,,Mid Scotland and Fife,Conservative,conservative,2011-05-06,regional_election,,,4
14097,Margaret Smith,,Edinburgh West,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
14097,Margaret Smith,,Edinburgh West,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
14097,Margaret Smith,,Edinburgh West,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
14098,Iain Smith,,North East Fife,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
14098,Iain Smith,,North East Fife,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
14098,Iain Smith,,North East Fife,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
14099,Elaine Smith,,Coatbridge and Chryston,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14099,Elaine Smith,,Coatbridge and Chryston,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14099,Elaine Smith,,Coatbridge and Chryston,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14099,Elaine Smith,,Coatbridge and Chryston,Labour,labour,2011-05-06,regional_election,,,4
14100,Shirley-Anne Somerville,,Lothians,Scottish National Party,scottish-national-party,2007-08-31,replaced_in_region,2011-03-23,regional_election,3
14101,Nicol Stephen,,Aberdeen South,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
14101,Nicol Stephen,,Aberdeen South,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
14101,Nicol Stephen,,Aberdeen South,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
14102,Stewart Stevenson,,Banff and Buchan,Scottish National Party,scottish-national-party,2001-06-07,by_election,2003-03-31,regional_election,1
14102,Stewart Stevenson,,Banff and Buchan,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14102,Stewart Stevenson,,Banff and Buchan,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14102,Stewart Stevenson,,Banffshire and Buchan Coast,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14103,David Stewart,,Highlands and Islands,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14103,David Stewart,,Highlands and Islands,Labour,labour,2011-05-06,regional_election,,,4
14104,Jamie Stone,,"Caithness, Sutherland and Easter Ross",Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
14104,Jamie Stone,,"Caithness, Sutherland and Easter Ross",Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
14104,Jamie Stone,,"Caithness, Sutherland and Easter Ross",Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
14105,Nicola Sturgeon,,Glasgow,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14105,Nicola Sturgeon,,Glasgow,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14105,Nicola Sturgeon,,Glasgow Govan,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14105,Nicola Sturgeon,,Glasgow Southside,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14106,John Swinburne,,Central Scotland,SSCUP,sscup,2003-05-01,regional_election,2007-04-02,regional_election,2
14107,Dave Thompson,,Highlands and Islands,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14107,Dave Thompson,,"Skye, Lochaber and Badenoch",Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14108,Elaine Thomson,,Aberdeen North,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14109,Jim Tolson,,Dunfermline West,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
14110,Murray Tosh,,South of Scotland,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
14110,Murray Tosh,,West of Scotland,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
14111,Jean Turner,,Strathkelvin and Bearsden,Independent,independent,2003-05-01,regional_election,2007-04-02,regional_election,2
14112,Stefan Tymkewycz,,Lothians,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2007-08-30,resigned,3
14113,Kay Ullrich,,West of Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14114,Mike Watson,,Glasgow Cathcart,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14114,Mike Watson,,Glasgow Cathcart,Labour,labour,2003-05-01,regional_election,2004-11-15,changed_party,2
14114,Mike Watson,,Glasgow Cathcart,Independent,independent,2004-11-16,changed_party,2005-09-05,resigned,2
14115,Maureen Watt,,North East Scotland,Scottish National Party,scottish-national-party,2006-04-19,replaced_in_region,2007-04-02,regional_election,2
14115,Maureen Watt,,North East Scotland,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14115,Maureen Watt,,Aberdeen South and North Kincardine,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14116,Ian Welsh,,Ayr,Labour,labour,1999-05-06,regional_election,1999-12-21,resigned,1
14117,Sandra White,,Glasgow,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14117,Sandra White,,Glasgow,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14117,Sandra White,,Glasgow,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14117,Sandra White,,Glasgow Kelvin,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14118,Karen Whitefield,,Airdrie and Shotts,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14118,Karen Whitefield,,Airdrie and Shotts,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14118,Karen Whitefield,,Airdrie and Shotts,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14119,David Whitton,,Strathkelvin and Bearsden,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14120,John Wilson,,Central Scotland,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14120,John Wilson,,Central Scotland,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14121,Allan Wilson,,Cunninghame North,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14121,Allan Wilson,,Cunninghame North,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14122,Andrew Wilson,,Central Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
