id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date
mp_AbdylYmeri,Abdyl Ymeri,,,Grupi i PDK-së,parliamentary_group_25,,Kuvendit,chamber_2007-12-13,,
mp_AdemGrabovci,Adem Grabovci,,,Grupi i PDK-së,parliamentary_group_25,,Kuvendit,chamber_2007-12-13,,
mp_AdemHajdaraj,Adem Hajdaraj,,,Grupi i LDK-së,parliamentary_group_26,,Kuvendit,chamber_2007-12-13,,
mp_AdemSalihaj,Adem Salihaj,,,Grupi i LDK-së,parliamentary_group_26,,Kuvendit,chamber_2007-12-13,,
mp_AhmetIsufi,Ahmet Isufi,,,Grupi i AAK-së,parliamentary_group_29,,Kuvendit,chamber_2007-12-13,,
mp_AliLajçi,Ali Lajçi,,,Grupi i LDK-së,parliamentary_group_26,,Kuvendit,chamber_2007-12-13,,
mp_AlushAGashi,Alush A. Gashi,,,Grupi i LDK-së,parliamentary_group_26,,Kuvendit,chamber_2007-12-13,,
mp_AnitaMorinaSaraçi,Anita Morina-Saraçi,,,Grupi i LDK-së,parliamentary_group_26,,Kuvendit,chamber_2007-12-13,,
mp_ArdianGjini,Ardian Gjini,,,Grupi i AAK-së,parliamentary_group_29,,Kuvendit,chamber_2007-12-13,,
mp_ArmendZemaj,Armend Zemaj,,,Grupi i LDK-së,parliamentary_group_26,,Kuvendit,chamber_2007-12-13,,
mp_ArsimBajrami,Arsim Bajrami,,,Grupi i PDK-së,parliamentary_group_25,,Kuvendit,chamber_2007-12-13,,
mp_ArsimRexhepi,Arsim Rexhepi,,,Grupi i LDK-së,parliamentary_group_26,,Kuvendit,chamber_2007-12-13,,
mp_BahriHyseni,Bahri Hyseni,,,Grupi i PDK-së,parliamentary_group_25,,Kuvendit,chamber_2007-12-13,,
mp_BajramKosumi,Bajram Kosumi,,,Grupi i AAK-së,parliamentary_group_29,,Kuvendit,chamber_2007-12-13,,
mp_BasriMusmurati,Basri Musmurati,,,Grupi i PDK-së,parliamentary_group_25,,Kuvendit,chamber_2007-12-13,,
mp_BehgjetPacolli,Behgjet Pacolli,,,Grupi i AKR-së,parliamentary_group_27,,Kuvendit,chamber_2007-12-13,,
mp_BeratLuzha,Berat Luzha,,,Grupi i PDK-së,parliamentary_group_25,,Kuvendit,chamber_2007-12-13,,
mp_BerimRamosaj,Berim Ramosaj,,,Grupi i LDK-së,parliamentary_group_26,,Kuvendit,chamber_2007-12-13,,
mp_BesaGaxherri,Besa Gaxherri,,,Grupi i LDD-së,parliamentary_group_28,,Kuvendit,chamber_2007-12-13,,
mp_BranislavGrbiæ,Branislav Grbiæ,,,Grupi për Integrim,parliamentary_group_38,,Kuvendit,chamber_2007-12-13,,
mp_BujarBukoshi,Bujar Bukoshi,,,Grupi i LDK-së,parliamentary_group_26,,Kuvendit,chamber_2007-12-13,,
mp_BujarDugolli,Bujar Dugolli,,,Pa Grup,parliamentary_group_31,,Kuvendit,chamber_2007-12-13,,
mp_DanushAdemi,Danush Ademi,,,Grupi për Integrim,parliamentary_group_38,,Kuvendit,chamber_2007-12-13,,
mp_DonikaKadaj,Donika Kadaj,,,Grupi i AAK-së,parliamentary_group_29,,Kuvendit,chamber_2007-12-13,,
mp_DraganDimić,Dragan Dimić,,,Grupi i SLS-së,parliamentary_group_32,,Kuvendit,chamber_2007-12-13,,
mp_DragiAMirić,Dragia Mirić,,,Grupi për Integrim,parliamentary_group_38,,Kuvendit,chamber_2007-12-13,,
mp_DritaKadriu,Drita Kadriu,,,Grupi i PDK-së,parliamentary_group_25,,Kuvendit,chamber_2007-12-13,,
mp_DritaMaliqi,Drita Maliqi,,,Grupi i LDD-së,parliamentary_group_28,,Kuvendit,chamber_2007-12-13,,
mp_DritonTali,Driton Tali,,,Pa Grup,parliamentary_group_31,,Kuvendit,chamber_2007-12-13,,
mp_DEzairMurati,Dezair Murati,,,Grupi 7+,parliamentary_group_30,,Kuvendit,chamber_2007-12-13,,
mp_EditaTahiri,Edita Tahiri,,,Grupi i PDK-së,parliamentary_group_25,,Kuvendit,chamber_2007-12-13,,
mp_ElhameHetemi,Elhame Hetemi,,,Grupi i PDK-së,parliamentary_group_25,,Kuvendit,chamber_2007-12-13,,
mp_EmrushXhemajli,Emrush Xhemajli,,,Pa Grup,parliamentary_group_31,,Kuvendit,chamber_2007-12-13,,
