id,name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
14013,Adam Ingram,,,,Scottish National Party,scottish-national-party,area/south_of_scotland,South of Scotland,Scottish Parliament,2,,,,
10441,Alasdair Morgan,,,,Scottish National Party,scottish-national-party,area/south_of_scotland,South of Scotland,Scottish Parliament,2,,,,
14067,Alasdair Morrison,,,,Labour,labour,area/western_isles,Western Isles,Scottish Parliament,2,,,,
13985,Alex Fergusson,,,,Conservative,conservative,area/galloway_and_upper_nithsdale,Galloway and Upper Nithsdale,Scottish Parliament,2,,,,
14020,Alex Johnstone,,,,Conservative,conservative,area/north_east_scotland,North East Scotland,Scottish Parliament,2,,,,
14071,Alex Neil,,,,Scottish National Party,scottish-national-party,area/central_scotland,Central Scotland,Scottish Parliament,2,,,,
14121,Allan Wilson,,,,Labour,labour,area/cunninghame_north,Cunninghame North,Scottish Parliament,2,,,,
13948,Andrew Arbuckle,,,,Liberal Democrat,liberal-democrat,area/mid_scotland_and_fife,Mid Scotland and Fife,Scottish Parliament,2,2005-01-10,,,
10628,Andrew Welsh,,,,Scottish National Party,scottish-national-party,area/angus,Angus,Scottish Parliament,2,,,,
14023,Andy Kerr,,,,Labour,labour,area/east_kilbride,East Kilbride,Scottish Parliament,2,,,,
13998,Annabel Goldie,,,,Conservative,conservative,area/west_of_scotland,West of Scotland,Scottish Parliament,2,,,,
13945,Bill Aitken,,,,Conservative,conservative,area/glasgow,Glasgow,Scottish Parliament,2,,,,
13963,Bill Butler,,,,Labour,labour,area/glasgow_anniesland,Glasgow Anniesland,Scottish Parliament,2,,,,
13943,Brian Adam,,,,Scottish National Party,scottish-national-party,area/aberdeen_north,Aberdeen North,Scottish Parliament,2,,,,
14066,Brian Monteith,,,,Conservative,conservative,area/mid_scotland_and_fife,Mid Scotland and Fife,Scottish Parliament,2,,2005-11-08,,
