id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image
abdulnaser_bashir_bennafi'a,Abdulnaser Bashir  BenNafi'a,,,unknown,unknown,Tripoli: Ain Zara,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/488-ainzara.jpg
abdulqader_bashir_hibah,Abdulqader Bashir  Hibah,,,unknown,unknown,Ghadamis,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/546-ghadames.jpg
abdulqader_hasen_sulieman,Abdulqader Hasen  Sulieman,,,unknown,unknown,Awbari,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/136-awbari.jpg
abdulrahman_alhshibani_alsweihli,Abdulrahman Alhshibani Alsweihli,,,unknown,unknown,Mesratha,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/abdulrahman-alsweihli.jpg
abdulraouf_ibrahim_almana'ai,Abdulraouf Ibrahim Almana'ai,,,unknown,unknown,Tripoli: Abu Salim,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/801-abu-salim.jpg
abdulsalam_abdullah_nasiyah,Abdulsalam Abdullah Nasiyah,,,unknown,unknown,Zintan,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1094-zintan.jpg
abdulsalam_muhammed_ali,Abdulsalam Muhammed Ali,,,unknown,unknown,Awbari,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/743-awbari.jpg
abdulwahhab_omar_zoliyah,Abdulwahhab Omar  Zoliyah,,,unknown,unknown,Alasab'aa,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1568-asabiaa.jpg
abdulwahid_emar_'aashour_alqadi,Abdulwahid Emar 'Aashour Alqadi,,,unknown,unknown,Janzur,House of Representatives,1,,2014-08-04,https://www.temehu.com/pictures1/hor11/1298-janzur.jpg
abosalah_abdulsalam_shalbi,Abosalah Abdulsalam  Shalbi,,,unknown,unknown,Wadi Ashathi,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/374-wadi-shathi.jpg
aboualkhayer_alsha'ab_belkhayer,Aboualkhayer Alsha'ab Belkhayer,,,unknown,unknown,Tripoli: Tajoura,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/792-tajoura.jpg
aboubaker_omar_muhammed,Aboubaker  Omar Muhammed,,,unknown,unknown,Sirte,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/348-sirte.jpg
aboubaker_ahmed_saleh,Aboubaker Ahmed Saleh,,,unknown,unknown,Tarhunah,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/503-tarhouna.jpg
aboubaker_ibrahim_milad,Aboubaker Ibrahim Milad,,,unknown,unknown,Khoms Coast,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1378-khoms-coast.jpg
abubaker_mustafa_b'airah,Abubaker Mustafa  B'airah,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1393-benghazi.jpg
adam_saleh_busakhra,Adam Saleh  Busakhra,,,unknown,unknown,Bayda,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/55-bayda.jpg
adel_faraj_ibrahim_althirah,Adel Faraj Ibrahim Althirah,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1692-benghazi.jpg
adel_mawloud_mahfoud,Adel Mawloud Mahfoud,,,unknown,unknown,Ajaylat,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/952-ajilat.jpg
adnan_fouzi_alsha'ab,Adnan Fouzi  Alsha'ab,,,unknown,unknown,Msallatah,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/67-msellatah.jpg
agila_saleh_egwaider,Agila Saleh Egwaider,,,unknown,unknown,Qubah,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1271b-qubbah.jpg
ahlam_muhammed_allafi,Ahlam Muhammed Allafi,,,unknown,unknown,Sabha,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/889-sabha.jpg
ahmed_alsharef_rhouma,Ahmed Alsharef  Rhouma,,,unknown,unknown,Sabha,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/929-sabha.jpg
ahmed_shihoub_alwahdi,Ahmed Shihoub  Alwahdi,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/110-benghazi.jpg
aisha_almahdi_shalabi,Aisha Almahdi Shalabi,,,unknown,unknown,Zawia,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1710-zawiyah.jpg
aisha_yousef_althbelqi,Aisha Yousef  Althbelqi,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1395-benghazi.jpg
akram_esa_omar_khalifa,Akram Esa Omar Khalifa,,,unknown,unknown,Kikla + Qal'ah,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/129-kikla-qala.jpg
alhadi_ali_alsaghir,Alhadi Ali Alsaghir,,,unknown,unknown,Wadi Ashathi,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/593-wadi-shathi.jpg
ali_ahmed_ali_altekali,Ali Ahmed Ali Altekali,,,unknown,unknown,Tripoli: Ain Zara,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1336-ainzara.jpg
ali_als'aidi_alqaidi,Ali Als'aidi  Alqaidi,,,unknown,unknown,Wadi Ashathi,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/360-wadi-shathi.jpg
ali_faraj_ibrahim_khaled,Ali Faraj Ibrahim Khaled,,,unknown,unknown,Abyar,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/312-abyar.jpg
ali_khalifa_al'aisawi,Ali Khalifa  Al'aisawi,,,unknown,unknown,Kabaw,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1079-kabaw.jpg
ali_khalifa_salem_alsoul,Ali Khalifa Salem Alsoul,,,unknown,unknown,Castelverde,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/203-castelverde.jpg
ali_muftah_omar_almjdoub,Ali Muftah Omar Almjdoub,,,unknown,unknown,Mseihel + Alsaeh + Sbi'aa,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1138-mseihel.jpg
ali_muhammed_hasan_abozriba,Ali Muhammed Hasan Abozriba,,,unknown,unknown,Zawia,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1237-zawiyah.jpg
ali_muhammed_housein_kshir,Ali Muhammed Housein Kshir,,,unknown,unknown,Aziziyah,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1421-aziziyah.jpg
ali_omar_aboalqasem_altekbali,Ali Omar Aboalqasem Altekbali,,,unknown,unknown,Tripoli Centre,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/1777-tripoli-centre.jpg
ali_ramadan_abuz'akouk,Ali Ramadan Abuz'akouk,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/746-benghazi.jpg
ali_rhouma_alsaba'ai,Ali Rhouma  Alsaba'ai,,,unknown,unknown,Tripoli: Hay Alandulus,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/1772-hay-andulus.jpg
almabrouk_abdullah_alkabir,Almabrouk Abdullah  Alkabir,,,unknown,unknown,Sabratah,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/almbrouk-mansour.jpg
almahdi_masoud_al'awer,Almahdi Masoud  Al'awer,,,unknown,unknown,Um-Alaraneb,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/269-um-aranab.jpg
almuntasir_sa'ad_'ali,Almuntasir Sa'ad 'Ali,,,unknown,unknown,Cyrene,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/32-cyrene.jpg
alsadeq_ali_alkahili,Alsadeq Ali  Alkahili,,,unknown,unknown,Tripoli: Tajoura,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/982-tajoura2.jpg
alsadeq_muhammed_idris,Alsadeq Muhammed  Idris,,,unknown,unknown,Tripoli: Ben Ghashir,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/708-qasr-ben-ghashir4.jpg
alsadiq_muftah_hmoudah,Alsadiq Muftah Hmoudah,,,unknown,unknown,Tripoli: Souq Aljum'aa,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/869-souq-jumaa.jpg
amal_muhammed_b'ayyu,Amal Muhammed  B'ayyu,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1373-benghazi.jpg
amer_omran_aboubaker,Amer Omran  Aboubaker,,,unknown,unknown,Sidra,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/923-sidra.jpg
asma_mahmoud_alkhouja,Asma Mahmoud  Alkhouja,,,unknown,unknown,Tripoli: Ain Zara,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1619-ainzara.jpg
asmahan_abdulqader_bela'oun,Asmahan Abdulqader  Bela'oun,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1112-benghazi.jpg
assalhin_abdannabi_sa'ad,Assalhin Abdannabi  Sa'ad,,,unknown,unknown,Tobruk,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/7-tobruk.jpg
asseyyedah_kamel_aly'aqoubi,Asseyyedah Kamel Aly'aqoubi,,,unknown,unknown,Gharyan,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/43-gheryan.jpg
aymen_almbrouk_saif_alnaser,Aymen Almbrouk  Saif Alnaser,,,unknown,unknown,Janzur,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1142-janzur.jpg
aziza_kerkrah_abousetta,Aziza Kerkrah Abousetta,,,unknown,unknown,Sirte,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1467-sirte.jpg
bader_ali_sulieman_musa,Bader Ali Sulieman Musa,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/481-benghazi.jpg
bashir_ali_sa'ad_alahmar,Bashir Ali Sa'ad Alahmar,,,unknown,unknown,Janzur,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/795-janzur.jpg
ehfid_khalifa_shaninah,Ehfid Khalifa  Shaninah,,,unknown,unknown,Batin Aljabal,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1080-jabel-bathen.jpg
ehmid_hamed_ali_houma,Ehmid Hamed Ali Houma,,,unknown,unknown,Tmassah - Zawilah,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/827-tmessah.jpg
emar_milad_rajab_alablaq,Emar Milad Rajab Alablaq,,,unknown,unknown,Zliten,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/emmar-alabeq.jpg
emarah_ali_hasan_shenbaro,Emarah Ali Hasan Shenbaro,,,unknown,unknown,Zawia,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1527-zawiyah.jpg
emhamed_ali_belqasem_sh'aib,Emhamed Ali Belqasem Sh'aib,,,unknown,unknown,Zawia,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1513b-zawiyah.jpg
esa_muhammed_al'aribi,Esa Muhammed Al'aribi,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/629-benghazi.jpg
ezeddine_abdulsalam_qweireb,Ezeddine Abdulsalam  Qweireb,,,unknown,unknown,Zliten,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/ezeddin-goubreb.jpg
ezeddine_musbah_aborawi,Ezeddine Musbah  Aborawi,,,unknown,unknown,Swani Ben Adam,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/390-swani.jpg
faez_mustafa_fouzi_alsaraj,Faez Mustafa Fouzi Alsaraj,,,unknown,unknown,Tripoli: Hay Alandulus,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/1757-hay-andulus.jpg
fahmi_abdulrahman_altawati,Fahmi Abdulrahman Altawati,,,unknown,unknown,Mizdah,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1071-mezdah.jpg
faraj_abdullah_hashem,Faraj Abdullah  Hashem,,,unknown,unknown,Merj,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/21-merj.jpg
faraj_bashir_abdulmalik,Faraj Bashir  Abdulmalik,,,unknown,unknown,Sabratah,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/abdulmalik-bashir.jpg
fathallah_housein_abdulkarim,Fathallah Housein Abdulkarim,,,unknown,unknown,Ajdabiya,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/fathella-abdulkarim.jpg
fathi_abdulrahim_alqabasi,Fathi Abdulrahim Alqabasi,,,unknown,unknown,Awjilah,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/fathi-alqabbasi.jpg
fathi_abdulsalam_alsharif,Fathi Abdulsalam  Alsharif,,,unknown,unknown,Qasr Alakhyar,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/662-qasr-akhyar.jpg
fathi_ali_bashagha,Fathi Ali  Bashagha,,,unknown,unknown,Mesratha,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/fathi-bashagha.jpg
fatima_aboubaker_abousa'adah,Fatima Aboubaker  Abousa'adah,,,unknown,unknown,Sabha,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/585-sabha.jpg
fatima_ahmed_karis,Fatima Ahmed  Karis,,,unknown,unknown,Awjilah + Jalu + Jakharrad,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1341-jalu-awjla-women-2.jpg
fatimah_abdulsalam_alsou'ai,Fatimah Abdulsalam  Alsou'ai,,,unknown,unknown,Awbari,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1015-awbari.jpg
fouzi_althaher_alnweiry,Fouzi Althaher  Alnweiry,,,unknown,unknown,Surman,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1526-serman.jpg
fouziyyah_muhammed_aboghalya,Fouziyyah Muhammed  Aboghalya,,,unknown,unknown,Tripoli Centre,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1173-tripoli-centre.jpg
friha_abdulsalam_alhadiri,Friha Abdulsalam  Alhadiri,,,unknown,unknown,Ajdabiya + Brega,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1490-ejdabiyah-brega2.jpg
hamed_muhammed_maqiq,Hamed Muhammed  Maqiq,,,unknown,unknown,Jalu + Jakharrad,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/hmed-maqiq.jpg
hamoudah_ahmed_sayyala,Hamoudah Ahmed  Sayyala,,,unknown,unknown,Tripoli Centre,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1171-tripoli-centre.jpg
hana_khalifa_khalid_abodeib,Hana Khalifa Khalid Abodeib,,,unknown,unknown,Tripoli: Hay Alandulus,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/871-hay-andulus.jpg
hanan_muhammed_shlouf,Hanan Muhammed  Shlouf,,,unknown,unknown,Mesratha (Misrata),House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/hanan-shellouf.jpg
hasen_abubaker_omar_saleh,Hasen Abubaker Omar Saleh,,,unknown,unknown,Awbari,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/1730-awbari.jpg
hasen_alfurjani_salem,Hasen Alfurjani  Salem,,,unknown,unknown,Tarhunah,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/678-tarhouna.jpg
hasen_althaher_musbah,Hasen Althaher  Musbah,,,unknown,unknown,Bani Walid,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/hsein-altaher-musbah.jpg
hasen_saleh_alzarqa,Hasen Saleh  Alzarqa,,,unknown,unknown,Sirte,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/972-sirte.jpg
hujrah_abdulsalam_eskenda,Hujrah Abdulsalam Eskenda,,,unknown,unknown,Awbari,House of Representatives,1,,2014-08-04,https://www.temehu.com/pictures3/hor13/1729-awbari.jpg
ibrahim_abdullah_alzaghid,Ibrahim Abdullah  Alzaghid,,,unknown,unknown,Gmines,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/166-gmines.jpg
ibrahim_abubaker_aldarsi,Ibrahim Abubaker  Aldarsi,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/852-benghazi.jpg
ibrahim_muftah_hamed_salem_excluded_because_of_isolation_law._the_only_winning_member_to_be_ejected_because_of_the_isolation_law.,"Ibrahim Muftah Hamed Salem
Excluded because of Isolation Law. 
The only winning 
member to be 
ejected 
because of the Isolation Law.",,,unknown,unknown,Sirte,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/560-sirte.jpg
ibrahim_muhammed_krenfouda,Ibrahim Muhammed Krenfouda,,,unknown,unknown,Awbari,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/620-awbari.jpg
ibrahim_musbah_alhadi,Ibrahim Musbah Alhadi,,,unknown,unknown,Sabha,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/695-sabha.jpg
ibrahim _fathi_'ameish,Ibrahim  Fathi  'Ameish,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/302-benghazi.jpg
ibtisam_abdulhafid_omar_salem,Ibtisam Abdulhafid Omar Salem,,,unknown,unknown,Aziziyah,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/1781-aziziyah.jpg
ibtisam_abdulsalam_ben_jum'aa,Ibtisam Abdulsalam Ben Jum'aa,,,unknown,unknown,Castelverde,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/469-castelverde.jpg
idris_abdullah_faraj,Idris Abdullah Faraj,,,unknown,unknown,Brega,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/565-brega.jpg
idris_omran_adam,Idris Omran Adam,,,unknown,unknown,Bayda,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/409-bayda.jpg
ism_abdullah_aljahani,Ism Abdullah  Aljahani,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1120-benghazi-2.jpg
ismaeil_muhammed_ismaeil,Ismaeil Muhammed Ismaeil,,,unknown,unknown,Jufra,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/341-jufrah.jpg
jaballah_muhammed_jaballah,Jaballah Muhammed Jaballah,,,unknown,unknown,Tawergha,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/1807-tawergha.jpg
jalal_saleh_ashwihdi,Jalal Saleh  Ashwihdi,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1108-benghazi.jpg
kamal_albashir_aljamel,Kamal Albashir  Aljamel,,,unknown,unknown,Mesratha,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/kamal-bashir.jpg
khadijah_ahmed_alzarouq,Khadijah Ahmed  Alzarouq,,,unknown,unknown,Wadi Ashathi,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/353-wadi-shathi.jpg
khalid_ali_muhammed_alostha,Khalid Ali Muhammed Alostha,,,unknown,unknown,Tripoli: Tajoura,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1597-tajoura.jpg
khalifa_saleh_aldghari,Khalifa Saleh  Aldghari,,,unknown,unknown,Qasr Libya,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/415-qaserlibya.jpg
loua_muhammed_alghawi,Loua Muhammed  Alghawi,,,unknown,unknown,Tripoli: Souq Aljum'aa,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/993-souq-jumaa.jpg
masa'ab_muhammed_abolqasem,Masa'ab Muhammed Abolqasem,,,unknown,unknown,Tripoli: Hay Alandulus,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1330-hay-andulus.jpg
mdellah_muhammed_qendah,Mdellah Muhammed  Qendah,,,unknown,unknown,Jufra,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1463-jufrah.jpg
mu'ad_rafi'a_saleh_masoud,Mu'ad Rafi'a Saleh Masoud,,,unknown,unknown,Jufra,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1470-jufrah3.jpg
muftah_athiyah_alsha'ari,Muftah Athiyah  Alsha'ari,,,unknown,unknown,Tobruk,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/431-tobruk.jpg
muftah_esa_alkertihi,Muftah Esa  Alkertihi,,,unknown,unknown,Wadi Ashathi,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/357-wadi-shathi.jpg
muftah_mraji'a_ekwider,Muftah Mraji'a  Ekwider,,,unknown,unknown,Benghazi,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/1593-benghazi.jpg
muhammed_abdulkarim_alra'id,Muhammed Abdulkarim Alra'id,,,unknown,unknown,Mesratha,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/alraid-abdulkarim.jpg
muhammed_abdulsalam_'arifah,Muhammed Abdulsalam  'Arifah,,,unknown,unknown,Sabha,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/180-sabha.jpg
muhammed_adam_lino,Muhammed Adam  Lino,,,unknown,unknown,Murzuq,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/265-murzuq.jpg
muhammed_ahmed_niqro,Muhammed Ahmed  Niqro,,,unknown,unknown,Arrihibat,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/279-rhibat.jpg
muhammed_alhadi_ben_khalil,Muhammed Alhadi  Ben Khalil,,,unknown,unknown,Zliten,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/khalil-benhashmi-ali.jpg
muhammed_ali_amoumen,Muhammed Ali  Amoumen,,,unknown,unknown,Wadi 'Aitbah,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/261-wadi-atbah.jpg
muhammed_ali_ibrahim,Muhammed Ali Ibrahim,,,unknown,unknown,Bani Walid,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/ibrahim-ali-alwaer.jpg
muhammed_almahdi_alhdiri,Muhammed Almahdi  Alhdiri,,,unknown,unknown,Sabha,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1249-sabha.jpg
muhammed_bashir_alfayres,Muhammed Bashir  Alfayres,,,unknown,unknown,Tripoli: Ben Ghashir,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/22.qasr-ben-ghashir.jpg
muhammed_ibrahim_aldrrath,Muhammed Ibrahim  Aldrrath,,,unknown,unknown,Mesratha,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/alderrat-ali-ibrahim.jpg
muhammed_ibrahim_tamer,Muhammed Ibrahim Tamer,,,unknown,unknown,Traghen,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/911-traghen.jpg
muhammed_ma'atoug_ejdid,Muhammed Ma'atoug Ejdid,,,unknown,unknown,Sabha,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/733-sabha.jpg
muhammed_mansour_hnish,Muhammed Mansour  Hnish,,,unknown,unknown,Mesratha,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/hanish-ali-mansour.jpg
muhammed_musa_douma,Muhammed Musa  Douma,,,unknown,unknown,Tazerbu,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/493-tazerbu.jpg
muhammed_mustafa_rashed,Muhammed Mustafa  Rashed,,,unknown,unknown,Tripoli: Souq Aljum'aa,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/1143-souq-jumaa.jpg
muhammed_omar_al'abani,Muhammed Omar  Al'abani,,,unknown,unknown,Tarhunah,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/290-tarhouna.jpg
muhammed_othman_ali_alshamakhi,Muhammed Othman Ali Alshamakhi,,,unknown,unknown,Khoms City,House of Representatives,1,,2014-08-04,https://www.temehu.com/pictures3/hor13/273-khoms-city.jpg
muhammed_sa'ad_saleh,Muhammed Sa'ad Saleh,,,unknown,unknown,Ajdabiya,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/564-ejdabiyah.jpg
muna_adam_alghithi,Muna Adam Alghithi,,,unknown,unknown,Qubah,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/qubbah-muna-adam.jpg
musbah_douma_ohidah,Musbah Douma  Ohidah,,,unknown,unknown,Sabha,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/592-sabha.jpg
musbah_miloud_albadawi,Musbah Miloud Albadawi,,,unknown,unknown,Nasiriyah,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/393-nasiriyah.jpg
mustafa_abushagour_abushagour,Mustafa Abushagour  Abushagour,,,unknown,unknown,Tripoli: Souq Aljum'aa,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/mustafa-abushagur.jpg
mustafa_ahmed_abdulali,Mustafa Ahmed Abdulali,,,unknown,unknown,Ajdabiya,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/muhammed-abdulali-mustafa.jpg
n'aim_muhammed_abdulrahman,N'aim Muhammed  Abdulrahman,,,unknown,unknown,Gharyan,House of Representatives,1,,,https://www.temehu.com/pictures3/hor13/1720-gheryan.jpg
na'ima_ramadan_dalf,Na'ima Ramadan  Dalf,,,unknown,unknown,Zliten,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/delf-naima.jpg
naser_yousef _algheryani,Naser Yousef  Algheryani,,,unknown,unknown,Ghat,House of Representatives,1,,,https://www.temehu.com/pictures2/hor12/619-ghat.jpg
nasereddin_mahni_muftah,Nasereddin Mahni Muftah,,,unknown,unknown,Cyrene,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/395-cyrene.jpg
nureddin_khalid_abdulhamid,Nureddin Khalid Abdulhamid,,,unknown,unknown,Tobruk,House of Representatives,1,,,https://www.temehu.com/pictures1/hor11/426-tobruk.jpg
