id,legacy
deba3ebd-2221-407c-8475-95aac47f755d,abdou_djariri
d273c588-e139-45f6-ac09-a358cb441a52,abdoul_moumouni_gousmane
ca470d17-5229-4dbc-bef2-3c1fe5114405,abdoulkadri_tidjani
ffd785b2-c68f-4563-9ca0-2d895eb53b2b,abdourahamane_chegou
32fe2781-3e42-4360-8ff2-c58cde94b980,aboubacar_elhadj
d5f9e4e7-4079-4639-b208-f13e8330dd01,adiza_dadi
c9c40b9d-e461-47fe-807f-d7e93b0ab71b,ahalawaye_abougou
24186be6-42f9-4e7c-9a83-7476bdd1c0dc,ahamat_ben_hameda
62c1fe65-babc-4596-8ddb-3241ff20aad6,ahmed_babati
73498a26-8359-400d-8c86-5df41b3d9713,ahmoudou_mohamed
2d8b6417-1ef5-4e33-805d-09000bb473d2,algabi_elhadji_atta
0c2e5fea-0a46-4e1e-998c-d0472168db82,ali_magagi_issaka
0b5e3457-c677-4e1f-9103-8fbbb0931cdc,amadou_boubakar_alkaly
c0d1cb08-b98d-490f-8e62-8a68ce309038,amadou_djibo_ali
ceea9e56-3b33-465b-8e07-a0af5f209bc3,amadou_salifou
a962105c-cc20-4a84-90b2-df0c534ae949,amina_abdou_souna_(mme
844372e6-197f-4953-b18f-01fbe59765c9,amina_tiemoko_ousmane
376eb02f-4b19-4dc2-83fe-336f68815816,aminatou_habibou
92f54d0d-c1df-4252-a269-309c16325824,aoua_ibro
04170a54-2416-47c4-83d9-a1086ad39a67,argi_dan_dadi
34795099-f99b-474e-8c16-b1ca4eecc551,assamaou_garba
a8344f43-47b6-4f49-832b-856dd58996a7,assibite_acotey
8ec82d78-9620-4404-bce4-538c6f2d728d,assoumana_mallam_issa
0f070ec6-e978-45bf-bf2e-3bd19c36abda,bachir_abdoul_aziz
d12bbb70-aa52-4a79-b741-23d011fc1833,bala_saratou_boukari
203cc316-5d01-47c1-8a13-c058f70182f1,barka_gaichatou_mahamane
06eae9a4-4201-4d4b-bb7e-27a248cb7c53,barmini_akourki
4c5f4fc9-a493-4af2-a777-946e0e40e581,bassirou_ibo
b328c0ed-676b-4091-9a08-b84e08e9497c,boubacar_mossi
ea926148-5d8e-457a-bf95-f92bdd084203,boucary_sani
95f3598e-994a-43b7-ac6c-d9134a379d50,boukari_abdou
491151b2-5e8e-46f5-9a4b-9d3cda5a13db,daouda_jigo
8528b82c-be22-45d1-b567-9aa0f8ac0021,daouda_mamadou_marthe
7b4d0350-8566-44a7-be7e-a5715c08a559,daoudou_nouhou
89a21d87-b284-4a32-ac4f-9d56663e6fec,djafarou_moumouni_kalilou
146b8b37-c854-475f-a34c-ee3a45aacbd2,djibo_attinine
9599e5ad-4eb9-4cf1-aaab-145b6c16d59e,elhadji_gagere
40214ca6-e0e3-4fb8-a616-c1160571734c,falke_bacharou
c7d6ffdb-6b15-468b-920f-6bbbd4544149,gado_moumouni
72569395-0f77-480f-900c-634c2f707900,garba_amadou
918cc085-7b4f-42a2-8171-3adc0df75291,habibou_andache
6fe5dfda-5302-4e5d-9a9b-abdfd80ff599,hadizatou_moussa_gros
ee783b5d-d244-4c8a-87d3-2cc157dbb562,halidou_badje
4b2732d8-be78-47d1-863e-12dbe2c3851c,hama_amadou
35d4586e-e738-4ea0-b367-84eb777faab8,hamballi_nana_hawaou_abdou
658d3158-e8ac-496b-9b09-39725424bfe8,hamed_haidara_ag_elgafiat
d96aacc7-44c0-4da0-b385-e07fec0b4d33,harou_kalla
0c9b7907-af8e-4e1f-8db6-48e2ba56c7bb,harouna_hamani
d24563a0-6275-4728-823a-4e17d684544c,harouna_kane
f4ee343e-970b-435b-aa36-4b05c4c1de50,ibrahim_djibo
cef3c49a-5632-47cf-8a77-399129c1ca2d,ibrahim_foukori
13f61a7d-adba-46f1-b329-2108cf2931b0,ibrahima_souleymane
87e282e0-c9ed-4e53-be3b-c1c43faafaae,idrissa_maidagi
b0d29c45-9d1b-4da5-8a48-37dbd7a9bacf,illa_kane
f5a88522-318e-4276-9bec-f5e8f8e14b49,illa_ousmane
7c68e8af-d56e-4627-bb8a-6038a4446a23,issa_lemine
40109d4c-bd00-4c51-b410-188e6a91d002,jadi_adamou
e80bda2a-2f66-4f54-b184-e6362ba15c72,janaidou_gado_sabo
9aaee3db-3c7d-40da-b665-30761a4dabb9,karimou_boureima
293e757e-92ba-449b-8e7f-1d33f28441eb,lamido_moumouni_harouna
247aea62-79c5-4558-9cdd-cc477169695e,laoual_amadou_maizoumbou
6a18ca67-3229-42dc-ab34-982c609db49d,mahaman_el_had_souley
7d904249-4297-456f-b047-8f10366ef499,mahaman_laouali_gonda
45065804-cd4d-4fc7-a0e5-f711edcc58d8,mahaman_moustala_ali
05eca58f-df93-4438-b751-dd6314821744,mahaman_salissou_oumarou
965976be-5974-4601-b1b6-51564672a1bc,mahaman_sani_amadou
33588ffb-9c9c-44f4-8e4e-b3886b574724,mahamane_idrichi
52a5643f-c023-4a04-a453-2df8049d3db2,mahamane_sani_amadou
e93bbcfb-0c47-4464-8966-850959c37449,maizama_gaya
e0775f4f-db29-4a51-8b4b-ad076169294a,maman_nakori
861e001d-a642-4676-a276-4f171ea8c865,maman_waziri
79e0005a-dad1-4adc-b2bc-f0abcee2c4db,mamane_chouda
c6482ec8-1c96-4dbe-9dd0-0a534631a5cf,mamane_rabiou_maina
2e0c992e-a979-4078-9186-6c8f79979290,mariama_manzo
6240f793-7d51-4ec4-bbe5-329f24e1b230,mariama_moussa
edea9b7d-d61d-4dc1-a22f-b1fe516feb9b,massaoudou_hamadou
ee772544-d1ab-48d9-a3cd-086840f9af82,mohamed_ben_omar
d7543e04-c747-416a-b9b6-ac77e3601bc8,mohamed_cherif
b39c1b18-93de-4548-ab35-bd23ea5dd5e0,mohamed_imbarek
c26f7db2-24f8-4aeb-93f1-b2179f966964,moussa_adamou
27460e2a-820a-4b48-b998-86226d9cbeb5,moussa_kallam_moumouni
e847f990-62c5-4219-9011-933e7ffbba79,moussa_zangaou
5d755e96-f1b6-4f3c-b3e4-764f4eb0feed,moussabahou_moussa
7de23eb1-2dab-4d09-8d59-6285889e928e,moustapha_mai_tanimoune
f81cf281-1ee2-4bdc-a8d8-088e9f6a5391,moutari_idi
380be900-9842-4247-958c-32cf435fc0b6,nana_mariama_elh_amadou
47e7a99c-23cf-443a-a2ca-c48491ab7f58,nassirou_amadou
139c913f-fd13-4aa6-aff2-8c6e63511a0f,nassirou_halidou
dd115124-a0cc-4445-94e3-677d410baac3,nouhou_moussa
5f23f022-34e5-4807-b876-38b0f378c9aa,ould_rissa_ali_boubacar
e7444075-ef64-4516-b51e-49f01374972e,rabi_maman_kaila
0b72b084-c1e9-41c5-9cbb-3912e95549f6,saadou_amadou
03b57e54-f72f-4fd2-b928-226d7438fe31,saadou_dille
10002bfc-4d2e-4688-9b5c-30cdeca09dcb,sabiou_mamane
d37fba0f-c785-48f9-b702-dbe88919c2bb,saidou_ama
7118e307-a118-4770-be9f-127aede0c145,saidou_bakari
b79afb77-adb3-4cd4-ae5a-7afa3ce0a16e,sala_assane_amadou
6107f0f4-7b09-41a3-bfac-185212338ef9,saley_hassane
62c838e9-2ffd-404b-a5d8-5751386142d7,salma_hachimou
5b9e6bed-314f-4352-819e-9feee9b71e2c,samaila_ali
590d7d6d-975b-4584-91e7-d0c4ea1a0b22,sampari_mindeba
54b244af-55c9-40b0-bb43-c54a8e0b8d29,sani_maigochi
a1884e2c-621c-4a48-81c6-3c2db45ecdae,sani_ousmane_dit_dan_didje
9687ff61-89b1-42b3-b87c-b50808356b66,sanoussi_moussa_mareini
9a217e5d-a72e-4ac8-b196-a39fe0923589,seini_saley
f23bbf83-e983-4a5a-83d8-938409d1ac61,soumaila_salou
ad488010-b4b8-43f8-9de7-0233d09a948c,tanimoune_oumarou
ff7e7f0d-777a-461f-a362-8391de575dd0,tondy_younoussa
e2b6d606-abdb-4aad-a1a6-0a693a7892b7,touhounout_hada
fc299102-774a-461e-a22b-79008a23065c,yacine_ben_mohamed
047237bb-331f-4dd4-ad5d-563592fe47bd,yaou_mamane
fa8cd84a-53aa-4dca-b349-d260bebbdb1e,zakari_oumarou
30dfb2a4-6d3f-4b03-a88b-b31cc053c8d5,zara_elhadj_bako
