id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
adam-dobroński,Adam Dobroński,,,Klub Parlamentarny Polskiego Stronnictwa Ludowego,klub_parlamentarny_polskiego_stronnictwa_ludowego,Województwo białostockie 4,Sejm,2,,,,
adam-halber,Adam Halber,,,Sojusz Lewicy Demokratycznej Klub Parlamentarny,sojusz_lewicy_demokratycznej_klub_parlamentarny,Lista ogólnopolska 0,Sejm,2,,,,
adam-rychliczek,Adam Rychliczek,,,Klub Parlamentarny Polskiego Stronnictwa Ludowego,klub_parlamentarny_polskiego_stronnictwa_ludowego,Województwo chełmskie 7,Sejm,2,,,,
adam-szczęsny,Adam Szczęsny,,,Klub Parlamentarny Polskiego Stronnictwa Ludowego,klub_parlamentarny_polskiego_stronnictwa_ludowego,Województwo toruńskie 47,Sejm,2,,,,
adam-słomka,Adam Słomka,,,Federacyjny Klub Parlamentarny na rzecz Akcji Wyborczej Solidarność,federacyjny_klub_parlamentarny_na_rzecz_akcji_wyborczej_solidarność,Województwo katowickie 16,Sejm,2,,,,
aleksander-andryszak,Aleksander Andryszak,,,Sojusz Lewicy Demokratycznej Klub Parlamentarny,sojusz_lewicy_demokratycznej_klub_parlamentarny,Lista ogólnopolska 0,Sejm,2,,,,
aleksander-bentkowski,Aleksander Bentkowski,,,Klub Parlamentarny Polskiego Stronnictwa Ludowego,klub_parlamentarny_polskiego_stronnictwa_ludowego,Województwo rzeszowskie 38,Sejm,2,,,,
aleksander-krawczuk,Aleksander Krawczuk,,,Sojusz Lewicy Demokratycznej Klub Parlamentarny,sojusz_lewicy_demokratycznej_klub_parlamentarny,Województwo krakowskie 21,Sejm,2,,,,
aleksander-kwaśniewski,Aleksander Kwaśniewski,,,Sojusz Lewicy Demokratycznej Klub Parlamentarny,sojusz_lewicy_demokratycznej_klub_parlamentarny,Województwo warszawskie 1,Sejm,2,,1995-12-23,,
aleksander-małachowski,Aleksander Małachowski,,,Unia Pracy Klub Parlamentarny,unia_pracy_klub_parlamentarny,Województwo białostockie 4,Sejm,2,,,,
aleksander-Łuczak,Aleksander Łuczak,,,Klub Parlamentarny Polskiego Stronnictwa Ludowego,klub_parlamentarny_polskiego_stronnictwa_ludowego,Województwo ostrołęckie 31,Sejm,2,,,,
aleksandra-małachowska,Aleksandra Małachowska,,,Klub Parlamentarny Polskiego Stronnictwa Ludowego,klub_parlamentarny_polskiego_stronnictwa_ludowego,Województwo warszawskie 2,Sejm,2,,,,
alfred-domagalski,Alfred Domagalski,,,Klub Parlamentarny Polskiego Stronnictwa Ludowego,klub_parlamentarny_polskiego_stronnictwa_ludowego,Województwo kieleckie 18,Sejm,2,,,,
alicja-murynowicz,Alicja Murynowicz,,,Sojusz Lewicy Demokratycznej Klub Parlamentarny,sojusz_lewicy_demokratycznej_klub_parlamentarny,Województwo łódzkie 27,Sejm,2,,,,
alojzy-gąsiorczyk,Alojzy Gąsiorczyk,,,Klub Parlamentarny Polskiego Stronnictwa Ludowego,klub_parlamentarny_polskiego_stronnictwa_ludowego,Lista ogólnopolska 0,Sejm,2,,,,
andrzej-aumiller,Andrzej Aumiller,,,Unia Pracy Klub Parlamentarny,unia_pracy_klub_parlamentarny,Województwo poznańskie 35,Sejm,2,,,,
andrzej-bajołek,Andrzej Bajołek,,,Klub Parlamentarny Polskiego Stronnictwa Ludowego,klub_parlamentarny_polskiego_stronnictwa_ludowego,Lista ogólnopolska 0,Sejm,2,,,,
andrzej-bober-(polityk),Andrzej Bober,,,Klub Parlamentarny Unii Wolności[s],klub_parlamentarny_unii_wolności[s],Województwo olsztyńskie 29,Sejm,2,,,,
andrzej-brachmański,Andrzej Brachmański,,,Sojusz Lewicy Demokratycznej Klub Parlamentarny,sojusz_lewicy_demokratycznej_klub_parlamentarny,Województwo zielonogórskie 52,Sejm,2,,,,
andrzej-celiński,Andrzej Celiński,,,Klub Parlamentarny Unii Wolności[s],klub_parlamentarny_unii_wolności[s],Lista ogólnopolska 0,Sejm,2,,,,
andrzej-czajka,Andrzej Czajka,,,Posłowie niezrzeszeni,posłowie_niezrzeszeni,Województwo krośnieńskie 22,Sejm,2,,,,
andrzej-czernecki,Andrzej Czernecki,,,unknown,unknown,Lista ogólnopolska 0,Sejm,2,,1996-06-30,,
andrzej-gaberle,Andrzej Gaberle,,,Klub Parlamentarny Unii Wolności[s],klub_parlamentarny_unii_wolności[s],Lista ogólnopolska 0,Sejm,2,,,,
andrzej-gołaś-(poseł),Andrzej Gołaś,,,Koło Parlamentarne Porozumienie Prawicy - Solidarni w Wyborach,koło_parlamentarne_porozumienie_prawicy_-_solidarni_w_wyborach,Województwo szczecińskie 44,Sejm,2,,,,
andrzej-grzyb-(poseł),Andrzej Grzyb,,,Klub Parlamentarny Polskiego Stronnictwa Ludowego,klub_parlamentarny_polskiego_stronnictwa_ludowego,Województwo kaliskie 14,Sejm,2,,,,
