id,name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
adam-biela,Adam Biela,,,,Klub Parlamentarny Akcji Wyborczej Solidarność,klub_parlamentarny_akcji_wyborczej_solidarność,area/lista_ogólnopolskawojewództwo_zamojskie,Lista ogólnopolskaWojewództwo zamojskie,Sejm,3,,,,male
adam-bielan,Adam Bielan,,AdamBielan,,Klub Parlamentarny Prawo i Sprawiedliwość,klub_parlamentarny_prawo_i_sprawiedliwość,area/lista_ogólnopolska,Lista ogólnopolska,Sejm,3,,,https://upload.wikimedia.org/wikipedia/commons/9/9e/Adam_Bielan_3.JPG,male
adam-szejnfeld,Adam Szejnfeld,,,,Posłowie niezrzeszeni,posłowie_niezrzeszeni,32-3,Województwo pilskie 32,Sejm,3,,,https://upload.wikimedia.org/wikipedia/commons/f/f8/Adam_Szejnfeld_(cropped).jpg,male
adam-słomka,Adam Słomka,,,,Posłowie niezrzeszeni,posłowie_niezrzeszeni,16-3,Województwo katowickie 16,Sejm,3,,,,male
adam-wędrychowicz,Adam Wędrychowicz,,,,Posłowie niezrzeszeni,posłowie_niezrzeszeni,17-3,Województwo katowickie 17,Sejm,3,,,,male
adam-Łoziński,Adam Łoziński,,,,Klub Parlamentarny Akcji Wyborczej Solidarność,klub_parlamentarny_akcji_wyborczej_solidarność,36-3,Województwo przemyskie 36,Sejm,3,,,,male
adam-Śnieżek,Adam Śnieżek,,,,Klub Parlamentarny Akcji Wyborczej Solidarność,klub_parlamentarny_akcji_wyborczej_solidarność,area/lista_ogólnopolska,Lista ogólnopolska,Sejm,3,,,,male
adam-Żyliński,Adam Żyliński,,,,Klub Parlamentarny Unii Wolności,klub_parlamentarny_unii_wolności,29-3,Województwo olsztyńskie 29,Sejm,3,,,,male
agnieszka-pasternak,Agnieszka Pasternak,,,,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,klub_parlamentarny_sojuszu_lewicy_demokratycznej,15-3,Województwo katowickie 15,Sejm,3,,,,female
aleksander-bentkowski,Aleksander Bentkowski,,,,Klub Parlamentarny Polskiego Stronnictwa Ludowego,klub_parlamentarny_polskiego_stronnictwa_ludowego,38-3,Województwo rzeszowskie 38,Sejm,3,,,,male
aleksander-hall,Aleksander Hall,,,,Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego,klub_parlamentarny_stronnictwa_konserwatywno-ludowego,11-3,Województwo gdańskie 11,Sejm,3,,,https://upload.wikimedia.org/wikipedia/commons/c/cb/Aleksander_Hall.JPG,male
aleksander-Łuczak,Aleksander Łuczak,,,,Klub Parlamentarny Polskiego Stronnictwa Ludowego,klub_parlamentarny_polskiego_stronnictwa_ludowego,area/lista_ogólnopolska,Lista ogólnopolska,Sejm,3,,2001-04-12,,male
aleksandra-jakubowska,Aleksandra Jakubowska,,,,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,klub_parlamentarny_sojuszu_lewicy_demokratycznej,30-3,Województwo opolskie 30,Sejm,3,,,https://upload.wikimedia.org/wikipedia/commons/7/77/A.T.Kijowski_i_Aleksandra_Jakubowska.jpg,female
alfred-owoc,Alfred Owoc,,,,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,klub_parlamentarny_sojuszu_lewicy_demokratycznej,52-3,Województwo zielonogórskie 52,Sejm,3,,,,male
alicja-murynowicz,Alicja Murynowicz,,,,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,klub_parlamentarny_sojuszu_lewicy_demokratycznej,27-3,Województwo łódzkie 27,Sejm,3,,,,female
andrzej-anusz,Andrzej Anusz,,,,Klub Parlamentarny Akcji Wyborczej Solidarność,klub_parlamentarny_akcji_wyborczej_solidarność,area/lista_ogólnopolska,Lista ogólnopolska,Sejm,3,,,,male
andrzej-brachmański,Andrzej Brachmański,,,,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,klub_parlamentarny_sojuszu_lewicy_demokratycznej,52-3,Województwo zielonogórskie 52,Sejm,3,,,,male
andrzej-brzeski-(polityk),Andrzej Brzeski,,,,Posłowie niezrzeszeni,posłowie_niezrzeszeni,46-3,Województwo tarnowskie 46,Sejm,3,,,,male
andrzej-chrzanowski-(polityk),Andrzej Chrzanowski,,,,Klub Parlamentarny Akcji Wyborczej Solidarność,klub_parlamentarny_akcji_wyborczej_solidarność,52-3,Województwo zielonogórskie 52,Sejm,3,,,,male
andrzej-folwarczny,Andrzej Folwarczny,,,,Klub Parlamentarny Unii Wolności,klub_parlamentarny_unii_wolności,17-3,Województwo katowickie 17,Sejm,3,,,,male
andrzej-gargaś,Andrzej Gargaś,,,,Klub Parlamentarny Akcji Wyborczej Solidarność,klub_parlamentarny_akcji_wyborczej_solidarność,45-3,Województwo tarnobrzeskie 45,Sejm,3,,,,male
andrzej-kozioł-(polityk),Andrzej Kozioł,,,,Klub Parlamentarny Akcji Wyborczej Solidarność,klub_parlamentarny_akcji_wyborczej_solidarność,22-3,Województwo krośnieńskie 22,Sejm,3,,,,male
andrzej-olszewski-(polityk),Andrzej Olszewski,,,,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,klub_parlamentarny_sojuszu_lewicy_demokratycznej,41-3,Województwo skierniewickie 41,Sejm,3,,,,male
andrzej-osnowski,Andrzej Osnowski,,,,Klub Parlamentarny Akcji Wyborczej Solidarność,klub_parlamentarny_akcji_wyborczej_solidarność,38-3,Województwo rzeszowskie 38,Sejm,3,,,,male
andrzej-otręba,Andrzej Otręba,,,,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,klub_parlamentarny_sojuszu_lewicy_demokratycznej,area/lista_ogólnopolska,Lista ogólnopolska,Sejm,3,,,,male
