id,name,sort_name,gender,email,area,group,group_id,term
878,Carlos Olivares Zepeda,Olivares,male,colivare,18,Partido Demócrata Cristiano,DC,3
879,José Miguel Ortiz Novoa,Ortiz,male,jmortiz,44,Partido Demócrata Cristiano,DC,3
881,Osvaldo Palma Flores,Palma,male,opalma,39,Renovación Nacional,RN,3
884,Darío Paya Mira,Paya,male,dpaya,28,Unión Demócrata Independiente,UDI,3
885,José Pérez Arriagada,Pérez,male,jperez,47,Partido Radical Social Demócrata,PRSD,3
887,Carlos Recondo Lavanderos,Recondo,male,crecondo,56,Unión Demócrata Independiente,UDI,3
889,Manuel Rojas Molina,Rojas,male,mrojas,4,Unión Demócrata Independiente,UDI,3
892,María Antonieta Saa Díaz,Saa,female,masaa,17,Partido Por la Democracia,PPD,3
899,Laura Soto González,Soto,female,lsoto,14,Partido Por la Democracia,PPD,3
904,Eugenio Tuma Zedan,Tuma,male,etuma,51,Partido Por la Democracia,PPD,3
906,Jorge Ulloa Aguillón,Ulloa,male,julloa,43,Unión Demócrata Independiente,UDI,3
912,Alfonso Vargas Lyng,Vargas,male,avargas,10,Renovación Nacional,RN,3
914,Samuel Venegas Rubio,Venegas,male,svenegas,15,Partido Radical Social Demócrata,PRSD,3
918,Patricio Walker Prieto,Walker,male,pwalker,8,Partido Demócrata Cristiano,DC,3
921,Lily Pérez San Martín,Pérez,female,lperez,26,Renovación Nacional,RN,3
933,Aldo Cornejo González,Cornejo,male,acornejo,13,Partido Demócrata Cristiano,DC,3
947,Ricardo Rincón González,Rincón,male,rrincon,33,Partido Demócrata Cristiano,DC,3
962,Carlos Vilches Guzmán,Vilches,male,cvilches,5,Renovación Nacional,RN,3
1,Mario Acuña Cisternas,Acuña,male,"",52,Partido Demócrata Cristiano,DC,2
10,Nelson Avila Contreras,Avila,male,"","",Partido Por la Democracia,PPD,2
11,Francisco Bartolucci Johnston,Bartolucci,male,"",13,Unión Demócrata Independiente,UDI,2
15,Carlos Caminondo Sáez,Caminondo,male,"",54,Renovación Nacional,RN,2
19,Juan Antonio Coloma Correa,Coloma,male,"",31,Unión Demócrata Independiente,UDI,2
27,Sergio Elgueta Barrientos,Elgueta,male,"",57,Partido Demócrata Cristiano,DC,2
30,Alberto Espina Otero,Espina,male,"",21,Renovación Nacional,RN,2
35,José García Ruminot,García,male,"",50,Renovación Nacional,RN,2
39,Homero Gutiérrez Román,Gutiérrez,male,"","",Partido Demócrata Cristiano,DC,2
42,Miguel Hernández Saffirio,Hernández,male,"","",Partido Demócrata Cristiano,DC,2
43,Francisco Huenchumilla Jaramillo,Huenchumilla,male,"",50,Partido Demócrata Cristiano,DC,2
49,Tomás Jocelyn-Holt Letelier,Jocelyn-Holt,male,"","",Partido Demócrata Cristiano,DC,2
62,Gutenberg Martínez Ocamica,Martínez,male,"",21,Partido Demócrata Cristiano,DC,2
74,Jaime Naranjo Ortiz,Naranjo,male,"",39,Partido Socialista,PS,2
79,Jaime Orpis Bouchon,Orpis,male,"",25,Unión Demócrata Independiente,UDI,2
83,Andrés Palma Irarrázaval,Palma,male,"",25,Partido Demócrata Cristiano,DC,2
84,Joaquín Palma Irarrázaval,Palma,male,"",7,Partido Demócrata Cristiano,DC,2
91,Fanny Pollarolo Villa,Pollarolo,female,"","",Partido Socialista,PS,2
92,Marina Prochelle Aguilar,Prochelle,female,"",55,Renovación Nacional,RN,2
93,Baldo Prokuriça Prokuriça,Prokuriça,male,"",6,Renovación Nacional,RN,2
95,Víctor Reyes Alvarado,Reyes,male,"",56,Partido Demócrata Cristiano,DC,2
98,Jaime Rocha Manrique,Rocha,male,"",46,Partido Radical Social Demócrata,PRSD,2
106,Jorge Soria Macchiavello,Soria,male,"","",Partido Por la Democracia,PPD,2
110,Salvador Urrutia Cárdenas,Urrutia,male,"","",Partido Por la Democracia,PPD,2
111,Felipe Valenzuela Herrera,Valenzuela,male,"",4,Partido Socialista,PS,2
114,Osvaldo Vega Vera,Vega,male,"","",Renovación Nacional,RN,2
119,Ignacio Walker Prieto,Walker,male,"","",Partido Demócrata Cristiano,DC,2
132,Francisco Bayo Veloso,Bayo,male,fbayo,48,Renovación Nacional,RN,2
150,Camilo Escalona Medina,Escalona,male,cescalona,27,Partido Socialista,PS,2
155,José Antonio Galilea Vidaurre,Galilea,male,jgalilea,49,Renovación Nacional,RN,2
158,Guido Girardi Lavín,Girardi,male,ggirardi,"",Partido Por la Democracia,PPD,2
169,Víctor Jeame Barrueto,Jeame,male,barrueto,43,Partido Por la Democracia,PPD,2
172,Carlos Ignacio Kuschel Silva,Kuschel,male,kuschel,57,Renovación Nacional,RN,2
175,Cristián Leay Morán,Leay,male,cleay,19,Unión Demócrata Independiente,UDI,2
176,Juan Pablo Letelier Morel,Letelier,male,jpleteli,33,Partido Socialista,PS,2
177,Felipe Letelier Norambuena,Letelier,male,felipe.letelier,"",Partido Por la Democracia,PPD,2
178,Arturo Longton Guerrero,Longton,male,al,12,Renovación Nacional,RN,2
179,Pablo Longueira Montes,Longueira,male,plonguei,30,Unión Demócrata Independiente,UDI,2
181,Zarko Luksic Sandoval,Luksic,male,luksic,"",Partido Demócrata Cristiano,DC,2
193,Pedro Muñoz Aburto,Muñoz,male,pmunoz,"",Partido Socialista,PS,2
195,Alejandro Navarro Brain,Navarro,male,anavarro,"",Partido Socialista,PS,2
205,Aníbal Pérez Lobos,Pérez,male,anibalpe,"",Partido Por la Democracia,PPD,2
206,Ramón Pérez Opazo,Pérez,male,rperez,2,Renovación Nacional,RN,2
208,Víctor Pérez Varela,Pérez,male,vperez,47,Unión Demócrata Independiente,UDI,2
220,Edmundo Salas De La Fuente,Salas,male,esalas,45,Partido Demócrata Cristiano,DC,2
222,Rodolfo Seguel Molina,Seguel,male,rseguel,28,Partido Demócrata Cristiano,DC,2
224,Exequiel Silva Ortiz,Silva,male,esilva,"",Partido Demócrata Cristiano,DC,2
239,Edmundo Villouta Concha,Villouta,male,villouta,48,Partido Demócrata Cristiano,DC,2
405,Andrés Allamand Zavala,Allamand,male,"","",Renovación Nacional,RN,2
407,Armando Arancibia Calderón,Arancibia,male,"",6,Partido Socialista,PS,2
410,Andrés Aylwin Azocar,Aylwin,male,"",30,Partido Demócrata Cristiano,DC,2
411,Mariana Aylwin Oyarzún,Aylwin,female,"","",Partido Demócrata Cristiano,DC,2
412,Ignacio Balbontín Arteaga,Balbontín,male,"","",Partido Demócrata Cristiano,DC,2
415,Carlos Bombal Otaegui,Bombal,male,"",22,Unión Demócrata Independiente,UDI,2
417,Carlos Cantero Ojeda,Cantero,male,"",3,Renovación Nacional,RN,2
424,Andrés Chadwick Piñera,Chadwick,male,"",33,Unión Demócrata Independiente,UDI,2
425,Iván De la Maza Maillet,De la Maza,male,"","",Partido Demócrata Cristiano,DC,2
426,Carlos Dupré Silva,Dupré,male,"",20,Partido Demócrata Cristiano,DC,2
428,Ramón Elizalde Hevia,Elizalde,male,"",17,Partido Demócrata Cristiano,DC,2
433,Jaime Estévez Valencia,Estévez,male,"",29,Partido Socialista,PS,2
434,Miguel Angel Fantuzzi Hernández,Fantuzzi,male,"",20,Renovación Nacional,RN,2
435,Luis Valentín Ferrada Valenzuela,Ferrada,male,"","",Renovación Nacional,RN,2
437,Rubén Gajardo Chacón,Gajardo,male,"",4,Partido Demócrata Cristiano,DC,2
443,José Luis González Rodríguez,González,male,"","",Partido Por la Democracia,PPD,2
445,Mario Hamuy Berr,Hamuy,male,"",19,Partido Demócrata Cristiano,DC,2
448,José María Hurtado Ruiz-Tagle,Hurtado,male,"",35,Renovación Nacional,RN,2
449,Octavio Jara Wolff,Jara,male,"",47,Partido Por la Democracia,PPD,2
452,Harry Jürgensen Caesar,Jürgensen,male,"","",Renovación Nacional,RN,2
453,Vicente Karelovic Vrandecic,Karelovic,male,"","",Independientes,IND,2
463,José Makluf Campos,Makluf,male,"","",Partido Demócrata Cristiano,DC,2
467,Evelyn Matthei Fornet,Matthei,female,"",23,Unión Demócrata Independiente,UDI,2
470,Sergio Morales Morales,Morales,male,"","",Partido Radical Social Demócrata,PRSD,2
472,Eugenio Munizaga Rodríguez,Munizaga,male,"",7,Renovación Nacional,RN,2
489,Romy Rebolledo Leyton,Rebolledo,female,"","",Partido Por la Democracia,PPD,2
491,Teodoro Ribera Neumann,Ribera,male,"",51,Renovación Nacional,RN,2
493,Claudio Rodríguez Cataldo,Rodríguez,male,"",11,Renovación Nacional,RN,2
495,Hosain Sabag Castillo,Sabag,male,"",42,Partido Demócrata Cristiano,DC,2
497,Jorge Schaulsohn Brodsky,Schaulsohn,male,"",22,Partido Por la Democracia,PPD,2
500,Valentín Solís Cabezas,Solís,male,"","",Renovación Nacional,RN,2
502,Vicente Sota Barros,Sota,male,"",31,Partido Por la Democracia,PPD,2
503,Juan Enrique Taladriz García,Taladriz,male,"",53,Renovación Nacional,RN,2
504,Isidoro Tohá González,Tohá,male,"",41,Partido Socialista,PS,2
507,Raúl Urrutia Avila,Urrutia,male,"",14,Renovación Nacional,RN,2
509,Carlos Valcarce Medina,Valcarce,male,"",1,Renovación Nacional,RN,2
514,José Antonio Viera-Gallo Quesney,Viera-Gallo,male,"",44,Partido Socialista,PS,2
516,Erick Villegas González,Villegas,male,"","",Partido Demócrata Cristiano,DC,2
519,Martita Wörner Tapia,Wörner,female,"","",Partido Por la Democracia,PPD,2
520,Héctor Zambrano Opazo,Zambrano,male,"","",Partido Demócrata Cristiano,DC,2
802,Sergio Aguiló Melo,Aguiló,male,saguilo,37,Partido Socialista,PS,2
804,Isabel Allende Bussi,Allende,female,iallende,"",Partido Socialista,PS,2
805,Claudio Alvarado Andrade,Alvarado,male,alvarado,"",Unión Demócrata Independiente,UDI,2
806,Pedro Pablo Alvarez-Salamanca Büchi,Alvarez-Salamanca,male,alvarez,38,Renovación Nacional,RN,2
810,Gabriel Ascencio Mansilla,Ascencio,male,ascencio,"",Partido Demócrata Cristiano,DC,2
818,Alberto Cardemil Herrera,Cardemil,male,acardemil,"",Renovación Nacional,RN,2
819,Guillermo Ceroni Fuentes,Ceroni,male,gceroni,"",Partido Por la Democracia,PPD,2
821,Sergio Correa De la Cerda,Correa,male,scorrea,36,Unión Demócrata Independiente,UDI,2
822,María Angélica Cristi Marfil,Cristi,female,macristi,24,Renovación Nacional,RN,2
832,Francisco Encina Moriamez,Encina,male,fencina,"",Partido Socialista,PS,2
834,Maximiano Errázuriz Eguiguren,Errázuriz,male,merrazu,"",Renovación Nacional,RN,2
841,Renán Fuentealba Vildósola,Fuentealba,male,rfuentealba,"",Partido Demócrata Cristiano,DC,2
843,René Manuel García García,García,male,rmgarcia,52,Renovación Nacional,RN,2
844,Alejandro García-Huidobro Sanfuentes,García-Huidobro,male,agarcia,"",Unión de Centro Progresista,UCCP,2
858,Juan Carlos Latorre Carmona,Latorre,male,jclatorre,35,Partido Demócrata Cristiano,DC,2
860,Roberto León Ramírez,León,male,rleon,"",Partido Demócrata Cristiano,DC,2
863,Rosauro Martínez Labbé,Martínez,male,romar,"",Renovación Nacional,RN,2
864,Juan Masferrer Pellizzari,Masferrer,male,masferre,34,Unión Demócrata Independiente,UDI,2
865,Patricio Melero Abaroa,Melero,male,pmelero,16,Unión Demócrata Independiente,UDI,2
870,Carlos Montes Cisternas,Montes,male,cmontes,26,Partido Socialista,PS,2
871,Iván Moreira Barros,Moreira,male,imoreira,"",Unión Demócrata Independiente,UDI,2
877,Sergio Ojeda Uribe,Ojeda,male,sojeda,55,Partido Demócrata Cristiano,DC,2
879,José Miguel Ortiz Novoa,Ortiz,male,jmortiz,44,Partido Demócrata Cristiano,DC,2
884,Darío Paya Mira,Paya,male,dpaya,"",Unión Demócrata Independiente,UDI,2
892,María Antonieta Saa Díaz,Saa,female,masaa,"",Partido Por la Democracia,PPD,2
904,Eugenio Tuma Zedan,Tuma,male,etuma,"",Partido Por la Democracia,PPD,2
906,Jorge Ulloa Aguillón,Ulloa,male,julloa,43,Unión Demócrata Independiente,UDI,2
912,Alfonso Vargas Lyng,Vargas,male,avargas,"",Renovación Nacional,RN,2
914,Samuel Venegas Rubio,Venegas,male,svenegas,"",Renovación Nacional,RN,2
933,Aldo Cornejo González,Cornejo,male,acornejo,13,Partido Demócrata Cristiano,DC,2
962,Carlos Vilches Guzmán,Vilches,male,cvilches,5,Renovación Nacional,RN,2
1,Mario Acuña Cisternas,Acuña,male,"","",Partido Demócrata Cristiano,DC,1
11,Francisco Bartolucci Johnston,Bartolucci,male,"","",Unión Demócrata Independiente,UDI,1
15,Carlos Caminondo Sáez,Caminondo,male,"","",Renovación Nacional,RN,1
19,Juan Antonio Coloma Correa,Coloma,male,"","",Unión Demócrata Independiente,UDI,1
27,Sergio Elgueta Barrientos,Elgueta,male,"","",Partido Demócrata Cristiano,DC,1
30,Alberto Espina Otero,Espina,male,"","",Renovación Nacional,RN,1
35,José García Ruminot,García,male,"","",Renovación Nacional,RN,1
43,Francisco Huenchumilla Jaramillo,Huenchumilla,male,"","",Partido Demócrata Cristiano,DC,1
62,Gutenberg Martínez Ocamica,Martínez,male,"","",Partido Demócrata Cristiano,DC,1
74,Jaime Naranjo Ortiz,Naranjo,male,"","",Partido Socialista,PS,1
79,Jaime Orpis Bouchon,Orpis,male,"","",Unión Demócrata Independiente,UDI,1
83,Andrés Palma Irarrázaval,Palma,male,"","",Partido Demócrata Cristiano,DC,1
84,Joaquín Palma Irarrázaval,Palma,male,"","",Partido Demócrata Cristiano,DC,1
92,Marina Prochelle Aguilar,Prochelle,female,"","",Renovación Nacional,RN,1
93,Baldo Prokuriça Prokuriça,Prokuriça,male,"","",Renovación Nacional,RN,1
95,Víctor Reyes Alvarado,Reyes,male,"","",Partido Demócrata Cristiano,DC,1
98,Jaime Rocha Manrique,Rocha,male,"","",Partido Radical Social Demócrata,PRSD,1
111,Felipe Valenzuela Herrera,Valenzuela,male,"","",Partido Socialista,PS,1
115,Sergio Velasco De la Cerda,Velasco,male,"","",Partido Demócrata Cristiano,DC,1
132,Francisco Bayo Veloso,Bayo,male,fbayo,"",Renovación Nacional,RN,1
137,Eliana Caraball Martínez,Caraball,female,ecarabal,"",Partido Demócrata Cristiano,DC,1
150,Camilo Escalona Medina,Escalona,male,cescalona,"",Partido Socialista,PS,1
155,José Antonio Galilea Vidaurre,Galilea,male,jgalilea,"",Renovación Nacional,RN,1
169,Víctor Jeame Barrueto,Jeame,male,barrueto,"",Partido Por la Democracia,PPD,1
172,Carlos Ignacio Kuschel Silva,Kuschel,male,kuschel,"",Renovación Nacional,RN,1
175,Cristián Leay Morán,Leay,male,cleay,"",Unión Demócrata Independiente,UDI,1
176,Juan Pablo Letelier Morel,Letelier,male,jpleteli,"",Partido Socialista,PS,1
178,Arturo Longton Guerrero,Longton,male,al,"",Renovación Nacional,RN,1
179,Pablo Longueira Montes,Longueira,male,plonguei,"",Unión Demócrata Independiente,UDI,1
206,Ramón Pérez Opazo,Pérez,male,rperez,"",Renovación Nacional,RN,1
208,Víctor Pérez Varela,Pérez,male,vperez,"",Unión Demócrata Independiente,UDI,1
211,Víctor Manuel Rebolledo González,Rebolledo,male,vrebolledo,"",Partido Por la Democracia,PPD,1
220,Edmundo Salas De La Fuente,Salas,male,esalas,"",Partido Demócrata Cristiano,DC,1
222,Rodolfo Seguel Molina,Seguel,male,rseguel,"",Partido Demócrata Cristiano,DC,1
239,Edmundo Villouta Concha,Villouta,male,villouta,"",Partido Demócrata Cristiano,DC,1
407,Armando Arancibia Calderón,Arancibia,male,"","",Partido Socialista,PS,1
410,Andrés Aylwin Azocar,Aylwin,male,"","",Partido Demócrata Cristiano,DC,1
415,Carlos Bombal Otaegui,Bombal,male,"","",Unión Demócrata Independiente,UDI,1
417,Carlos Cantero Ojeda,Cantero,male,"","",Renovación Nacional,RN,1
424,Andrés Chadwick Piñera,Chadwick,male,"","",Unión Demócrata Independiente,UDI,1
426,Carlos Dupré Silva,Dupré,male,"","",Partido Demócrata Cristiano,DC,1
428,Ramón Elizalde Hevia,Elizalde,male,"","",Partido Demócrata Cristiano,DC,1
433,Jaime Estévez Valencia,Estévez,male,"","",Partido Socialista,PS,1
434,Miguel Angel Fantuzzi Hernández,Fantuzzi,male,"","",Renovación Nacional,RN,1
437,Rubén Gajardo Chacón,Gajardo,male,"","",Partido Demócrata Cristiano,DC,1
445,Mario Hamuy Berr,Hamuy,male,"","",Partido Demócrata Cristiano,DC,1
448,José María Hurtado Ruiz-Tagle,Hurtado,male,"","",Renovación Nacional,RN,1
449,Octavio Jara Wolff,Jara,male,"","",Partido Por la Democracia,PPD,1
467,Evelyn Matthei Fornet,Matthei,female,"","",Independientes,IND,1
472,Eugenio Munizaga Rodríguez,Munizaga,male,"","",Renovación Nacional,RN,1
491,Teodoro Ribera Neumann,Ribera,male,"","",Renovación Nacional,RN,1
493,Claudio Rodríguez Cataldo,Rodríguez,male,"","",Renovación Nacional,RN,1
495,Hosain Sabag Castillo,Sabag,male,"","",Partido Demócrata Cristiano,DC,1
497,Jorge Schaulsohn Brodsky,Schaulsohn,male,"","",Partido Por la Democracia,PPD,1
502,Vicente Sota Barros,Sota,male,"","",Partido Por la Democracia,PPD,1
503,Juan Enrique Taladriz García,Taladriz,male,"","",Renovación Nacional,RN,1
504,Isidoro Tohá González,Tohá,male,"","",Partido Socialista,PS,1
507,Raúl Urrutia Avila,Urrutia,male,"","",Renovación Nacional,RN,1
509,Carlos Valcarce Medina,Valcarce,male,"","",Renovación Nacional,RN,1
514,José Antonio Viera-Gallo Quesney,Viera-Gallo,male,"","",Partido Socialista,PS,1
603,Hugo Alamos Vásquez,Alamos,male,"","",Renovación Nacional,RN,1
604,Gustavo Alessandri Balmaceda,Alessandri,male,"","",Renovación Nacional,RN,1
607,Nicanor Araya,Araya,female,"","","","",1
612,Hernán Bosselin Correa,Bosselin,male,"","",Partido Demócrata Cristiano,DC,1
614,Jaime Alfonso Campos Quiroga,Campos,male,"","",Partido Radical Social Demócrata,PRSD,1
617,Gustavo Cardemil Alfaro,Cardemil,male,"","",Partido Demócrata Cristiano,DC,1
618,Baldemar Carrasco Muñoz,Carrasco,male,"","",Partido Demócrata Cristiano,DC,1
621,Juan Concha Urbina,Concha,male,"","",Partido Demócrata Cristiano,DC,1
626,Mario Devaud Ojeda,Devaud,male,"","",Partido Radical Social Demócrata,PRSD,1
634,Dionisio Faulbaum Mayorga,Faulbaum,male,"","",Partido Radical Social Demócrata,PRSD,1
639,Pedro Guzmán Alvarez,Guzmán,male,"","",Unión Demócrata Independiente,UDI,1
641,Antonio Horvath Kiss,Horvath,male,"","",Independientes,IND,1
643,Claudio Huepe García,Huepe,male,"","",Partido Demócrata Cristiano,DC,1
645,Sergio Jara Catalán,Jara,male,"","",Partido Demócrata Cristiano,DC,1
649,Vladislav Kuzmicic Calderón,Kuzmicic,male,"","",Partido Socialista,PS,1
652,Luis Leblanc Valenzuela,Leblanc,male,"","",Partido Demócrata Cristiano,DC,1
656,María Maluenda Campos,Maluenda,female,"","",Partido Por la Democracia,PPD,1
658,Juan Martínez Sepúlveda,Martínez,male,"","",Partido Socialista,PS,1
660,Manuel Antonio Matta Aragay,Matta,male,"","",Partido Demócrata Cristiano,DC,1
662,Federico Mekis Martínez,Mekis,male,"","",Renovación Nacional,RN,1
664,Jorge Molina Valdivieso,Molina,male,"","",Partido Por la Democracia,PPD,1
666,Jorge Morales Adriasola,Morales,male,"","",Renovación Nacional,RN,1
668,Roberto Muñoz Barra,Muñoz,male,"","",Partido Por la Democracia,PPD,1
671,Luis Navarrete Carvacho,Navarrete,male,"","",Renovación Nacional,RN,1
673,Héctor Olivares Solis,Olivares,male,"","",Partido Socialista,PS,1
675,Eugenio Ortega Riquelme,Ortega,male,"","",Partido Demócrata Cristiano,DC,1
677,Mario Palestro Rojas,Palestro,male,"","",Partido Socialista,PS,1
680,José Apolonio Peña Meza,Peña,male,"","",Partido Radical Social Demócrata,PRSD,1
681,Juan Alberto Pérez Muñoz,Pérez,male,"","",Renovación Nacional,RN,1
688,Gustavo Ramírez Vergara,Ramírez,male,"","",Partido Demócrata Cristiano,DC,1
693,Federico Ringeling Hunger,Ringeling,male,"","",Renovación Nacional,RN,1
697,Hugo Rodríguez Guerrero,Rodríguez,male,"","",Partido Demócrata Cristiano,DC,1
698,Laura Rodríguez Riccomini,Rodríguez,female,"","","","",1
699,Hernán Rojo Avendaño,Rojo,male,"","",Partido Demócrata Cristiano,DC,1
700,Julio Rojos Astorga,Rojos,male,"","",Partido Demócrata Cristiano,DC,1
705,Carlos Smok Ubeda,Smok,male,"","",Partido Socialista,PS,1
707,Juan Akin Soto Morales,Soto,male,"","",Partido Socialista,PS,1
708,Andrés Sotomayor Mardones,Sotomayor,male,"","",Renovación Nacional,RN,1
718,Milenko Vilicic Karnincic,Vilicic,male,"","",Partido Demócrata Cristiano,DC,1
720,Guillermo Yunge Bustamante,Yunge,male,"","",Partido Demócrata Cristiano,DC,1
721,Martín Manterola,Manterola,female,"","","","",1
802,Sergio Aguiló Melo,Aguiló,male,saguilo,"",Partido Socialista,PS,1
806,Pedro Pablo Alvarez-Salamanca Büchi,Alvarez-Salamanca,male,alvarez,"",Renovación Nacional,RN,1
821,Sergio Correa De la Cerda,Correa,male,scorrea,"",Unión Demócrata Independiente,UDI,1
822,María Angélica Cristi Marfil,Cristi,female,macristi,"",Renovación Nacional,RN,1
843,René Manuel García García,García,male,rmgarcia,"",Renovación Nacional,RN,1
858,Juan Carlos Latorre Carmona,Latorre,male,jclatorre,"",Partido Demócrata Cristiano,DC,1
864,Juan Masferrer Pellizzari,Masferrer,male,masferre,"",Unión Demócrata Independiente,UDI,1
865,Patricio Melero Abaroa,Melero,male,pmelero,"",Unión Demócrata Independiente,UDI,1
870,Carlos Montes Cisternas,Montes,male,cmontes,"",Partido Socialista,PS,1
873,Adriana Muñoz D'Albora,Muñoz,female,amunoz,"",Partido Socialista,PS,1
877,Sergio Ojeda Uribe,Ojeda,male,sojeda,"",Partido Demócrata Cristiano,DC,1
879,José Miguel Ortiz Novoa,Ortiz,male,jmortiz,"",Partido Demócrata Cristiano,DC,1
887,Carlos Recondo Lavanderos,Recondo,male,crecondo,"",Unión Demócrata Independiente,UDI,1
906,Jorge Ulloa Aguillón,Ulloa,male,julloa,"",Unión Demócrata Independiente,UDI,1
932,Eduardo Cerda García,Cerda,male,ecerda,"",Partido Demócrata Cristiano,DC,1
933,Aldo Cornejo González,Cornejo,male,acornejo,"",Partido Demócrata Cristiano,DC,1
962,Carlos Vilches Guzmán,Vilches,male,cvilches,"",Renovación Nacional,RN,1
