id,name,sort_name,gender,email,area,group,group_id,term
848,Rodrigo González Torres,González,male,rodrigogonzalez,14,Partido Por la Democracia,PPD,5
849,Patricio Hales Dib,Hales,male,phales,19,Partido Por la Democracia,PPD,5
850,Javier Hernández Hernández,Hernández,male,jhernandez,55,Unión Demócrata Independiente,UDI,5
851,Amelia Herrera Silva,Herrera,female,aherrera,12,Renovación Nacional,RN,5
852,Jorge Insunza Gregorio de las Heras,Insunza,male,jorge.insunza,28,Partido Por la Democracia,PPD,5
853,Marta Isasi Barbieri,Isasi,female,misasi,2,Independientes,IND,5
854,Enrique Jaramillo Becker,Jaramillo,male,ejaramil,54,Partido Por la Democracia,PPD,5
855,Carlos Abel Jarpa Wevar,Jarpa,male,cjarpa,41,Partido Radical Social Demócrata,PRSD,5
856,Tucapel Jiménez Fuentes,Jiménez,male,tjimenez,27,Partido Por la Democracia,PPD,5
857,José Antonio Kast Rist,Kast,male,jkast,30,Unión Demócrata Independiente,UDI,5
858,Juan Carlos Latorre Carmona,Latorre,male,jclatorre,35,Partido Demócrata Cristiano,DC,5
859,Antonio Leal Labrín,Leal,male,aleal,5,Partido Por la Democracia,PPD,5
860,Roberto León Ramírez,León,male,rleon,36,Partido Demócrata Cristiano,DC,5
861,Juan Lobos Krause,Lobos,male,jlobos,47,Unión Demócrata Independiente,UDI,5
862,Pablo Lorenzini Basso,Lorenzini,male,plorenzi,38,Partido Demócrata Cristiano,DC,5
863,Rosauro Martínez Labbé,Martínez,male,romar,41,Renovación Nacional,RN,5
864,Juan Masferrer Pellizzari,Masferrer,male,masferre,34,Unión Demócrata Independiente,UDI,5
865,Patricio Melero Abaroa,Melero,male,pmelero,16,Unión Demócrata Independiente,UDI,5
866,Fernando Meza Moncada,Meza,male,fmeza,52,Partido Radical Social Demócrata,PRSD,5
867,Cristián Monckeberg Bruner,Monckeberg,male,cmonckeberg,23,Renovación Nacional,RN,5
868,Nicolás Monckeberg Díaz,Monckeberg,male,nmonckeberg,42,Renovación Nacional,RN,5
869,Manuel Monsalve Benavides,Monsalve,male,mmonsalve,46,Partido Socialista,PS,5
870,Carlos Montes Cisternas,Montes,male,cmontes,26,Partido Socialista,PS,5
871,Iván Moreira Barros,Moreira,male,imoreira,27,Unión Demócrata Independiente,UDI,5
872,Jaime Mulet Martínez,Mulet,male,jmulet,6,Partido Regionalista Independiente,PRI,5
873,Adriana Muñoz D'Albora,Muñoz,female,amunoz,9,Partido Por la Democracia,PPD,5
874,Claudia Nogueira Fernández,Nogueira,female,cnogueira,19,Unión Demócrata Independiente,UDI,5
875,Iván Norambuena Farías,Norambuena,male,inorambuena,46,Unión Demócrata Independiente,UDI,5
876,Marco Antonio Núñez Lozano,Núñez,male,mnunez,11,Partido Por la Democracia,PPD,5
877,Sergio Ojeda Uribe,Ojeda,male,sojeda,55,Partido Demócrata Cristiano,DC,5
878,Carlos Olivares Zepeda,Olivares,male,colivare,18,Partido Regionalista Independiente,PRI,5
879,José Miguel Ortiz Novoa,Ortiz,male,jmortiz,44,Partido Demócrata Cristiano,DC,5
880,Clemira Pacheco Rivas,Pacheco,female,cpacheco,45,Partido Socialista,PS,5
881,Osvaldo Palma Flores,Palma,male,opalma,39,Renovación Nacional,RN,5
882,Iván Paredes Fierro,Paredes,male,iparedes,1,Partido Socialista,PS,5
883,Denise Pascal Allende,Pascal,female,dpascal,31,Partido Socialista,PS,5
884,Darío Paya Mira,Paya,male,dpaya,28,Unión Demócrata Independiente,UDI,5
885,José Pérez Arriagada,Pérez,male,jperez,47,Partido Radical Social Demócrata,PRSD,5
886,Jaime Quintana Leal,Quintana,male,jquintana,49,Partido Por la Democracia,PPD,5
887,Carlos Recondo Lavanderos,Recondo,male,crecondo,56,Unión Demócrata Independiente,UDI,5
888,Alberto Robles Pantoja,Robles,male,arobles,6,Partido Radical Social Demócrata,PRSD,5
889,Manuel Rojas Molina,Rojas,male,mrojas,4,Unión Demócrata Independiente,UDI,5
890,Fulvio Rossi Ciocca,Rossi,male,frossi,2,Partido Socialista,PS,5
891,Karla Rubilar Barahona,Rubilar,female,krubilar,17,Renovación Nacional,RN,5
892,María Antonieta Saa Díaz,Saa,female,masaa,17,Partido Por la Democracia,PPD,5
893,Jorge Sabag Villalobos,Sabag,male,jsabag,42,Partido Demócrata Cristiano,DC,5
894,Eduardo Saffirio Suárez,Saffirio,male,esaffirio,50,Partido Demócrata Cristiano,DC,5
895,Felipe Salaberry Soto,Salaberry,male,fsalaberry,25,Unión Demócrata Independiente,UDI,5
896,Roberto Sepúlveda Hermosilla,Sepúlveda,male,rsepulveda,20,Renovación Nacional,RN,5
897,Alejandra Sepúlveda Orbenes,Sepúlveda,female,asepulveda,34,Independientes,IND,5
898,Gabriel Silber Romo,Silber,male,gsilber,16,Partido Demócrata Cristiano,DC,5
899,Laura Soto González,Soto,female,lsoto,13,Partido Por la Democracia,PPD,5
900,Alejandro Sule Fernández,Sule,male,asule,33,Partido Radical Social Demócrata,PRSD,5
901,Raúl Sunico Galdames,Sunico,male,rsunico,43,Partido Socialista,PS,5
902,Jorge Tarud Daccarett,Tarud,male,jtarud,39,Partido Por la Democracia,PPD,5
903,Carolina Tohá Morales,Tohá,female,ctoha,22,Partido Por la Democracia,PPD,5
904,Eugenio Tuma Zedan,Tuma,male,etuma,51,Partido Por la Democracia,PPD,5
905,Marisol Turres Figueroa,Turres,female,mturres,57,Unión Demócrata Independiente,UDI,5
906,Jorge Ulloa Aguillón,Ulloa,male,julloa,43,Unión Demócrata Independiente,UDI,5
907,Gonzalo Uriarte Herrera,Uriarte,male,guriarte,31,Unión Demócrata Independiente,UDI,5
908,Ignacio Urrutia Bonilla,Urrutia,male,iurrutia,40,Unión Demócrata Independiente,UDI,5
909,Ximena Valcarce Becerra,Valcarce,female,xvalcarce,1,Renovación Nacional,RN,5
910,Esteban Valenzuela Van Treek,Valenzuela,male,evalenzuela,32,Independientes,IND,5
911,Patricio Vallespín López,Vallespín,male,pvallespin,57,Partido Demócrata Cristiano,DC,5
912,Alfonso Vargas Lyng,Vargas,male,avargas,10,Renovación Nacional,RN,5
913,Mario Venegas Cárdenas,Venegas,male,mvenegas,48,Partido Demócrata Cristiano,DC,5
914,Samuel Venegas Rubio,Venegas,male,svenegas,15,Independientes,IND,5
915,Germán Verdugo Soto,Verdugo,male,gverdugo,37,Renovación Nacional,RN,5
916,Ximena Vidal Lázaro,Vidal,female,xvidal,25,Partido Por la Democracia,PPD,5
917,Gastón Von Mühlenbrock Zamora,Von Mühlenbrock,male,gvonmuhlenbrock,54,Unión Demócrata Independiente,UDI,5
918,Patricio Walker Prieto,Walker,male,pwalker,8,Partido Demócrata Cristiano,DC,5
919,Felipe Ward Edwards,Ward,male,fw120,3,Unión Demócrata Independiente,UDI,5
920,Marcelo Schilling Rodríguez,Schilling,male,schilling,12,Partido Socialista,PS,5
921,Lily Pérez San Martín,Pérez,female,lperez,38,Renovación Nacional,RN,5
922,Felipe Harboe Bascuñán,Harboe,male,fharboe,22,Partido Por la Democracia,PPD,5
132,Francisco Bayo Veloso,Bayo,male,fbayo,48,Renovación Nacional,RN,4
137,Eliana Caraball Martínez,Caraball,female,ecarabal,27,Partido Demócrata Cristiano,DC,4
140,Patricio Cornejo Vidaurrázaga,Cornejo,male,pcornejo,11,Partido Demócrata Cristiano,DC,4
150,Camilo Escalona Medina,Escalona,male,cescalona,46,Partido Socialista,PS,4
151,Mario Escobar Urbina,Escobar,male,mescobar,3,Unión Demócrata Independiente,UDI,4
155,José Antonio Galilea Vidaurre,Galilea,male,jgalilea,49,Renovación Nacional,RN,4
158,Guido Girardi Lavín,Girardi,male,ggirardi,18,Partido Por la Democracia,PPD,4
159,Rosa González Román,González,female,rosadearica,1,Unión Demócrata Independiente,UDI,4
161,María Pía Guzmán Mena,Guzmán,female,cdpia,23,Renovación Nacional,RN,4
164,Carlos Hidalgo González,Hidalgo,male,chidalgo,15,Independientes,IND,4
165,Gonzalo Ibáñez Santa María,Ibáñez,male,gibanez,14,Unión Demócrata Independiente,UDI,4
166,Carmen Ibáñez Soto,Ibáñez,female,cibanez,13,Renovación Nacional,RN,4
169,Víctor Jeame Barrueto,Jeame,male,barrueto,43,Partido Por la Democracia,PPD,4
170,Jaime Jiménez Villavicencio,Jiménez,male,jjimenez,31,Independientes,IND,4
172,Carlos Ignacio Kuschel Silva,Kuschel,male,kuschel,57,Renovación Nacional,RN,4
173,Eduardo Lagos Herrera,Lagos,male,elagos,57,Partido Radical Social Demócrata,PRSD,4
175,Cristián Leay Morán,Leay,male,cleay,19,Unión Demócrata Independiente,UDI,4
176,Juan Pablo Letelier Morel,Letelier,male,jpleteli,33,Partido Socialista,PS,4
177,Felipe Letelier Norambuena,Letelier,male,felipe.letelier,42,Partido Por la Democracia,PPD,4
178,Arturo Longton Guerrero,Longton,male,al,12,Renovación Nacional,RN,4
179,Pablo Longueira Montes,Longueira,male,plonguei,17,Unión Demócrata Independiente,UDI,4
181,Zarko Luksic Sandoval,Luksic,male,luksic,16,Partido Demócrata Cristiano,DC,4
185,María Eugenia Mella Gajardo,Mella,female,mmella,10,Partido Demócrata Cristiano,DC,4
187,Darío Molina Sanhueza,Molina,male,dmolina,9,Unión Demócrata Independiente,UDI,4
190,Waldo Mora Longa,Mora,male,wmora,3,Partido Demócrata Cristiano,DC,4
193,Pedro Muñoz Aburto,Muñoz,male,pmunoz,60,Partido Socialista,PS,4
195,Alejandro Navarro Brain,Navarro,male,anavarro,45,Partido Socialista,PS,4
202,Cristián Pareto Vergara,Pareto,male,cpareto,20,Independientes,IND,4
205,Aníbal Pérez Lobos,Pérez,male,anibalpe,35,Partido Por la Democracia,PPD,4
206,Ramón Pérez Opazo,Pérez,male,rperez,2,Independientes,IND,4
208,Víctor Pérez Varela,Pérez,male,vperez,47,Unión Demócrata Independiente,UDI,4
209,Pablo Prieto Lorca,Prieto,male,pprieto,37,Unión Demócrata Independiente,UDI,4
211,Víctor Manuel Rebolledo González,Rebolledo,male,vrebolledo,7,Partido Por la Democracia,PPD,4
213,Edgardo Riveros Marín,Riveros,male,eriveros,30,Partido Demócrata Cristiano,DC,4
220,Edmundo Salas De La Fuente,Salas,male,esalas,45,Partido Demócrata Cristiano,DC,4
221,Leopoldo Sánchez Grunert,Sánchez,male,lsanchez,59,Partido Por la Democracia,PPD,4
222,Rodolfo Seguel Molina,Seguel,male,rseguel,28,Partido Demócrata Cristiano,DC,4
224,Exequiel Silva Ortiz,Silva,male,esilva,53,Partido Demócrata Cristiano,DC,4
226,Boris Tapia Martínez,Tapia,male,btapia,36,Partido Demócrata Cristiano,DC,4
234,Mario Varela Herrera,Varela,male,mvarela,20,Unión Demócrata Independiente,UDI,4
239,Edmundo Villouta Concha,Villouta,male,villouta,48,Partido Demócrata Cristiano,DC,4
242,Néstor Jofré Núñez,Jofré,male,njofre,2,Renovación Nacional,RN,4
800,Enrique Accorsi Opazo,Accorsi,male,eaccorsi,24,Partido Por la Democracia,PPD,4
802,Sergio Aguiló Melo,Aguiló,male,saguilo,37,Partido Socialista,PS,4
804,Isabel Allende Bussi,Allende,female,iallende,29,Partido Socialista,PS,4
805,Claudio Alvarado Andrade,Alvarado,male,alvarado,58,Unión Demócrata Independiente,UDI,4
806,Pedro Pablo Alvarez-Salamanca Büchi,Alvarez-Salamanca,male,alvarez,38,Renovación Nacional,RN,4
807,Rodrigo Álvarez Zenteno,Álvarez,male,ralvarez,60,Unión Demócrata Independiente,UDI,4
808,Pedro Araya Guerrero,Araya,male,paraya,4,Partido Demócrata Cristiano,DC,4
810,Gabriel Ascencio Mansilla,Ascencio,male,ascencio,58,Partido Demócrata Cristiano,DC,4
811,Ramón Barros Montero,Barros,male,jbarros,35,Unión Demócrata Independiente,UDI,4
812,Eugenio Bauer Jouanne,Bauer,male,ebauer,33,Unión Demócrata Independiente,UDI,4
813,Germán Becker Alvear,Becker,male,gbecker,50,Renovación Nacional,RN,4
814,Mario Bertolino Rendic,Bertolino,male,mbertoli,7,Renovación Nacional,RN,4
816,Jorge Burgos Varela,Burgos,male,jburgos,21,Partido Demócrata Cristiano,DC,4
817,Juan Bustos Ramírez,Bustos,male,jbustos,12,Partido Socialista,PS,4
818,Alberto Cardemil Herrera,Cardemil,male,acardemil,22,Renovación Nacional,RN,4
819,Guillermo Ceroni Fuentes,Ceroni,male,gceroni,40,Partido Por la Democracia,PPD,4
821,Sergio Correa De la Cerda,Correa,male,scorrea,36,Unión Demócrata Independiente,UDI,4
822,María Angélica Cristi Marfil,Cristi,female,macristi,24,Unión Demócrata Independiente,UDI,4
823,Marcela Cubillos Sigall,Cubillos,female,mcubillos,21,Unión Demócrata Independiente,UDI,4
825,Roberto Delmastro Naso,Delmastro,male,rdelmast,53,Independientes,IND,4
826,Eduardo Díaz Del Río,Díaz,male,ediaz,51,Independientes,IND,4
828,Julio Dittborn Cordua,Dittborn,male,jdittbor,23,Unión Demócrata Independiente,UDI,4
830,Andrés Egaña Respaldiza,Egaña,male,aegana,44,Unión Demócrata Independiente,UDI,4
832,Francisco Encina Moriamez,Encina,male,fencina,8,Partido Socialista,PS,4
834,Maximiano Errázuriz Eguiguren,Errázuriz,male,merrazu,29,Renovación Nacional,RN,4
837,Fidel Espinoza Sandoval,Espinoza,male,fespinoza,56,Partido Socialista,PS,4
840,Marcelo Forni Lobos,Forni,male,mforni,11,Unión Demócrata Independiente,UDI,4
842,Pablo Galilea Carrillo,Galilea,male,pgalilea,59,Renovación Nacional,RN,4
843,René Manuel García García,García,male,rmgarcia,52,Renovación Nacional,RN,4
844,Alejandro García-Huidobro Sanfuentes,García-Huidobro,male,agarcia,32,Unión Demócrata Independiente,UDI,4
848,Rodrigo González Torres,González,male,rodrigogonzalez,14,Partido Por la Democracia,PPD,4
849,Patricio Hales Dib,Hales,male,phales,19,Partido Por la Democracia,PPD,4
850,Javier Hernández Hernández,Hernández,male,jhernandez,55,Unión Demócrata Independiente,UDI,4
854,Enrique Jaramillo Becker,Jaramillo,male,ejaramil,54,Partido Por la Democracia,PPD,4
855,Carlos Abel Jarpa Wevar,Jarpa,male,cjarpa,41,Partido Radical Social Demócrata,PRSD,4
857,José Antonio Kast Rist,Kast,male,jkast,30,Unión Demócrata Independiente,UDI,4
859,Antonio Leal Labrín,Leal,male,aleal,5,Partido Por la Democracia,PPD,4
862,Pablo Lorenzini Basso,Lorenzini,male,plorenzi,38,Partido Demócrata Cristiano,DC,4
863,Rosauro Martínez Labbé,Martínez,male,romar,41,Renovación Nacional,RN,4
864,Juan Masferrer Pellizzari,Masferrer,male,masferre,34,Unión Demócrata Independiente,UDI,4
865,Patricio Melero Abaroa,Melero,male,pmelero,16,Unión Demócrata Independiente,UDI,4
866,Fernando Meza Moncada,Meza,male,fmeza,52,Partido Radical Social Demócrata,PRSD,4
868,Nicolás Monckeberg Díaz,Monckeberg,male,nmonckeberg,42,Renovación Nacional,RN,4
870,Carlos Montes Cisternas,Montes,male,cmontes,26,Partido Socialista,PS,4
871,Iván Moreira Barros,Moreira,male,imoreira,27,Unión Demócrata Independiente,UDI,4
872,Jaime Mulet Martínez,Mulet,male,jmulet,6,Partido Demócrata Cristiano,DC,4
873,Adriana Muñoz D'Albora,Muñoz,female,amunoz,9,Partido Por la Democracia,PPD,4
875,Iván Norambuena Farías,Norambuena,male,inorambuena,46,Unión Demócrata Independiente,UDI,4
877,Sergio Ojeda Uribe,Ojeda,male,sojeda,55,Partido Demócrata Cristiano,DC,4
878,Carlos Olivares Zepeda,Olivares,male,colivare,18,Partido Demócrata Cristiano,DC,4
879,José Miguel Ortiz Novoa,Ortiz,male,jmortiz,44,Partido Demócrata Cristiano,DC,4
881,Osvaldo Palma Flores,Palma,male,opalma,39,Renovación Nacional,RN,4
882,Iván Paredes Fierro,Paredes,male,iparedes,1,Independientes,IND,4
884,Darío Paya Mira,Paya,male,dpaya,28,Unión Demócrata Independiente,UDI,4
885,José Pérez Arriagada,Pérez,male,jperez,47,Partido Radical Social Demócrata,PRSD,4
886,Jaime Quintana Leal,Quintana,male,jquintana,49,Partido Por la Democracia,PPD,4
887,Carlos Recondo Lavanderos,Recondo,male,crecondo,56,Unión Demócrata Independiente,UDI,4
888,Alberto Robles Pantoja,Robles,male,arobles,6,Partido Radical Social Demócrata,PRSD,4
889,Manuel Rojas Molina,Rojas,male,mrojas,4,Unión Demócrata Independiente,UDI,4
890,Fulvio Rossi Ciocca,Rossi,male,frossi,2,Independientes,IND,4
892,María Antonieta Saa Díaz,Saa,female,masaa,17,Partido Por la Democracia,PPD,4
894,Eduardo Saffirio Suárez,Saffirio,male,esaffirio,50,Partido Demócrata Cristiano,DC,4
895,Felipe Salaberry Soto,Salaberry,male,fsalaberry,25,Unión Demócrata Independiente,UDI,4
897,Alejandra Sepúlveda Orbenes,Sepúlveda,female,asepulveda,34,Partido Demócrata Cristiano,DC,4
899,Laura Soto González,Soto,female,lsoto,13,Partido Por la Democracia,PPD,4
902,Jorge Tarud Daccarett,Tarud,male,jtarud,39,Partido Por la Democracia,PPD,4
903,Carolina Tohá Morales,Tohá,female,ctoha,22,Partido Por la Democracia,PPD,4
904,Eugenio Tuma Zedan,Tuma,male,etuma,51,Partido Por la Democracia,PPD,4
906,Jorge Ulloa Aguillón,Ulloa,male,julloa,43,Unión Demócrata Independiente,UDI,4
907,Gonzalo Uriarte Herrera,Uriarte,male,guriarte,31,Unión Demócrata Independiente,UDI,4
908,Ignacio Urrutia Bonilla,Urrutia,male,iurrutia,40,Unión Demócrata Independiente,UDI,4
910,Esteban Valenzuela Van Treek,Valenzuela,male,evalenzuela,32,Partido Por la Democracia,PPD,4
912,Alfonso Vargas Lyng,Vargas,male,avargas,10,Renovación Nacional,RN,4
914,Samuel Venegas Rubio,Venegas,male,svenegas,15,Partido Radical Social Demócrata,PRSD,4
916,Ximena Vidal Lázaro,Vidal,female,xvidal,25,Partido Por la Democracia,PPD,4
917,Gastón Von Mühlenbrock Zamora,Von Mühlenbrock,male,gvonmuhlenbrock,54,Unión Demócrata Independiente,UDI,4
918,Patricio Walker Prieto,Walker,male,pwalker,8,Partido Demócrata Cristiano,DC,4
921,Lily Pérez San Martín,Pérez,female,lperez,26,Renovación Nacional,RN,4
962,Carlos Vilches Guzmán,Vilches,male,cvilches,5,Renovación Nacional,RN,4
1,Mario Acuña Cisternas,Acuña,male,"",52,Partido Demócrata Cristiano,DC,3
3,Gustavo Alessandri Valdés,Alessandri,male,"",20,Renovación Nacional,RN,3
8,Rafael Arratia Valdebenito,Arratia,male,"",35,Partido Demócrata Cristiano,DC,3
10,Nelson Avila Contreras,Avila,male,"",11,Partido Por la Democracia,PPD,3
11,Francisco Bartolucci Johnston,Bartolucci,male,"",13,Unión Demócrata Independiente,UDI,3
13,Manuel Bustos Huerta,Bustos,male,"",17,Partido Demócrata Cristiano,DC,3
15,Carlos Caminondo Sáez,Caminondo,male,"",54,Renovación Nacional,RN,3
19,Juan Antonio Coloma Correa,Coloma,male,"",31,Unión Demócrata Independiente,UDI,3
27,Sergio Elgueta Barrientos,Elgueta,male,"",57,Partido Demócrata Cristiano,DC,3
30,Alberto Espina Otero,Espina,male,"",21,Renovación Nacional,RN,3
31,Haroldo Fossa Rojas,Fossa,male,"",46,Renovación Nacional,RN,3
35,José García Ruminot,García,male,"",50,Renovación Nacional,RN,3
39,Homero Gutiérrez Román,Gutiérrez,male,"",37,Partido Demócrata Cristiano,DC,3
42,Miguel Hernández Saffirio,Hernández,male,"",49,Partido Demócrata Cristiano,DC,3
43,Francisco Huenchumilla Jaramillo,Huenchumilla,male,"",50,Partido Demócrata Cristiano,DC,3
49,Tomás Jocelyn-Holt Letelier,Jocelyn-Holt,male,"",24,Partido Demócrata Cristiano,DC,3
50,Enrique Krauss Rusque,Krauss,male,"",22,Partido Demócrata Cristiano,DC,3
62,Gutenberg Martínez Ocamica,Martínez,male,"",21,Partido Demócrata Cristiano,DC,3
65,Iván Mesías Lehú,Mesías,male,"",42,Partido Radical Social Demócrata,PRSD,3
67,Luis Monge Sánchez,Monge,male,"",48,Independientes,IND,3
74,Jaime Naranjo Ortiz,Naranjo,male,"",39,Partido Socialista,PS,3
76,Juan Núñez Valenzuela,Núñez,male,"",34,Partido Demócrata Cristiano,DC,3
79,Jaime Orpis Bouchon,Orpis,male,"",25,Unión Demócrata Independiente,UDI,3
81,María Victoria Ovalle Ovalle,Ovalle,female,"",35,Unión de Centro Progresista,UCCP,3
83,Andrés Palma Irarrázaval,Palma,male,"",25,Partido Demócrata Cristiano,DC,3
84,Joaquín Palma Irarrázaval,Palma,male,"",7,Partido Demócrata Cristiano,DC,3
85,Luis Pareto González,Pareto,male,"",20,Partido Demócrata Cristiano,DC,3
91,Fanny Pollarolo Villa,Pollarolo,female,"",3,Partido Socialista,PS,3
92,Marina Prochelle Aguilar,Prochelle,female,"",55,Independientes,IND,3
93,Baldo Prokuriça Prokuriça,Prokuriça,male,"",6,Renovación Nacional,RN,3
95,Víctor Reyes Alvarado,Reyes,male,"",56,Partido Demócrata Cristiano,DC,3
98,Jaime Rocha Manrique,Rocha,male,"",46,Partido Radical Social Demócrata,PRSD,3
103,Antonella Sciaraffia Estrada,Sciaraffia,female,"",2,Partido Demócrata Cristiano,DC,3
106,Jorge Soria Macchiavello,Soria,male,"",2,Partido Por la Democracia,PPD,3
110,Salvador Urrutia Cárdenas,Urrutia,male,"",1,Partido Por la Democracia,PPD,3
111,Felipe Valenzuela Herrera,Valenzuela,male,"",4,Partido Socialista,PS,3
112,Enrique Van Rysselberghe Varela,Van Rysselberghe,male,"",44,Unión Demócrata Independiente,UDI,3
114,Osvaldo Vega Vera,Vega,male,"",40,Renovación Nacional,RN,3
115,Sergio Velasco De la Cerda,Velasco,male,"",15,Partido Demócrata Cristiano,DC,3
119,Ignacio Walker Prieto,Walker,male,"",10,Partido Demócrata Cristiano,DC,3
121,María Rozas Velásquez,Rozas,female,"",17,Partido Demócrata Cristiano,DC,3
137,Eliana Caraball Martínez,Caraball,female,ecarabal,27,Partido Demócrata Cristiano,DC,3
140,Patricio Cornejo Vidaurrázaga,Cornejo,male,pcornejo,11,Partido Demócrata Cristiano,DC,3
155,José Antonio Galilea Vidaurre,Galilea,male,jgalilea,49,Renovación Nacional,RN,3
158,Guido Girardi Lavín,Girardi,male,ggirardi,18,Partido Por la Democracia,PPD,3
159,Rosa González Román,González,female,rosadearica,1,Independientes,IND,3
161,María Pía Guzmán Mena,Guzmán,female,cdpia,23,Renovación Nacional,RN,3
165,Gonzalo Ibáñez Santa María,Ibáñez,male,gibanez,14,Unión Demócrata Independiente,UDI,3
169,Víctor Jeame Barrueto,Jeame,male,barrueto,43,Partido Por la Democracia,PPD,3
170,Jaime Jiménez Villavicencio,Jiménez,male,jjimenez,31,Partido Demócrata Cristiano,DC,3
172,Carlos Ignacio Kuschel Silva,Kuschel,male,kuschel,57,Renovación Nacional,RN,3
175,Cristián Leay Morán,Leay,male,cleay,19,Unión Demócrata Independiente,UDI,3
176,Juan Pablo Letelier Morel,Letelier,male,jpleteli,33,Partido Socialista,PS,3
177,Felipe Letelier Norambuena,Letelier,male,felipe.letelier,42,Partido Por la Democracia,PPD,3
178,Arturo Longton Guerrero,Longton,male,al,12,Renovación Nacional,RN,3
179,Pablo Longueira Montes,Longueira,male,plonguei,30,Unión Demócrata Independiente,UDI,3
181,Zarko Luksic Sandoval,Luksic,male,luksic,16,Partido Demócrata Cristiano,DC,3
187,Darío Molina Sanhueza,Molina,male,dmolina,9,Unión Demócrata Independiente,UDI,3
190,Waldo Mora Longa,Mora,male,wmora,3,Partido Demócrata Cristiano,DC,3
193,Pedro Muñoz Aburto,Muñoz,male,pmunoz,60,Partido Socialista,PS,3
195,Alejandro Navarro Brain,Navarro,male,anavarro,45,Partido Socialista,PS,3
205,Aníbal Pérez Lobos,Pérez,male,anibalpe,32,Partido Por la Democracia,PPD,3
208,Víctor Pérez Varela,Pérez,male,vperez,47,Unión Demócrata Independiente,UDI,3
213,Edgardo Riveros Marín,Riveros,male,eriveros,30,Partido Demócrata Cristiano,DC,3
220,Edmundo Salas De La Fuente,Salas,male,esalas,45,Partido Demócrata Cristiano,DC,3
221,Leopoldo Sánchez Grunert,Sánchez,male,lsanchez,59,Partido Por la Democracia,PPD,3
222,Rodolfo Seguel Molina,Seguel,male,rseguel,28,Partido Demócrata Cristiano,DC,3
224,Exequiel Silva Ortiz,Silva,male,esilva,53,Partido Demócrata Cristiano,DC,3
239,Edmundo Villouta Concha,Villouta,male,villouta,48,Partido Demócrata Cristiano,DC,3
802,Sergio Aguiló Melo,Aguiló,male,saguilo,37,Partido Socialista,PS,3
804,Isabel Allende Bussi,Allende,female,iallende,29,Partido Socialista,PS,3
805,Claudio Alvarado Andrade,Alvarado,male,alvarado,58,Unión Demócrata Independiente,UDI,3
806,Pedro Pablo Alvarez-Salamanca Büchi,Alvarez-Salamanca,male,alvarez,38,Renovación Nacional,RN,3
807,Rodrigo Álvarez Zenteno,Álvarez,male,ralvarez,60,Unión Demócrata Independiente,UDI,3
810,Gabriel Ascencio Mansilla,Ascencio,male,ascencio,58,Partido Demócrata Cristiano,DC,3
814,Mario Bertolino Rendic,Bertolino,male,mbertoli,7,Renovación Nacional,RN,3
817,Juan Bustos Ramírez,Bustos,male,jbustos,12,Partido Socialista,PS,3
818,Alberto Cardemil Herrera,Cardemil,male,acardemil,22,Renovación Nacional,RN,3
819,Guillermo Ceroni Fuentes,Ceroni,male,gceroni,40,Partido Por la Democracia,PPD,3
821,Sergio Correa De la Cerda,Correa,male,scorrea,36,Unión Demócrata Independiente,UDI,3
822,María Angélica Cristi Marfil,Cristi,female,macristi,24,Renovación Nacional,RN,3
825,Roberto Delmastro Naso,Delmastro,male,rdelmast,53,Independientes,IND,3
826,Eduardo Díaz Del Río,Díaz,male,ediaz,51,Unión Demócrata Independiente,UDI,3
828,Julio Dittborn Cordua,Dittborn,male,jdittbor,23,Unión Demócrata Independiente,UDI,3
832,Francisco Encina Moriamez,Encina,male,fencina,8,Partido Socialista,PS,3
834,Maximiano Errázuriz Eguiguren,Errázuriz,male,merrazu,29,Renovación Nacional,RN,3
842,Pablo Galilea Carrillo,Galilea,male,pgalilea,59,Renovación Nacional,RN,3
843,René Manuel García García,García,male,rmgarcia,52,Renovación Nacional,RN,3
844,Alejandro García-Huidobro Sanfuentes,García-Huidobro,male,agarcia,32,Unión Demócrata Independiente,UDI,3
849,Patricio Hales Dib,Hales,male,phales,19,Partido Por la Democracia,PPD,3
854,Enrique Jaramillo Becker,Jaramillo,male,ejaramil,54,Partido Por la Democracia,PPD,3
855,Carlos Abel Jarpa Wevar,Jarpa,male,cjarpa,41,Partido Radical Social Demócrata,PRSD,3
859,Antonio Leal Labrín,Leal,male,aleal,5,Partido Por la Democracia,PPD,3
860,Roberto León Ramírez,León,male,rleon,36,Partido Demócrata Cristiano,DC,3
862,Pablo Lorenzini Basso,Lorenzini,male,plorenzi,38,Partido Demócrata Cristiano,DC,3
863,Rosauro Martínez Labbé,Martínez,male,romar,41,Independientes,IND,3
864,Juan Masferrer Pellizzari,Masferrer,male,masferre,34,Unión Demócrata Independiente,UDI,3
865,Patricio Melero Abaroa,Melero,male,pmelero,16,Unión Demócrata Independiente,UDI,3
870,Carlos Montes Cisternas,Montes,male,cmontes,26,Partido Socialista,PS,3
871,Iván Moreira Barros,Moreira,male,imoreira,27,Unión Demócrata Independiente,UDI,3
872,Jaime Mulet Martínez,Mulet,male,jmulet,6,Partido Demócrata Cristiano,DC,3
873,Adriana Muñoz D'Albora,Muñoz,female,amunoz,9,Partido Por la Democracia,PPD,3
877,Sergio Ojeda Uribe,Ojeda,male,sojeda,55,Partido Demócrata Cristiano,DC,3
