id,wikidata
australian_labor_party,Q216082
liberal_party,Q241149
national_party,Q946040
country_liberal_party,Q2496080
australian_greens,Q781486
christian_democratic_party,Q745466
pauline_hanson's_one_nation_party,Q1585274
palmer_united_party,Q15130081
