id,legacy
982e3c98-2060-4d7b-b8e7-aca6fbf9bff2,240
6afa3116-6dcb-4c5f-9e9f-ee3b16da6e49,237
5c28e2e8-f069-420c-895e-3540e00414c0,281
156d9a48-7f3e-4128-b959-0bad0af23685,270
a5381632-5e07-4a42-a6ab-9cafebd616b5,219
58fb0f49-d05e-4f11-b9f4-c9943645611d,238
c7d86897-c43e-4faa-b2d2-3361e6547107,259
a5555667-bd91-448b-9e0c-f55c6de430c8,205
fa647d6c-540a-4db2-85e9-7936d99e0326,239
df43d355-a62d-4614-a9c7-608f4a65195d,256
c396db6a-d586-4798-abad-d7d941550b2e,217
ffd908b8-eedf-4e26-b362-8e0c80f921bc,265
f175cc76-1acf-4d28-83b0-e0e2db2b3b0f,269
db911be5-7971-4fec-ba17-49c24e82a370,231
452c9c92-15fc-4525-97e4-844384d4201c,204
93696b7c-07ff-4a64-a676-2b1215188a95,266
c312cbb6-eee8-43a4-9071-0293994be681,241
be33ebfc-a04f-49ed-a217-cbd192027dca,267
b346526c-6679-411b-9656-5ad2bc6493ed,283
d9f2d22d-17d5-489e-aa76-8a7b138b1cb7,274
96a4a1bd-d20a-46e3-bc95-0865094449df,209
f82701f4-e123-4aab-a724-3a7c96e51ea5,229
a66a3f1e-c40a-41a9-82fe-9b34b8caa331,218
b9ed8195-f5d9-4c3d-bb6c-746b2f9cc0ad,233
2d0ddace-50a7-4f0c-b95f-6c6f8236665a,275
f6c1f0cb-5567-4d15-b7a6-62df476f041f,212
5f99c500-e9c1-4a83-a6d3-9966b39f7ea9,253
575c14fa-b079-4ac2-acde-cb631b8aab14,213
b5a20ad8-b410-4594-bb30-3e5c9f244355,276
35c54e4b-6e2d-4b8c-9540-1becf9d4536b,236
86d4a0d7-7289-41bf-bb77-f837cca5ad7c,226
1b14ea7d-1016-4923-9c84-3f88d474b1d4,228
f7cee335-496d-468b-a4d8-4cfbfa61a750,282
749bcd6a-a9d0-47e6-8f03-4575e0959d3c,242
5b9f46b9-cc9e-44ce-9959-933ecc81c225,258
b691c55b-97a5-48a5-bb68-144892660364,262
e1e0c610-8dde-4307-9410-aa267333fb5e,230
53f42794-1127-402e-93a7-eec35410d25a,243
8efe2ab1-0d20-42fd-b226-322359c30a26,268
bdb1ba5c-1899-4d6a-a9a2-e2a6504bc276,277
35edb0fc-6d4c-46bd-ba56-75c7cdb7785d,224
9eb08b3f-d7c6-4c40-b37d-023745fd1d53,214
ec96ed3d-4492-48b6-abb6-939dd30769be,244
cdb93d3b-cd2e-4452-b659-af22282fb9d1,245
072b2449-c6f1-4390-a1e7-e56c50cb5e06,246
73e9c95e-e477-4cc1-9bf4-56544ba1d598,257
b3d98322-ffb5-42a3-abeb-871284def76e,222
0b4ef795-d7db-40f6-ae2d-0c87806a615a,247
fc8ff75a-5580-436b-9663-ffa324299690,279
e30d8274-6dc1-4059-95d2-9f889d1cf06a,252
acf30393-b2c5-4c58-b8a8-1003bafc6bfb,248
b6f60dd0-75ec-4658-9810-6d28840c7cf1,210
7e11cd5c-74c0-481c-ab1a-c268bca8ce8e,260
0d28f2ea-ee91-4a33-b98a-2b1f429b4808,271
6d2bf6d4-7cdf-43de-8dea-bc587a008ef5,206
b0d8214d-43e8-4ff0-af6b-cc57c8e27bf1,263
e71662f8-1bd5-4611-9db7-00813f227a61,221
7a201ba5-72ac-44c1-a811-a8e0a5a5c598,249
c5837589-8602-4a59-bc0a-3164137b1db1,211
d5435ccf-ea24-4f8f-a4ca-127f142dd21d,278
94a55e74-1c84-476d-a53c-26041a657a1e,254
e6121cc2-b176-4e11-b4f1-cfbc6c0f8c68,251
59340217-3e42-4ccc-a90f-f0e8af6b39fb,250
5277109f-cab2-4ae3-b739-d395570b1e75,225
0ac47fd2-cc8f-4e6f-b51f-b49f65400548,208
52f2d393-7bff-4309-80df-90846c20e2d5,264
d88ccb48-fe48-4b0b-8ce8-979c24882eb5,232
146ffc20-ed5c-4c78-a7a2-9d2f57339770,234
cd54eb30-570b-490c-8a3d-6d4f1e4c0833,280
0b96de21-b0da-4700-98bb-5825d45499c8,235
51988c1f-b4be-478b-9dc1-b832662c1f43,272
47c09711-c4cb-4ebb-ae42-70362d23c89d,255
3811b73b-f78c-4803-9dc3-d335cc9d7162,273
f5b0c229-5ea9-4741-b8a1-f0b7f3c90155,216
3e201716-1393-4088-a923-1ac49e19b5ee,261
