id,uuid
aleksandar-nikoloski,dd11dc41-556c-4f00-8bcd-f0c23889c531
aleksandar-stojkoski,d8eca104-e8a1-487d-a734-1e0988b130ae
alim-bilali,8756cf1a-8d61-4f38-8c55-384aa5946214
andon-cibisev,b9f39c23-6276-45e5-8e1d-cbe1c3db44ce
ane-laskoska,ebbe68a8-dc10-4002-acd3-56dd3cfea49c
antonijo-milososki,851fa6cc-6dff-4f8b-8e65-3821b012f44e
blagica-lasovska,27fc3c43-5400-4889-a853-b86cc08e0e9b
blagorodna-bojadzieva,4b1526a9-6d6c-4b39-b127-9debb8314f7c
blagoja-despotovski,fc7412a1-acd0-40fe-98d2-64ce753aca21
vasil-pisev,71f1ba5e-6f9d-42bf-a7ca-4e289b3abc6f
vasko-naumovski,d924a60b-31c8-4a65-9a34-67bbb40febe1
vesna-damcevska-ilievska,259c83e9-dedf-4866-a06f-d5a9e0048124
vesna-pemova,f5a77e8a-5973-4d57-8981-2a3afeaf1efb
vladimir-gjorchev,1b7560ed-6e71-4e61-a4f6-0c9e04b1bfc3
daniela-rangelova,fc6daa63-6136-44f1-a8ef-352f1a80a80d
dimitar-stevanandzija,046fad6d-206a-4848-8b1f-327894630cb9
dragan-danev,8ac4af5c-cd6c-44a2-9c4f-78ae3bee62a5
dragan-cuklev,b7ec31ee-6130-4919-ad5e-78bf8f7bfe36
gjoko-kamcev,e09704a6-4601-4898-b4c0-f991c79a4bcd
gjorgji-kodzabasiev,69d80493-08f8-401c-af92-e5b18b0a3a18
emil-dimitriev,f2b6e36a-f92a-4d3f-9599-a53ae789b021
zoran-gjorgjievski,c77c4658-a5be-47c1-b8a1-bf93ea63247d
zoran-ilioski,0bf5a867-e953-4eab-b3dd-4766f375bffd
ivan-ivanov,40172fe5-7606-483c-9a20-80eae9068781
ilija-dimovski,d482e080-b0ff-486b-b3cc-4b934804cd7f
jasminka-damceska,efa8539f-cb81-4188-a5c8-b68a2920fb6a
krsto-mukoski,076b1abc-b09e-4331-b3fe-6c9605b9cbea
liljana-zaturovska,303d9624-01ad-4518-a8ad-ede754ffa358
liljana-kuzmanovska,d6cb301e-2019-4400-ad11-5e7a9635c179
magdalena-manaskova,c2375d01-6636-4179-ab61-fef4b94dbc7f
marija-angelova,9db6b4d0-142c-47d0-8cf7-14fd5c152f25
marjanco-kolevski,1d0e8635-544d-4bd5-91f1-ceee7737f380
momcilo-avramoski,8272c80e-2691-4213-946d-ff6b365cf216
nada-cipuseva,25775e78-c9af-4e2d-95e0-17484fbc49fc
nikola-micevski,dff455c7-614c-4bc9-bc0f-b237a043e234
nola-ismajloska,70bf998c-6362-449c-bd50-ac8b9e3cea44
olga-najdenovska,1a5135c6-98b2-4651-8ef0-6cfb3110f8ab
