id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image
12,Dorota Czudowska,,,Unknown,_unknown,,Senat,chamber_IV,,,http://files.parldata.eu/pl/senat/people/12/image.jpeg
73,Edmund Wittbrodt,,,Unknown,_unknown,,Senat,chamber_IV,,,http://files.parldata.eu/pl/senat/people/73/image.jpeg
63,Janina Sagatowska,,,Unknown,_unknown,,Senat,chamber_IV,,,http://files.parldata.eu/pl/senat/people/63/image.jpeg
28,Jerzy Chróścikowski,,,Unknown,_unknown,,Senat,chamber_IV,,,http://files.parldata.eu/pl/senat/people/28/image.jpeg
71,Kazimierz Kleina,,,Unknown,_unknown,,Senat,chamber_IV,,,http://files.parldata.eu/pl/senat/people/71/image.jpeg
89,Kazimierz Kutz,,,Unknown,_unknown,,Senat,chamber_IV,,,http://files.parldata.eu/pl/senat/people/89/image.jpeg
23,Stanisław Gogacz,,,Unknown,_unknown,,Senat,chamber_IV,,,http://files.parldata.eu/pl/senat/people/23/image.jpeg
