id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image
73,Edmund Wittbrodt,,,Unknown,_unknown,,Senat,chamber_V,,,http://files.parldata.eu/pl/senat/people/73/image.jpeg
63,Janina Sagatowska,,,Unknown,_unknown,,Senat,chamber_V,,,http://files.parldata.eu/pl/senat/people/63/image.jpeg
65,Kazimierz Jaworski,,,Unknown,_unknown,,Senat,chamber_V,,,http://files.parldata.eu/pl/senat/people/65/image.jpeg
89,Kazimierz Kutz,,,Unknown,_unknown,,Senat,chamber_V,,,http://files.parldata.eu/pl/senat/people/89/image.jpeg
