id,name,area,area_id,image,term,source,group,birth_year
allayarowa-mayagozel-owliyagulyyewna,Maýagözel Öwliýagulyýewna Allaýarowa,Lebap welaýaty,Çohpetde,http://mejlis2.bushluk.com/site/assets/files/14555/87-allayarowa-mo.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/allayarowa-mayagozel-owliyagulyyewna/,"",1969
hydyrow-atamyrat-jorayewich,Atamyrat Joraýewiç Hydyrow,Lebap welaýaty,Astanababa,http://mejlis2.bushluk.com/site/assets/files/14556/88-hydyrow-aj.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/hydyrow-atamyrat-jorayewich/,"",1972
mowlyamberdiyew-agajan-jorageldiyewich,Agajan Jorageldiýewiç Möwlýamberdiýew,Lebap welaýaty,Atamyrat,http://mejlis2.bushluk.com/site/assets/files/14557/89-mowlyamberdiyew-aj.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/mowlyamberdiyew-agajan-jorageldiyewich/,"",1976
yazjumayew-allanazar-akmuradowich,Allanazar Akmuradowiç Ýazjumaýew,Lebap welaýaty,Ýalkym,http://mejlis2.bushluk.com/site/assets/files/14558/90-yazjumayew-aa.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/yazjumayew-allanazar-akmuradowich/,"",1978
rozyyew-agamyrat-yolumowich,Agamyrat Ýolumowiç Rozyýew,Lebap welaýaty,Hojambaz,http://mejlis2.bushluk.com/site/assets/files/14559/91-rozyyew-ay.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/rozyyew-agamyrat-yolumowich/,"",1974
jorayew-sahetmyrat-jumageldiyewich,Sähetmyrat Jumageldiýewiç Joraýew,Lebap welaýaty,Döwletli,http://mejlis2.bushluk.com/site/assets/files/14560/92-jorayew-sj.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/jorayew-sahetmyrat-jumageldiyewich/,"",1974
murtazakulow-hudayberen-sharapowich,Hudaýberen Şarapowiç Murtazakulow,Lebap welaýaty,Köýtendag,http://mejlis2.bushluk.com/site/assets/files/14561/93-murtazakulow-hsh.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/murtazakulow-hudayberen-sharapowich/,"",1972
babakulow-merdan,Merdan Babakulow,Lebap welaýaty,Garlyk,http://mejlis2.bushluk.com/site/assets/files/14562/94-babakulow-m.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/babakulow-merdan/,"",1981
atanyyazow-begench-agamyradowich,Begenç Agamyradowiç Atanyýazow,Lebap welaýaty,Magdanly,http://mejlis2.bushluk.com/site/assets/files/14563/95-atanyyazwo-ba.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/atanyyazow-begench-agamyradowich/,"",1985
garayew-atamyrat-eshekgulowich,Atamyrat Eşekgulowiç Garaýew,Mary welaýaty,Zähmet,http://mejlis2.bushluk.com/site/assets/files/14564/96-garayew-ae.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/garayew-atamyrat-eshekgulowich/,"",1968
atayew-batyr-jumaberdiyewich,Batyr Jumaberdiýewiç Ataýew,Mary welaýaty,Mary,http://mejlis2.bushluk.com/site/assets/files/14565/97-atayew-bj.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/atayew-batyr-jumaberdiyewich/,"",1982
meredow-rejepgeldi-yazjumayewich,Rejepgeldi Ýazjumaýewiç Meredow,Mary welaýaty,Şapak,http://mejlis2.bushluk.com/site/assets/files/14566/98-meredow.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/meredow-rejepgeldi-yazjumayewich/,"",1961
amangeldiyew-shohrat-annagurbanowich,Şöhrat Annagurbanowiç Amangeldiýew,Mary welaýaty,Kemine,http://mejlis2.bushluk.com/site/assets/files/14567/99.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/amangeldiyew-shohrat-annagurbanowich/,"",1980
soltanow-atajan-jumayewich,Atajan Jumaýewiç Soltanow,Mary welaýaty,Baýramaly,http://mejlis2.bushluk.com/site/assets/files/14568/100-soltanow-aj.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/soltanow-atajan-jumayewich/,"",1978
janmyradow-maksat-charymyradowich,Maksat Çarymyradowiç Janmyradow,Mary welaýaty,Oguzhan,http://mejlis2.bushluk.com/site/assets/files/14569/101-janmyradow-mc.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/janmyradow-maksat-charymyradowich/,"",1980
atajanow-maksat-kakajanowich,Maksat Kakajanowiç Atajanow,Mary welaýaty,Jemgyýet,http://mejlis2.bushluk.com/site/assets/files/14570/102-ayajanow-mk.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/atajanow-maksat-kakajanowich/,"",1981
bazarow-rejep,Rejep Bazarow,Mary welaýaty,Zarpçy,http://mejlis2.bushluk.com/site/assets/files/14571/103.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/bazarow-rejep/,Türkmenistanyň Agrar partiýasy,1958
owezdurdyyew-atajan-hudaynazarowich,Atajan Hudaýnazarowiç Öwezdurdyýew,Mary welaýaty,Peşanaly,http://mejlis2.bushluk.com/site/assets/files/14573/104-owezdurdyyew-ah.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/owezdurdyyew-atajan-hudaynazarowich/,"",1978
allahanow-sapardurdy-charyyewich,Sapardurdy Çaryýewiç Allahanow,Mary welaýaty,Türkmenistan,http://mejlis2.bushluk.com/site/assets/files/14574/105-allahanow-sc.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/allahanow-sapardurdy-charyyewich/,"",1966
bekmyradow-agajan,Agajan Bekmyradow,Mary welaýaty,Wekil,http://mejlis2.bushluk.com/site/assets/files/14575/106-bekmyradow-a.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/bekmyradow-agajan/,"",1974
pirkulyyew-shatlyk-owezberdiyewich,Şatlyk Öwezberdiýewiç Pirkulyýew,Mary welaýaty,Rysgally,http://mejlis2.bushluk.com/site/assets/files/14576/107-pirkulyyew-so.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/pirkulyyew-shatlyk-owezberdiyewich/,"",1972
babayew-gurbanmuhammet-durdyyewich,Gurbanmuhammet Durdyýewiç Babaýew,Mary welaýaty,Wekilbazar,http://mejlis2.bushluk.com/site/assets/files/14577/108-babayew-gd.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/babayew-gurbanmuhammet-durdyyewich/,"",1962
orazow-atamyrat,Atamyrat Orazow,Mary welaýaty,Sakarçäge,http://mejlis2.bushluk.com/site/assets/files/14578/109-orazow-a.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/orazow-atamyrat/,"",1963
annaberdiyew-dowranberdi-orazberdiyewich,Döwranberdi Orazberdiýewiç Annaberdiýew,Mary welaýaty,Garaýap,http://mejlis2.bushluk.com/site/assets/files/14579/110--annaberdiyew.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/annaberdiyew-dowranberdi-orazberdiyewich/,"",1970
orazsahedow-batyrmyrat-atayewich,Batyrmyrat Ataýewiç Orazsähedow,Mary welaýaty,Çaşgyn,http://mejlis2.bushluk.com/site/assets/files/14580/111-orazsahedow-ba.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/orazsahedow-batyrmyrat-atayewich/,"",1983
myradow-maksatgeldi-aydogdyyewich,Maksatgeldi Aýdogdyýewiç Myradow,Mary welaýaty,Merw,http://mejlis2.bushluk.com/site/assets/files/14581/112-myradow-ma.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/myradow-maksatgeldi-aydogdyyewich/,"",1976
muhammedow-toyly-nuryagdyyewich,Toýly Nurýagdyýewiç Muhammedow,Mary welaýaty,Soltan Sanjar,http://mejlis2.bushluk.com/site/assets/files/14582/113-muhammedow-tn.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/muhammedow-toyly-nuryagdyyewich/,"",1978
gurbanmyradow-tirkishmyrat-orazdurdyyewich,Tirkişmyrat Orazdurdyýewiç Gurbanmyradow,Mary welaýaty,Mekan,http://mejlis2.bushluk.com/site/assets/files/14583/114-gurbanmyradow-to.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/gurbanmyradow-tirkishmyrat-orazdurdyyewich/,"",1958
annayew-orazberdi-amannurowich,Orazberdi Amannurowiç Annaýew,Mary welaýaty,Garagum,http://mejlis2.bushluk.com/site/assets/files/14584/115-annayew-o.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/annayew-orazberdi-amannurowich/,"",1964
tashliyew-muhammetnazar-akmuhammedowich,Muhammetnazar Akmuhammedowiç Täşliýew,Mary welaýaty,Türkmengala,http://mejlis2.bushluk.com/site/assets/files/14585/116-tasliyew-ma.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/tashliyew-muhammetnazar-akmuhammedowich/,Türkmenistanyň Demokratik partiýasy,1977
muhammedowa-jemile-allaberdiyewna,Jemile Allaberdiýewna Muhammedowa,Mary welaýaty,Rehnet,http://mejlis2.bushluk.com/site/assets/files/14586/117-muhammedowa-j.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/muhammedowa-jemile-allaberdiyewna/,"",1968
hummedowa-mayagozel-orazjumayewna,Maýagözel Orazjumaýewna Hümmedowa,Mary welaýaty,Ýolöten,http://mejlis2.bushluk.com/site/assets/files/14587/118-hummedowa-m.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/hummedowa-mayagozel-orazjumayewna/,"",1967
orazgulyyewa-akmaral-akmyradowna,Akmaral Akmyradowna Orazgulyýewa,Mary welaýaty,Atçapar,http://mejlis2.bushluk.com/site/assets/files/14588/119--orazgulyyewa-aa.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/orazgulyyewa-akmaral-akmyradowna/,"",1986
muhammetorazow-gurbanmyrat-allaberdiyewich,Gurbanmyrat Allaberdiýewiç Muhammetorazow,Mary welaýaty,Murgap,http://mejlis2.bushluk.com/site/assets/files/14589/120-muhammetorazow-ga.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/muhammetorazow-gurbanmyrat-allaberdiyewich/,"",1973
charygulyyewa-guljahan-amanmyradowna,Güljahan Amanmyradowna Çarygulyýewa,Mary welaýaty,Ylham,http://mejlis2.bushluk.com/site/assets/files/14590/121-carygulyyewa-g.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/charygulyyewa-guljahan-amanmyradowna/,"",1970
ashyrow-gurbanmyrat-durdymyradowich,Gurbanmyrat Durdymyradowiç Aşyrow,Mary welaýaty,Rowaçlyk,http://mejlis2.bushluk.com/site/assets/files/14591/122-asyrow-gd.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/ashyrow-gurbanmyrat-durdymyradowich/,"",1974
dowwayewa-akjagul-baymyradowna,Akjagül Baýmyradowna Dowwaýewa,Mary welaýaty,Tagtabazar,http://mejlis2.bushluk.com/site/assets/files/14592/123-dowwayewa-ab.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/dowwayewa-akjagul-baymyradowna/,"",1976
gokcheyew-begmyrat-yagshymyradowich,Begmyrat Ýagşymyradowiç Gökçeýew,Mary welaýaty,Pendi,http://mejlis2.bushluk.com/site/assets/files/14593/124-gokceyew-by.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/gokcheyew-begmyrat-yagshymyradowich/,"",1970
gurbanowa-ogulgerek-akumedowna,Ogulgerek Akumedowna Gurbanowa,Mary welaýaty,Serhetabat,http://mejlis2.bushluk.com/site/assets/files/14594/125-gurbanowa-oa.150x0.jpg,5,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/current/members-list/gurbanowa-ogulgerek-akumedowna/,"",1969
gulgeldiyew-gulgeldi,Gulgeldi Gulgeldiýew,Aşgabat ş.,1,http://mejlis2.bushluk.com/site/assets/files/2026/1_gulgeldiyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/gulgeldiyew-gulgeldi/,Türkmenistanyň Demokratik partiýasy,1962
bashimow-atajan,Atajan Bäşimow,Aşgabat ş.,10,http://mejlis2.bushluk.com/site/assets/files/2027/10_basimow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/bashimow-atajan/,Türkmenistanyň Demokratik partiýasy,1959
muhammedow-nikolay-jumayewic,Nikolaý Jumaýewiç Muhammedow,Aşgabat ş.,11,http://mejlis2.bushluk.com/site/assets/files/2028/11_muhammedow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/muhammedow-nikolay-jumayewic/,Türkmenistanyň Demokratik partiýasy,1949
atabayew-myrat-babayewic,Myrat Babaýewiç Atabaýew,Aşgabat ş.,12,http://mejlis2.bushluk.com/site/assets/files/2029/12_atabayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/atabayew-myrat-babayewic/,Türkmenistanyň Demokratik partiýasy,1957
mammedow-resulberdi-nurmammedowic,Resulberdi Nurmämmedowiç Mämmedow,Aşgabat ş.,13,http://mejlis2.bushluk.com/site/assets/files/2030/13_mammedow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/mammedow-resulberdi-nurmammedowic/,Türkmenistanyň Demokratik partiýasy,1976
ashyrow-orazmuhammet-amakowic,Orazmuhammet Amakowiç Aşyrow,Aşgabat ş.,2,http://mejlis2.bushluk.com/site/assets/files/2031/2_asyrow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ashyrow-orazmuhammet-amakowic/,Türkmenistanyň Demokratik partiýasy,1961
geldimyradowa-orazjahan,Orazjahan Geldimyradowa,Aşgabat ş.,3,http://mejlis2.bushluk.com/site/assets/files/2032/3_geldimyradowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/geldimyradowa-orazjahan/,Türkmenistanyň Demokratik partiýasy,1966
gubanow-wladimir-petrowic,Wladimir Petrowiç Gubanow,Aşgabat ş.,4,http://mejlis2.bushluk.com/site/assets/files/2033/4_gubanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/gubanow-wladimir-petrowic/,Türkmenistanyň Demokratik partiýasy,1949
babayewa-gulnar-myratdurdyyewna,Gülnara Myratdurdyýewna Babaýewa,Aşgabat ş.,5,http://mejlis2.bushluk.com/site/assets/files/2034/5_babayewa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/babayewa-gulnar-myratdurdyyewna/,Türkmenistanyň Demokratik partiýasy,1958
suleymanow-suleyman-bayramowic,Süleýman Baýramowiç Süleýmanow,Aşgabat ş.,6,http://mejlis2.bushluk.com/site/assets/files/2035/6_suleymanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/suleymanow-suleyman-bayramowic/,Türkmenistanyň Demokratik partiýasy,1955
atayewa-sulgun-jumageldiyewna,Sülgün Jumageldiýewna Ataýewa,Aşgabat ş.,8,http://mejlis2.bushluk.com/site/assets/files/2036/8_atayewa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/atayewa-sulgun-jumageldiyewna/,Türkmenistanyň Demokratik partiýasy,1969
bayramowa-gurbangul-geldiyewna,Gurbangül Geldiýewna Baýramowa,Aşgabat ş.,9,http://mejlis2.bushluk.com/site/assets/files/2037/9_bayramowa_g_g.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/bayramowa-gurbangul-geldiyewna/,Türkmenistanyň Demokratik partiýasy,1960
saparow-meylismyrat-gurbanmyradowic,Meýlismyrat Gurbanmyradowiç Saparow,Ahal welaýaty,14,http://mejlis2.bushluk.com/site/assets/files/2039/14_saparow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/saparow-meylismyrat-gurbanmyradowic/,Türkmenistanyň Demokratik partiýasy,1978
atayew-dowletgeldi-annagurbanowic,Döwletgeldi Annagurbanowiç Ataýew,Ahal welaýaty,15,http://mejlis2.bushluk.com/site/assets/files/2040/15_atayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/atayew-dowletgeldi-annagurbanowic/,Türkmenistanyň Demokratik partiýasy,1964
gurbannazarowa-yazdursun,Ýazdursun Gurbannazarowa,Ahal welaýaty,16,http://mejlis2.bushluk.com/site/assets/files/2041/16_gurbannazarowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/gurbannazarowa-yazdursun/,Türkmenistanyň Demokratik partiýasy,1968
komekow-nury-babayewic,Nury Babaýewiç Kömekow,Ahal welaýaty,17,http://mejlis2.bushluk.com/site/assets/files/2042/17_komekow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/komekow-nury-babayewic/,Türkmenistanyň Demokratik partiýasy,1980
iyrangulyyew-resul-gurbangulyyewic,Resul Gurbangulyýewiç Işangulyýew,Ahal welaýaty,18,http://mejlis2.bushluk.com/site/assets/files/2043/18_isangulyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/iyrangulyyew-resul-gurbangulyyewic/,Türkmenistanyň Demokratik partiýasy,1974
nurberdiyewa-akja-tajiyewna,Akja Täjiýewna Nurberdiýewa,Ahal welaýaty,19,http://mejlis2.bushluk.com/site/assets/files/2044/19_nurberdiyewa_a_t.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/nurberdiyewa-akja-tajiyewna/,Türkmenistanyň Demokratik partiýasy,1957
bayramsahedow-resulberdi-atayewic,Resulberdi Ataýewiç Baýramsähedow,Ahal welaýaty,20,http://mejlis2.bushluk.com/site/assets/files/2045/20_bayramsahedow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/bayramsahedow-resulberdi-atayewic/,"",1977
ahmedowa-irin-toycyyewna,Şirin Toýçyýewna Ahmedowa,Ahal welaýaty,21,http://mejlis2.bushluk.com/site/assets/files/2046/21_ahmedowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ahmedowa-irin-toycyyewna/,Türkmenistanyň Demokratik partiýasy,1959
amanow-bekmyrat-annaberdiyewic,Bekmyrat Annaberdiýewiç Amanow,Ahal welaýaty,22,http://mejlis2.bushluk.com/site/assets/files/2047/22_amanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/amanow-bekmyrat-annaberdiyewic/,Türkmenistanyň Demokratik partiýasy,1966
orayew-mowlam,Möwlam Öraýew,Ahal welaýaty,23,http://mejlis2.bushluk.com/site/assets/files/2048/23_orayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/orayew-mowlam/,Türkmenistanyň Demokratik partiýasy,1961
arabow-amandurdy-annagurbanowic,Amandurdy Annagurbanowiç Arabow,Ahal welaýaty,24,http://mejlis2.bushluk.com/site/assets/files/2049/24_arabow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/arabow-amandurdy-annagurbanowic/,Türkmenistanyň Demokratik partiýasy,1960
gojenowa-ayshat-muhametdurdyyewna,Aýşat Muhametdurdyýewna Göjenowa,Ahal welaýaty,26,http://mejlis2.bushluk.com/site/assets/files/2050/26_gojenowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/gojenowa-ayshat-muhametdurdyyewna/,Türkmenistanyň Demokratik partiýasy,1973
caryyew-ahmet-amangeldiyewic,Ahmet Amangeldiýewiç Çaryýew,Ahal welaýaty,27,http://mejlis2.bushluk.com/site/assets/files/2051/acaryew4x5-1.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/caryyew-ahmet-amangeldiyewic/,Türkmenistanyň Demokratik partiýasy,1974
esenow-rejepguly-jumamyradowic,Rejepguly Jumamyradowiç Esenow,Ahal welaýaty,28,http://mejlis2.bushluk.com/site/assets/files/2052/28_esenow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/esenow-rejepguly-jumamyradowic/,Türkmenistanyň Demokratik partiýasy,1962
ataniyazow-atamuhammet-kurtiyewic,Atamuhammet Kürtiýewiç Atanyýazow,Ahal welaýaty,29,http://mejlis2.bushluk.com/site/assets/files/2053/29_atanyyazow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ataniyazow-atamuhammet-kurtiyewic/,Türkmenistanyň Demokratik partiýasy,1968
myradowa-bayramsoltan,Baýramsoltan Myradowa,Ahal welaýaty,30,http://mejlis2.bushluk.com/site/assets/files/2054/30_myradowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/myradowa-bayramsoltan/,Türkmenistanyň Demokratik partiýasy,1969
durdyyew-toremyrat,Töremyrat Durdyýew,Ahal welaýaty,31,http://mejlis2.bushluk.com/site/assets/files/2055/31_durdyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/durdyyew-toremyrat/,Türkmenistanyň Demokratik partiýasy,1965
cepbeyew-orazgeldi-ashyrowic,Orazgeldi Aşyrowiç Çepbeýew,Ahal welaýaty,32,http://mejlis2.bushluk.com/site/assets/files/2056/32_cepbeyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/cepbeyew-orazgeldi-ashyrowic/,Türkmenistanyň Demokratik partiýasy,1959
ballakow-tacguly,Täçguly Ballakow,Balkan welaýaty,33,http://mejlis2.bushluk.com/site/assets/files/2058/33_ballakow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ballakow-tacguly/,Türkmenistanyň Demokratik partiýasy,1951
durdyyew-durdy,Durdy Durdyýew,Balkan welaýaty,34,http://mejlis2.bushluk.com/site/assets/files/2059/34_durdyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/durdyyew-durdy/,Türkmenistanyň Demokratik partiýasy,1963
taylyyew-atamyrat-baymyradowic,Atamyrat Baýmyradowiç Taýlyýew,Balkan welaýaty,35,http://mejlis2.bushluk.com/site/assets/files/2060/35_taylyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/taylyyew-atamyrat-baymyradowic/,"",1969
mammetgurbanowa-araztuwak,Araztuwak Hydyrmämmedowna Mämmetgurbanowa,Balkan welaýaty,36,http://mejlis2.bushluk.com/site/assets/files/2061/36_mammetgurbanowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/mammetgurbanowa-araztuwak/,Türkmenistanyň Demokratik partiýasy,1965
bezirgenow-ashyrmammet,Aşyrmämmet Bezirgenow,Balkan welaýaty,37,http://mejlis2.bushluk.com/site/assets/files/2062/37_bezirgenow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/bezirgenow-ashyrmammet/,Türkmenistanyň Demokratik partiýasy,1969
hanmammedowa-amanbibi,Amanbibi Hanmämmedowa,Balkan welaýaty,38,http://mejlis2.bushluk.com/site/assets/files/2063/38_hanmammedowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/hanmammedowa-amanbibi/,Türkmenistanyň Demokratik partiýasy,1958
puhanow-puhan-ahmedowic,Puhan Ahmedowiç Puhanow,Balkan welaýaty,39,http://mejlis2.bushluk.com/site/assets/files/2064/39_puhanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/puhanow-puhan-ahmedowic/,Türkmenistanyň Demokratik partiýasy,1968
ashyrow-aman-ylyas-ogly,Aman Ylýas ogly Aşyrow,Balkan welaýaty,40,http://mejlis2.bushluk.com/site/assets/files/2065/40_asyrow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ashyrow-aman-ylyas-ogly/,Türkmenistanyň Demokratik partiýasy,1955
paltayewa-maral-garayewna,Maral Garaýewna Paltaýewa,Balkan welaýaty,41,http://mejlis2.bushluk.com/site/assets/files/2066/41_paltayewa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/paltayewa-maral-garayewna/,Türkmenistanyň Demokratik partiýasy,1949
amanow-gurbanmammet,Gurbanmämmet Amanow,Balkan welaýaty,42,http://mejlis2.bushluk.com/site/assets/files/2067/42_amanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/amanow-gurbanmammet/,Türkmenistanyň Demokratik partiýasy,1961
shiriyew-orazmammet,Orazmämmet Şiriýew,Balkan welaýaty,43,http://mejlis2.bushluk.com/site/assets/files/2068/43_siriyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/shiriyew-orazmammet/,Türkmenistanyň Demokratik partiýasy,1965
golliyewa-maral-ashyrmedowna,Maral Aşyrmedowna Gölliýewa,Daşoguz welaýaty,44,http://mejlis2.bushluk.com/site/assets/files/2070/44_golliyewa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/golliyewa-maral-ashyrmedowna/,Türkmenistanyň Demokratik partiýasy,1962
berdyyew-batyr-hojayewic,Batyr Hojaýewiç Berdyýew,Daşoguz welaýaty,45,http://mejlis2.bushluk.com/site/assets/files/2071/45_berdiyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/berdyyew-batyr-hojayewic/,Türkmenistanyň Demokratik partiýasy,1961
nepesowa-tazegul-hakberdiyewna,Täzegül Hakberdiýewna Nepesowa,Daşoguz welaýaty,46,http://mejlis2.bushluk.com/site/assets/files/2072/46_nepesowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/nepesowa-tazegul-hakberdiyewna/,Türkmenistanyň Demokratik partiýasy,1962
