name,image,area,id,party,type,term,source
Mario Mita Daza,http://www.diputados.bo/script/imagenes/Chuquisaca/mita.dm.jpg,Plurinominal,mita.dm,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Maria Falon Choque,http://www.diputados.bo/script/imagenes/Chuquisaca/falon.cm.jpg,Plurinominal,falon.cm,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Horacio Poppe Inch,http://www.diputados.bo/script/imagenes/Chuquisaca/poppe.ih.jpg,C - 1,poppe.ih,PDC,Titular,2015,http://www.diputados.bo/script/dip-index.php
Victoria Mostajo,http://www.diputados.bo/script/imagenes/Chuquisaca/mostajo.v.jpg,C - 1,mostajo.v,PDC,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Bacilio Velasquez Salazar,http://www.diputados.bo/script/imagenes/Chuquisaca/velasquez.sb.jpg,C - 4,velasquez.sb,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Arminda Duran,http://www.diputados.bo/script/imagenes/Chuquisaca/duran.a.jpg,C - 4,duran.a,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Alicia Villarpando Flores,http://www.diputados.bo/script/imagenes/Chuquisaca/villarpando.fa.jpg,C - 5,villarpando.fa,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Freddy Torrejon Flores,http://www.diputados.bo/script/imagenes/Chuquisaca/torrejon.ff.jpg,C - 5,torrejon.ff,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Yesenia Yarhui Albino,http://www.diputados.bo/script/imagenes/Chuquisaca/yarhui.ay.jpg,Plurinominal,yarhui.ay,PDC,Titular,2015,http://www.diputados.bo/script/dip-index.php
Luis Fernando Paz Quiroga,http://www.diputados.bo/script/imagenes/Chuquisaca/paz.ql.jpg,Plurinominal,paz.ql,PDC,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Celia Andrea Bonilla Gemio,http://www.diputados.bo/script/imagenes/La%20Paz/bonilla.gc.jpg,Plurinominal,bonilla.gc,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Pedro Lucas Choque Yujra,http://www.diputados.bo/script/imagenes/La%20Paz/choque.yp.jpg,Plurinominal,choque.yp,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Sonia Silvia Brito Sandoval,http://www.diputados.bo/script/imagenes/La%20Paz/brito.ss.jpg,C - 8,brito.ss,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Remberto Calani Jaillita,http://www.diputados.bo/script/imagenes/La%20Paz/calani.jr.jpg,C - 8,calani.jr,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Maria Eugenia Calcina Rivero,http://www.diputados.bo/script/imagenes/La%20Paz/calcina.rm.jpg,Plurinominal,calcina.rm,UD,Titular,2015,http://www.diputados.bo/script/dip-index.php
Rafael Arcangel Quispe Flores,http://www.diputados.bo/script/imagenes/La%20Paz/quispe.fr.jpg,Plurinominal,quispe.fr,UD,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Maria Natalia Calle Perez,http://www.diputados.bo/script/imagenes/La%20Paz/calle.pm.jpg,Plurinominal,calle.pm,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Basilio Huanca Catunta,http://www.diputados.bo/script/imagenes/La%20Paz/huanca.cb.jpg,Plurinominal,huanca.cb,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Jose Manuel Canelas Jaime,http://www.diputados.bo/script/imagenes/La%20Paz/canelas.jj.jpg,Plurinominal,canelas.jj,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Lidia Patty Mullisaca,http://www.diputados.bo/script/imagenes/La%20Paz/mullisaca.l.jpg,Plurinominal,mullisaca.l,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Ruben Chambi Mollericona,http://www.diputados.bo/script/imagenes/La%20Paz/chambi.mr.jpg,C - 19,chambi.mr,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Margarita Tiñini Tambo,http://www.diputados.bo/script/imagenes/La%20Paz/tinini.tm.jpg,C - 19,tinini.tm,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Simon Sergio Choque Siñani,http://www.diputados.bo/script/imagenes/La%20Paz/choque.ss.jpg,C - 12,choque.ss,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Roxana Huanca Ticona,http://www.diputados.bo/script/imagenes/La%20Paz/huanca.tr.jpg,C - 12,huanca.tr,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Rosa Ines Chuquimia Tarquino,http://www.diputados.bo/script/imagenes/La%20Paz/chuquimia.tr.jpg,C - 9,chuquimia.tr,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Gabriel Emilio Miranda Valdez,http://www.diputados.bo/script/imagenes/La%20Paz/miranda.vg.jpg,C - 9,miranda.vg,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Ana Jimena Costa Benavides,http://www.diputados.bo/script/imagenes/La%20Paz/costa.ba.jpg,Plurinominal,costa.ba,UD,Titular,2015,http://www.diputados.bo/script/dip-index.php
Amilcar Bladimir Barral Cabero,http://www.diputados.bo/script/imagenes/La%20Paz/barral.ca.jpg,Plurinominal,barral.ca,UD,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Franklin Duran Lopez,http://www.diputados.bo/script/imagenes/La%20Paz/duran.lf.jpg,Plurinominal,duran.lf,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Jacinta Choque Cahuana,http://www.diputados.bo/script/imagenes/La%20Paz/choque.cj.jpg,Plurinominal,choque.cj,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Victor Marcian Ramirez Medina,http://www.diputados.bo/script/imagenes/sinfoto.jpg,Plurinominal,sinfoto,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Asunta Quispe Alejo,http://www.diputados.bo/script/imagenes/La%20Paz/quispe.aa.jpg,C - 18,quispe.aa,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Julio Huaraya Cabrera,http://www.diputados.bo/script/imagenes/La%20Paz/huaraya.cj.jpg,C - 15,huaraya.cj,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Maria Luisa Patiño Piza,http://www.diputados.bo/script/imagenes/La%20Paz/patinio.pm.jpg,C - 15,patinio.pm,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Jhovana Margarett Jordan Antonio,http://www.diputados.bo/script/imagenes/La%20Paz/jordan.aj.jpg,Plurinominal,jordan.aj,PDC,Titular,2015,http://www.diputados.bo/script/dip-index.php
Gonzalo Jarro Salluca,http://www.diputados.bo/script/imagenes/La%20Paz/jarro.sg.jpg,Plurinominal,jarro.sg,PDC,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Carol Mireya Montaño Rocha,http://www.diputados.bo/script/imagenes/La%20Paz/montanio.rc.jpg,C - 11,montanio.rc,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Humberto Alanez Escobar,http://www.diputados.bo/script/imagenes/La%20Paz/alanez.eh.jpg,C - 11,alanez.eh,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Alicia Natte Rosendi,http://www.diputados.bo/script/imagenes/La%20Paz/natte.ra.jpg,,natte.ra,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Jose Mendoza Barrera,http://www.diputados.bo/script/imagenes/La%20Paz/mendoza.bj.jpg,,mendoza.bj,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Concepcion Ortiz,http://www.diputados.bo/script/imagenes/La%20Paz/ortiz.c.jpg,C - 16,ortiz.c,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Gonzalo Mamani Quispe,http://www.diputados.bo/script/imagenes/La%20Paz/mamani.qg.jpg,C - 16,mamani.qg,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Edmundo Gaston Polo Ariñez,http://www.diputados.bo/script/imagenes/La%20Paz/polo.ae.jpg,Plurinominal,polo.ae,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Toribia Pomacusi Chipana,http://www.diputados.bo/script/imagenes/La%20Paz/pomacusi.ct.jpg,Plurinominal,pomacusi.ct,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Maximo Panti Mamani,http://www.diputados.bo/script/imagenes/La%20Paz/panti.mm.jpg,Plurinominal,panti.mm,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Brigida Virginia Quiroga Ramos,http://www.diputados.bo/script/imagenes/La%20Paz/quiroga.rb.jpg,Plurinominal,quiroga.rb,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Miguel Callisaya Montalvo,http://www.diputados.bo/script/imagenes/La%20Paz/callisaya.mm.jpg,Plurinominal,callisaya.mm,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Saturnino Javier Quispe Poma,http://www.diputados.bo/script/imagenes/La%20Paz/quispe.ps.jpg,C - 10,quispe.ps,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Mercedes Marquez Quispe,http://www.diputados.bo/script/imagenes/La%20Paz/marquez.qm.jpg,C - 10,marquez.qm,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Cristina Choque Paxi,http://www.diputados.bo/script/imagenes/La%20Paz/choque.pc.jpg,Plurinominal,choque.pc,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Helmuth Vladimir Salinas Iñiguez,http://www.diputados.bo/script/imagenes/La%20Paz/salinas.ih.jpg,Plurinominal,salinas.ih,PDC,Titular,2015,http://www.diputados.bo/script/dip-index.php
Susana Carola Campos Elio,http://www.diputados.bo/script/imagenes/La%20Paz/campos.es.jpg,Plurinominal,campos.es,PDC,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Fernanda Elena San Martin Carrasco,http://www.diputados.bo/script/imagenes/La%20Paz/sanmartin.cf.jpg,Plurinominal,sanmartin.cf,UD,Titular,2015,http://www.diputados.bo/script/dip-index.php
Ramiro Rodrigo Pacheco Gutierrez,http://www.diputados.bo/script/imagenes/La%20Paz/pacheco.gr.jpg,Plurinominal,pacheco.gr,UD,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Wilson Pedro Santamaria Choque,http://www.diputados.bo/script/imagenes/La%20Paz/santamaria.cw.jpg,Plurinominal,santamaria.cw,UD,Titular,2015,http://www.diputados.bo/script/dip-index.php
Rufina Cladera Vasquez,http://www.diputados.bo/script/imagenes/La%20Paz/cladera.vr.jpg,Plurinominal,cladera.vr,UD,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Modesta Supo Tallacahua,http://www.diputados.bo/script/imagenes/La%20Paz/supo.tm.jpg,C - 14,supo.tm,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Martin Jimenez Mamani,http://www.diputados.bo/script/imagenes/La%20Paz/jimenez.mm.jpg,C - 14,jimenez.mm,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Clery Vargas Villca,http://www.diputados.bo/script/imagenes/La%20Paz/vargas.vc.jpg,C - 13,vargas.vc,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Alberto Mamani Quispe,http://www.diputados.bo/script/imagenes/La%20Paz/mamani.qa.jpg,C - 13,mamani.qa,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Tito Veizaga Cossio,http://www.diputados.bo/script/imagenes/La%20Paz/veizaga.ct.jpg,C - 17,veizaga.ct,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Juana Luque Mamani,http://www.diputados.bo/script/imagenes/La%20Paz/luque.mj.jpg,C - 17,luque.mj,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Betty Beatriz Yañiquez Lozano,http://www.diputados.bo/script/imagenes/La%20Paz/yaniquez.lb.jpg,C - 7,yaniquez.lb,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Joselin Floduardo Ordoñez Sanchez,http://www.diputados.bo/script/imagenes/La%20Paz/ordoniez.sj.jpg,C - 7,ordoniez.sj,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Javier Eduardo Zavaleta Lopez,http://www.diputados.bo/script/imagenes/La%20Paz/zavaleta.lj.jpg,C - 6,zavaleta.lj,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Ana Maria Diaz Borda,http://www.diputados.bo/script/imagenes/La%20Paz/diaz.ba.jpg,C - 6,diaz.ba,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Ros Mery Arias Quiroga,http://www.diputados.bo/script/imagenes/Cochabamba/arias.qr.jpg,C - 28,arias.qr,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Eugenio Quispe Melgarejo,http://www.diputados.bo/script/imagenes/Cochabamba/quispe.me.jpg,C - 28,quispe.me,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Sandra Cartagena Lopez,http://www.diputados.bo/script/imagenes/Cochabamba/cartagena.ls.jpg,C - 21,cartagena.ls,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Jaime Rodolfo Zapata Corrales,http://www.diputados.bo/script/imagenes/Cochabamba/zapata.cj.jpg,C - 21,zapata.cj,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Patricia Chavez Noe,http://www.diputados.bo/script/imagenes/Cochabamba/chavez.np.jpg,,chavez.np,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Emilio Vilche Rocha,http://www.diputados.bo/script/imagenes/Cochabamba/vilche.re.jpg,,vilche.re,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Shirley Franco Rodriguez,http://www.diputados.bo/script/imagenes/Cochabamba/franco.rs.jpg,Plurinominal,franco.rs,UD,Titular,2015,http://www.diputados.bo/script/dip-index.php
Enrique Siles Montesinos,http://www.diputados.bo/script/imagenes/Cochabamba/siles.me.jpg,Plurinominal,siles.me,UD,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Lucio Gomez Lojo,http://www.diputados.bo/script/imagenes/Cochabamba/gomez.ll.jpg,Plurinominal,gomez.ll,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Patricia Milenka Gutierrez Medina,http://www.diputados.bo/script/imagenes/Cochabamba/gutierrez.mp.jpg,Plurinominal,gutierrez.mp,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Victor Alonzo Gutierrez Flores,http://www.diputados.bo/script/imagenes/Cochabamba/gutierrez.fv.jpg,C - 20,gutierrez.fv,UD,Titular,2015,http://www.diputados.bo/script/dip-index.php
Maria Cira Estela Castro Villarroel,http://www.diputados.bo/script/imagenes/Cochabamba/castro.vm.jpg,C - 20,castro.vm,UD,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Bernard Osvaldo Gutierrez Sanz,http://www.diputados.bo/script/imagenes/Cochabamba/gutierrez.sb.jpg,Plurinominal,gutierrez.sb,UD,Titular,2015,http://www.diputados.bo/script/dip-index.php
Maria Isabel Bustamante Barrientos,http://www.diputados.bo/script/imagenes/Cochabamba/bustamante.bm.jpg,Plurinominal,bustamante.bm,UD,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Leoncio Jancko Quispe,http://www.diputados.bo/script/imagenes/Cochabamba/jancko.ql.jpg,C - 22,jancko.ql,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Gisela Janeth Gonzales Torrico,http://www.diputados.bo/script/imagenes/Cochabamba/gonzales.tg.jpg,C - 22,gonzales.tg,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Julio Sabas Jimenez Llanque,http://www.diputados.bo/script/imagenes/Cochabamba/jimenez.lj.jpg,C - 23,jimenez.lj,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Delia Merida Caraballo,http://www.diputados.bo/script/imagenes/Cochabamba/merida.cd.jpg,C - 23,merida.cd,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Claudia Mallon Vargas,http://www.diputados.bo/script/imagenes/Cochabamba/mallon.vc.jpg,Plurinominal,mallon.vc,UD,Titular,2015,http://www.diputados.bo/script/dip-index.php
Rodrigo Valdivia Gomez,http://www.diputados.bo/script/imagenes/Cochabamba/valdivia.gr.jpg,Plurinominal,valdivia.gr,UD,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Manuel Mamani Quispe,http://www.diputados.bo/script/imagenes/Cochabamba/mamani.qm.jpg,C - 27,mamani.qm,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Felicia Maria Ramallo,http://www.diputados.bo/script/imagenes/Cochabamba/ramallo.f.jpg,C - 27,ramallo.f,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Romina Guadalupe Perez Ramos,http://www.diputados.bo/script/imagenes/Cochabamba/perez.rr.jpg,Plurinominal,perez.rr,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Juan Ademar Valda Vargas,http://www.diputados.bo/script/imagenes/Cochabamba/valda.vj.jpg,Plurinominal,valda.vj,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Norma Alicia Pierola Valdez,http://www.diputados.bo/script/imagenes/Cochabamba/pierola.vn.jpg,Plurinominal,pierola.vn,PDC,Titular,2015,http://www.diputados.bo/script/dip-index.php
Cesar Augusto Sanchez Fuentes,http://www.diputados.bo/script/imagenes/Cochabamba/sanchez.fc.jpg,Plurinominal,sanchez.fc,PDC,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Juana Quispe Ari,http://www.diputados.bo/script/imagenes/Cochabamba/quispe.aj.jpg,C - 24,quispe.aj,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Sabino Arroyo Gonzales,http://www.diputados.bo/script/imagenes/Cochabamba/arroyo.gs.jpg,C - 24,arroyo.gs,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Elvira Silvana Rojas Orellana,http://www.diputados.bo/script/imagenes/Cochabamba/rojas.oe.jpg,C - 25,rojas.oe,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Teofilo Vasquez Santos,http://www.diputados.bo/script/imagenes/Cochabamba/vasquez.st.jpg,C - 25,vasquez.st,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Virginia Terceros Pinto,http://www.diputados.bo/script/imagenes/Cochabamba/terceros.pv.jpg,Plurinominal,terceros.pv,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Guido Rodriguez Flores,http://www.diputados.bo/script/imagenes/Cochabamba/rodriguez.fg.jpg,Plurinominal,rodriguez.fg,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Freddy Vargas Terceros,http://www.diputados.bo/script/imagenes/Cochabamba/vargas.tf.jpg,C - 26,vargas.tf,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Dorotea Fernandez Vallejos,http://www.diputados.bo/script/imagenes/Cochabamba/fernandez.vd.jpg,C - 26,fernandez.vd,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Juan Vasquez Collque,http://www.diputados.bo/script/imagenes/Cochabamba/vasquez.cj.jpg,Plurinominal,vasquez.cj,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Nora Fernandez Rodriguez,http://www.diputados.bo/script/imagenes/Cochabamba/fernandez.rn.jpg,Plurinominal,fernandez.rn,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Ayda Luz Villarroel Quinteros,http://www.diputados.bo/script/imagenes/Cochabamba/villarroel.qa.jpg,Plurinominal,villarroel.qa,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Guillermo Rocha Guzman,http://www.diputados.bo/script/imagenes/Cochabamba/rocha.gg.jpg,Plurinominal,rocha.gg,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Anacleta Amurrio Paniagua,http://www.diputados.bo/script/imagenes/Santa%20Cruz/amurrio.pa.jpg,C - 55,amurrio.pa,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Oscar Arellano Pizarro,http://www.diputados.bo/script/imagenes/Santa%20Cruz/arellano.po.jpg,C - 55,arellano.po,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Adriana Arias Calderón,http://www.diputados.bo/script/imagenes/Santa%20Cruz/arias.ca.jpg,C - 49,arias.ca,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Gonzalo Herrera Cáceres,http://www.diputados.bo/script/imagenes/Santa%20Cruz/herrera.cg.jpg,C - 49,herrera.cg,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Eddy Henrry Cabrera Carlo,http://www.diputados.bo/script/imagenes/Santa%20Cruz/cabrera.ce.jpg,Plurinominal,cabrera.ce,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Shirley Suarez Antelo,http://www.diputados.bo/script/imagenes/Santa%20Cruz/suarez.as.jpg,Plurinominal,suarez.as,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Juan Cala Ortega,http://www.diputados.bo/script/imagenes/Santa%20Cruz/cala.oj.jpg,C - 52,cala.oj,MAS,Titular,2015,http://www.diputados.bo/script/dip-index.php
Petrona Sánchez Castro,http://www.diputados.bo/script/imagenes/Santa%20Cruz/sanchez.cp.jpg,C - 52,sanchez.cp,MAS,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Beatriz Eliane Capobianco Sandoval,http://www.diputados.bo/script/imagenes/Santa%20Cruz/capobianco.sb.jpg,Plurinominal,capobianco.sb,UD,Titular,2015,http://www.diputados.bo/script/dip-index.php
Jose Carlos Gutierrez Vargas,http://www.diputados.bo/script/imagenes/Santa%20Cruz/gutierrez.vj.jpg,Plurinominal,gutierrez.vj,UD,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Pura Leny Chavez Vaca,http://www.diputados.bo/script/imagenes/Santa%20Cruz/chavez.vp.jpg,C - 44,chavez.vp,UD,Titular,2015,http://www.diputados.bo/script/dip-index.php
Luis Alberto Vaca Bejarano,http://www.diputados.bo/script/imagenes/Santa%20Cruz/vaca.bl.jpg,C - 44,vaca.bl,UD,Suplente,2015,http://www.diputados.bo/script/dip-index.php
Julio Hermogenes Costas Gonzales,http://www.diputados.bo/script/imagenes/Santa%20Cruz/costas.gj.jpg,Plurinominal,costas.gj,PDC,Titular,2015,http://www.diputados.bo/script/dip-index.php
Erika Justiniano Negrete,http://www.diputados.bo/script/imagenes/Santa%20Cruz/justiniano.ne.jpg,Plurinominal,justiniano.ne,PDC,Suplente,2015,http://www.diputados.bo/script/dip-index.php
