id,wikidata
vmro-dpmne,Q945717
democratic_union_for_integration,Q1186346
democratic_party_of_albanians,Q1785240
democratic_union,Q2642915
democratic_renewal_of_macedonia,Q2705789
socialist_party_of_macedonia,Q2491139
union_of_roma_of_macedonia,Q7886701
democratic_party_of_serbs_in_macedonia,Q3621311
liberal_-_democratic_party,Q683845
grom,Q16738440
democratic_part_of_the_turks_in_macedonia,Q3393359
